"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"102",="2345","智邦","217.5","2011","260","+13.5","42.8","+3.44","8.62","-14.2","16.5","-1.6","3.35","-0.85","1.66","-0.36","12.2","-0.86","6.24","-0.89","43"
"103",="6294","智基","108.5","2011","","","","","-0.14","+41.4","","","","","-0.96","+1.9","","","","",""
"104",="8341","日友","267.5","2011","","","","","","","","","","","","","","","","",""
"105",="2308","台達電","138","2011","1,625","-5.15","346","-5.43","110","-30.2","21.3","-0.06","7.36","-3.08","4.58","-2.11","13.3","-8.61","6.74","-5.36","51"
"106",="6568","宏觀","123.5","-","","","","","","","","","","","","","","","","",""
"107",="8480","泰昇-KY","136","-","","","","","","","","","","","","","","","","",""
"108",="8081","致新","141","2011","47.6","-5.07","15","-14","6.96","-14.3","31.4","-3.25","14.6","-1.58","8.12","-1.38","17.5","-3.3","13.9","-2.56","68"
"109",="2428","興勤","85.6","2011","43","-1.31","8.9","-33.6","4.03","-33.9","20.7","-10","9.95","-4.07","3.16","-1.61","13.2","-7.11","9.45","-5.45","57"
"110",="1477","聚陽","135","2011","151","+6.99","31.6","+11.2","11.1","+21","20.9","+0.79","7.35","+0.86","6.92","+1.01","27.1","+2.31","16","+1.59","52"
"111",="2228","劍麟","85.6","2011","25.7","+14.9","7.69","+6.76","3.06","+21","30","-2.27","11.9","+0.62","5.08","+0.88","20.2","+1.07","15","+0.1","59"
"112",="3558","神準","107","2011","38.9","+12.6","9.58","+13.1","1.73","+32.5","24.6","+0.11","4.45","+0.67","4.22","+1.04","21.7","+3.7","8.83","+1.1","43"
"113",="3130","一零四","158","2011","23.3","+2.44","10.1","+1.93","2.28","-12.7","43.3","-0.22","9.74","-1.8","6.71","-1.01","18.6","-4.39","12.5","-3.38","61"
"114",="2458","義隆","91","2011","54.4","-13.4","17","-24.4","4.72","-32.8","31.2","-4.53","7.58","-2.66","1.2","-0.56","6.9","-3.67","5.7","-3.14","62"
"115",="9910","豐泰","185","2011","356","+18.8","57.7","+4.75","14.3","-7.49","16.2","-2.17","4.56","-1.28","2.76","-0.22","15.5","-0.96","7.85","-1.15","45"
"116",="2385","群光","79.5","2011","607","+0.41","90","+1.35","41.6","+13.9","14.8","+0.14","7.22","+0.91","6.85","+0.58","26","-0.87","11","+0.1","43"
"117",="3570","大塚","94.8","2011","5.58","+31.2","2.51","+26.2","0.69","+47.1","44.9","-1.78","12.3","+1.34","4.09","+1.28","16.5","+4.3","13.3","+3.07","66"
"118",="9914","美利達","166","2011","202","+20.1","28.7","+42","18.2","+45.4","14.2","+2.19","8.98","+1.55","7.33","+2.29","27.3","+6.59","14","+3.43","45"
"119",="2317","鴻海","73.6","2011","34,527","+15.2","2,664","+9.08","816","+5.75","7.72","-0.43","2.37","-0.15","7.65","-0.36","14.5","-0.75","5.27","-1.02","43"
"120",="5903","全家","235.5","2011","479","+10.5","162","+11.2","10","+7.39","33.7","+0.2","2.21","-0.07","4.5","+0.31","23.2","+0.01","6.57","-0.09","53"
"121",="8499","鼎炫-KY","104","-","","","","","","","","","","","","","","","","",""
"122",="6213","聯茂","131","2011","200","+0.45","23.7","-19.8","11.3","-22.5","11.8","-2.99","5.63","-1.67","3.81","-1.49","18.8","-8.74","7.65","-3.67","45"
"123",="6230","超眾","232","2011","47.9","-2.1","7.81","-22.4","2.47","-31.1","16.3","-4.27","5.15","-2.17","2.86","-1.29","11.2","-5.84","5.95","-3.15","43"
"124",="4190","佐登-KY","82.6","-","","","","","","","","","","","","","","","","",""
"125",="4736","泰博","280","2011","20.4","-2.98","7.54","-6.15","2.17","+4.27","37","-1.25","9.08","-0.29","3.4","-0.22","8.57","-1.36","6.07","-0.8","55"
"126",="6596","寬宏藝術","49.9","-","","","","","","","","","","","","","","","","",""
"127",="2231","為升","152","2011","10.9","-12.4","3.69","-33.6","1.31","-56.3","33.9","-10.8","12.2","-12","2.19","-2.81","11.9","-17.6","9.09","-12.3","50"
"128",="4580","捷流閥業","97","-","","","","","","","","","","","","","","","","",""
"129",="5306","桂盟","116","2011","1.73","+57.1","0.22","-3.16","0.02","+104","13","-8.05","0.93","+34.9","0.02","+0.5","0.25","+8.39","0.23","+8.02","57"
"130",="5299","杰力","111","-","","","","","","","","","","","","","","","","",""
"131",="6472","保瑞","149","-","","","","","","","","","","","","","","","","",""
"132",="8279","生展","110","-","","","","","","","","","","","","","","","","",""
"133",="3413","京鼎","165.5","2011","25.7","-33.3","4.82","-25.3","-2.16","-263","18.8","+2.03","-8.44","-11.9","-2","-3.23","-36.5","-58.4","-5.96","-9.68","28"
"134",="6683","雍智科技","247","-","","","","","","","","","","","","","","","","",""
"135",="6561","是方","323","-","","","","","","","","","","","","","","","","",""
"136",="9802","鈺齊-KY","90","2011","72.5","+22.3","12.8","+6.38","4.69","+10.7","17.6","-2.64","6.5","-4.16","5.44","+0.06","12.9","-9.29","7.68","-6.19","51"
"137",="3548","兆利","62.6","2011","33.4","0","4.5","-29","0.17","-81.1","13.5","-5.5","0.52","-2.25","0.35","-1.48","0.81","-3.59","0.5","-2.2","45"
"138",="5474","聰泰","88","2011","","","","","-0.05","+58.4","","","","","-0.14","+0.21","","","","",""
"139",="8482","商億-KY","108","-","","","","","","","","","","","","","","","","",""
"140",="6491","晶碩","123.5","-","","","","","","","","","","","","","","","","",""
"141",="8210","勤誠","92","2011","39.5","-4.12","10.3","-5.62","4.45","+4.68","26","-0.42","11.3","+0.95","3.86","+0.03","23.2","-1.17","12.9","+0.06","59"
"142",="1582","信錦","81.1","2011","84.5","+26.9","17.2","+13","5.05","-3.39","20.4","-2.51","6.28","-1.71","3.71","-0.14","14.1","-0.37","7.47","-1.05","49"
"143",="4551","智伸科","143","2011","8.29","","1.3","","0.48","","15.7","","5.79","","2.54","","3.8","","3.18","","51"
"144",="9951","皇田","71.1","2011","19.7","-5.99","7.19","-11.5","2.92","+46.8","36.6","-2.28","14.8","+5.34","3.9","+1.25","29.2","+6.16","16.2","+4.31","61"
"145",="6239","力成","97","2011","395","+4.29","95.4","-6.9","47.4","-38","24.2","-2.91","12","-8.2","5.93","-4.96","13.6","-12.2","7.33","-6.56","55"
"146",="3023","信邦","146.5","2011","89.2","+6.89","19","+6.62","4.47","+11","21.3","-0.05","5.29","+0.83","2.49","+0.24","13.7","+2.38","5.79","+0.54","47"
"147",="4938","和碩","60.7","2011","5,999","+13.1","270","-10.5","1.11","-98.2","4.5","-1.19","0.55","-1.45","0.05","-2.68","2.82","-6.14","1.28","-3.53","38"
"148",="6214","精誠","78.6","2011","136","+6.38","34.6","-15.3","1.46","-86","25.4","-6.5","0.96","-7.39","0.61","-3.7","0.97","-6.86","0.75","-5.62","51"
"149",="3529","力旺","329","2011","6.44","-23.6","5.2","-17.1","1.53","-32.4","80.8","+6.32","23.8","-3.09","2.03","-1.45","11.8","-11.8","10.9","-10.2","82"
"150",="6146","耕興","193.5","2011","20","+6.4","8.27","-4.2","4.41","-6.65","41.3","-4.57","22.3","-3.11","5.54","-0.48","23.8","-3.57","18.8","-2.62","74"
"151",="3376","新日興","128","2011","78","+16.9","13","-17.6","3.61","-51.4","16.7","-7","4.62","-6.51","2.28","-2.41","4.76","-5.04","3","-3.48","49"
"152",="6504","南六","241.5","2011","35.2","+23.1","4.68","+35.1","1.39","+2540","13.3","+1.18","3.96","+3.78","2.32","+2.22","16.7","+16","5.18","+4.97","39"
"153",="1268","漢來美食","129.5","-","","","","","","","","","","","","","","","","",""
"154",="3661","世芯-KY","293","2011","26.7","+9.93","6.44","-4.7","0.66","-74","24.2","-3.7","2.49","-8.04","1.23","-6.72","4.36","-34.4","3.58","-13","50"
"155",="4119","旭富","144.5","2011","10.4","+4.34","3.07","-6.62","0.9","-47.4","29.6","-3.47","8.67","-8.54","1.84","-1.98","7.96","-7.83","5.96","-6.46","47"
"156",="8462","柏文","196.5","-","","","","","","","","","","","","","","","","",""
"157",="5546","永固-KY","65.3","-","","","","","","","","","","","","","","","","",""
"158",="1515","力山","74.2","2011","25.3","-25.7","4.65","-45.7","-1.18","-243","18.4","-6.76","-4.66","-7.01","-0.52","-0.88","-5.76","-9.29","-2.47","-4.04","32"
"159",="4430","耀億","24","2011","14.9","+29","3.48","+6.06","0.8","+6.51","23.4","-5.06","5.41","-1.14","1.91","-0.12","6.93","-1.06","3.88","-0.65","43"
"160",="6278","台表科","116.5","2011","464","+14.4","39.1","-4.41","13.2","-18.9","8.42","-1.66","4.3","-1.31","5.48","-2.06","17.9","-7.01","7.26","-2.95","45"
"161",="4126","太醫","78.1","2011","","","","","3.23","-6","","","","","5.39","-0.1","","","","",""
"162",="6274","台燿","134","2011","110","+10.2","11","-18","1.82","-51","10","-3.45","1.66","-2.07","0.78","-0.81","4.15","-4.74","1.96","-2.52","38"
"163",="1788","杏昌","108.5","2011","21.3","+5.24","3.83","+8.9","1.42","+1.59","18","+0.61","6.42","-0.18","4.73","-0.04","12.1","-3.33","7.45","-1.24","51"
"164",="8066","來思達","62.9","2011","","","","","-0.29","+83.5","","","","","-0.26","+1.32","","","","",""
"165",="3596","智易","82.7","2011","174","+7.55","19.5","-9.32","5.81","-7.9","11.2","-2.09","3.5","-0.41","4.15","-0.88","12.7","-1.73","6.2","-1.48","36"
"166",="6672","騰輝電子-KY","87.9","-","","","","","","","","","","","","","","","","",""
"167",="4402","福大","5.02","2011","","","","","-1.95","-252","","","","","-3.55","-5.93","","","","",""
"168",="6641","基士德-KY","66.1","-","","","","","","","","","","","","","","","","",""
"169",="6111","大宇資","70.6","2011","2.71","+20.7","2.31","+20.8","-0.7","+11.1","85.2","+0.08","-24.4","-9.75","-1.92","+0.56","-16.1","-7.03","-9.5","-4.7","41"
"170",="4572","駐龍","82","-","","","","","","","","","","","","","","","","",""
"171",="6192","巨路","65.7","2011","69.1","+9.02","15.4","+7.12","6.32","+13.9","22.2","-0.39","9.14","+0.39","5.85","+0.45","22","+0.47","12.4","+0.17","53"
"172",="4107","邦特","130","2011","7.6","-7.46","2.4","-22.2","1.29","-25.5","31.6","-5.99","16.9","-4.09","1.64","-0.56","10.4","-3.48","7.76","-2.35","68"
"173",="2752","豆府","108","-","","","","","","","","","","","","","","","","",""
"174",="3004","豐達科","55.7","2011","","","","","1.22","+39.5","","","","","3","+0.02","","","","",""
"175",="3479","安勤","66.8","2011","30.6","+10.7","6.65","-1.22","1.2","-18.8","21.7","-2.63","4.05","-1.32","2.69","-0.81","12.1","-6.15","6.62","-4.3","51"
"176",="2377","微星","102.5","2011","787","-12.1","79.3","-14.4","3.26","-37.2","10.1","-0.27","0.41","-0.17","0.32","-0.17","1.36","-0.72","0.74","-0.32","43"
"177",="2348","海悅","60.5","2011","","","","","0.11","+107","","","","","0.17","+4.28","","","","",""
"178",="5263","智崴","114.5","2011","","","","","0.37","","","","","","1.74","","","","","",""
"179",="3653","健策","205.5","2011","37.2","+4.93","9.75","-11.7","4.66","-13.7","26.2","-4.92","12.5","-2.71","5","-1.66","11.6","-5.94","8.98","-3.88","64"
"180",="4763","材料-KY","123.5","-","","","","","","","","","","","","","","","","",""
"181",="6486","互動","73.3","-","","","","","","","","","","","","","","","","",""
"182",="6411","晶焱","83","2011","","","","","1.1","","","","","","3.39","","","","","",""
"183",="6290","良維","62.1","2011","79.1","+6","9.98","-15.2","2.92","-30","12.6","-3.14","3.65","-1.91","2.4","-1.07","9.74","-4.4","5.83","-3.85","40"
"184",="5234","達興材料","86.4","2011","29","+10","7.01","+7.51","2.17","-25.5","24.2","-0.56","7.48","-3.57","2.75","-1.66","18.2","-8.36","9.57","-3.76","45"
"185",="5312","寶島科","63.5","2011","20.2","+6.97","11.9","+3.75","2.25","-2.4","58.9","-1.83","11.1","-1.08","3.75","-0.09","19.9","-3.52","12.1","-1.95","53"
"186",="6147","頎邦","60.2","2011","132","+5","31","-14","17.8","-25.4","23.4","-5.18","14.4","-4.57","3.01","-1.55","11.7","-10.1","7.74","-6.47","62"
"187",="3617","碩天","80","2011","42.5","+3.47","16.4","-2.31","3.03","-24.2","38.5","-2.28","6.84","-2.64","3.84","-1.18","9.58","-3.39","7.09","-2.96","50"
"188",="3227","原相","162.5","2011","34.5","-23.7","11.5","-36","4.97","-38.7","33.3","-6.4","11.6","-6.58","3.85","-2.44","6.7","-6.79","5.43","-5.76","64"
