"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"12",="8299","群聯","276","2016","438","+17","92.6","+21.5","48.7","+21.7","21.2","+0.77","11","+0.55","24.67","+4.26","22","+1.03","15.9","+0.69","68"
"13",="2207","和泰車","512","2016","1,752","+9.12","241","+13.8","107","+9.85","13.8","+0.57","6.88","+0.11","19.66","+1.76","25","-0.03","7.04","+0.08","45"
"14",="6121","新普","309","2016","581","-9.52","58.5","-12.2","28","-9.99","10.1","-0.31","4.82","-0.18","9.09","-1.01","13.1","-2.2","6.38","-0.81","47"
"15",="3533","嘉澤","396.5","2016","88.6","+8.12","28.2","+1.9","6.9","-13.3","31.8","-1.94","7.3","-2.22","7.38","-1.14","8.06","-1.75","6.06","-1.24","51"
"16",="3563","牧德","332.5","2016","8.1","+32.7","4.99","+33.9","1.99","+25.3","61.7","+0.56","24.8","-0.54","4.67","+0.95","18.8","+3.82","15","+2.59","74"
"17",="5904","寶雅","592","2016","124","+16.2","51.1","+16.7","11.7","+22.8","41.1","+0.15","9.41","+0.5","12.13","+2.13","39.8","+2.71","19.3","+1.25","55"
"18",="5536","聖暉","210.5","2016","84","-1.8","13.1","+17.9","4.36","+4.79","15.6","+2.6","5.4","+0.46","9.45","+0.43","14.1","-0.67","5.32","-0.3","43"
"19",="6510","精測","613","2016","26","+50.4","13.5","+52","6.05","+46.3","52.2","+0.55","23.3","-0.66","20.04","+5.27","31.5","-12.2","21","-6.28","75"
"20",="4137","麗豐-KY","189","2016","33.6","-23.5","27","-19.2","7.31","-37.4","80.3","+4.32","21.8","-4.81","9.19","-5.49","19.5","-12.6","12.6","-9.88","74"
"21",="3611","鼎翰","192.5","2016","34.4","+29.3","15.6","+25.6","5.45","-5.53","45.4","-1.34","15.9","-5.84","14.15","-0.99","27.1","-5.82","12.3","-5.6","66"
"22",="8070","長華","157","2016","109","-27.4","9.63","-35.7","7.86","-23.5","8.81","-1.12","7.67","-0.12","11.37","-2.2","13.3","-4.76","7.18","-1.13","43"
"23",="8436","大江","254","2016","31.1","+50.6","12.9","+76.6","5.16","+109","41.6","+6.11","16.5","+4.83","6.9","+2.88","20.4","+8.23","14.5","+6.04","72"
"24",="6670","復盛應用","172","2016","135","-20.4","30.5","-11.4","15.9","-7.64","22.6","+2.31","11.7","+1.62","13.4","+5.49","85.9","+39","17.6","+0.97","59"
"25",="2915","潤泰全","67.1","2016","84.5","-1.02","39.9","+10.9","74.5","-2","47.2","+5.1","105","+10.4","8.4","-0.17","27.1","+4.32","15.6","+0.96","68"
"26",="2059","川湖","320","2016","44.7","-0.72","25.5","-1.26","15.7","-18.3","57.1","-0.31","35.2","-7.55","16.49","-3.69","18.8","-6.72","16.4","-5.38","86"
"27",="2327","國巨","371.5","2016","278","+0.99","65.6","+0.29","39.5","+8.92","23.6","-0.16","13","-0.37","6.83","+1.35","14.9","+0.53","7.27","-0.15","55"
"28",="2357","華碩","204.5","2016","4,668","-1.17","662","-2.44","192","+12.3","14.2","-0.18","4.2","+0.54","25.85","+2.83","11.1","+0.77","5.62","+0.58","45"
"29",="1256","鮮活果汁-KY","203.5","2016","26.8","+11.4","7.85","+16.4","2.27","+7.66","29.3","+1.26","8.51","-0.16","8.35","+0.59","25.3","+0.76","13.5","-0.15","55"
"30",="5269","祥碩","1170","2016","20.6","+32.2","9.74","+32","3.5","+69.4","47.3","-0.08","17","+3.74","6.19","+2.53","24.1","+8.17","19.3","+5.93","66"
"31",="1476","儒鴻","294.5","2016","245","-3.9","70.1","-2.01","36.6","-12.3","28.6","+0.55","14.9","-1.43","13.67","-2.32","27.2","-12","19.5","-6.13","66"
"32",="3665","貿聯-KY","184.5","2016","92.1","+9.4","27.4","+22.4","9.1","+19.7","29.8","+3.16","9.88","+0.85","9.23","+0.93","18.7","+0.88","10.7","-0.48","55"
"33",="2729","瓦城","225","2016","38.5","+11.6","20","+12.7","3.05","+9.35","52","+0.48","7.92","-0.17","13.12","+1.12","16.4","+0.97","13.2","+0.73","70"
"34",="5278","尚凡","129.5","2016","3.32","+36.2","2.3","+18.7","-0.85","-19.3","69.4","-10.3","-25.6","+3.63","-6.31","-0.63","-51.8","-20.9","-32.4","-7.55","39"
"35",="8464","億豐","247.5","2016","189","+12.1","91.4","+22.5","36.9","+39.7","48.5","+4.08","19.8","+3.91","12.59","+2.5","32.9","-4.33","21.8","+4.41","77"
"36",="8437","大地-KY","188.5","2016","7.29","+18.4","5.9","+19.9","3.36","+34","80.9","+0.96","46","+5.34","10.32","+2.26","21.4","+1.54","16.8","+1.45","89"
"37",="2404","漢唐","197","2016","154","+24.2","23.8","+36.6","15.5","+24.7","15.4","+1.4","10.3","-0.04","6.52","+1.28","24.7","+2.91","10","+0.95","53"
"38",="2454","聯發科","442","2016","2,755","+29.2","982","+6.52","237","-8.7","35.6","-7.59","8.72","-3.36","15.16","-1.44","9.73","-0.68","6.66","-0.68","57"
"39",="6613","朋億","152","2016","26.5","+1.06","5.88","+47.1","2.64","+75.7","22.2","+6.94","9.97","+4.24","9.83","+3.53","28.2","+9.6","8.01","+3.22","45"
"40",="2474","可成","205","2016","791","-4","344","-9.83","220","-12.3","43.5","-2.81","27.9","-2.66","28.58","-4.03","18.5","-5.27","12.3","-3.99","77"
"41",="1590","亞德客-KY","543","2016","106","+20.7","54.4","+19.8","19.2","+40.3","51.2","-0.41","19.1","+3.46","10.72","+3.08","19.2","+5.73","9.13","+2.32","60"
"42",="5287","數字","226.5","2016","12.4","-8.5","10.7","-2.05","5.52","+10.9","85.9","+5.65","44.6","+7.84","13.07","+0.91","29.8","+2.07","22.5","-0.32","89"
"43",="1264","德麥","218","2016","37.9","-2.45","14.3","+2.99","4.46","+11.6","37.8","+2","13.5","+2.35","14.54","+1.21","21.9","-0.07","17.5","+1.11","70"
"44",="4439","冠星-KY","143.5","-","","","","","","","","","","","","","","","","",""
"45",="2492","華新科","184","2016","185","+15.4","43.7","+50.9","21.5","+78.5","23.6","+5.57","12.4","+4.54","3.95","+2.09","14.5","+6.5","8.35","+3.57","49"
"46",="4420","光明","24.85","2016","9.62","+59.5","0.76","+26.6","0.23","-76.4","7.85","-2.04","2.4","-13.8","0.63","-2.7","3.3","-15.9","2.29","-10.9","45"
"47",="2379","瑞昱","246.5","2016","389","+22.6","169","+24.3","30.4","+25.2","43.4","+0.61","7.81","+0.16","6.02","+1.21","13.5","+2.54","5.93","+0.42","57"
"48",="2330","台積電","292","2016","9,479","+12.4","4,748","+15.7","3,342","+9.03","50.1","+1.44","35.3","-1.07","12.89","+1.07","25.6","-1.43","18.9","-0.58","91"
"49",="6414","樺漢","184","2016","145","+30.9","28.7","+42.2","10.2","+18.1","19.8","+1.57","9.6","-0.13","14.01","+1.44","22.5","-4.27","11.9","-4.61","49"
"50",="3034","聯詠","198.5","2016","457","-10.3","129","-10.4","50","-21.8","28.4","-0.06","11","-1.62","8.22","-2.3","17.7","-4.83","12.1","-2.59","60"
"51",="8406","金可-KY","152","2016","65.4","+7.22","39.1","+6.27","15.2","-3.19","59.9","-0.54","23.1","-2.58","16.41","-0.54","15","-1.27","9.1","-1.21","59"
"52",="5289","宜鼎","183.5","2016","46.5","+5.92","12.6","+4.62","4.64","-17.3","27.2","-0.34","8.74","-3.13","7.06","-1.96","16.2","-7.38","10.4","-6.38","55"
"53",="6176","瑞儀","100.5","2016","462","-10.8","58.9","-7.84","31.7","+3.09","12.8","+0.41","6.85","+0.92","6.81","+0.2","13.4","+0.8","6.12","+0.5","47"
"54",="6462","神盾","188","2016","16.7","+213","7.56","+90.4","1.14","+227","45.2","-29.1","6.81","+23.6","1.66","+3.1","7.84","+16.7","5.61","+13.3","53"
"55",="2439","美律","130","2016","169","+38.4","33.7","+40.6","20.1","+214","19.9","+0.31","11.9","+6.44","11","+7.52","31.5","+20.4","15","+8.8","57"
"56",="1537","廣隆","141.5","2016","70.2","+1.15","17.3","+21.1","9.23","+20.1","24.6","+4.06","13.5","+1.96","11.31","+1.89","26.6","+2.06","19.6","+1.48","62"
"57",="6803","崑鼎","214","2016","49.6","+21.5","18","+69.9","8.48","+19.4","36.3","+10.3","28.9","+8.31","12.8","+1.96","28.1","+10.6","19.1","+7.84","77"
"58",="2929","淘帝-KY","56.8","2016","57","+6.04","22.1","+3.17","7.35","-12.1","38.8","-1.08","12.9","-2.66","10.54","-3.86","20.2","-4.88","12.5","-3.73","61"
"59",="3324","雙鴻","160","2016","65.5","+39.2","13.4","+81.9","6.2","+260","20.4","+4.8","9.51","+5.63","8.36","+5.94","33.5","+19.9","15.1","+9.83","53"
"60",="5871","中租-KY","111.5","2016","380","+3.2","237","+7.89","72.4","+5.54","62.3","+2.7","20","+0.42","6.36","+0.34","18.6","-0.21","2.74","-0.11","43"
"61",="4803","VHQ-KY","69.6","2016","10.3","+33.7","4.93","+29.6","2.26","+89.8","47.9","-1.54","25.2","+8.19","7.01","+2.88","21.5","+6.76","13.2","+1.62","68"
"62",="3044","健鼎","108.5","2016","435","+0.3","78.2","+15.1","35.7","+26.1","18","+2.31","8.21","+1.68","6.8","+1.41","12","+2.3","5.68","+1.02","49"
"63",="2548","華固","91.8","2016","118","+56.2","36.2","+6.84","24.1","-8.93","30.7","-14.2","20.6","-14.6","8.73","-0.86","16.4","-2.85","6.8","-0.59","53"
"64",="1558","伸興","130.5","2016","60.4","+0.36","16.7","+8.05","8.51","-0.88","27.7","+1.97","14.2","-0.22","14.06","-0.13","19.2","-1.38","14.2","-1.12","64"
"65",="3131","弘塑","227","2016","21.6","+8.28","9.42","-0.7","3.93","-3.09","43.5","-3.94","18.1","-2.13","15.9","-0.51","21.3","-4.23","10.6","-3.01","64"
"66",="5534","長虹","82.3","2016","53","+70","15","+31.4","27.8","+315","28.3","-8.3","52.5","+31","9.69","+7.25","25","+18.3","9.77","+7.35","55"
"67",="6569","醫揚","168","2016","11.3","+20.4","4.91","+45.8","1.64","+37.4","43.5","+7.59","14.6","+1.81","10.35","+2.03","27.3","-15.8","19.5","-7.79","70"
"68",="8422","可寧衛","155","2016","31.2","+13.5","19.9","+17.5","14.4","+17","63.8","+2.17","46.1","+1.34","13.23","+1.91","28.1","+2.29","24.4","+2.08","89"
"69",="5283","禾聯碩","98.9","2016","55.8","+20.2","22.8","+29.6","6.19","+59.7","40.9","+2.97","11.1","+2.75","10.2","+3.49","33.2","+6.15","21.6","+5.54","66"
"70",="3105","穩懋","239.5","2016","136","+13.4","50.1","+5.15","31.1","+16.5","36.8","-2.88","22.7","+0.49","6.04","+2.07","17.4","+1.31","12.3","+0.62","62"
"71",="2707","晶華","138.5","2016","68.6","+2.7","23.4","-3.93","9.54","-16","34.1","-2.36","14.1","-3.6","7.53","-1.43","25","-5.93","12.8","-3.03","62"
"72",="2395","研華","277","2016","420","+10.5","171","+11.6","56.7","+11","40.8","+0.37","13.5","+0.05","8.96","+0.88","23.3","+1","15.7","+0.04","68"
"73",="6666","羅麗芬-KY","120.5","2016","4.35","+107","2.25","+97.5","0.79","+577","51.8","-2.46","19.5","+13.9","2.38","+2.03","186","-358","24.7","+19.4","64"
"74",="1439","中和","35.1","2016","3.59","+0.27","0.15","-5.23","0.25","+3892","4.18","-0.24","7.09","+6.91","0.28","+0.27","1.29","+1.26","1.19","+1.16","49"
"75",="8016","矽創","143","2016","102","+9.97","28.8","+16.2","10.4","+24.7","28.3","+1.51","10.8","+1.66","8.77","+1.72","23.4","+3.42","15.5","+2.63","62"
"76",="8446","華研","112","2016","16.3","+55.3","7.08","+40.8","2.81","+24.7","43.4","-4.48","17.2","-4.25","6.57","+1.26","26.3","+2.29","13.2","+0.55","64"
"77",="4766","南寶","137","2016","145","+0.1","46.1","+7.66","13.3","+28.4","31.8","+2.24","9.61","+2.07","13.59","+3","21.6","+2.69","10.8","+1.61","57"
"78",="2383","台光電","143","2016","221","+5.75","57.7","+13.8","27.7","+16","26.1","+1.86","12.6","+1.11","8.7","+1.15","27.5","+0.68","15","+1.12","57"
"79",="2912","統一超","299.5","2016","2,154","+4.81","706","+6.53","98.4","+19.4","32.8","+0.53","5.17","+0.58","9.46","+1.54","34.6","+3.85","12.1","+1.3","60"
"80",="1580","新麥","89.8","2016","43","+4.59","18.1","+10.1","5.47","+15.9","42.1","+2.11","13","+1.19","11.27","+1.55","29.5","+2.97","18.5","+2.97","64"
"81",="6269","台郡","103.5","2016","191","+5.5","45.4","-5.55","22.8","-17.5","23.8","-2.78","11.9","-3.33","8.42","-2.41","14.8","-7.99","10","-3.08","62"
"82",="6456","GIS-KY","107.5","2016","794","-15.3","90.1","+14.5","29","+31","11.4","+2.95","3.65","+1.29","9.39","+1.95","24.4","+0.98","6.36","+1.32","43"
"83",="8454","富邦媒","549","2016","281","+9.52","33.1","+6.69","11.8","+11.5","11.8","-0.31","4.15","+0.28","8.45","+0.97","20.4","+3.92","11.8","+1.72","57"
"84",="4958","臻鼎-KY","112","2016","824","-3.9","125","-23.7","34.6","-55.3","15.2","-3.94","4.19","-4.82","4.29","-5.51","8.59","-12.2","3.71","-5.03","45"
"85",="6643","M31","286","2016","5.01","","5.01","","1.5","","100","","30","","6.35","","42.3","","30.2","","86"
"86",="4438","廣越","123.5","2016","90.4","-3.51","15.1","-16.5","6.99","-25.7","16.7","-2.6","7.73","-2.31","7.41","-2.8","12.4","-8.78","9.27","-4.79","60"
"87",="2732","六角","142.5","2016","20.9","+26.8","11.3","+22.1","1.52","+9.06","54.2","-2.08","7.63","-0.74","4.82","-0.24","17.3","-2.05","10.8","-1.52","60"
"88",="1707","葡萄王","191","2016","91.9","+26.7","79.2","+24","13","+23.3","86.2","-1.88","20.5","-0.8","9.82","+1.75","37.7","-1.25","20.8","-1.35","83"
"89",="4536","拓凱","121","2016","62.2","-6.53","17.7","+3.16","7.79","+27.5","28.4","+2.67","13.4","+4.46","8.58","+1.85","16.2","+4.5","9.9","+2.49","55"
"90",="5288","豐祥-KY","95","2016","41.6","+3.91","7.48","-5.58","4.72","-2.55","18","-1.81","11.3","-0.75","7.25","-0.25","18.6","-2.18","14.5","-1.22","64"
"91",="5434","崇越","104.5","2016","226","+18.6","29.2","+19.8","12","+25.6","12.9","+0.13","5.32","+0.29","7.25","+1.36","19.5","+2.88","9.83","+0.95","43"
"92",="6452","康友-KY","151.5","2016","43.3","-1.72","17.4","-2.26","9.03","-12.3","40.2","-0.22","20.9","-2.48","13.9","-2.64","16.5","-7.55","13.3","-7.98","68"
"93",="8416","實威","115.5","2016","9.29","+3.98","5.06","-1.34","1.98","-5.06","54.4","-2.94","21.3","-2.02","7.7","-0.41","24.5","-3.11","18.8","-2.5","79"
"94",="6538","倉和","266.5","2016","12.6","-10.4","5.53","-13.8","1.3","-44.1","43.9","-1.74","10.4","-6.25","4.6","-3.76","10","-10.2","7.34","-6.03","68"
"95",="3152","璟德","303.5","2016","19.1","+8.42","11.8","+9.53","8.07","+5.72","62","+0.63","42.2","-1.08","11.69","+0.63","25.6","-0.35","22.6","-0.55","93"
"96",="9945","潤泰新","45","2016","131","+1.07","34.2","-7.69","79.4","-0.73","26","-2.47","64.2","-1.58","5.9","-0.56","24.4","-3.38","11.1","-0.48","53"
"97",="9941","裕融","99.5","2016","176","+4.39","75.2","+9.89","17.3","+21.6","42.8","+2.14","10.5","+1.3","6.41","+1.05","15.8","+1.13","1.75","+0.07","45"
"98",="4163","鐿鈦","130.5","2016","20.5","+8.95","8.69","+17.2","3.52","+19.7","42.3","+2.99","17.1","+1.54","8.75","+1.44","24.2","+2.13","13.7","+0.76","68"
"99",="8083","瑞穎","160","2016","13.9","+10.8","5.93","+14.4","3.66","+17.4","42.7","+1.36","26.4","+1.49","10.42","+1.55","32.9","+2.96","25.5","+2.75","79"
"100",="9921","巨大","236","2016","572","-5.29","119","-11","30.7","-20.2","20.8","-1.34","5.49","-0.89","8.17","-2.08","15.4","-3.95","6.81","-1.66","43"
"101",="3708","上緯投控","80.3","2016","16.8","","4.1","","0.52","","24.3","","3.88","","0.57","","1.45","","0.57","","45"
"102",="2345","智邦","217.5","2016","294","+18.7","60.1","+28","18.9","+61.9","20.4","+1.48","6.43","+1.71","3.51","+1.32","22.2","+7.37","11.6","+3.61","53"
"103",="6294","智基","108.5","2016","7.64","+11.3","3.43","+45.7","2.17","+73.9","44.9","+10.6","28.4","+10.2","10.69","+3.32","58.1","+4.95","25","+6.61","77"
"104",="8341","日友","267.5","2016","18.2","+11.8","10.5","+15","6.14","+19.5","58","+1.64","33.8","+2.19","5.5","+0.79","26.1","-1.49","18.9","+1.86","89"
"105",="2308","台達電","138","2016","2,144","+5.36","595","+7.45","188","+0.44","27.8","+0.54","8.99","-0.79","7.24","-0.43","14.9","-1.32","8.35","-0.55","51"
"106",="6568","宏觀","123.5","2016","11.2","+44.3","4.93","+52.4","2.38","+55","43.9","+2.32","21.2","+1.45","10.56","+3.31","28.9","-1.74","21.6","+0.48","75"
"107",="8480","泰昇-KY","136","2016","14.9","+8.64","5.03","+18.9","2.88","+18.7","33.7","+2.91","19.3","+1.63","9.41","+1.32","33.1","-1.81","27","+1.73","77"
"108",="8081","致新","141","2016","36.8","+5.83","12.3","+1.85","4","-7.75","33.4","-1.31","10.9","-1.51","4.67","-0.39","10.1","-0.61","7.21","-0.79","60"
"109",="2428","興勤","85.6","2016","54.1","+5.71","16.8","+15.5","9.01","+30.9","31","+2.63","16.5","+3.11","7.03","+1.63","18.3","+3.2","13","+1.89","62"
"110",="1477","聚陽","135","2016","221","-5.27","45.2","-18","15.2","-29.5","20.4","-3.18","6.97","-2.35","7.39","-3.51","17.3","-7.91","11.6","-5.48","53"
"111",="2228","劍麟","85.6","2016","44.6","+13.1","14.2","+14.1","6.88","+10.9","31.9","+0.29","15.4","-0.3","9.09","+0.54","19.7","-1.24","15.2","-1.24","68"
"112",="3558","神準","107","2016","66.4","-12.5","17.7","-13.4","5.6","-31","26.7","-0.29","8.72","-1.99","11.42","-5.18","22.5","-11.6","11.4","-5.86","50"
"113",="3130","一零四","158","2016","14.5","+3.22","13.2","+3.9","3.98","+20.8","90.7","+0.59","27.4","+3.91","12.04","+2.05","26.5","+2.58","17","+2.41","78"
"114",="2458","義隆","91","2016","65.6","-0.7","27.1","-3.75","6.53","-20.9","41.3","-1.31","8.84","-2.34","1.57","-0.41","8.29","-1.58","6.3","-1.3","57"
"115",="9910","豐泰","185","2016","581","+4.16","140","+18.7","44.5","+5.08","24","+2.94","8.1","-0.26","6.67","-0.44","31","-3.12","15.8","-1.44","60"
"116",="2385","群光","79.5","2016","770","-4.52","135","+10.3","35.3","-6.13","17.6","+2.36","5.59","+0.15","5.24","-0.42","15.8","-1.14","6.99","-0.59","36"
"117",="3570","大塚","94.8","2016","8.69","-12.2","3.39","-9.12","0.75","-12","39","+1.33","8.39","-0.2","4.42","-0.59","13.1","-2.49","10.5","-1.56","62"
"118",="9914","美利達","166","2016","229","-18.5","34.9","-27.3","19.2","-36.9","15.2","-1.84","8.36","-2.47","6.42","-3.75","14.5","-9","8.72","-5.08","51"
"119",="2317","鴻海","73.6","2016","43,587","-2.75","3,216","+0.31","1,487","+1.22","7.38","+0.23","3.47","+0.12","8.6","-0.82","13.8","-0.89","6.18","-0.12","43"
"120",="5903","全家","235.5","2016","606","+4.8","224","+7.12","13.8","+7.85","37.1","+0.8","2.37","+0.07","6.17","+0.45","28.2","+1.22","5.63","+0.05","57"
"121",="8499","鼎炫-KY","104","2016","14.4","-1.4","6.6","+3.73","3.06","-7.17","45.9","+2.27","25.2","+1.74","7.82","-5.35","29.9","+5.7","21.3","+3.34","75"
"122",="6213","聯茂","131","2016","197","+3.17","28.7","+20.7","9.52","+58.6","14.6","+2.12","4.84","+1.69","3.13","+1.21","13.7","+5.18","5.42","+1.95","47"
"123",="6230","超眾","232","2016","73","+20.7","19.1","+28.5","9.46","+41","26.2","+1.57","13","+1.86","10.95","+3.18","26","+5.96","14.6","+3.19","57"
"124",="4190","佐登-KY","82.6","2016","18.3","+5.66","12.6","+6.69","2.72","-20.4","68.4","+0.66","14.8","-4.85","4.66","-1.79","18.1","-11.3","7.37","-3.81","62"
"125",="4736","泰博","280","2016","31.5","+19.4","14.6","+20.2","4.89","+9.95","46.4","+0.31","15.9","-0.62","6.56","+0.11","16.8","+0.59","10.7","+0.14","64"
"126",="6596","寬宏藝術","49.9","2016","7.35","+3.39","1.98","+2.71","0.42","+17.1","27","-0.18","5.67","+0.66","2.39","-0.16","13.1","-8.58","6.62","-2.49","51"
"127",="2231","為升","152","2016","34.2","+21.1","18.5","+18.7","11.2","-0.39","54.3","-1.06","32.6","-7.16","12.14","-1.31","38.6","-11","22.8","-15.9","83"
"128",="4580","捷流閥業","97","2016","14.8","","5.05","","1.56","","34.2","","10.3","","5.16","","23","","9.38","","53"
"129",="5306","桂盟","116","2016","40.1","+18.9","17.9","+38.1","8.57","+22.4","44.7","+6.2","21.4","+0.61","7.14","+0.92","20.8","-1.51","11","-2.33","66"
"130",="5299","杰力","111","2016","6.13","+22.7","1.56","+40.1","0.32","+2285","25.4","+3.16","5.21","+4.94","1.03","+0.99","7.14","+6.84","5.26","+5.05","48"
"131",="6472","保瑞","149","2016","2.83","+19.2","1.19","+17.9","0.25","-27","42","-0.45","8.67","-5.49","1.05","-0.45","5.22","-2.15","3.05","-0.48","48"
"132",="8279","生展","110","2016","7.69","+19.4","2.83","+25.6","0.9","+34.7","36.8","+1.82","11.7","+1.34","4.69","+0.93","17.4","-2.09","9.66","-0.03","60"
"133",="3413","京鼎","165.5","2016","78.4","+44.9","12.1","+28.5","6.42","+24.7","15.5","-1.97","8.19","-1.33","9.05","+0.94","25.9","-3.38","13.5","+0.56","51"
"134",="6683","雍智科技","247","2016","6.68","","4","","1.69","","60","","25.3","","7.34","","22.6","","18.6","","81"
"135",="6561","是方","323","2016","19.8","+13.8","6.29","+19.7","3.17","+22.6","31.8","+1.55","16.1","+1.25","5.29","+0.98","30.8","+3.12","22.6","+2.56","77"
"136",="9802","鈺齊-KY","90","2016","90.8","+0.37","16.3","+39","7.02","+509","18","+4.99","7.64","+6.43","5.23","+4.35","12.4","+10.4","7.73","+6.49","51"
"137",="3548","兆利","62.6","2016","55.7","+43.8","12.7","+50.6","3.81","+92.8","22.8","+1.03","6.89","+1.82","7.23","+3.31","12.6","+4.97","7.35","+3.04","53"
"138",="5474","聰泰","88","2016","10.8","+5","4.9","+16.7","2.43","+13.8","45.5","+4.57","22.6","+1.74","7.21","+0.87","34.1","-0.57","24.3","+0.49","81"
"139",="8482","商億-KY","108","2016","45.7","+0.75","19.1","+15.5","10.9","+30.3","41.8","+5.36","24","+5.46","10.93","+0.51","57.4","+0.49","29.9","+6.59","75"
"140",="6491","晶碩","123.5","2016","16.6","+26.9","8.4","+25.5","1.87","+47","50.6","-0.57","11.3","+1.54","3.11","+0.99","16.5","+3.5","10.2","+2.52","61"
"141",="8210","勤誠","92","2016","52.1","+17.4","15.5","+20.1","6","+18.9","29.8","+0.68","11.5","+0.15","5.01","+0.79","21.6","+2.55","12.5","+1.51","60"
"142",="1582","信錦","81.1","2016","91.4","-3.46","21.7","+1.95","9.09","+15","23.7","+1.26","9.95","+1.6","6.06","+0.78","16.3","+2.1","9.88","+1.65","55"
"143",="4551","智伸科","143","2016","35.3","+15","10.4","+47.8","4.88","+67.3","29.4","+6.51","13.8","+4.32","5.96","+2.22","18.3","+6.32","10.2","+3.6","52"
"144",="9951","皇田","71.1","2016","45.4","+21.8","17.8","+17.1","7.43","+13","39.2","-1.57","16.4","-1.27","9.91","+1.14","34","+0.1","17","-0.38","64"
"145",="6239","力成","97","2016","483","+13.7","105","+27.3","48.3","+20.4","21.6","+2.31","12.4","+0.58","6.2","+1","13.9","+1.56","7.91","+0.77","57"
"146",="3023","信邦","146.5","2016","129","+6.73","32.1","+17.9","11.6","+19.3","24.8","+2.35","8.99","+1.11","5.15","+0.62","20.4","+2.55","10.5","+1.63","55"
"147",="4938","和碩","60.7","2016","11,577","-4.61","631","-16.2","193","-18.8","5.45","-0.75","1.91","-0.47","7.5","-1.73","11.8","-3.9","4.81","-1.38","36"
"148",="6214","精誠","78.6","2016","162","-0.63","43.3","+0.73","11.1","+96.4","26.7","+0.36","6.73","+3.27","4.5","+2.21","8.41","+4.19","5.78","+2.75","51"
"149",="3529","力旺","329","2016","12.2","+11.3","12.2","+11.3","5.35","+11.6","100","0","44","+0.12","7.06","+0.74","28.6","+2","25.3","+1.42","95"
"150",="6146","耕興","193.5","2016","28.3","-10.3","13.8","-9.73","6.88","-7.1","48.9","+0.32","25.1","+0.43","7.65","-0.85","21.6","-6","16","-3.14","83"
"151",="3376","新日興","128","2016","81.1","-4.13","22.2","-25.5","11","-32.1","27.3","-7.83","13.5","-5.56","6.13","-2.89","9.33","-4.98","6.6","-3.69","57"
"152",="6504","南六","241.5","2016","60.9","+2.84","11.7","-1.87","5.82","+0.16","19.3","-0.92","9.56","-0.26","8.02","+0.01","21.6","-1.59","10.8","-0.49","48"
"153",="1268","漢來美食","129.5","2016","31.7","+9.32","13.5","+7.54","2.45","+35.2","42.6","-0.71","7.74","+1.48","7.3","+1.17","21.8","-0.2","9.73","+1.53","60"
"154",="3661","世芯-KY","293","2016","36.9","-2.5","4.88","-40.7","-2.11","-264","13.2","-8.51","-5.73","-9.13","-3.45","-5.52","-7.85","-12.4","-5.87","-9.43","38"
