"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"21",="3611","鼎翰","192.5","2010","14.1","+44.9","5.84","+51.2","2.07","+27.3","41.5","+1.74","14.7","-2.04","7.46","+1.24","28.4","-1.12","17.3","-0.66","68"
"22",="8070","長華","157","2010","155","+25.9","12.5","+34.1","8.55","+98.3","8.05","+0.49","5.69","+2.07","14","+6.94","25.4","+10.2","10.2","+3.71","45"
"23",="8436","大江","254","2010","8.85","","3.07","","0.62","","34.8","","7.04","","4.46","","28.7","","12","","53"
"24",="6670","復盛應用","172","-","","","","","","","","","","","","","","","","",""
"25",="2915","潤泰全","67.1","2010","87.9","+5.63","32.8","+23.2","10.8","+141","37.3","+5.34","22.7","+8.78","1.58","+0.92","14.2","+5.11","8.76","+3.39","57"
"26",="2059","川湖","320","2010","25.5","+17.3","13.3","+18.1","7.04","+8.64","52","+0.38","27.6","-2.2","7.66","+0.18","20.7","-1.32","13.3","-0.62","82"
"27",="2327","國巨","371.5","2010","273","+42.8","77.2","+98.9","41.5","+515","28.3","+7.98","15.3","+11.7","1.89","+1.58","13.5","+11.1","8.42","+6.97","55"
"28",="2357","華碩","204.5","2010","4,297","-29.6","519","-16.4","165","+32.1","12.1","+1.9","4.2","+1.53","7.72","+4.78","11.9","+3.44","6.38","+1.92","45"
"29",="1256","鮮活果汁-KY","203.5","2010","5.6","","1.42","","0.62","","25.3","","11","","4.15","","35.6","","19","","62"
"30",="5269","祥碩","1170","2010","6.42","","2.88","","0.47","","44.8","","7.3","","1.17","","19","","9.09","","43"
"31",="1476","儒鴻","294.5","2010","85.4","+37.9","20.3","+32.2","7.64","+103","23.8","-1.02","8.97","+2.86","3.83","+1.88","22.8","+9.97","13.5","+6.21","45"
"32",="3665","貿聯-KY","184.5","2010","51.4","+39.6","14.2","+37.9","4.05","+78.3","27.6","-0.32","7.88","+1.71","7.23","+3.14","24.2","+8.86","12.5","+5.33","51"
"33",="2729","瓦城","225","2010","11","","6.03","","1.15","+77.7","54.8","","10.4","","13.7","+5.09","39.8","","24.6","","70"
"34",="5278","尚凡","129.5","-","","","","","","","","","","","","","","","","",""
"35",="8464","億豐","247.5","-","","","","","","","","","","","","","","","","",""
"36",="8437","大地-KY","188.5","-","","","","","","","","","","","","","","","","",""
"37",="2404","漢唐","197","2010","92.6","+128","15","+84.7","11.9","+273","16.2","-3.83","12.9","+4.84","4.92","+3.59","25.6","+17.6","13.5","+9.58","64"
"38",="2454","聯發科","442","2010","1,135","-1.72","609","-10.2","310","-15.6","53.6","-5.06","27.2","-4.52","28.44","-5.68","28","-10.4","22.4","-8.51","87"
"39",="6613","朋億","152","-","","","","","","","","","","","","","","","","",""
"40",="2474","可成","205","2010","218","+28.6","77.5","+29.1","44.3","+33.4","35.5","+0.14","20.4","+0.75","6.66","+1.65","13.7","+2.89","7.94","+1.18","66"
"41",="1590","亞德客-KY","543","2010","43","+3974","22.8","+4526","10.4","+9999","52.9","+6.31","24.4","+19.6","7.76","+6.46","30.1","+29.9","18.9","+18.8","77"
"42",="5287","數字","226.5","2010","5.36","","4.8","","1.35","","89.6","","25.2","","13.13","","34.2","","15.7","","75"
"43",="1264","德麥","218","-","","","","","","","","","","","","","","","","",""
"44",="4439","冠星-KY","143.5","-","","","","","","","","","","","","","","","","",""
"45",="2492","華新科","184","2010","402","+17","59","+18.2","9.53","+318","14.7","+0.15","4.31","+1.03","1.45","+2.11","6.43","+2.18","3.22","+1.02","43"
"46",="4420","光明","24.85","2010","","","","","0.66","+115","","","","","2.22","+1.19","","","","",""
"47",="2379","瑞昱","246.5","2010","223","+9.77","84.8","+1.37","16.7","-20.2","38","-3.15","7.5","-2.82","3.46","-0.95","9.85","-3.09","7.58","-2.57","53"
"48",="2330","台積電","292","2010","4,195","+41.9","2,071","+60.1","1,616","+81.1","49.4","+5.62","38.7","+8.43","6.24","+2.79","30.1","+11.8","24.7","+9.2","96"
"49",="6414","樺漢","184","-","","","","","","","","","","","","","","","","",""
"50",="3034","聯詠","198.5","2010","363","+34.4","97.9","+19.2","45.8","+14.1","27","-3.46","12.6","-2.25","7.69","+0.91","21.4","+0.84","13.1","-0.6","62"
"51",="8406","金可-KY","152","2010","24.3","+16.2","15.7","+23.5","5.57","+33.9","64.4","+3.77","22.9","+3.01","6.97","+1.76","31.4","+1.78","16.1","+2.57","64"
"52",="5289","宜鼎","183.5","2010","14.8","","3.38","","1.51","","22.9","","10.2","","5.32","","30.3","","21.6","","64"
"53",="6176","瑞儀","100.5","2010","483","+31.6","46.4","+37.2","26","+90.9","9.59","+0.39","5.38","+1.77","6.11","+2.81","18.2","+8.55","8.92","+3.78","45"
"54",="6462","神盾","188","-","","","","","","","","","","","","","","","","",""
"55",="2439","美律","130","2010","81.5","+21.4","17.4","+11.7","6.01","+13.7","21.4","-1.86","7.38","-0.46","3.81","+0.46","13.5","+1.64","8.1","+0.94","51"
"56",="1537","廣隆","141.5","2010","44","+15","10.3","+26.3","5.13","+48.7","23.4","+2.1","11.8","+2.82","6.82","+1.75","26.8","+4.62","15.8","+4.85","60"
"57",="6803","崑鼎","214","2010","30.8","+14.9","7.34","+17","4.05","+19.1","23.8","+0.43","14.6","+1.02","8","+0.85","25.5","+0.49","11.1","+1.45","60"
"58",="2929","淘帝-KY","56.8","-","","","","","","","","","","","","","","","","",""
"59",="3324","雙鴻","160","2010","32.1","+23.6","3.74","+28.3","0.51","+198","11.6","+0.42","1.6","+3.63","1.05","+2.18","9.5","+20","3.39","+6.61","32"
"60",="5871","中租-KY","111.5","2010","129","0","63.5","0","21.3","0","49.2","","17.9","","2.65","+2.65","15.8","+15.8","2.63","+2.63","47"
"61",="4803","VHQ-KY","69.6","-","","","","","","","","","","","","","","","","",""
"62",="3044","健鼎","108.5","2010","430","+28.7","94.8","+41.1","50.8","+59.7","22","+1.94","11.7","+2.18","10.73","+3.97","26.5","+7.54","12.4","+3.6","60"
"63",="2548","華固","91.8","2010","98.3","+4.84","36.5","+0.52","29.3","+14.1","37.1","-1.59","29.8","+2.42","11.31","+0.48","30.6","-3.04","14.8","+1.32","62"
"64",="1558","伸興","130.5","2010","44.6","+36.3","13.3","+34.4","5.86","+18.6","29.8","-0.42","13.1","-1.97","12.47","+1.19","32.1","-3.07","21.9","-1.14","64"
"65",="3131","弘塑","227","2010","10.4","+146","4.13","+231","2.13","+277","39.8","+10.3","20.6","+7.15","10.66","+7.83","58.8","+38.4","22.4","+12.4","66"
"66",="5534","長虹","82.3","2010","66.5","+75.7","30.8","+107","26.7","+125","46.3","+6.96","40.2","+8.79","11.18","+5.61","36.9","+17.2","18.3","+10.4","74"
"67",="6569","醫揚","168","-","","","","","","","","","","","","","","","","",""
"68",="8422","可寧衛","155","2010","12.8","+57.7","6.7","+75.5","5.09","+87.8","52.2","+5.3","39.7","+6.37","6.48","-7.79","47.9","-4.47","38.7","-1.7","91"
"69",="5283","禾聯碩","98.9","2010","44.6","","12.2","","3.46","","27.3","","7.75","","6.18","","30.8","","12.8","","45"
"70",="3105","穩懋","239.5","2010","69.8","+45.8","20.8","+69.6","17.1","+206","29.8","+4.19","24.5","+12.8","2.84","+1.9","21.7","+13.2","12.9","+7.52","60"
"71",="2707","晶華","138.5","2010","52.4","+21.9","21.7","+22","8.93","+28","41.4","+0.04","16.2","+0.68","11.18","+1.58","29.2","+6.15","16.4","+0.65","64"
"72",="2395","研華","277","2010","230","+50.3","92.1","+47.7","30.4","+73.5","40","-0.7","13.3","+1.84","6.06","+2.56","23","+8.74","17.6","+6.58","66"
"73",="6666","羅麗芬-KY","120.5","-","","","","","","","","","","","","","","","","",""
"74",="1439","中和","35.1","2010","","","","","19.9","+7176","","","","","21.68","+21.4","","","","",""
"75",="8016","矽創","143","2010","53.4","+6.98","14.1","+10.9","4.94","+10.1","26.4","+0.94","9.16","+0.17","4.19","+0.27","15.2","-0.64","11","-0.73","55"
"76",="8446","華研","112","2010","6.53","","2.09","","0.21","","32","","5.53","","1.03","","17.7","","8.8","","49"
"77",="4766","南寶","137","-","","","","","","","","","","","","","","","","",""
"78",="2383","台光電","143","2010","135","+36.4","24.5","+34.9","12.2","+64.8","18.1","-0.21","9.05","+1.08","4.3","+1.5","26.5","+6.14","11.3","+3.04","51"
"79",="2912","統一超","299.5","2010","1,699","+14.6","540","+12.1","57.3","+41.1","31.8","-0.71","3.75","+0.78","5.51","+1.61","28.2","+6.47","9.41","+2.63","53"
"80",="1580","新麥","89.8","2010","25.9","+36.3","10.7","+35.4","3.7","+51.4","41.4","-0.26","14.6","+1.53","9.54","+2.92","39.6","+9.27","22.9","+5.69","61"
"81",="6269","台郡","103.5","2010","45.5","+47.4","10.2","+31.7","5.76","+46.1","22.4","-2.67","12.6","-0.11","4.06","+1.13","27.2","+5.83","15.5","+2.75","60"
"82",="6456","GIS-KY","107.5","-","","","","","","","","","","","","","","","","",""
"83",="8454","富邦媒","549","2010","","","","","","","","","","","","","","","","",""
"84",="4958","臻鼎-KY","112","2010","347","+50.9","46.4","+8.41","7.11","-39.9","13.4","-5.24","2.05","-3.1","1.1","-5.85","5.54","-5.28","1.75","-1.48","34"
"85",="6643","M31","286","-","","","","","","","","","","","","","","","","",""
"86",="4438","廣越","123.5","-","","","","","","","","","","","","","","","","",""
"87",="2732","六角","142.5","-","","","","","","","","","","","","","","","","",""
"88",="1707","葡萄王","191","2010","32.8","+16.3","27.6","+17.8","4.28","+12.7","84.1","+1.05","17.2","+0.2","3.28","+0.37","26","+0.93","17.6","+1.06","74"
"89",="4536","拓凱","121","2010","54.9","+37.9","13.5","+144","3.99","+4032","24.7","+10.7","7.61","+7.3","5.7","+5.09","20.2","+19.6","9.22","+8.93","47"
"90",="5288","豐祥-KY","95","-","","","","","","","","","","","","","","","","",""
"91",="5434","崇越","104.5","2010","147","+43.8","15.7","+58.7","6.6","+91.8","10.7","+1","4.49","+1.11","4.53","+2.12","16.7","+7.21","8.98","+3.88","45"
"92",="6452","康友-KY","151.5","-","","","","","","","","","","","","","","","","",""
"93",="8416","實威","115.5","2010","5.16","+49.6","3.31","+52.6","1.49","+70.4","64.1","+1.26","29","+3.54","7.57","+2.65","42","+12.6","30.4","+11","84"
"94",="6538","倉和","266.5","-","","","","","","","","","","","","","","","","",""
"95",="3152","璟德","303.5","2010","","","","","5.8","+50","","","","","8.4","+2.24","","","","",""
"96",="9945","潤泰新","45","2010","152","+1.66","25.5","-8.51","10.5","+104","16.8","-1.86","7.63","+2.9","1.39","+0.71","8.78","+2.62","4.04","+1.37","36"
"97",="9941","裕融","99.5","2010","68.1","+10.3","27.2","+12.1","10.7","+49.2","40","+0.65","17.2","+4.35","4.54","+1.5","22.5","+5.67","3.46","+0.68","47"
"98",="4163","鐿鈦","130.5","2010","11.3","+15.2","3.83","+19.3","0.95","-17.2","33.9","+1.15","8.4","-3.29","2.88","-1.01","19","-4.56","7.97","-2.58","51"
"99",="8083","瑞穎","160","2010","","","","","0.8","+55.3","","","","","2.67","+0.95","","","","",""
"100",="9921","巨大","236","2010","442","+13.3","107","+13.5","25.8","+8.34","24.2","+0.05","5.85","-0.35","7.17","+0.46","21.2","-2.09","9.42","-0.15","45"
"101",="3708","上緯投控","80.3","-","","","","","","","","","","","","","","","","",""
"102",="2345","智邦","217.5","2010","229","+33.6","41.4","+23.2","10.1","+54.1","18.1","-1.54","4.19","+0.45","2.02","+0.79","13.1","+4.32","7.14","+1.96","45"
"103",="6294","智基","108.5","2010","1.12","+7.38","0.16","+257","-0.24","-57.5","14.3","+9.97","-21.4","-6.81","-2.86","+0.4","-49.7","+35.4","-13","-6.1","27"
"104",="8341","日友","267.5","2010","","","","","","","","","","","","","","","","",""
"105",="2308","台達電","138","2010","1,713","+38","366","+36.8","158","+35.1","21.4","-0.2","10.4","-0.09","6.69","+1.49","21.9","+4.3","12.1","+1.7","62"
"106",="6568","宏觀","123.5","-","","","","","","","","","","","","","","","","",""
"107",="8480","泰昇-KY","136","-","","","","","","","","","","","","","","","","",""
"108",="8081","致新","141","2010","50.1","+22.3","17.4","+27.5","8.12","+20.4","34.7","+1.42","16.2","-0.25","9.5","+1.48","20.8","+2.06","16.5","+1.12","68"
"109",="2428","興勤","85.6","2010","43.6","+37.6","13.4","+37","6.09","+28.8","30.7","-0.13","14","-0.77","4.77","+0.74","20.3","+2.32","14.9","+2.66","62"
"110",="1477","聚陽","135","2010","141","+6.19","28.4","-1.5","9.18","+4.21","20.1","-1.57","6.49","-0.12","5.91","+0.11","24.8","-2.06","14.4","-1.6","50"
"111",="2228","劍麟","85.6","2010","22.4","+41.2","7.21","+61.5","2.53","+97.6","32.2","+4.05","11.3","+3.22","4.2","+2.08","19.1","+8.81","14.9","+6.56","59"
"112",="3558","神準","107","2010","34.6","+34.9","8.47","+13.4","1.31","+27","24.5","-4.65","3.78","-0.23","3.18","+0.31","18","+2.16","7.73","+0.16","45"
"113",="3130","一零四","158","2010","22.8","+21.9","9.9","+30.6","2.61","+52.3","43.5","+2.88","11.5","+3.11","7.72","+2.64","22.9","+8.3","15.9","+5.36","68"
"114",="2458","義隆","91","2010","62.9","+32","22.5","+29.3","7.02","+69.6","35.7","-0.75","10.2","+3.28","1.76","+0.72","10.6","+4.79","8.84","+4.1","66"
"115",="9910","豐泰","185","2010","300","+12.5","55","-11","15.5","+2.47","18.4","-4.84","5.84","-1.95","2.98","-0.1","16.4","-2.37","9","-1.8","47"
"116",="2385","群光","79.5","2010","604","+12","88.8","-9.66","36.5","+9.58","14.7","-3.53","6.31","+0.21","6.27","+0.07","26.9","-3.33","10.9","+0.2","40"
"117",="3570","大塚","94.8","2010","4.26","+9.11","1.99","+21","0.47","+79.1","46.7","+4.59","11","+4.28","2.81","+1.22","12.2","+5.05","10.2","+4.08","68"
"118",="9914","美利達","166","2010","168","+9.95","20.2","+3.73","12.5","+10.8","12","-0.72","7.43","+0.02","5.04","+0.49","20.7","+0.84","10.5","+0.79","45"
"119",="2317","鴻海","73.6","2010","29,972","+53","2,442","+30.9","772","+1.94","8.15","-1.37","2.52","-1.38","8.01","-0.83","15.3","-2.3","6.28","-1.75","43"
"120",="5903","全家","235.5","2010","433","+9.44","145","+9.67","9.36","+28.4","33.5","+0.07","2.28","+0.34","4.19","+0.93","23.2","+3.88","6.66","+1","53"
"121",="8499","鼎炫-KY","104","-","","","","","","","","","","","","","","","","",""
"122",="6213","聯茂","131","2010","199","+62.3","29.5","+60.9","14.5","+81.2","14.8","-0.13","7.3","+0.76","5.3","+2.39","27.6","+10.3","11.3","+3.46","45"
"123",="6230","超眾","232","2010","48.9","+32.2","10.1","+27.1","3.58","+28.9","20.6","-0.83","7.32","-0.19","4.15","+0.93","17","+3.34","9.1","+1.27","45"
"124",="4190","佐登-KY","82.6","-","","","","","","","","","","","","","","","","",""
"125",="4736","泰博","280","2010","21","-0.65","8.03","-14.4","2.08","-48","38.2","-6.14","9.37","-8.55","3.62","-5.6","9.93","-18.1","6.87","-9.37","57"
"126",="6596","寬宏藝術","49.9","-","","","","","","","","","","","","","","","","",""
"127",="2231","為升","152","2010","12.4","+24.3","5.55","+29.1","3","+40.5","44.7","+1.65","24.2","+2.78","5","+0.57","29.5","+2.61","21.4","+5.05","75"
"128",="4580","捷流閥業","97","-","","","","","","","","","","","","","","","","",""
"129",="5306","桂盟","116","2010","1.1","-37.7","0.23","-25.7","-0.38","+15.6","21","+3.4","-34","-6.33","-0.48","+0.16","-8.15","+2.14","-7.79","+1.73","51"
"130",="5299","杰力","111","-","","","","","","","","","","","","","","","","",""
"131",="6472","保瑞","149","-","","","","","","","","","","","","","","","","",""
"132",="8279","生展","110","-","","","","","","","","","","","","","","","","",""
"133",="3413","京鼎","165.5","2010","38.5","+198","6.45","+876","1.33","+125","16.8","+23.2","3.45","+45.4","1.23","+8.27","21.9","+113","3.72","+21.8","36"
"134",="6683","雍智科技","247","-","","","","","","","","","","","","","","","","",""
"135",="6561","是方","323","-","","","","","","","","","","","","","","","","",""
"136",="9802","鈺齊-KY","90","2010","59.3","+23","12","+13.3","4.23","-38.1","20.3","-1.74","10.7","-3.53","5.38","-3.32","22.2","-4.13","13.9","-3.9","57"
"137",="3548","兆利","62.6","2010","33.4","+22.4","6.34","+11.1","0.92","-41.6","19","-1.93","2.77","-2.96","1.83","-1.33","4.4","-3.11","2.7","-1.73","45"
"138",="5474","聰泰","88","2010","","","","","-0.12","-328","","","","","-0.35","-0.5","","","","",""
"139",="8482","商億-KY","108","-","","","","","","","","","","","","","","","","",""
"140",="6491","晶碩","123.5","-","","","","","","","","","","","","","","","","",""
"141",="8210","勤誠","92","2010","41.2","+11.5","10.9","+14.3","4.25","+26.6","26.4","+0.65","10.3","+1.23","3.83","+0.81","24.4","+3.18","12.9","+2.66","57"
"142",="1582","信錦","81.1","2010","66.6","+12.1","15.2","-11.9","5.23","-32","22.9","-6.22","8","-5.09","3.85","-1.84","14.4","-6.58","8.52","-4.67","53"
"143",="4551","智伸科","143","-","","","","","","","","","","","","","","","","",""
"144",="9951","皇田","71.1","2010","20.9","+34","8.12","+50.8","1.99","+23.6","38.8","+4.34","9.51","-0.8","2.65","+0.29","23","-2.74","11.8","+2.08","55"
"145",="6239","力成","97","2010","378","+26.2","103","+42.9","76.5","+54.3","27.1","+3.17","20.2","+3.68","10.89","+3.45","25.8","+4.58","13.9","+3.22","64"
"146",="3023","信邦","146.5","2010","83.5","+58.4","17.8","+65.4","4.03","+110","21.4","+0.91","4.46","+1.67","2.25","+1.18","11.4","+6.75","5.25","+3","43"
"147",="4938","和碩","60.7","2010","5,305","-1.4","302","-6.8","62.1","-8","5.69","-0.33","2","+0.04","2.73","-0.22","8.96","-0.2","4.82","+0.02","43"
"148",="6214","精誠","78.6","2010","128","+1.98","40.8","-6.78","10.4","-25.8","31.9","-3","8.35","-3.11","4.31","-1.52","7.83","-3.36","6.37","-2.63","53"
"149",="3529","力旺","329","2010","8.43","+37.1","6.28","+24.2","2.27","+78","74.5","-7.76","26.9","+6.17","3.48","+1.37","23.6","+8.18","21.1","+7.19","86"
"150",="6146","耕興","193.5","2010","18.8","+12.7","8.63","+5.21","4.72","+17.6","45.9","-3.28","25.4","+1.09","6.02","+0.8","27.3","+1.74","21.4","+1.17","79"
"151",="3376","新日興","128","2010","66.7","-5.07","15.8","-30.8","7.43","-48.5","23.7","-8.8","11.1","-9.39","4.69","-5.44","9.8","-11.8","6.49","-6.62","55"
"152",="6504","南六","241.5","2010","28.6","+23.5","3.47","-8.83","0.05","-88.9","12.1","-4.3","0.18","-1.86","0.1","-1.35","0.69","-5.42","0.21","-1.8","34"
"153",="1268","漢來美食","129.5","-","","","","","","","","","","","","","","","","",""
"154",="3661","世芯-KY","293","2010","24.2","+156","6.75","+27","2.55","+1619","27.8","-28.2","10.5","+8.96","7.95","+6.19","38.7","+30.6","16.6","+15.2","68"
"155",="4119","旭富","144.5","2010","9.95","+9.82","3.29","-0.73","1.71","+2.97","33.1","-3.51","17.2","-1.15","3.82","-0.34","15.8","-1.01","12.4","-1.52","60"
"156",="8462","柏文","196.5","-","","","","","","","","","","","","","","","","",""
"157",="5546","永固-KY","65.3","-","","","","","","","","","","","","","","","","",""
"158",="1515","力山","74.2","2010","34","+6.36","8.56","-2.62","0.83","-43.7","25.2","-2.32","2.35","-2.16","0.36","-0.28","3.53","-3.59","1.57","-1.21","43"
"159",="4430","耀億","24","2010","11.5","+12.1","3.28","-6.89","0.75","-48.7","28.5","-5.81","6.55","-7.76","2.03","-2.76","7.99","-9.95","4.53","-5.24","43"
"160",="6278","台表科","116.5","2010","406","+37.5","40.9","+47.8","16.2","+32.7","10.1","+0.71","5.62","-0.07","7.54","+0.6","24.9","+2.03","10.2","+0.24","51"
"161",="4126","太醫","78.1","2010","","","","","3.44","+2807","","","","","5.49","+5.72","","","","",""
"162",="6274","台燿","134","2010","99.8","+62.8","13.4","+60.1","3.72","+2405","13.4","-0.23","3.73","+3.49","1.59","+1.53","8.89","+8.53","4.48","+4.28","40"
"163",="1788","杏昌","108.5","2010","20.2","+9.36","3.52","+12.8","1.4","+22.5","17.4","+0.54","6.59","+0.46","4.77","+0.63","15.4","-0.09","8.69","+0.89","40"
"164",="8066","來思達","62.9","2010","","","","","-1.76","-0.76","","","","","-1.58","-0.01","","","","",""
"165",="3596","智易","82.7","2010","162","+40.2","21.5","+18.3","6.31","+2.66","13.3","-2.47","3.9","-1.43","5.03","-0.58","14.4","-2.64","7.68","-1.41","36"
"166",="6672","騰輝電子-KY","87.9","-","","","","","","","","","","","","","","","","",""
"167",="4402","福大","5.02","2010","","","","","1.28","+192","","","","","2.38","+4.96","","","","",""
"168",="6641","基士德-KY","66.1","-","","","","","","","","","","","","","","","","",""
"169",="6111","大宇資","70.6","2010","2.25","-41.4","1.92","-45.4","-0.79","-176","85.2","-6.17","-14.6","-42.2","-2.48","-6.53","-9.05","-52.5","-4.8","-20.9","49"
"170",="4572","駐龍","82","-","","","","","","","","","","","","","","","","",""
"171",="6192","巨路","65.7","2010","63.4","+8.98","14.3","+12.6","5.55","+19.7","22.6","+0.73","8.75","+0.78","5.4","+0.64","21.5","+1.49","12.2","+0.97","53"
"172",="4107","邦特","130","2010","8.22","+5.33","3.09","+10.6","1.73","+8.88","37.6","+1.78","21","+0.68","2.2","+0.17","13.8","+0.83","10.1","+0.92","77"
"173",="2752","豆府","108","-","","","","","","","","","","","","","","","","",""
"174",="3004","豐達科","55.7","2010","","","","","0.88","+9558","","","","","2.98","+2.94","","","","",""
"175",="3479","安勤","66.8","2010","27.6","+35.3","6.73","+33.9","1.47","+51.6","24.4","-0.26","5.37","+0.63","3.5","+0.97","18.2","+3.93","10.9","+1.17","51"
"176",="2377","微星","102.5","2010","895","+8.92","92.6","+11.3","5.2","+116","10.3","+0.22","0.58","+0.29","0.49","+0.26","2.08","+1.14","1.06","+0.58","40"
"177",="2348","海悅","60.5","2010","","","","","-1.59","-12.4","","","","","-4.11","-2.81","","","","",""
"178",="5263","智崴","114.5","-","","","","","","","","","","","","","","","","",""
"179",="3653","健策","205.5","2010","35.5","+53.7","11","+49.2","5.41","+44","31.1","-0.93","15.2","-1.02","6.66","+1.03","17.5","+0.7","12.8","+0.53","61"
"180",="4763","材料-KY","123.5","-","","","","","","","","","","","","","","","","",""
"181",="6486","互動","73.3","-","","","","","","","","","","","","","","","","",""
"182",="6411","晶焱","83","-","","","","","","","","","","","","","","","","",""
"183",="6290","良維","62.1","2010","74.6","+39.1","11.8","-8.74","4.18","-19.4","15.8","-8.27","5.57","-4.03","3.47","-1.27","14.1","-5.63","9.68","-3.38","40"
"184",="5234","達興材料","86.4","2010","26.4","","6.52","","2.91","","24.7","","11","","4.41","","26.6","","13.3","","55"
"185",="5312","寶島科","63.5","2010","18.9","+6.53","11.5","+4.16","2.31","+45.5","60.7","-1.38","12.2","+3.23","3.84","+1.2","23.4","+6.34","14","+3.43","53"
"186",="6147","頎邦","60.2","2010","126","+142","36.1","+345","23.8","+575","28.6","+13.1","18.9","+12.2","4.56","+3.43","21.8","+16.1","14.2","+11","64"
"187",="3617","碩天","80","2010","41.1","+8.36","16.7","+4.22","3.99","+6.38","40.8","-1.62","9.48","-0.72","5.02","-0.2","13","-2.25","10","-1.64","62"
"188",="3227","原相","162.5","2010","45.2","+20.5","18","+3.04","8.11","-4.42","39.7","-6.73","18.2","-4.35","6.29","-0.43","13.5","-1.79","11.2","-1.36","70"
"189",="4953","緯軟","74.4","2010","10.8","+35.2","3.11","+24.6","0.54","-11.2","28.9","-2.44","4.98","-2.6","1.73","-0.38","9.39","-2.36","6.72","-1.86","53"
"190",="6435","大中","90","-","","","","","","","","","","","","","","","","",""
"191",="6451","訊芯-KY","105","-","","","","","","","","","","","","","","","","",""
"192",="3526","凡甲","95","2010","22.8","+1.26","8.18","-10.7","3.21","-27","35.9","-4.82","14","-5.56","5.8","-2.93","23.8","-13.3","15","-8.09","62"
"193",="8114","振樺電","85.2","2010","21.1","+42.3","9.42","+44.3","3.16","+82.8","44.6","+0.62","15","+3.44","5.42","+2.16","32.8","+13.4","21.9","+8.86","68"
"194",="2373","震旦行","87.9","2010","125","+9.91","47.8","+11.3","7.46","+17.5","38.4","+0.47","6.26","-0.18","2.41","+0.31","12.1","-0.52","7.15","+0.04","49"
"195",="3010","華立","55.4","2010","270","+41","32","+38","14.1","+74","11.8","-0.26","5.45","+1.05","6.09","+2.58","19.6","+7.37","9.05","+3.26","36"
