"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"1",="3008","大立光","3840","2013","274","+36.7","130","+55","96.1","+72.2","47.2","+5.57","35","+7.22","71.64","+30","36","+9.88","27.5","+7.63","91"
"2",="6669","緯穎","840","-","","","","","","","","","","","","","","","","",""
"3",="4966","譜瑞-KY","854","2013","42.1","-11.9","18.3","-25.4","6.79","-47.1","43.5","-7.9","16.1","-10.8","9.25","-8.6","18.6","-27.8","15.2","-22.6","68"
"4",="6488","環球晶","365","2013","156","","36.6","","19.5","","23.5","","12.5","","6.14","","14.8","","9.25","","50"
"5",="3293","鈊象","521","2013","15.4","-26.7","12.7","-26.4","1.18","-62.8","82.8","+0.32","7.4","-7.37","1.7","-2.87","4.19","-5.84","3.58","-4.56","64"
"6",="6409","旭隼","760","2013","54.9","+15.3","13.2","+23.7","6.11","+17.4","24.1","+1.64","11.1","+0.2","10.2","+0.54","35.8","-6.05","19","-1.78","61"
"7",="6415","矽力-KY","1370","2013","20.9","+52.3","10.1","+40.5","5.3","+36.8","48.2","-4.05","25.4","-2.88","9.59","-1.93","28.5","-53.8","25.6","-14.3","87"
"8",="1565","精華","358","2013","52.2","+25.3","22.9","+24.2","16","+32.3","43.9","-0.38","30.6","+1.63","31.7","+7.74","45.3","+4.96","28","+1.59","84"
"9",="3406","玉晶光","475","2013","95.9","-15.8","8.29","-68.4","-3.64","-145","8.64","-14.4","-3.82","-10.8","-3.74","-12.8","-4.71","-16.4","-2.49","-8.6","36"
"10",="5274","信驊","1415","2013","5.91","+22","3.2","+18.9","1.71","+26.1","54.2","-1.41","28.9","+0.94","7.4","+0.9","30.2","-1.7","25.4","-0.55","89"
"11",="2227","裕日車","258.5","2013","315","+8.07","54.5","+48.4","73","+47.8","17.3","+4.71","23.2","+6.23","24.33","+7.87","32","+7.39","23.3","+4.3","68"
"12",="8299","群聯","276","2013","322","-2.77","57.2","+13.8","31.7","+17.7","17.8","+2.58","9.85","+1.71","17.57","+2.58","24.1","+0.77","17","+0.64","60"
"13",="2207","和泰車","512","2013","1,465","+5.72","183","+14.2","76.5","+1.51","12.5","+0.93","5.89","-0.24","14.01","+0.21","23.7","-2.09","6.73","-0.9","45"
"14",="6121","新普","309","2013","547","-6.97","61.7","-13","32.4","-1.95","11.3","-0.78","5.91","+0.3","10.5","-0.2","17.9","-1.95","8.52","-1.47","45"
"15",="3533","嘉澤","396.5","2013","80.6","-5.9","24.9","-8.86","7.25","-23.5","30.9","-1","8.87","-2.16","7.76","-2.38","11.1","-4.91","7.4","-3.74","53"
"16",="3563","牧德","332.5","2013","7.16","+49.5","4.32","+57.3","2.05","+45.1","60.3","+2.96","28.7","-0.87","5.37","+1.18","25.4","+0.81","20.2","+1.23","81"
"17",="5904","寶雅","592","2013","72.5","+15.6","28.8","+21.5","5.59","+31.1","39.7","+1.94","7.71","+0.91","6.03","+1.36","29.3","+5.54","15.4","+2.3","55"
"18",="5536","聖暉","210.5","2013","86.6","+4.51","10.4","-24.2","4.66","-33","12","-4.54","5.39","-3.02","10.11","-4.98","16.3","-9.93","6.7","-3.56","43"
"19",="6510","精測","613","2013","7.06","","2.91","","0.56","","41.3","","7.93","","2.62","","17.8","","10.8","","55"
"20",="4137","麗豐-KY","189","2013","27","+114","21.2","+92.3","6.93","+107","78.4","-8.71","25.7","-0.86","10.25","+5.23","35","+1.24","22","+4.87","85"
"21",="3611","鼎翰","192.5","2013","21","+16.5","9.32","+19.5","4.45","+47.3","44.3","+1.11","21.1","+4.43","13.01","+4.12","35.8","+7.6","22.5","+5.59","77"
"22",="8070","長華","157","2013","160","-2.01","13.4","-13.2","4.41","-28.3","8.4","-1.08","3.1","-1.25","5.89","-3.46","9.72","-8.91","4.28","-2.71","32"
"23",="8436","大江","254","2013","14","+21.8","4.65","+11.7","1.44","+7.43","33.1","-2.98","10.2","-1.39","3.55","-0.98","15.4","-8.04","9.72","-1.73","60"
"24",="6670","復盛應用","172","-","","","","","","","","","","","","","","","","",""
"25",="2915","潤泰全","67.1","2013","765","+729","712","+1971","436","+1212","93.1","+55.8","103","+57.1","54.85","+50.8","117","+103","95.5","+86.1","79"
"26",="2059","川湖","320","2013","37.7","+4.99","19.8","+8.59","14","+31.9","52.5","+1.74","37","+7.56","14.89","+3.43","26.6","+1.95","20.6","+3.25","93"
"27",="2327","國巨","371.5","2013","247","+3.88","58","+15.3","14.5","+30.2","23.4","+2.32","5.95","+1.16","0.75","+0.25","4.71","+1.3","2.75","+0.39","49"
"28",="2357","華碩","204.5","2013","4,633","+3.25","600","-1.88","214","-4.51","12.9","-0.68","4.65","-0.38","28.66","-1.18","16.3","-2.21","7.63","-1.54","43"
"29",="1256","鮮活果汁-KY","203.5","2013","17.3","+32.8","5.08","+72","2.16","+133","29.4","+6.7","12.5","+5.34","12.27","+6.61","40.5","+14","24.5","+10.3","68"
"30",="5269","祥碩","1170","2013","11.9","-25.9","4.51","-30.1","0.87","-60","38","-2.28","7.32","-6.23","1.54","-2.68","7.81","-16.9","6.43","-12.8","57"
"31",="1476","儒鴻","294.5","2013","181","+33.7","51.2","+35.6","27.4","+52.8","28.2","+0.39","15.1","+1.88","10.91","+3.16","37.3","+4.79","24.2","+3.59","62"
"32",="3665","貿聯-KY","184.5","2013","71.1","+22.6","19.6","+34.3","5.64","+95.8","27.5","+2.4","7.92","+2.96","7.28","+3.09","18.2","+7.07","11.9","+5.06","51"
"33",="2729","瓦城","225","2013","23.1","+20.8","12.2","+21.8","2.44","+33.3","52.8","+0.39","10.6","+0.99","10.5","+1.05","14.3","-2.97","12.2","-1.67","77"
"34",="5278","尚凡","129.5","2013","3.06","+2.38","2.61","-0.84","0.8","-15.3","85.1","-2.76","26.1","-5.45","6.51","-1.42","31.6","-20.6","25.3","-12.1","89"
"35",="8464","億豐","247.5","2013","121","","47.9","","15.3","","39.5","","12.8","","6.92","","150","","13.2","","57"
"36",="8437","大地-KY","188.5","2013","4.57","","3.65","","1.74","","80","","38.1","","6.05","","20.7","","14.6","","82"
"37",="2404","漢唐","197","2013","114","+24.9","17.3","+44.7","11.2","+108","15.1","+2.07","9.91","+4.15","4.73","+2.45","23","+11.9","10.2","+5.18","53"
"38",="2454","聯發科","442","2013","1,361","+37.1","598","+45.7","275","+76.6","44","+2.59","20.2","+4.54","20.51","+7.7","14.8","+4.17","11.7","+3.04","72"
"39",="6613","朋億","152","-","","","","","","","","","","","","","","","","",""
"40",="2474","可成","205","2013","432","+16.8","183","+14.2","138","+27.6","42.4","-0.96","32","+2.7","18.38","+3.97","20.4","+2.01","13.4","+2","81"
"41",="1590","亞德客-KY","543","2013","73","+28.1","40.4","+35.3","17.1","+59.7","55.3","+2.92","23.6","+4.59","10.55","+3.88","23.5","+4.05","14","+2.39","72"
"42",="5287","數字","226.5","2013","9.42","+11.5","6.88","+10.4","3.44","+15.3","73","-0.69","36.5","+1.21","12.29","+1.64","46.5","-1.93","29","+4.18","87"
"43",="1264","德麥","218","2013","20.3","+9.02","7.49","+8.85","2.81","+19.3","36.9","-0.06","14.2","+1.24","12.02","+0.76","28.4","-9.11","23.1","-3.26","72"
"44",="4439","冠星-KY","143.5","-","","","","","","","","","","","","","","","","",""
"45",="2492","華新科","184","2013","131","+0.25","12.9","+244","-5.04","+63.4","9.89","+7","-3.73","+7.05","-0.74","+1.26","-3.32","+5.76","-2","+3.42","32"
"46",="4420","光明","24.85","2013","4.64","-24.1","0.12","-76.8","0.02","-91","2.48","-5.63","0.42","-3.16","0.07","-0.66","0.39","-3.82","0.35","-3.32","57"
"47",="2379","瑞昱","246.5","2013","282","+14.5","122","+20.2","30.4","+35.7","43.2","+2.06","10.8","+1.69","6.02","+1.52","16.3","+3.52","10","+1.42","64"
"48",="2330","台積電","292","2013","5,970","+17.8","2,809","+15.1","1,881","+13.1","47.1","-1.12","31.5","-1.29","7.26","+0.84","23.9","-0.58","16.9","-2.24","89"
"49",="6414","樺漢","184","2013","31","+36.5","6.63","+60.6","3.72","+114","21.4","+3.22","12","+4.35","6.17","+2.72","35.9","+13.4","22.5","+8.42","66"
"50",="3034","聯詠","198.5","2013","414","+11.9","115","+10.6","47.4","+6.88","27.7","-0.32","11.4","-0.54","7.81","+0.45","19.8","+0.3","12.2","+0.41","60"
"51",="8406","金可-KY","152","2013","48.8","+28.2","29.9","+22.8","14.2","+35","61.3","-2.69","29.1","+1.47","15.67","+3.58","20.3","-2.74","15.1","-1.97","68"
"52",="5289","宜鼎","183.5","2013","28","+18","7.15","+13.5","2.86","+19.8","25.6","-1.01","10.2","+0.15","5.68","+0.54","21.2","-1.83","16.4","-1.14","66"
"53",="6176","瑞儀","100.5","2013","635","-16.6","90.8","+2.43","47.1","-7.88","14.3","+2.66","7.41","+0.7","10.13","-1.2","22.3","-3.99","9.52","-1.35","51"
"54",="6462","神盾","188","2013","0.84","-40","0.57","-48.9","-0.72","+64.5","67.7","-11.8","-86.4","+59.8","-1.45","-5.55","-28.3","+45","-22.2","+40.4","48"
"55",="2439","美律","130","2013","113","+46.4","24.8","+70.2","10.3","+114","22.1","+3.09","9.16","+2.93","5.86","+2.95","21","+10.1","12.3","+5.99","55"
"56",="1537","廣隆","141.5","2013","56.9","-3.5","11.1","-12.8","5.73","-7.04","19.5","-2.07","10.2","-0.49","7.02","-0.54","22.1","-5","15.3","-3.42","60"
"57",="6803","崑鼎","214","2013","37.5","+6.01","9.9","-2.3","6.2","-5.34","26.4","-2.25","19.4","-1.81","10.06","-0.94","17.3","-4.39","10.3","-0.76","64"
"58",="2929","淘帝-KY","56.8","2013","38","+36","15.4","+45.2","5.74","+55.2","40.7","+2.58","15.1","+1.87","12.72","+4.51","32.8","-13.1","20.7","-2.57","68"
"59",="3324","雙鴻","160","2013","43.8","-5.88","5.36","-18.8","0.39","-70.2","12.2","-1.95","0.77","-2.04","0.6","-1.51","2.85","-9.5","1.12","-3.7","36"
"60",="5871","中租-KY","111.5","2013","304","+42","170","+43.1","58.8","+55.4","56","+0.42","20.4","+1.57","5.91","+1.66","22.4","+3.34","3.43","+0.76","51"
"61",="4803","VHQ-KY","69.6","2013","","","","","","","","","","","","","","","","",""
"62",="3044","健鼎","108.5","2013","408","+4.22","59","-10.9","23.7","-18.6","14.5","-2.45","5.81","-1.59","4.52","-1.03","9.4","-2.65","4.99","-1.43","47"
"63",="2548","華固","91.8","2013","103","+31.9","39","+23.1","30.7","+15.9","38","-2.71","30.5","-3.4","11.08","+1.51","25.2","+2.86","10.7","+0.32","62"
"64",="1558","伸興","130.5","2013","55.6","+9.86","13.9","+12.5","7.08","+20.5","25","+0.58","13","+1.3","13.05","+1.35","22.7","-2.9","15.7","-0.78","64"
"65",="3131","弘塑","227","2013","22.8","+45.3","10","+70.6","4.99","+82.2","44.1","+6.55","21.9","+4.45","20.3","+7.84","46.6","+3.3","22.1","+5.5","74"
"66",="5534","長虹","82.3","2013","82.3","+47.2","55.7","+88.6","50.6","+149","67.6","+14.8","61.5","+25.2","20.36","+12.2","59","+34.3","24.1","+13.1","68"
"67",="6569","醫揚","168","-","","","","","","","","","","","","","","","","",""
"68",="8422","可寧衛","155","2013","23.4","-10.5","16.6","-7.91","12.5","-14.3","70.8","+1.99","53.3","-2.38","11.46","-1.92","27.9","-5.4","25.2","-5.45","87"
"69",="5283","禾聯碩","98.9","2013","38.4","+10","11.4","+7.96","0.59","-13.1","29.7","-0.57","1.54","-0.24","1.02","-0.16","5.5","-0.21","2.86","-0.06","38"
"70",="3105","穩懋","239.5","2013","105","-6.73","32.3","-11.1","18.1","+16.6","30.8","-1.52","17.3","+3.45","2.4","+0.09","12.4","-0.35","8.11","+0.74","68"
"71",="2707","晶華","138.5","2013","57.4","+5.65","22.3","+2.81","11.3","+4.03","38.8","-1.07","19.6","-0.22","10.66","-0.61","34.7","+0.65","17.2","-0.28","70"
"72",="2395","研華","277","2013","307","+11.3","126","+16.4","41.1","+18.3","41","+1.82","13.5","+0.79","7.26","+1.02","22.2","+1.33","16","+0.7","70"
"73",="6666","羅麗芬-KY","120.5","-","","","","","","","","","","","","","","","","",""
"74",="1439","中和","35.1","2013","4.5","-39.2","0.11","-29.5","0.02","+120","2.41","+0.33","0.36","+1.49","0.02","+0.11","0.08","+0.47","0.07","+0.44","51"
"75",="8016","矽創","143","2013","63.4","+22.4","15.2","+15.3","4.29","+21.6","24","-1.47","6.21","+0.02","3.63","+0.64","11","+1.73","8.12","+1.24","55"
"76",="8446","華研","112","2013","9.39","+42.2","3.4","+21.3","1.15","+51","36.3","-6.26","12.3","+0.73","4.25","+1.08","22.3","-6.98","12.1","+0.12","70"
"77",="4766","南寶","137","-","","","","","","","","","","","","","","","","",""
"78",="2383","台光電","143","2013","169","+5.72","25.5","-4.52","8.36","-26","15.1","-1.62","4.97","-2.13","2.69","-1.05","12.7","-6.25","5.95","-3.02","43"
"79",="2912","統一超","299.5","2013","2,006","+4.16","634","+0.33","80.4","+35.9","31.6","-1.21","4.61","+1.1","7.73","+2.04","35.8","+7.86","11.2","+2.53","60"
"80",="1580","新麥","89.8","2013","39.5","+14.1","15.4","+11.1","4.96","+23.4","39","-1.04","12.9","+1","11.05","+1.65","35.7","+3","19","+1.7","59"
"81",="6269","台郡","103.5","2013","136","+22.8","32.3","+7.53","19.3","+13","23.7","-3.37","14.2","-1.23","9.64","+0.47","26.7","-4.14","11.9","-3.76","52"
"82",="6456","GIS-KY","107.5","2013","803","+129","65.7","+420","23.5","+305","8.17","+4.58","2.87","+1.78","40.72","-0.71","55.3","+41.4","6.34","+5.03","40"
"83",="8454","富邦媒","549","2013","205","+15.8","25.6","-2.48","5.62","+0.82","12.4","-2.33","2.52","-0.33","4.39","+0.04","24","+0.61","9.38","-0.69","55"
"84",="4958","臻鼎-KY","112","2013","645","+16.5","119","+10.4","54.7","+34.9","18.4","-1.02","8.48","+1.16","7.41","+1.92","23.8","+2.51","8.29","+1.21","45"
"85",="6643","M31","286","-","","","","","","","","","","","","","","","","",""
"86",="4438","廣越","123.5","-","","","","","","","","","","","","","","","","",""
"87",="2732","六角","142.5","2013","11.5","+14.4","7.26","+31.7","1.35","+24.5","62.9","+8.27","12.2","-0.28","7.17","-2.86","32.9","-17","20.8","-5.45","70"
"88",="1707","葡萄王","191","2013","56.4","+22.3","49.8","+23.7","8.36","+37.4","88.4","+1.01","21","+2.82","6.42","+1.75","39.8","+7.57","27.8","+4.98","79"
"89",="4536","拓凱","121","2013","60.5","-3.55","16.5","+4.67","5.29","+19.2","27.2","+2.14","9.69","+2.8","6.31","+0.89","15.6","+0.81","9.01","+1.88","55"
"90",="5288","豐祥-KY","95","2013","34.7","+13.2","5.43","-4.64","3.19","-16.3","15.6","-2.92","9.17","-3.23","5.6","-1.19","22.8","-6.24","15.2","-3.11","57"
"91",="5434","崇越","104.5","2013","156","-3.85","19.6","+2.01","7.98","-0.65","12.6","+0.72","5.14","+0.16","5.22","-0.17","15.7","-1.06","8.89","-0.53","45"
"92",="6452","康友-KY","151.5","2013","33.6","","12.8","","6.08","","38.1","","18.1","","11.06","","26.8","","20.8","","64"
"93",="8416","實威","115.5","2013","6.9","+24.2","4.06","+19.7","1.59","+27.4","58.9","-2.21","23","+0.56","6.18","+0.98","25","+2.32","20","+1.91","79"
"94",="6538","倉和","266.5","2013","","","","","","","","","","","","","","","","",""
"95",="3152","璟德","303.5","2013","12.9","+15.8","6.56","+34.9","4.75","+44.7","50.8","+7.18","36.8","+7.34","6.89","+2.13","17.9","+5.09","16.8","+4.68","95"
"96",="9945","潤泰新","45","2013","151","+24.4","29.6","+38.6","306","+923","19.6","+2","207","+181","29.03","+26","83.6","+70.5","43.8","+37.5","55"
"97",="9941","裕融","99.5","2013","140","+7.87","49.7","+13","13.6","+17.2","35.5","+1.6","10.5","+0.63","5.68","+0.74","19.4","-0.83","2.3","-0.02","47"
"98",="4163","鐿鈦","130.5","2013","15.1","+12.3","5.71","+33.3","2.43","+39.3","37.7","+5.93","16.1","+3.12","6.05","+1.38","22.5","+2.76","13.9","+4.18","64"
"99",="8083","瑞穎","160","2013","10","+11.4","3.56","+21.3","2.04","+30","35.6","+2.9","20.4","+2.91","6.12","+0.91","28.4","+0.09","18.3","+3.76","70"
"100",="9921","巨大","236","2013","544","+0.49","117","+5","35","+16.7","21.5","+0.92","6.33","+0.82","9.34","+1.34","20.8","+1.44","8.66","+0.5","47"
"101",="3708","上緯投控","80.3","-","","","","","","","","","","","","","","","","",""
"102",="2345","智邦","217.5","2013","226","-16.2","36.2","-13.3","5.59","-34.9","16","+0.54","2.46","-0.74","1.06","-0.59","7.83","-4.24","4.09","-2.08","43"
"103",="6294","智基","108.5","2013","2.77","+37.4","0.61","+5.88","0.09","-87.3","21.8","-6.51","3.07","-30.1","0.55","-3.81","5.24","-37.1","2.45","-18.7","45"
"104",="8341","日友","267.5","2013","11","","4.72","","2.66","","43.1","","24.3","","2.66","","19.6","","10","","64"
"105",="2308","台達電","138","2013","1,771","+3.08","450","+6.94","178","+20.2","25.4","+0.92","10.8","+1.5","7.32","+1.19","18.5","+1.81","10","+1.57","60"
"106",="6568","宏觀","123.5","-","","","","","","","","","","","","","","","","",""
"107",="8480","泰昇-KY","136","-","","","","","","","","","","","","","","","","",""
"108",="8081","致新","141","2013","39","-16.5","13.8","-15.5","5.43","-23.2","35.3","+0.43","13.6","-1.32","6.33","-1.92","13.2","-4.22","9.74","-3.65","66"
"109",="2428","興勤","85.6","2013","42.7","+3.58","10.9","+13.6","5.09","+19.1","25.5","+2.24","11.3","+1.35","4.01","+0.65","13.2","+1.23","9.28","+1.09","60"
"110",="1477","聚陽","135","2013","179","+12.9","35.7","+12.8","13.4","+14.1","19.9","-0.01","7.49","+0.08","8.02","+0.85","26.8","+0.94","14.7","-0.31","53"
"111",="2228","劍麟","85.6","2013","30.2","+5.02","8.34","+9.05","3.33","+21.5","27.6","+1.02","11","+1.49","5.09","+0.65","17.4","+0.21","12.5","+0.98","59"
"112",="3558","神準","107","2013","49.8","+2.2","14.6","+14.3","4.22","+40.6","29.3","+3.1","8.47","+2.31","10.03","+2.77","29.2","-2.87","13.6","+0.77","55"
"113",="3130","一零四","158","2013","22","+3.5","10.7","+11.9","2.41","+25.8","48.9","+3.67","11.1","+2.04","7.46","+1.79","21.2","+4.63","13.5","+2.71","66"
"114",="2458","義隆","91","2013","77.9","+5.8","35.7","+19.3","15.5","+34.7","45.9","+5.19","18.8","+4.18","3.8","+0.84","20.9","+3.36","16.1","+2.36","72"
"115",="9910","豐泰","185","2013","381","+4.47","74.4","+8.25","22.9","+36.5","19.5","+0.68","6.88","+1.27","4.12","+0.98","23.8","+4.83","12.3","+2.76","51"
"116",="2385","群光","79.5","2013","745","+10.4","114","+7.06","37.8","-1.29","15.4","-0.48","5.54","-0.57","5.83","-0.2","19.2","-3.03","8.52","-0.75","38"
"117",="3570","大塚","94.8","2013","7.6","+24.7","3.33","+22.4","0.79","+31.5","43.8","-0.84","10.4","+0.54","4.62","+1.1","17.1","+3.37","13.3","+2.51","66"
"118",="9914","美利達","166","2013","253","+3.82","45","+16.2","29.1","+24.5","17.8","+1.89","11.5","+2.02","10.21","+2.01","30.4","+1.27","16.5","+1.32","60"
"119",="2317","鴻海","73.6","2013","39,523","+1.2","2,547","+1.78","1,067","+12.7","6.44","+0.04","2.72","+0.37","8.16","+0.14","14.4","+0.29","4.92","+0.07","40"
"120",="5903","全家","235.5","2013","538","+7.47","189","+8.65","11","+24.3","35.2","+0.38","2.16","+0.28","4.91","+0.96","26.2","+5.09","5.95","+0.6","55"
"121",="8499","鼎炫-KY","104","-","","","","","","","","","","","","","","","","",""
"122",="6213","聯茂","131","2013","197","+2.14","25.9","+3.1","8.17","-24.5","13.1","+0.12","4.14","-1.46","2.52","-0.82","11.9","-4.84","5.25","-1.97","43"
"123",="6230","超眾","232","2013","60.2","+12.6","12.7","+13.9","5.36","+31.8","21.1","+0.23","8.9","+1.3","6.2","+1.49","20.1","+2.97","10.5","+1.26","55"
"124",="4190","佐登-KY","82.6","2013","15.4","+23.9","11","+33.5","0.7","+9999","71","+5.13","17.3","+4.49","5.43","+153","54.4","+16.6","11.4","+4.16","70"
"125",="4736","泰博","280","2013","23","-4.66","10.2","+27.4","3.43","+112","44.3","+11.1","14","+8.17","5.42","+2.86","15.8","+8.82","10.3","+5.69","66"
"126",="6596","寬宏藝術","49.9","-","","","","","","","","","","","","","","","","",""
"127",="2231","為升","152","2013","15","+12","6.47","+25.1","3.64","+46.2","43.2","+4.51","24.4","+5.6","6","+1.87","27.6","+5.87","20.8","+3.99","73"
"128",="4580","捷流閥業","97","-","","","","","","","","","","","","","","","","",""
"129",="5306","桂盟","116","2013","20.9","+54.6","6.45","+58.5","3.97","+55.5","30.8","+0.75","18.1","-1.47","3.77","+1.29","28.4","+2.32","16.3","-1.39","64"
"130",="5299","杰力","111","2013","6.54","-26.4","1.44","-30.6","0.25","-56.5","22","-1.31","3.83","-2.64","0.81","-1.14","5.61","-7.33","4.09","-4.74","50"
"131",="6472","保瑞","149","2013","0.93","","0.43","","0.04","","45.8","","4.18","","0.24","","1.22","","0.68","","50"
"132",="8279","生展","110","2013","2.75","","1.12","","0.15","","40.7","","5.33","","0.86","","5.86","","3.46","","51"
"133",="3413","京鼎","165.5","2013","24.7","-7.88","3.23","-32.6","0.43","+111","13.1","-4.8","1.74","+16.2","1.64","+5.24","7","+130","1.39","+14.2","38"
"134",="6683","雍智科技","247","-","","","","","","","","","","","","","","","","",""
"135",="6561","是方","323","-","","","","","","","","","","","","","","","","",""
"136",="9802","鈺齊-KY","90","2013","69.4","+15.8","10.5","+12.3","2.66","-7.08","15.1","-0.48","3.85","-0.95","2.24","-0.45","5.6","-0.9","3.75","-0.47","45"
"137",="3548","兆利","62.6","2013","31.3","-2.86","6.96","+3.4","1.46","+19.3","22.2","+1.35","4.61","+0.85","2.89","+0.47","6.3","+0.75","3.97","+0.48","49"
"138",="5474","聰泰","88","2013","6.66","+35.9","2.23","+44.1","0.9","+153","33.5","+1.91","13.6","+6.26","2.68","+1.62","18.7","+10.8","13.5","+7.87","70"
"139",="8482","商億-KY","108","-","","","","","","","","","","","","","","","","",""
"140",="6491","晶碩","123.5","2013","5.89","","3.13","","0.45","","53.1","","7.58","","1.06","","8.17","","4.32","","52"
"141",="8210","勤誠","92","2013","37.2","-6.11","10.5","-8.04","3.42","-28.5","28.2","-0.59","9.18","-2.88","2.85","-1.14","15.2","-7.29","8.98","-4.02","52"
"142",="1582","信錦","81.1","2013","90.7","+7.71","20","+2.06","6.55","-10.2","22","-1.22","7.22","-1.52","4.43","-0.86","14.2","-3.52","8.45","-1.32","51"
"143",="4551","智伸科","143","2013","23.8","+7.9","5.96","+23.4","1.91","+77.8","25","+3.14","8.02","+3.15","2.8","+1.15","11.9","+3.69","6.2","+1.16","48"
"144",="9951","皇田","71.1","2013","26.9","+26.6","11.3","+36.9","5.27","+60.4","42","+3.13","19.6","+4.12","7.04","+2.64","38.1","+8.93","20.3","+4.22","72"
"145",="6239","力成","97","2013","376","-9.63","52.6","-28.4","-40.1","-211","14","-3.68","-8.52","-18.4","-5.24","-9.82","-7.99","-18.4","-4.45","-10.3","38"
"146",="3023","信邦","146.5","2013","106","+5.43","22.7","+5.35","6.63","+20.9","21.5","-0.02","5.76","+0.98","3.2","+0.27","13.9","+1.31","6.66","+1.16","47"
"147",="4938","和碩","60.7","2013","9,498","+7.78","455","+22.9","95.5","+49.7","4.79","+0.59","1.5","+0.33","4.16","+1.33","10.5","+2.08","3.51","+0.54","38"
"148",="6214","精誠","78.6","2013","157","+9.82","42.7","+12","8.31","+174","27.3","+0.53","5.26","+3.51","3.51","+2.22","6.43","+4.48","4.61","+3.18","53"
"149",="3529","力旺","329","2013","8.08","+32.2","8.08","+32.4","2.91","+78.4","100","+0.11","36","+9.3","3.87","+1.72","18.2","+7.79","16.8","+6.96","95"
"150",="6146","耕興","193.5","2013","23","+20.4","9.91","+17.3","4.32","+9.63","43","-1.12","19.5","-1.4","5.25","+0.41","22.7","+1.78","16.2","+0.56","72"
"151",="3376","新日興","128","2013","77.7","-4.41","20","-15","8.74","-11.3","25.7","-3.21","11.2","-0.93","5","-1.04","8.99","-2.49","6.35","-1.02","57"
"152",="6504","南六","241.5","2013","45.7","+23.4","9.03","+32.9","3.77","+90.6","19.8","+1.41","8.25","+2.91","5.39","+2.19","23.4","+5.04","9.56","+3.24","41"
"153",="1268","漢來美食","129.5","-","","","","","","","","","","","","","","","","",""
"154",="3661","世芯-KY","293","2013","25.8","-3.28","7.58","+24.2","1.13","+418","29.3","+6.49","4.38","+3.56","2.1","+1.69","7.16","+5.73","6.2","+5","55"
"155",="4119","旭富","144.5","2013","12.9","+2.39","3.97","-0.49","1.6","-17.9","30.7","-0.89","12.4","-3.07","2.78","-1.18","9.65","-6.74","6.89","-5.66","60"
"156",="8462","柏文","196.5","2013","5.22","","1.66","","0.49","","31.8","","9.02","","2.92","","19.1","","8.97","","44"
"157",="5546","永固-KY","65.3","-","","","","","","","","","","","","","","","","",""
"158",="1515","力山","74.2","2013","32.9","-0.94","6.41","-8.25","2.07","+225","19.5","-1.55","6.26","+4.36","1.14","+0.79","9.41","+6.17","4","+2.69","40"
"159",="4430","耀億","24","2013","21.2","+2.86","4.98","+5.37","1.27","+3.21","23.5","+0.56","5.98","+0.02","2.38","-0.29","7.64","-1.18","4.52","-0.36","41"
"160",="6278","台表科","116.5","2013","412","-17.2","36","+0.37","12.1","+17.4","8.72","+1.53","3.97","+0.94","4.47","+0.47","12.5","+0.09","5.3","+0.48","45"
"161",="4126","太醫","78.1","2013","14.4","+0.36","5.41","-4.19","3.22","+2.15","37.5","-1.78","22.3","+0.39","4.88","+0.1","19.5","+0.04","16","+0.17","80"
"162",="6274","台燿","134","2013","119","+1.1","19.5","+16.2","6.13","+29.3","16.3","+2.12","5.13","+1.12","2.56","+0.55","12.1","+1.87","5.98","+1.21","47"
"163",="1788","杏昌","108.5","2013","26.5","+11.3","6.16","+39.4","2.19","+17.4","23.2","+4.69","8.34","+0.45","6.26","+0.93","15.3","+1.7","9.72","+0.94","49"
"164",="8066","來思達","62.9","2013","54.2","+463","5.72","+356","0.73","+1697","10.6","-2.49","1.37","-0.38","4.99","+4.78","25.8","+18.1","10.5","+6.05","47"
"165",="3596","智易","82.7","2013","170","+13.2","24.2","+35.7","5.91","+65.8","14.2","+2.37","3.83","+1.16","4.15","+1.62","11.1","+3.35","6.22","+2.39","45"
"166",="6672","騰輝電子-KY","87.9","-","","","","","","","","","","","","","","","","",""
"167",="4402","福大","5.02","2013","12.4","+26.6","-0.83","-21.5","-1.55","-10.5","-6.68","+0.28","-12.9","+1.44","-1.98","+0.06","-33.7","-1.46","-11.1","-0.31","19"
"168",="6641","基士德-KY","66.1","-","","","","","","","","","","","","","","","","",""
"169",="6111","大宇資","70.6","2013","3.01","+47.5","2.62","+56.8","-0.23","+75.6","87.2","+5.17","-6.37","+37.5","-0.62","+1.94","-6.57","+19.6","-3.8","+10.8","47"
"170",="4572","駐龍","82","-","","","","","","","","","","","","","","","","",""
"171",="6192","巨路","65.7","2013","62.4","-7.54","16.7","+5.26","6.39","-5.11","26.7","+3.25","10.2","+0.26","5.38","-0.3","18.4","-2.63","10.6","-1.29","55"
"172",="4107","邦特","130","2013","9.58","+13.7","3.86","+31.2","2.15","+29.2","40.3","+5.38","22.5","+2.69","2.71","+0.59","14.9","+1.65","11.9","+1.64","81"
"173",="2752","豆府","108","-","","","","","","","","","","","","","","","","",""
