"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"12",="8299","群聯","276","2019","447","+9.57","111","+22.1","45.4","+5.22","25","+2.56","10.2","-0.42","23.05","+1.14","16.2","-0.1","12.1","+0.04","60"
"13",="2207","和泰車","512","2019","2,129","+14.6","324","+14.5","118","+17.4","15.2","0","6.38","+0.14","21.55","+3.19","20.3","-0.21","5.6","+0.28","40"
"14",="6121","新普","309","2019","737","+14.4","75.3","+12.6","38.2","+19.2","10.2","-0.17","5.22","+0.07","20.68","+3.33","16.6","+1.36","7.82","+0.74","45"
"15",="3533","嘉澤","396.5","2019","151","+13.4","54.7","+25.7","20.8","+29.1","36.2","+3.57","14.2","+1.38","20.11","+2.9","19.1","+0.47","14.3","+0.89","62"
"16",="3563","牧德","332.5","2019","25.4","-18.3","16.4","-24.4","8.53","-34.2","64.4","-5.19","34.1","-7.94","20.01","-10.4","40.2","-31.2","26.6","-21.9","77"
"17",="5904","寶雅","592","2019","158","+12.1","68.2","+10.6","18.9","+10.4","43.2","-0.57","12","-0.18","19.31","+1.81","44.6","+0.2","13.4","-7.86","59"
"18",="5536","聖暉","210.5","2019","127","-10.9","25.7","+1.43","10.4","-1.23","20.3","+2.46","10.1","+1.1","19.16","-0.36","23.4","-2.04","10.7","-0.19","57"
"19",="6510","精測","613","2019","33.9","+3.28","18","+3.01","6.25","-12.7","53.1","-0.14","18.5","-3.38","19.07","-2.77","9.93","-2.09","8.36","-1.97","66"
"20",="4137","麗豐-KY","189","2019","51.4","+12.2","43.2","+14.3","14.3","+17.5","84.1","+1.54","27.9","+1.25","18.02","+2.62","33.7","+1.62","19.7","-1","83"
"21",="3611","鼎翰","192.5","2019","58.6","+49.2","22","+21.4","7.61","+10.6","37.6","-8.62","13","-4.54","17.93","+0.09","25.5","+0.31","12.3","-0.18","60"
"22",="8070","長華","157","2019","155","-1.85","21.4","-7.78","11","+28.3","13.8","-0.89","9.09","+0.74","17.19","+3.72","17.4","+1.61","8.29","+0.03","49"
"23",="8436","大江","254","2019","95.7","+18.1","40.2","+14.2","20.2","+12.3","42","-1.45","21.3","-1.01","17.02","-0.77","31.4","-7.94","19.3","-4.59","74"
"24",="6670","復盛應用","172","2019","172","+7.45","44","+11.9","21.8","+8.51","25.6","+1.01","13.2","+0.04","16.61","-0.24","35.9","-9.47","20.4","-1.08","64"
"25",="2915","潤泰全","67.1","2019","34.9","-66.8","8.96","-85.7","87.9","-15.6","25.7","-34","264","+117","16.52","+2.97","15.8","-25.8","10.2","-11.5","62"
"26",="2059","川湖","320","2019","48.7","+9.77","26.2","+12.5","15.6","-12.3","53.8","+1.3","32","-8.03","16.35","-2.29","15","-3.85","13","-3.81","89"
"27",="2327","國巨","371.5","2019","413","-46.5","148","-69.7","69.4","-79.5","35.8","-27.5","17.1","-26.8","16.35","-64","13.4","-61.2","6.41","-28.6","57"
"28",="2357","華碩","204.5","2019","3,513","-0.81","535","+2.83","121","+187","15.2","+0.54","3.7","+2.22","16.34","+10.6","7.42","+4.37","3.75","+2.22","40"
"29",="1256","鮮活果汁-KY","203.5","2019","35.2","+9.3","13.6","+18.6","5.48","+24.1","38.5","+3.02","15.6","+1.84","16.2","+1.85","28.5","+1.81","19","+1.12","68"
"30",="5269","祥碩","1170","2019","37.5","+0.64","18.6","+6.24","9.65","+0.98","49.8","+2.63","25.8","+0.09","16.08","+0.15","39.3","-7.64","28.9","-5.67","85"
"31",="1476","儒鴻","294.5","2019","281","+1.98","81.1","+2.1","43","-1.84","28.8","+0.03","15.3","-0.6","15.67","-0.29","24.5","-2.84","18.9","-1.84","68"
"32",="3665","貿聯-KY","184.5","2019","231","+7.95","56.3","+22.6","18.4","+32.4","24.4","+2.91","7.96","+1.42","15.54","+3.68","17.2","+0.43","8.8","-0.08","51"
"33",="2729","瓦城","225","2019","49","+13.9","26","+12.1","3.61","+2.25","53","-0.85","7.32","-0.88","15.51","+0.34","17.4","-0.45","8.5","-5.71","52"
"34",="5278","尚凡","129.5","2019","10.4","+24.9","5.62","+27.2","2.17","+15.4","54.2","+0.95","21.3","-1.81","15.45","+1.97","59.9","-13.9","39.9","-8.67","79"
"35",="8464","億豐","247.5","2019","239","+9.37","122","+22.9","45","+24.1","50.8","+5.6","19.3","+2.37","15.37","+2.98","34.7","+4.77","22.7","+1.67","74"
"36",="8437","大地-KY","188.5","2019","11","+12.1","9.32","+12","7.11","+35.3","85.1","-0.06","64.9","+11.2","14.86","+0.98","27.7","+4.11","20.3","+2.83","85"
"37",="2404","漢唐","197","2019","239","+32","43.5","+36.7","28.2","+31.1","18.2","+0.63","12.1","-0.45","14.77","+5.35","35.7","+3.4","13.2","+1.04","57"
"38",="2454","聯發科","442","2019","2,462","+3.43","1,030","+12.3","230","+10.9","41.8","+3.32","9.42","+0.69","14.69","+1.43","7.88","+0.12","5.39","+0.18","60"
"39",="6613","朋億","152","2019","44.1","-9.46","10.7","-3.09","4.97","-11.2","24.2","+1.59","11.3","-0.23","14.65","-1.85","21.8","-4.19","11.4","-0.05","55"
"40",="2474","可成","205","2019","916","-3.97","223","-42.3","113","-59.7","24.3","-16.2","12.3","-17","14.63","-21.7","7.53","-12.2","4.52","-7.37","60"
"41",="1590","亞德客-KY","543","2019","159","+1.89","74.3","-1.43","27.3","-3.98","46.7","-1.57","17.2","-1.05","14.42","-0.6","15.4","-1.72","7.27","-1.61","57"
"42",="5287","數字","226.5","2019","14.7","-0.72","11.6","-1.29","6.01","+0.94","78.7","-0.45","40.9","-0.04","14.14","+0.1","34.4","+0.43","22.1","+0.11","87"
"43",="1264","德麥","218","2019","40.8","+2.99","15.2","+3.41","4.73","+5.71","37.2","+0.15","14","+0.59","14.02","+0.75","20.3","+0.29","16.8","+0.1","72"
"44",="4439","冠星-KY","143.5","2019","73.6","+27.5","12.8","+44.4","3.88","+47.4","17.3","+2.02","5.27","+0.71","13.92","+2.47","23.7","-4.41","11.4","+1.91","45"
"45",="2492","華新科","184","2019","301","-36.9","104","-64.1","66.5","-66.3","34.4","-26","23.5","-19.5","13.72","-27","19.2","-53.6","11.5","-30.2","66"
"46",="4420","光明","24.85","2019","8.45","-23","0.77","-34.5","5.52","+625","9.14","-1.6","65.3","+58.4","13.64","+11.8","49.3","+40.7","27.6","+22.1","62"
"47",="2379","瑞昱","246.5","2019","607","+32.6","266","+29.9","67.9","+56.1","43.8","-0.91","11.2","+1.68","13.36","+4.79","26.2","+7.47","10.3","+2.44","60"
"48",="2330","台積電","292","2019","10,700","+3.73","4,927","-1.04","3,453","-1.67","46","-2.22","32.3","-1.77","13.32","-0.22","20.9","-1.01","15.9","-1.35","89"
"49",="6414","樺漢","184","2019","815","+18.2","188","+22.9","10.8","-1.28","23","+0.87","3.71","-0.4","13.22","-1.05","11.2","-0.99","3.69","-0.83","47"
"50",="3034","聯詠","198.5","2019","644","+17.4","206","+21.2","79.3","+24","32","+0.99","12.3","+0.66","13.03","+2.53","25","+3.3","16.7","+2.33","66"
"51",="8406","金可-KY","152","2019","81.8","+10.7","44.5","+13.7","12","+43.9","54.4","+1.44","14.7","+3.56","12.98","+3.97","11.4","+3.41","5.66","+1.46","52"
"52",="5289","宜鼎","183.5","2019","73.6","-6.41","23.2","+19.4","10.1","+20.3","31.5","+6.82","14","+3.17","12.72","+1.85","24.5","+1.14","19","+1.69","70"
"53",="6176","瑞儀","100.5","2019","561","+4.02","102","+21.9","58.7","+16.5","18.1","+2.65","10.5","+1.12","12.62","+1.79","22.1","+1.55","10.6","+1.57","60"
"54",="6462","神盾","188","2019","73.6","+24.5","31.4","+50.5","8.63","+28.6","42.6","+7.37","11.6","+0.24","12.6","+2.98","32.8","+3.96","17.3","+0.43","70"
"55",="2439","美律","130","2019","364","+2.54","50.4","+6.66","25.5","+23.5","13.8","+0.53","6.95","+1.15","12.51","+2.04","21.9","+4.61","9.02","+1.75","51"
"56",="1537","廣隆","141.5","2019","79.3","-6.55","18.5","+1.3","10.1","+2.45","23.4","+1.81","12.7","+1.12","12.32","+0.29","25.2","-0.81","17.9","+0.14","66"
"57",="6803","崑鼎","214","2019","53.2","+9.79","13.4","+2.81","8.11","+0.55","25.3","-1.71","20","-0.27","12.09","+0.05","19.3","+0.88","11.4","-0.74","60"
"58",="2929","淘帝-KY","56.8","2019","71.7","+5.99","28","+6.61","11.3","+19","39.1","+0.23","15.8","+1.73","12.01","+0.45","21.3","+1.2","13.7","+1.62","66"
"59",="3324","雙鴻","160","2019","102","+33.9","21.2","+119","9.64","+314","20.6","+8.02","9.46","+6.44","11.71","+8.81","33.2","+23","14.6","+10.3","51"
"60",="5871","中租-KY","111.5","2019","591","+17.2","356","+14.7","155","+15.7","60.3","-1.32","27.2","-0.3","11.65","+1.28","23.3","+0.22","3.59","-0.23","55"
"61",="4803","VHQ-KY","69.6","2019","18.7","+1.35","11.2","+12.2","4.56","-4.03","59.7","+5.79","23.7","-3.9","11.6","-1.06","21.4","-14.2","10.2","-6.24","59"
"62",="3044","健鼎","108.5","2019","545","+4.5","113","+15.4","60.4","+22.3","20.7","+1.95","11.1","+1.61","11.49","+2.09","18.1","+2.49","8.44","+1.47","52"
"63",="2548","華固","91.8","2019","198","+327","47.7","+251","31.4","+264","24.1","-5.27","15.8","-2.9","11.35","+8.23","19.7","+14.1","8.14","+5.83","43"
"64",="1558","伸興","130.5","2019","59.4","-11","14.9","-11.8","6.76","-26.8","25.1","-0.22","11.6","-2.52","11.16","-4.1","14.3","-6.04","10.4","-3.5","66"
"65",="3131","弘塑","227","2019","20.6","+38.9","9.49","+40.4","3.1","+11.2","46","+0.51","15.2","-3.54","11.11","-0.18","12.9","+0.25","6.98","+0.25","60"
"66",="5534","長虹","82.3","2019","96.2","-20.6","37.1","-20.1","31.7","-23.8","38.5","+0.23","33","-1.42","10.93","-3.41","18.5","-8.87","10.9","-3.48","64"
"67",="6569","醫揚","168","2019","14.8","+4.09","5.43","+16.8","2.39","+22.8","36.6","+3.98","15.9","+2.45","10.88","+1.14","24.2","+2.9","18.2","+1.82","68"
"68",="8422","可寧衛","155","2019","27.1","-20.3","18.2","-15.1","11.8","-10.7","67.3","+4.11","43.5","+4.57","10.83","-1.3","21","-3.14","16.9","-3.6","85"
"69",="5283","禾聯碩","98.9","2019","57.9","+8.64","20.9","+6.82","7.74","-4.4","36.2","-0.62","13.4","-1.83","10.73","-1.4","22.5","-5.24","14.9","-3.07","64"
"70",="3105","穩懋","239.5","2019","214","+23.5","81.6","+50.7","44.7","+43.2","38.2","+6.89","20.6","+2.87","10.59","+3.2","15.9","+3.95","11.3","+2.88","66"
"71",="2707","晶華","138.5","2019","65.4","-2.1","21.9","-2.79","13.4","-1.8","33.5","-0.24","21.2","+0.25","10.58","-0.22","35.2","+0.52","14.4","-3.89","66"
"72",="2395","研華","277","2019","541","+11.1","211","+13.1","73.5","+16.9","39","+0.67","13.6","+0.71","10.51","+1.5","23.7","+1.72","16.2","+1.31","66"
"73",="6666","羅麗芬-KY","120.5","2019","14.5","+6.44","9.8","+7.61","4.98","+15.4","67.8","+0.73","34.4","+2.68","10.5","-0.59","28.1","-4.94","23.1","-2.4","91"
"74",="1439","中和","35.1","2019","1.73","-34.5","0.01","-89.1","9.62","+1498","0.53","-2.67","556","+582","10.46","+11.2","41.3","+45","39.8","+43.2","70"
"75",="8016","矽創","143","2019","138","+33.6","43.9","+52.8","12.3","+46.4","31.8","+3.99","14","+4.23","10.27","+3.24","32.8","+13","20.3","+7.1","68"
"76",="8446","華研","112","2019","15","-11.6","9.63","+5.73","5.41","+13","64.2","+10.5","36","+7.85","10.22","+1.36","40.6","+3.4","21.3","+2.33","81"
"77",="4766","南寶","137","2019","171","+6.81","47.2","+23.9","12.3","+82.6","27.6","+3.8","7.69","+3.21","10.19","+4.04","12.6","+4.82","7.36","+2.95","51"
"78",="2383","台光電","143","2019","249","+8.63","61","+33.3","32.4","+85","24.5","+4.54","13","+5.39","10.14","+4.66","25.5","+10.8","13.6","+5.41","57"
"79",="2912","統一超","299.5","2019","2,561","+4.56","878","+4.49","105","+3.3","34.3","-0.02","4.73","-0.07","10.14","+0.32","27.1","+4.45","7.5","-1.27","60"
"80",="1580","新麥","89.8","2019","41.6","-3.42","17.1","-0.74","5.03","+6.28","41","+1.1","12.4","+1.13","10.02","+0.59","23.7","+0.37","15.8","+0.93","68"
"81",="6269","台郡","103.5","2019","260","-2.75","59.5","+16.1","31.5","+19.2","22.8","+3.71","12.1","+2.23","10.02","+1.47","15.3","+1.06","10.2","+1.09","60"
"82",="6456","GIS-KY","107.5","2019","1,197","-6.79","106","-3.75","33.9","-14.9","8.86","+0.28","2.83","-0.27","10.02","-1.75","13.4","-2.75","4.05","-0.92","40"
"83",="8454","富邦媒","549","2019","518","+23.4","50.8","+19.4","13.9","-3.85","9.81","-0.33","2.69","-0.75","9.95","-0.4","22.6","-1.44","10.4","-1.65","53"
"84",="4958","臻鼎-KY","112","2019","1,201","+1.83","272","+4.46","86.9","+2.81","22.7","+0.57","10.3","+0.54","9.93","-0.57","14.7","-2.58","8.86","+0.11","60"
"85",="6643","M31","286","2019","8.69","+13.8","8.69","+13.8","3.09","+10.2","100","0","35.5","-1.15","9.9","+0.13","28.2","-14","24.1","-7.88","93"
"86",="4438","廣越","123.5","2019","163","+22.4","25.5","+15.1","10.1","+30.9","15.6","-0.99","6.75","+0.3","9.73","+2.3","14.4","+2.18","9.76","+0.98","53"
"87",="2732","六角","142.5","2019","49.6","+28.5","23.2","+26.6","3.81","+128","46.8","-0.71","8.73","+3.83","9.7","+5.24","24.3","+10.6","12.7","+4.99","66"
"88",="1707","葡萄王","191","2019","92.4","+0.61","75.7","+3.23","13.1","+1.05","81.9","+2.08","21","+0.4","9.63","+0.06","26.9","-1.59","17.6","-0.79","77"
"89",="4536","拓凱","121","2019","72.2","-2.33","23.9","+11.4","8.66","+2.44","33.1","+4.09","11.9","+0.72","9.53","+0.22","16.1","-0.41","8.75","+0.09","60"
"90",="5288","豐祥-KY","95","2019","52.4","+13.5","9.24","+14.4","6.25","+13.8","17.6","+0.15","12","+0.03","9.5","+1.15","21","+0.84","14","-0.58","62"
"91",="5434","崇越","104.5","2019","317","+9.84","39.2","+15.2","17.2","+22.6","12.4","+0.57","5.42","+0.63","9.48","+1.75","19","+1.86","9.31","+0.71","45"
"92",="6452","康友-KY","151.5","2019","50.9","-1.73","20.8","-1.1","9.46","-15.1","40.8","+0.26","17.8","-3.47","9.46","-4.83","11.7","-3.23","8.76","-2.75","68"
"93",="8416","實威","115.5","2019","12.3","+3.35","6.54","+0.93","2.66","-2.56","53.2","-1.27","21.7","-1.31","9.44","-0.25","25.6","-2.93","20.1","-2.12","77"
"94",="6538","倉和","266.5","2019","15","+70","7.06","+145","2.84","+9999","47.1","+14.4","19","+18.7","9.39","+9.32","21.8","+21.6","15.4","+15.3","66"
"95",="3152","璟德","303.5","2019","17.1","-5.36","10.2","-9.31","6.47","-14.7","59.6","-2.6","37.9","-4.13","9.37","-1.61","19.5","-3.25","17.1","-2.98","91"
"96",="9945","潤泰新","45","2019","173","+16.1","36.1","-2.04","90.7","-8.7","20.9","-3.88","55.6","-14.8","9.35","+2.13","15.9","-7.88","8.11","-2.86","53"
"97",="9941","裕融","99.5","2019","282","+13","130","+21","29.6","+14.5","46","+3.04","10.9","-0.26","9.12","-0.15","14.9","-1.23","1.64","-0.16","47"
"98",="4163","鐿鈦","130.5","2019","23.3","+22","9.91","+31.3","3.64","+24.7","42.6","+3.01","15.6","+0.33","9.05","+1.8","20.9","+1.87","12","+2","68"
"99",="8083","瑞穎","160","2019","14.7","+6.63","5.72","+10.2","3.16","+3.86","38.9","+1.27","21.5","-0.57","9","+0.34","27.2","+0.95","18.6","-0.45","64"
"100",="9921","巨大","236","2019","634","+5.33","137","+9.33","33.7","+17.8","21.5","+0.79","5.67","+0.74","9","+1.36","15.7","+2","6.44","+0.53","43"
"101",="3708","上緯投控","80.3","2019","61.5","+7.32","11.4","+45.8","8.25","-18.6","18.6","+4.9","13.9","-3.88","8.97","-2.25","15.7","-5.22","9.29","-3.25","51"
"102",="2345","智邦","217.5","2019","554","+28.6","110","+41.4","49.5","+67.7","19.8","+1.8","8.93","+2.08","8.91","+3.58","42.9","+13.3","19.1","+4.72","55"
"103",="6294","智基","108.5","2019","8.64","+5.97","4.17","+10.7","2.09","+3.32","48.2","+2.08","24.1","-0.64","8.91","+0.29","37.2","-1.17","16.7","-1.81","77"
"104",="8341","日友","267.5","2019","26.2","+18.8","16.2","+15.1","9.93","+20.6","61.9","-1.98","37.9","+0.57","8.91","+1.53","33.8","+4.12","19.3","-1.22","85"
"105",="2308","台達電","138","2019","2,681","+13.1","745","+17.2","231","+27.1","27.8","+0.97","8.92","+1.06","8.9","+1.9","15.2","+1.6","8.35","+1.07","51"
"106",="6568","宏觀","123.5","2019","11.3","+0.9","5.48","+7.21","2.19","0","48.5","+2.86","19.4","-0.17","8.85","0","16.3","-1.43","13.6","-1.12","79"
"107",="8480","泰昇-KY","136","2019","19.8","+13.4","6.13","+17.5","3.45","+15.6","31","+1.1","17.5","+0.33","8.79","+1.18","20.5","+1.18","15","-0.83","66"
"108",="8081","致新","141","2019","56.7","+27","20.5","+44.7","7.5","+58.2","36.1","+4.4","13.2","+2.55","8.74","+3.21","16.8","+4.68","11.8","+2.99","62"
"109",="2428","興勤","85.6","2019","58.1","-3.42","23.4","+4.42","11.2","+13.6","40.2","+3.02","19.2","+2.76","8.71","+1.04","17.7","+0.86","13.1","+0.69","72"
"110",="1477","聚陽","135","2019","270","+13","54.3","+14.4","19","+26.4","20.1","+0.24","7.13","+0.77","8.66","+1.46","21.3","+3.83","13.6","+1.97","55"
"111",="2228","劍麟","85.6","2019","45.8","+8.33","12.6","+8.42","6.56","+30.7","27.5","+0.02","14.3","+2.46","8.66","+2.03","17","+3.66","13.1","+2.75","59"
"112",="3558","神準","107","2019","79.4","-7.87","17.3","+3.58","4.24","-8.8","21.8","+2.41","6.04","+0.2","8.65","-0.84","16.5","-1.85","8.41","-0.1","48"
"113",="3130","一零四","158","2019","16.4","+3.73","14.7","+3.79","2.86","+1.34","90","+0.06","17.6","-0.33","8.62","+0.11","19.2","+0.56","11.4","-0.36","66"
"114",="2458","義隆","91","2019","94.9","+9.67","44.2","+12","25","+60.1","46.6","+0.96","26","+8.27","8.57","+4.41","34.8","+12.7","23.4","+8.06","74"
"115",="9910","豐泰","185","2019","739","+14.6","180","+14.2","62.3","+18.4","24.4","-0.09","9.47","+0.37","8.48","+0.6","38.1","+3.02","18.6","+0.57","57"
"116",="2385","群光","79.5","2019","926","+6.06","163","+29","58.4","+62.6","17.6","+3.13","7.35","+2.79","8.45","+3.23","22.6","+8.55","9.69","+3.86","43"
"117",="3570","大塚","94.8","2019","12.1","+30.5","4.38","+37.1","1.43","+92.8","36.3","+1.74","11.9","+3.83","8.37","+4.03","23","+9.67","17","+6.35","68"
"118",="9914","美利達","166","2019","282","+9.25","37.4","+16.1","25","+46.4","13.2","+0.78","8.86","+2.1","8.37","+2.65","18.1","+4.3","10.3","+2.34","47"
"119",="2317","鴻海","73.6","2019","53,428","+0.93","3,159","-4.87","1,153","-10.7","5.91","-0.36","2.47","+0.02","8.32","+0.29","9.68","-0.69","3.94","+0.12","36"
"120",="5903","全家","235.5","2019","777","+8.38","286","+7.62","18.3","+13.4","36.8","-0.26","2.46","+0.1","8.2","+0.97","31.7","+1.54","4.25","-1.26","57"
"121",="8499","鼎炫-KY","104","2019","18.6","+12.7","8.66","+16.9","4.18","+2.12","46.7","+1.68","22.5","-2.34","8.14","+0.2","23","-0.83","15.7","-2.59","79"
"122",="6213","聯茂","131","2019","238","+6.2","47.8","+46.8","24.6","+38.8","20.1","+5.56","10.4","+2.43","8.13","+2.27","29.1","+5.89","11.7","+2.02","51"
"123",="6230","超眾","232","2019","85.9","+12.1","18.6","+19.7","7.02","+17.8","21.6","+1.39","8.17","+0.4","8.12","+1.22","17.8","+1.75","9.9","+1.01","49"
"124",="4190","佐登-KY","82.6","2019","32.5","+4.63","24.9","+4.38","4.7","-10.8","76.6","-0.18","14.5","-2.5","8.05","-0.97","24.2","-7.49","7.55","-1.98","64"
"125",="4736","泰博","280","2019","41.4","-4.8","18.3","-7.51","6.64","-24.3","44.2","-1.3","16.4","-4.25","8.03","-3.02","15.9","-9.03","8.85","-4.37","60"
"126",="6596","寬宏藝術","49.9","2019","16.1","+39.2","5.33","+121","2.24","+612","33","+12.2","13.9","+11.2","8.03","+6.79","35.9","+29.6","20","+16.7","68"
"127",="2231","為升","152","2019","40.9","+1.77","20.7","+6.41","9.78","-10.1","50.6","+2.21","22.7","-3.17","8","-1.48","21.8","-5.64","13.3","-2.35","68"
"128",="4580","捷流閥業","97","2019","23.5","+28.2","7.65","+36.3","2.85","+45.9","32.6","+1.94","12.1","+1.47","8","+2.17","25.9","+3.04","11.9","+2.17","55"
"129",="5306","桂盟","116","2019","52.4","+3.61","21.4","+0.2","10.1","+6.31","40.9","-1.39","19.2","+0.49","8","+0.48","19.5","+0.25","10","+0.65","68"
"130",="5299","杰力","111","2019","16.5","+12.4","5.52","+12.6","2.81","+9.05","33.5","+0.06","17","-0.52","7.96","+0.66","27.4","-6.25","19.6","-3.36","61"
"131",="6472","保瑞","149","2019","15.3","+11.4","6.43","+44.4","3.05","-31.1","42","+9.59","20","-12.4","7.9","-8.28","20.5","-25","10.9","-17.5","64"
"132",="8279","生展","110","2019","13","+20.1","4.86","+28.8","1.89","+40.9","37.5","+2.54","14.6","+2.15","7.86","+2.06","16","-0.4","11.7","+0.82","64"
"133",="3413","京鼎","165.5","2019","73.1","-21.5","16.8","-27.1","6.49","-44.2","23.1","-1.79","8.86","-3.64","7.85","-6.21","15.1","-14.4","7.94","-7.41","53"
"134",="6683","雍智科技","247","2019","8.24","+27.2","4.51","+32.7","2.07","+41.4","54.8","+2.24","25.1","+2.52","7.85","+1.91","17.9","+1.92","15","+1.15","81"
"135",="6561","是方","323","2019","24","+5.62","10.1","+12.9","5.43","+11.9","42","+2.7","22.8","+1.33","7.83","+0.42","19.1","-4.98","13.7","-6.09","77"
"136",="9802","鈺齊-KY","90","2019","128","+27.5","25.3","+39.5","12.8","+72.2","19.7","+1.69","9.94","+2.62","7.81","+2.71","17.2","+5.7","10.6","+3.41","55"
"137",="3548","兆利","62.6","2019","57.6","-0.21","12.9","+15.8","4.65","+3.86","22.4","+3.1","8.06","+0.28","7.73","+0.29","12.1","-0.1","7.17","-0.15","51"
"138",="5474","聰泰","88","2019","12.9","+12.8","5.86","+6.6","2.6","+1.83","45.3","-2.63","20.1","-2.17","7.72","+0.14","25.3","-3.43","19","-2.35","81"
"139",="8482","商億-KY","108","2019","40.3","-9.28","15.8","-12.3","8.42","-16.8","39.2","-1.33","20.9","-1.96","7.67","-2.03","24.7","-10.4","18.5","-5.97","70"
"140",="6491","晶碩","123.5","2019","33.6","+7.1","14.9","-7","4.75","-12.1","44.5","-6.75","14.2","-3.1","7.62","-1.4","15.7","-15.4","10.1","-5.28","66"
"141",="8210","勤誠","92","2019","68.4","+4.83","21","+22.2","9.12","+42","30.7","+4.37","13.3","+3.49","7.62","+2.25","27.3","+6.17","14.9","+3.44","62"
"142",="1582","信錦","81.1","2019","85.8","-2.57","22.7","+11.4","9.42","+5.8","26.4","+3.3","11","+0.88","7.61","+1.73","16.7","+1.28","10.2","-0.25","57"
"143",="4551","智伸科","143","2019","50.1","+13.3","13.8","+7.32","6.22","+24.6","27.5","-1.54","12.4","+1.12","7.6","+1.5","20.7","+3.5","7.45","+0.13","55"
"144",="9951","皇田","71.1","2019","58.3","-4.81","16.9","-5.43","5.64","-2.22","29.1","-0.19","9.68","+0.26","7.53","-0.17","20.4","-1.93","10.1","-0.12","55"
"145",="6239","力成","97","2019","665","-2.23","127","-8.34","58.4","-6.35","19.1","-1.27","10.3","-0.7","7.52","-0.5","12.7","-1.88","6.53","-0.86","55"
"146",="3023","信邦","146.5","2019","179","+14.3","45.9","+17.1","17.2","+21.6","25.7","+0.61","9.38","+0.61","7.47","+1.21","23","+2.04","10.7","+0.43","53"
"147",="4938","和碩","60.7","2019","13,663","+1.96","451","+10.6","193","+73.8","3.3","+0.26","1.34","+0.51","7.4","+3.15","9.63","+3.56","3.17","+1.09","38"
"148",="6214","精誠","78.6","2019","221","+13","55.5","+10.2","18.1","+72","25.2","-0.63","8.21","+2.83","7.31","+3.04","13.6","+5.35","8.72","+3.38","51"
"149",="3529","力旺","329","2019","14.1","-4.5","14.1","-4.5","5.42","-11.6","100","0","38.4","-3.08","7.3","-0.83","31.6","-0.72","26.2","-1.01","95"
"150",="6146","耕興","193.5","2019","29.9","-0.39","13.7","+0.88","6.71","-4.13","46","+0.58","22.9","-1","7.27","-0.31","18.2","-1.4","14.4","-0.87","72"
"151",="3376","新日興","128","2019","118","+22.5","27.9","+19.9","13","+8.94","23.6","-0.51","11","-1.37","7.25","+0.58","9.91","+0.28","7.05","-0.07","53"
"152",="6504","南六","241.5","2019","65.5","-3.53","12.4","-3.01","5.26","-11.3","18.9","+0.1","8.03","-0.7","7.25","-0.91","17","-2.91","5.96","-2.01","47"
"153",="1268","漢來美食","129.5","2019","37.8","+9.14","16.7","+9.98","2.66","+13.7","44.1","+0.34","7.06","+0.28","7.2","+1.07","17.5","+3.71","7.73","-0.1","57"
