"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"324",="1736","喬山","65.6","2014","166","+9.82","76.4","+15.9","26.4","+208","46.2","+2.41","15.9","+10.2","8.73","+4.48","33.4","+19.8","15.1","+9.21","59"
"325",="2065","世豐","58.1","2014","10.2","-10.8","1.55","-26.5","0.45","-42.6","15.3","-3.24","4.42","-2.45","1.53","-24.6","5.81","-4.44","4.23","-3.56","47"
"326",="6523","達爾膚","63.3","2014","6.63","+17.2","4.47","+15.9","2.39","+26.8","67.4","-0.76","36.1","+3.44","8.68","+0.18","34.8","-3.86","30.6","-3.54","93"
"327",="6527","明達醫","53.2","2014","3.98","-1.45","1.16","+11.4","0.42","+24.9","29.1","+3.36","10.6","+2.23","2","+0.37","13.4","+1.9","10.7","+1.62","59"
"328",="2433","互盛電","52","2014","23.7","+19","10.4","+12","4.92","-38.7","43.8","-2.77","20.9","-19.3","3.4","-2.15","12.2","-9.11","7.55","-5.86","57"
"329",="2412","中華電","111","2014","2,266","-0.6","782","-2.97","386","-2.78","34.5","-0.84","17.3","-0.63","4.98","-0.14","10.7","-0.49","8.82","-0.45","68"
"330",="4977","眾達-KY","121.5","2014","17.8","+4.52","4.19","+1.43","2.53","+28.2","23.5","-0.72","14.2","+2.62","5","+0.5","17.5","-0.87","14.6","+0.03","64"
"331",="1726","永記","68.1","2014","83","+1.91","23.5","+7.08","10.4","+0.97","28.2","+1.36","12.5","0","6.39","+0.06","13.8","-0.67","11.4","-0.48","60"
"332",="5388","中磊","72.4","2014","232","+21.6","36.5","+19.1","9.49","+12.4","15.8","-0.33","4.09","-0.34","4.21","+0.02","17.6","-2.18","6.05","-0.37","45"
"333",="6186","新潤","29.8","2014","11.3","-39.7","3.5","-33.2","2.17","-44.7","30.9","+3","19.2","-1.75","3.34","-3.17","19.6","-27","5.01","-7.46","51"
"334",="2459","敦吉","40.25","2014","106","-21.1","12.5","+9.54","4.69","+18.9","11.8","+3.29","4.79","+1.57","3.48","+0.71","10.1","+1.08","6.15","+0.98","53"
"335",="2480","敦陽科","65.6","2014","44.1","+20.9","11.5","+2.65","2.68","+0.29","26","-4.62","6.07","-1.24","2.01","0","9.75","-0.07","6.53","-0.22","47"
"336",="4735","豪展","72","2014","7.82","+33.4","1.63","+58.3","0.27","+185","20.8","+3.28","3.41","+8.77","0.91","+2","8.08","+17.4","3.72","+8.62","38"
"337",="6141","柏承","17.6","2014","31","-0.48","3.8","+62.3","0.14","+120","12.2","+4.73","0.43","+2.86","0.1","+0.6","0.55","+3.57","0.25","+1.67","36"
"338",="8442","威宏-KY","39.8","2014","48.4","+16.2","9.79","+18.7","1.73","+877","20.2","+0.42","4.06","+2.29","4.18","+2.76","20.5","+11.9","7.18","+4.29","48"
"339",="3226","至寶電","53.5","2014","8.7","+32.9","1.93","+64.7","1.31","+420","22.2","+4.29","15","+11.5","2.03","+1.64","21.1","+16.8","17.2","+13.7","68"
"340",="6245","立端","56.6","2014","45.4","+16.2","12.8","+9.72","3.04","+3.43","28.2","-1.66","6.88","-0.74","3.4","-0.32","16.9","-3.38","8.87","-1.32","47"
"341",="3265","台星科","23.4","2014","42.6","+190","9.51","+35.5","5.06","-7.56","22.3","-25.5","14.8","-22.5","3.71","-0.31","16.5","-0.19","10.2","-5.43","61"
"342",="1527","鑽全","39.95","2014","31.4","+16.2","8.93","+28.5","9.68","+84.3","28.4","+2.71","30.8","+11.4","6.31","+2.88","32.9","+11.9","7.58","+3.09","64"
"343",="3491","昇達科","72.7","2014","12.6","+15.6","4.56","+17.5","1.81","+17.5","36.3","+0.6","14.5","+0.03","3.57","+0.3","12.7","-0.18","10.3","+0.59","68"
"344",="6114","久威","24.4","2014","8.09","+154","2.01","+626","1.91","+9999","24.9","+16.2","23.6","+23.5","5.92","+5.91","63.3","+62.7","30.9","+30.6","59"
"345",="2382","廣達","68.7","2014","9,263","+5.22","418","+12.1","189","+1.43","4.51","+0.28","2.08","-0.09","4.9","+0.06","14.2","-0.58","3.3","-0.1","40"
"346",="4995","晶達","44.5","2014","8.38","+54.1","2.87","+60.8","1.14","+156","34.2","+1.42","13.6","+5.39","3.33","+2.02","23.7","+13.5","18.2","+10","66"
"347",="8433","弘帆","41.3","2014","20.6","-13.7","4.55","-5.76","2.11","+14","22.1","+1.87","10.2","+2.49","4.01","+0.98","19.2","+1.92","14","+1.79","55"
"348",="8255","朋程","83.5","2014","34.8","+5.92","11","+17.2","5.89","-0.86","31.7","+3.05","17.2","-1.02","7.91","-0.08","20.6","-2.8","16.4","-1.15","70"
"349",="2392","正崴","36.05","2014","911","-14.2","107","-4.77","17.9","-13.9","11.7","+1.16","2.08","+0.14","3.5","-0.69","6.65","-1.05","2.77","-0.16","40"
"350",="8916","光隆","40.8","2014","90.1","-0.94","13.7","+11.1","3.82","+5.3","15.2","+1.64","4.24","+0.25","4","-0.05","14.4","-3.39","7.06","-0.4","43"
"351",="2347","聯強","44.7","2014","3,315","+0.39","115","+4.22","50.2","-4.74","3.48","+0.13","1.59","-0.06","3.16","-0.16","11.7","-1.18","4.04","-0.46","38"
"352",="8213","志超","35.2","2014","239","+14","43.8","+22.6","15.8","+37.4","18.3","+1.29","7.68","+0.37","5.82","+1.36","14.3","+0.71","5.9","+0.75","47"
"353",="3310","佳穎","29","2014","4.33","+7.98","1.09","+22","0.18","+28.8","25.1","+2.88","4.26","+0.69","0.17","+0.01","1.29","+0.01","0.56","-0.1","34"
"354",="6679","鈺太","146","-","","","","","","","","","","","","","","","","",""
"355",="9911","櫻花","46.15","2014","48.5","+8.17","14.6","+6.55","5.39","+12.8","30.1","-0.46","11.1","+0.46","1.97","+0.22","13.4","+0.52","9.04","+0.53","62"
"356",="6202","盛群","65.1","2014","39.3","+0.93","18.8","+4.48","7.92","+6.26","47.9","+1.63","20.3","+1.12","3.5","+0.18","19.9","+0.31","16","+0.2","79"
"357",="6574","霈方","56.6","2014","6.17","","4.92","","0.73","","79.8","","11.8","","6.56","","60.4","","26.6","","59"
"358",="2301","光寶科","46.75","2014","2,306","+8.17","282","-7.39","64.6","-26.2","12.2","-2.06","2.46","-1.71","2.8","-1.03","7.17","-3.38","2.65","-1.7","43"
"359",="3092","鴻碩","42","2014","21.1","+24.9","2.9","+62.3","0.67","+341","13.7","+3.17","3.17","+4.81","1.05","+1.49","5.87","+8.38","2.68","+3.92","32"
"360",="3583","辛耘","46","2014","27.2","-11.4","9.7","-1.31","2.46","-1.17","35.7","+3.66","9.07","+0.94","3.04","-0.09","12.7","-1.64","7.33","-0.55","53"
"361",="4104","佳醫","57","2014","58.1","+1.14","11.8","+2.03","2.86","-4.75","20.3","+0.18","6.34","+0.65","2.53","-0.13","4.8","+0.14","2.53","+0.15","43"
"362",="4916","事欣科","26.7","2014","14.2","-18","1.54","-50.7","0.11","-92.8","10.9","-7.21","0.78","-8.1","0.16","-2.35","0.9","-13.5","0.65","-8.93","51"
"363",="1240","茂生農經","52.4","-","","","","","","","","","","","","","","","","",""
"364",="2451","創見","70.1","2014","272","+4.2","55.4","+12.6","37.4","+16.8","20.4","+1.52","13.7","+1.48","8.67","+1.24","18.4","+2.07","14.8","+1.5","62"
"365",="9904","寶成","27.5","2014","2,440","+7.64","553","+9.38","86.2","-18.9","22.6","+0.36","5.68","-1.78","2.93","-0.69","9.57","-2.95","5.32","-1.56","47"
"366",="3030","德律","55.6","2014","58.7","+43.7","26.9","+30.9","12.6","+56.3","45.8","-4.5","21.5","+1.73","5.34","+1.93","23","+7.58","19.4","+6.77","80"
"367",="3711","日月光投控","61.3","-","","","","","","","","","","","","","","","","",""
"368",="5403","中菲","47.1","2014","12.7","-12.1","3.6","+3.2","1.49","+7.75","28.3","+4.19","11.7","+2.15","2.04","-0.56","14.3","-3.52","5.84","-1.33","47"
"369",="1525","江申","46.6","2014","11.9","-3.31","1.33","+4.07","3.2","+7.45","11.2","+0.8","27","+2.7","4.62","+0.32","10.8","-0.4","8.79","-0.05","55"
"370",="3587","閎康","76.2","2014","10.6","+10.3","4.41","+7.39","2.1","-4.97","41.7","-1.12","19.8","-3.18","4.54","-0.58","18.2","-4.08","15.2","-2.83","73"
"371",="6221","晉泰","61.9","2014","20.5","-2.4","4.03","-0.4","0.53","-24.6","19.6","+0.4","2.59","-0.76","1.45","-0.48","9.33","-3.38","3.43","-2.07","36"
"372",="1702","南僑","44","2014","148","+10.5","49.2","+13.7","9.49","+11","33.2","+0.94","6.8","+0.1","3.82","+0.38","20.4","-0.63","6.69","-0.57","57"
"373",="6616","特昇-KY","25.8","-","","","","","","","","","","","","","","","","",""
"374",="5522","遠雄","43.95","2014","178","-29","68.6","-30.5","50.1","-25.2","38.5","-0.8","27.9","+1.35","5.99","-2.67","13.1","-7.35","5.5","-3.12","53"
"375",="6605","帝寶","48.95","2014","147","+7.86","42.1","+7.82","16.7","+24.9","28.6","-0.01","11.3","+1.5","10.07","+2.01","16.8","+1.76","7.12","+0.66","49"
"376",="5483","中美晶","88.3","2014","278","+25.2","35","+43.4","11.3","+282","12.6","+1.59","4.67","+3.14","2.06","+1.49","6.16","+4.42","3.23","+2.36","40"
"377",="6505","台塑化","90","2014","9,131","-1.96","95.8","-71.2","90.7","-66.2","1.05","-2.52","0.99","-1.89","0.95","-1.87","3.78","-8.25","1.9","-3.76","36"
"378",="3702","大聯大","38.6","2014","4,525","+11.4","205","+10.5","58.1","+22.1","4.53","-0.04","1.28","+0.11","3.51","+0.64","13.7","+1.47","3.94","+0.2","30"
"379",="4506","崇友","57.5","2014","36.8","+1.41","8.92","+9.08","3.58","+15.5","24.3","+1.7","9.73","+1.21","1.82","+0.24","10.8","+1.34","5.91","+0.43","45"
"380",="1560","中砂","60.4","2014","43.5","+7.2","14.4","+20.5","6.53","+24.2","33","+3.64","15","+2.06","4.63","+0.9","17.4","+2.81","12.4","+1.74","62"
"381",="2726","雅茗-KY","61.9","2014","15.3","+2.09","7.5","+1.6","0.61","-13.6","49.1","-0.24","3.94","-0.68","2.52","-0.55","14.3","-9.87","5.15","-2.8","60"
"382",="2546","根基","38.1","2014","55.2","-7.51","3.77","+41.7","1.78","+0.02","6.83","+2.37","3.22","+0.24","1.68","0","8.28","-0.37","3.99","+0.03","36"
"383",="2928","紅馬-KY","41.35","2014","36.5","","20.1","","0.28","","55.1","","0.77","","0.66","","2.93","","2.05","","53"
"384",="4745","合富-KY","34.35","2014","31.8","+23.1","10.3","+13.6","3.15","+15.4","32.3","-2.7","9.92","-0.67","5.7","+0.6","21.8","-5.12","11.8","-1.33","55"
"385",="6196","帆宣","75.3","2014","150","+6.57","17.6","+14","3.85","+72.7","11.8","+0.76","2.57","+1.01","2.33","+0.98","9.04","+3.65","3.52","+1.23","36"
"386",="1227","佳格","65","2014","218","+6.97","62.2","+10","20.8","+11.6","28.5","+0.79","9.59","+0.45","2.9","+0.07","18.2","+0.32","12.3","-0.25","53"
"387",="6285","啟碁","62.5","2014","403","+10","54.2","+4.42","13.8","-9.35","13.4","-0.72","3.41","-0.73","4.28","-0.56","12.6","-2.55","5.97","-1.08","45"
"388",="4138","曜亞","49.2","2014","12","+34.1","3.95","+36.8","1.06","+157","32.8","+0.65","9.16","+4.96","4.02","+2.46","9.56","+6.06","6.48","+4.21","55"
"389",="1593","祺驊","47.15","2014","9.08","+10.6","2.16","+19.1","0.63","+33.2","23.8","+1.7","5.82","+1.21","2.3","+0.47","7.62","+1.89","5.75","+1.52","53"
"390",="3551","世禾","42.7","2014","15.3","+9.23","5.7","+11","2.82","+6.85","37.1","+0.57","18.7","-0.45","4.91","+0.31","10.9","-0.09","8.77","-0.01","66"
"391",="8271","宇瞻","47.55","2014","102","+3.89","13.6","+3.17","4.91","+9.88","13.3","-0.09","4.81","+0.26","3.63","+0.3","19.7","-0.21","12.5","-0.09","47"
"392",="6123","上奇","41.8","2014","40.8","+14.8","7.99","+26.8","0.93","+47.6","19.6","+1.86","3","+1.06","1.69","+0.37","9.46","+2.54","4.29","+1.51","40"
"393",="6203","海韻電","55.1","2014","25.8","+8","7.07","+16.3","3.51","+27","27.4","+1.96","13.6","+2.04","4.38","+0.93","23.4","+3.48","16","+3.34","55"
"394",="3005","神基","44.45","2014","163","+7.06","35.8","+21.7","8.8","+119","22","+2.65","5.23","+1.95","1.51","+0.82","6.15","+2.31","3.67","+1.39","47"
"395",="1315","達新","55.6","2014","29.9","-11.8","5.61","-2.94","2.36","+35.6","18.8","+1.71","7.54","+2.51","1.16","+0.34","3.07","+0.75","2.41","+0.59","47"
"396",="4105","東洋","74.4","2014","29.8","-4.19","19","-7.33","7.8","+32.7","63.7","-2.16","27.2","+6.52","3.14","+0.62","18.1","+3.37","11.4","+2.07","66"
"397",="4417","金洲","30.45","2014","29.7","+21.9","5.65","+27.6","1.94","+40","19","+0.84","6.98","+0.42","2.43","+0.63","11.1","+1.54","6.21","+1.29","47"
"398",="6177","達麗","28.55","2014","48.1","+401","20.4","+714","15.2","+3874","42.3","+16.3","31.7","+27.7","9.02","+8.79","54.1","+52.2","14.4","+13.9","64"
"399",="4755","三福化","47.4","2014","34.8","+8.13","3.2","-15.1","1.45","+10.4","9.19","-2.52","4.15","+0.08","1.63","+0.01","6.2","-0.03","4.48","+0.28","36"
"400",="5347","世界","69.5","2014","239","+13.2","86.1","+25.5","54.4","+24.5","36","+3.52","22.7","+2.05","3.35","+0.59","20.9","+1.68","17.4","+1.08","81"
"401",="6581","鋼聯","60.9","2014","16.5","","7.19","","4.54","","43.5","","27.4","","3.18","","23.8","","17.5","","86"
"402",="5223","安力-KY","34.3","-","","","","","","","","","","","","","","","","",""
"403",="6716","應廣","70.5","-","","","","","","","","","","","","","","","","",""
"404",="8150","南茂","31.4","2014","220","+13.7","51.8","+52.7","33.3","+43.2","23.5","+6.01","17.4","+3.48","3.87","+1.11","19.8","+3.81","11.9","+2.75","64"
"405",="4205","中華食","89.9","2014","12.3","+1.9","3.81","-2.99","1.38","+2.26","30.9","-1.56","11.2","+0.04","1.9","+0.04","11.9","-0.06","9.85","-0.06","70"
"406",="9958","世紀鋼","84.3","2014","28.9","-16.7","1.91","-42.6","0.65","-66.1","6.62","-2.98","2.23","-3.26","0.35","-0.85","2.86","-6.57","1.18","-2.6","30"
"407",="2488","漢平","28.25","2014","20.2","-15","4.44","-23.1","1.81","-33.9","22","-2.33","9.03","-2.54","2.26","-1.17","10.9","-7.13","6.98","-4.55","55"
"408",="5876","上海商銀","42.55","2014","293","+8.42","","","109","+7.51","","","47.9","-0.31","2.87","+0.13","10.1","-0.07","0.94","0","50"
"409",="8435","鉅邁","50.4","2014","6.37","+4.39","3.33","+1.28","1.01","-8.03","52.2","-1.6","15.8","-2.13","3.27","-0.43","13.6","-1.83","11.6","-1.43","73"
"410",="2464","盟立","36.9","2014","68.6","+4.13","12.1","+13.4","3.81","+9.59","17.7","+1.45","5.55","+0.28","2.09","+0.19","11.7","+0.43","6.24","+0.41","45"
"411",="6591","動力-KY","45.15","2014","7.33","","1.67","","0.02","","22.8","","0.23","","0.26","","1.55","","0.29","","34"
"412",="4754","國碳科","55.2","2014","3.11","+20.9","0.97","+18.4","0.2","+6.36","31","-0.66","6.29","-0.86","1.42","+0.04","12.5","-0.58","7.33","-0.52","45"
"413",="8481","政伸","58.4","2014","12.6","","5.86","","2.51","","46.5","","19.9","","4.13","","23.6","","18.4","","75"
"414",="3019","亞光","68.1","2014","177","-1.37","22.4","+3.2","-3.34","+61","12.7","+0.56","-1.21","+3.38","-1.19","+1.86","-1.33","+4.39","-0.87","+2.55","43"
"415",="8112","至上","29.65","2014","513","+91.7","13.6","+73.6","3.02","+169","2.65","-0.28","0.68","+0.27","1.29","+0.61","8.42","+5.08","2.95","+1.61","30"
"416",="6024","群益期","38.5","2014","11.2","+2.05","5.6","-3.95","2.94","+14","49.9","-3.12","26.1","+2.64","2.65","+0.07","12.3","-0.76","2.2","-0.07","52"
"417",="6698","旭暉應材","51","-","","","","","","","","","","","","","","","","",""
"418",="6184","大豐電","42.1","2014","9.35","+13.8","5.09","+10.9","3.28","+27.5","54.5","-1.4","37.4","+3.41","3.7","+0.67","8.59","-1.49","5.05","-2.07","77"
"419",="2637","慧洋-KY","23.6","2014","90.6","+8.76","18.7","+10.9","17.7","+22.8","20.7","+0.41","19.9","+1.92","3.81","+0.38","7.56","-1.35","2.58","+0.12","47"
"420",="3014","聯陽","57","2014","34.4","-3.37","15.7","+10.3","3.68","+66.5","45.6","+5.66","10.7","+4.49","2.4","+1.18","10.3","+4.3","8.17","+3.42","68"
"421",="3338","泰碩","90.8","2014","26.3","-6.12","6.11","+4.19","1.66","+15.5","23.2","+2.3","6.31","+1.18","2.38","+0.04","15.7","-0.82","7.87","+0.61","49"
"422",="6470","宇智","41.2","2014","15.3","+48.1","2.72","+46.7","1.3","+136","17.8","-0.18","8.49","+3.16","4.79","+2.75","38.2","+18.3","14.3","+7.01","50"
"423",="2015","豐興","52.1","2014","302","+0.91","25.6","+10.9","16.7","+15.3","8.5","+0.77","5.53","+0.69","2.87","+0.38","10.5","+1.43","8.58","+1.27","51"
"424",="1319","東陽","37.65","2014","211","+7.78","47.3","+4.58","9.1","-32.4","22.4","-0.68","4.51","-2.62","1.54","-0.74","5.32","-2.85","2.89","-1.77","40"
"425",="2063","世鎧","32.55","2014","7.03","+26.8","1.88","+62.7","0.75","+68.3","26.7","+5.87","10.7","+2.63","1.74","+0.66","12.6","+4.89","7.14","+2.45","50"
"426",="3147","大綜","32.6","2014","21.4","+4.18","2.56","+1.71","0.47","+17.7","12","-0.29","2.19","+0.25","1.56","+0.09","13","+0.58","5.53","+0.97","30"
"427",="5432","達威","15.9","2014","1.45","-4.08","0.43","+0.74","0.17","+14.3","29.6","+1.41","11.6","+1.86","0.81","+0.1","7.06","+0.43","5.89","+0.59","66"
"428",="1216","統一","71.9","2014","4,183","-1.12","1,280","-2.17","111","-12.8","30.6","-0.33","4.35","-0.55","2.04","-0.44","12.6","-3.14","4.74","-1.1","49"
"429",="2472","立隆電","41.85","2014","60.7","+6.33","14","+25.9","5.55","+49.4","23","+3.58","10.6","+3.28","3.6","+1.18","15","+4.32","8.6","+2.67","53"
"430",="3416","融程電","55.8","2014","15.2","+1.53","5.43","+3.34","2.33","+4.94","35.8","+0.63","15.4","+0.5","4.12","-0.48","15.5","-2.67","13.1","-1.52","64"
"431",="2441","超豐","44.8","2014","103","+12.4","28.7","+31.6","22.6","+40","27.8","+4.06","21.9","+4.31","3.98","+1.07","17.6","+3.87","15.2","+3.23","79"
"432",="3090","日電貿","52","2014","85.4","+34","12.3","+47","3.61","+12.7","14.4","+1.28","4.48","-0.73","2.44","-0.08","13.6","-0.75","5.98","-2.04","38"
"433",="2816","旺旺保","19.25","2014","57.7","+16.4","20.2","+17.6","5.85","+13","35","+0.37","10.1","-0.3","2.75","+0.16","17.8","-1.71","4.18","+0.42","52"
"434",="3511","矽瑪","26.4","2014","8.36","-2.87","1.77","+3.05","-0.65","+1.08","21.2","+1.22","-10.4","+0.76","-1.66","+0.02","-11.9","-0.54","-7.52","+0.22","36"
"435",="8091","翔名","55.9","2014","12.9","+4.3","4.37","+5.28","2.29","+7.08","33.8","+0.31","17.8","+0.46","4.69","+0.16","15.7","-0.49","13.2","+0.65","70"
"436",="8928","鉅明","27.6","2014","21.7","+4.96","4.28","+13.8","2.16","+1543","19.7","+1.53","9.97","+9.33","4.25","+4.04","39.9","+36.9","14","+13.1","49"
"437",="3556","禾瑞亞","68.5","2014","10.1","-34.1","6.17","-29.5","2.4","-46.9","61.1","+3.99","23.4","-5.82","4.49","-4.13","18.5","-20.7","14.3","-15.5","72"
"438",="4566","時碩工業","40.2","2014","18.1","","3.68","","0.43","","20.3","","2.4","","0.98","","6.39","","1.97","","30"
"439",="4943","康控-KY","117.5","2014","21.5","+19.4","5.13","+46.4","1.03","+483","23.9","+4.4","4.77","+3.79","1.72","+1.38","9.72","+7.69","3.74","+2.96","34"
"440",="9930","中聯資源","43.5","2014","70.3","+12.5","16.1","+16.9","10.3","+16.6","23","+0.86","15.1","+0.65","4.57","+0.65","23.5","+2.11","17","+1.35","62"
"441",="6257","矽格","37.9","2014","52.3","-0.21","17.1","+15.8","10.5","+20.1","32.6","+4.52","19.5","+3.54","2.9","+0.46","13","+1.96","8.87","+1.17","66"
"442",="3557","嘉威","71.5","2014","8.63","-21.1","-0.09","+83.2","-3.87","-36.6","-1.04","+3.87","-45.5","-17.8","-3.54","-0.95","-39.7","-17.1","-25.3","-10.3","23"
"443",="3680","家登","229","2014","18.6","+11.4","3.6","+27.5","0.32","+59.6","19.3","+2.43","1.63","+0.43","0.51","+0.19","2.66","+0.87","1.12","+0.21","38"
"444",="6469","大樹","82","2014","16.6","+46.3","4.78","+47.3","0.96","+40.8","28.7","+0.19","5.77","-0.23","4.65","+0.14","25.1","+0.78","15.7","+0.34","55"
"445",="5706","鳳凰","31.3","2014","28.8","-7.19","3.44","-21.1","1.25","-32.1","11.9","-2.09","4.41","-1.59","2.07","-0.96","10.5","-4.29","7.37","-3.07","50"
"446",="6242","立康","34","2014","2.56","+7.83","1.34","+202","-0.26","+57.7","52.4","+33.7","-10.2","+15.8","-1.98","+1.33","-20.8","+92.6","-12","+35.8","51"
"447",="2408","南亞科","59.4","2014","491","+8.59","222","+173","282","+247","45.1","+27.2","57.4","+39.5","11.77","+11.4","109","-28.2","28.5","+20.2","79"
"448",="2539","櫻花建","34.5","2014","37.1","+18.8","14.6","+16.4","11.1","+11.7","39.3","-0.79","29.8","-1.9","4.64","-0.63","31.9","-8.34","17.4","-1.63","66"
"449",="4552","力達-KY","30.75","2014","67.5","+20.3","16","+20.7","7.59","+362","23.8","+0.06","11.2","+0.78","9.15","+1.48","43.9","-15.4","26","+1.62","66"
"450",="1503","士電","44.15","2014","198","+0.82","40.3","+13.4","12.7","+8.11","20.4","+2.26","6.73","+0.49","2.43","+0.18","6.29","+0.24","3.95","+0.12","40"
"451",="2313","華通","39.6","2014","338","+9.55","48.2","+5.54","19.9","+7.14","14.2","-0.54","5.87","-0.13","1.67","+0.11","11.1","-0.44","4.63","-0.29","43"
"452",="8163","達方","36.15","2014","216","-8.18","24.3","+1.99","0.78","+2991","11.2","+1.12","0.36","+0.35","0.24","+0.23","0.89","+0.84","0.43","+0.41","36"
"453",="1465","偉全","15.2","2014","27","+1.77","3.24","-4.65","1.08","+3.7","12","-0.81","5.8","+0.42","1.05","-0.16","6.63","+0.25","5.36","+0.51","51"
"454",="2823","中壽","19.8","2014","1,936","-6.77","104","+10.3","65.1","+8.56","5.35","+0.83","3.36","+0.48","2.15","-0.06","9.52","-0.02","0.62","-0.03","39"
"455",="5609","中菲行","29.2","2014","170","+19.8","23.7","+10.7","2.14","+63.1","14","-1.16","1.42","+0.31","1.66","+0.64","11.7","+3.43","6.17","+1.73","43"
"456",="1541","錩泰","39.65","2014","26.9","+46.2","4.1","+80","1.62","+813","15.3","+2.87","6.04","+7.28","2.06","+2.35","16.9","+19.5","8.35","+9.75","32"
"457",="2420","新巨","33.45","2014","34.1","-2.31","12.4","+6.09","5.86","+17.5","36.3","+2.88","17.4","+2.93","3.84","+0.57","22.3","+1.92","10","-0.73","55"
"458",="3454","晶睿","70.5","2014","36.8","-10.5","15.7","-15","3.68","-49.2","42.7","-2.3","9.32","-8.06","5.01","-5.27","14.4","-19.8","10.7","-13.5","66"
"459",="5209","新鼎","62.7","2014","13.5","+20.6","1.75","-20.4","0.8","-19.1","12.9","-6.65","5.88","-2.88","3.44","-0.88","15.3","-3.64","6.62","-1.95","43"
"460",="1323","永裕","33.2","2014","34.7","+5.53","8.9","+7.62","2.75","+14.8","25.6","+0.5","10.1","+0.86","3.03","+0.26","19.2","+0.11","9.43","+0.63","52"
"461",="3317","尼克森","38.2","2014","23.7","-5.49","4.03","-12.3","0.15","-43.1","17","-1.32","0.61","-0.48","0.25","-0.19","0.97","-0.9","0.63","-0.51","38"
"462",="8048","德勝","31.55","2014","10.6","+38.9","2.62","+29.5","1.04","+71.1","24.8","-1.81","9.82","+1.85","2.01","+0.74","15.6","+5.41","11.2","+3.7","57"
"463",="6624","萬年清","38.7","2014","","","","","","","","","","","","","","","","","55"
"464",="6680","鑫創電子","63","-","","","","","","","","","","","","","","","","",""
"465",="3206","志豐","27.75","2014","13.7","+28.8","3.49","+50.9","0.65","+217","25.5","+3.74","4.72","+2.8","1.56","+1.06","9.78","+6.52","6.39","+4.18","51"
"466",="2731","雄獅","69.7","2014","177","+11.6","24.5","+7.53","3.84","+3.19","13.9","-0.52","2.17","-0.18","5.48","-0.37","18.7","-5.31","8.94","-1.43","48"
"467",="3218","大學光","141","2014","9.88","+7.87","5.45","+5.46","1.02","+17.4","55.2","-1.26","10.3","+0.84","1.54","+0.23","9.07","+0.87","6.41","-0.17","62"
"468",="4968","立積","144","2014","13.8","+24.3","3.52","+24.3","0.57","+280","25.5","+0.01","4.13","+2.78","1.35","+0.98","17.3","+11.7","7.39","+5.3","39"
"469",="6261","久元","62.4","2014","40.9","+12","12.5","+24.1","7.31","+47.2","30.5","+2.97","17.7","+5.36","6.04","+1.79","12.4","+3.91","8.9","+2.64","62"
"470",="3483","力致","61.7","2014","30.3","+5.18","4.51","+2.31","0.06","+110","14.9","-0.42","0.06","+2.48","0.13","+1.44","0.1","+3.56","0.05","+2.03","40"
"471",="6671","三能-KY","37.8","-","","","","","","","","","","","","","","","","",""
"472",="5455","昇益","17.7","2014","0.34","-56.9","-0.24","+12.3","-0.4","+37.1","-71.5","-36.3","-118","-37","-7.32","-5.57","-145","-64.5","-18.8","+7.06","26"
"473",="5907","大洋-KY","23.75","2014","76","+5.88","64.2","+5.49","10.7","+8.76","84.4","-0.32","14.1","+0.35","5.38","+0.44","10","-0.04","4.15","-0.04","57"
"474",="2235","謚源","47.25","2014","8.46","+22.1","2.41","+36.7","1.53","+43.1","28.5","+3.03","18.1","+2.65","5.44","+1.61","20.2","+1.48","10.7","+2.78","57"
"475",="4581","光隆精密-KY","47.6","-","","","","","","","","","","","","","","","","",""
"476",="1434","福懋","33.8","2014","482","+1.54","57.4","+25.6","35.2","+65.3","11.9","+2.28","7.93","+3.34","2.09","+0.82","7.18","+3.18","5.04","+2.21","45"
"477",="3537","堡達","39.1","2014","22.5","-24.3","2.46","-16.5","0.74","-34.8","10.9","+1.02","3.28","-0.53","1.52","-0.81","8.94","-5.04","5.77","-2.7","36"
"478",="3691","碩禾","87.5","2014","96.8","+99.5","20.3","+85.2","14.9","+141","21","-1.62","15.3","+2.75","24.54","+12.3","35.1","+16.4","20.6","+5.96","60"
"479",="4528","江興鍛","39.55","2014","18.1","+19.5","4.63","+18.7","2.22","+32.2","25.5","-0.17","12.2","+1.18","2.9","+0.6","15.4","+2.14","8.69","+0.08","52"
"480",="6115","鎰勝","43.35","2014","75.7","-3.86","11.5","-6.26","6.11","-5.38","15.2","-0.39","8.07","-0.13","3.5","-0.34","11.9","-1.77","7.55","-0.79","53"
"481",="2376","技嘉","61.4","2014","545","+6.7","94.7","+3.49","24","+1.79","17.4","-0.54","4.4","-0.21","3.82","+0.06","10.8","-0.39","6.99","-0.2","51"
"482",="8342","益張","54.3","2014","13","+2.38","2.17","-4.13","0.7","-17.3","16.7","-1.13","5.59","-1.2","2.65","-0.56","14.1","-3.03","5.54","-1.93","49"
"483",="4991","環宇-KY","51.3","2014","13.5","+29.1","5.42","+28.9","1.67","+49.6","40.1","-0.05","12.3","+1.69","4.01","+0.95","16.8","+0.86","13.8","+0.7","68"
