"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"21",="3611","鼎翰","192.5","2014","24.4","+16","10.8","+16.1","5.06","+13.7","44.3","+0.03","20.7","-0.41","14.66","+1.65","34","-1.76","22.5","+0.01","77"
"22",="8070","長華","157","2014","174","+8.53","12","-10.9","4.17","-5.4","6.9","-1.5","1.68","-1.41","5.29","-0.6","4.92","-4.8","2.18","-2.1","36"
"23",="8436","大江","254","2014","14.6","+3.62","4.79","+3.07","1.58","+10.1","33","-0.18","10.8","+0.58","3.08","-0.47","10.7","-4.72","7.42","-2.3","55"
"24",="6670","復盛應用","172","2014","165","","32.2","","14.7","","19.5","","8.95","","6.75","","27.7","","12.9","","50"
"25",="2915","潤泰全","67.1","2014","90.4","-88.2","39.9","-94.4","71.1","-83.7","44.1","-49","93","-10.1","8","-46.8","12","-105","9.85","-85.6","66"
"26",="2059","川湖","320","2014","42.8","+13.6","23.5","+18.7","18.1","+29.6","54.9","+2.36","42.2","+5.21","18.98","+4.09","28","+1.49","23.2","+2.54","91"
"27",="2327","國巨","371.5","2014","270","+9.27","70.5","+21.5","38.7","+167","26.1","+2.63","14.4","+8.46","2.3","+1.55","14.2","+9.44","7.07","+4.31","51"
"28",="2357","華碩","204.5","2014","4,774","+3.05","654","+9.03","195","-9.23","13.7","+0.75","4.13","-0.52","26.21","-2.45","13","-3.23","6.08","-1.55","43"
"29",="1256","鮮活果汁-KY","203.5","2014","20.5","+18.7","6.38","+25.6","2.43","+12.4","31.1","+1.71","11.9","-0.66","9.85","-2.42","33.4","-7.14","19.9","-4.54","66"
"30",="5269","祥碩","1170","2014","15.2","+28.2","6.37","+41.1","2.28","+162","41.8","+3.82","15","+7.65","4.04","+2.5","19.6","+11.8","16.2","+9.81","73"
"31",="1476","儒鴻","294.5","2014","208","+14.9","54.7","+6.86","30","+9.69","26.2","-1.97","14.4","-0.68","11.51","+0.6","34.2","-3.15","21.9","-2.33","64"
"32",="3665","貿聯-KY","184.5","2014","74.8","+5.2","20.8","+6.41","6.17","+9.47","27.8","+0.32","8.25","+0.32","7.28","0","16.3","-1.95","10.6","-1.34","55"
"33",="2729","瓦城","225","2014","29.1","+25.9","15","+22.7","2.53","+3.72","51.5","-1.34","8.72","-1.87","10.89","+0.39","14.4","+0.05","11.9","-0.33","74"
"34",="5278","尚凡","129.5","2014","2.63","-14.2","2.19","-16","0.14","-82.8","83.3","-1.76","5.23","-20.9","1.09","-5.42","4.6","-27","3.91","-21.4","59"
"35",="8464","億豐","247.5","2014","139","+14.3","57.5","+20.2","19.1","+24.8","41.5","+2.01","13.9","+1.1","8.48","+1.56","87.7","-62.4","15.5","+2.34","62"
"36",="8437","大地-KY","188.5","2014","4.77","+4.54","3.9","+6.85","2.07","+18.9","81.8","+1.77","43.3","+5.21","7.19","+1.14","22.1","+1.48","15.2","+0.54","82"
"37",="2404","漢唐","197","2014","69.5","-39.3","12.5","-27.5","7.45","-33.7","18","+2.93","11.1","+1.19","3.14","-1.59","14.2","-8.74","6.16","-4","49"
"38",="2454","聯發科","442","2014","2,131","+56.6","1,039","+73.7","464","+68.6","48.8","+4.79","21.8","+1.58","30.04","+9.53","21","+6.13","15.2","+3.5","81"
"39",="6613","朋億","152","-","","","","","","","","","","","","","","","","",""
"40",="2474","可成","205","2014","553","+27.8","261","+42.5","179","+29.5","47.2","+4.85","32.4","+0.41","23.52","+5.14","21.1","+0.64","14.8","+1.4","83"
"41",="1590","亞德客-KY","543","2014","83.8","+14.8","46","+14","17.7","+3.54","54.9","-0.35","21.3","-2.32","10.39","-0.16","18.7","-4.79","10.7","-3.32","64"
"42",="5287","數字","226.5","2014","11.5","+22.1","9.03","+31.3","4.42","+28.6","78.5","+5.47","38.4","+1.94","14.11","+1.82","35","-11.5","28","-1.01","96"
"43",="1264","德麥","218","2014","34.8","+71.5","12.5","+66.4","3.2","+13.7","35.8","-1.08","10.4","-3.77","11.42","-0.6","24.7","-3.74","18.7","-4.33","64"
"44",="4439","冠星-KY","143.5","-","","","","","","","","","","","","","","","","",""
"45",="2492","華新科","184","2014","145","+10.9","21.6","+67.6","5.51","+209","14.9","+5.05","4.42","+8.15","0.81","+1.55","4.14","+7.46","2.51","+4.51","43"
"46",="4420","光明","24.85","2014","4.24","-8.51","0.26","+123","0.3","+1443","6.04","+3.56","7.15","+6.73","1.03","+0.96","6.32","+5.93","5.71","+5.36","60"
"47",="2379","瑞昱","246.5","2014","313","+10.9","137","+12.2","38.9","+28.2","43.7","+0.47","12.4","+1.68","7.71","+1.69","18.7","+2.39","10.4","+0.32","66"
"48",="2330","台積電","292","2014","7,628","+27.8","3,777","+34.4","2,639","+40.3","49.5","+2.46","34.6","+3.09","10.18","+2.92","27.8","+3.91","19.1","+2.22","91"
"49",="6414","樺漢","184","2014","50.5","+63.2","9.42","+42","5.62","+51.2","18.6","-2.78","11.5","-0.48","8.63","+2.46","24.4","-11.5","16.5","-5.94","57"
"50",="3034","聯詠","198.5","2014","541","+30.4","154","+33.9","72.1","+51.9","28.5","+0.73","13.3","+1.89","11.85","+4.04","27.3","+7.44","17","+4.79","62"
"51",="8406","金可-KY","152","2014","57.8","+18.5","34.7","+16.2","14.5","+1.88","60.1","-1.19","25","-4.09","15.64","-0.03","16.7","-3.59","11.1","-4.05","66"
"52",="5289","宜鼎","183.5","2014","35.3","+26.2","9.91","+38.5","5.07","+77.6","28.1","+2.49","14.4","+4.14","8.57","+2.89","27.8","+6.67","21.5","+5.11","66"
"53",="6176","瑞儀","100.5","2014","514","-19.2","70.1","-22.9","37.3","-20.9","13.6","-0.66","7.25","-0.16","8.01","-2.12","15.9","-6.34","6.91","-2.61","49"
"54",="6462","神盾","188","2014","0.45","-45.7","0.14","-75.6","-2.3","-218","30.3","-37.3","-506","-420","-3.75","-2.3","-51.3","-23","-42.5","-20.3","48"
"55",="2439","美律","130","2014","123","+9.4","29.7","+19.6","12.4","+20.7","24.1","+2.06","10.4","+1.22","6.72","+0.86","22.3","+1.32","13.2","+0.86","62"
"56",="1537","廣隆","141.5","2014","67.7","+18.8","13","+17.1","6.6","+15.2","19.2","-0.28","10","-0.17","8.09","+1.07","23.1","+1.03","16.4","+1.17","57"
"57",="6803","崑鼎","214","2014","39.3","+4.66","10.3","+4.35","6.79","+9.44","26.3","-0.08","20.3","+0.86","10.54","+0.48","17.4","+0.11","11.2","+0.85","64"
"58",="2929","淘帝-KY","56.8","2014","46.6","+22.7","18.8","+21.5","7.54","+31.4","40.3","-0.39","16.2","+1.07","12.98","+0.26","26.7","-6.14","17.9","-2.83","66"
"59",="3324","雙鴻","160","2014","42.4","-3.05","5.44","+1.53","0.15","-60.4","12.8","+0.58","0.33","-0.44","0.22","-0.38","1.11","-1.75","0.41","-0.71","34"
"60",="5871","中租-KY","111.5","2014","346","+13.6","201","+17.8","68.3","+16","58.1","+2.05","20.7","+0.29","6.23","+0.32","21.4","-0.99","3.3","-0.13","51"
"61",="4803","VHQ-KY","69.6","2014","5.63","","2.59","","0.84","","46.1","","11.8","","3.8","","10.1","","7.66","","59"
"62",="3044","健鼎","108.5","2014","424","+4.08","66.6","+12.9","26.4","+11","15.7","+1.22","6.26","+0.45","5.02","+0.5","9.73","+0.33","4.91","-0.08","41"
"63",="2548","華固","91.8","2014","64.4","-37.3","23.8","-39.1","14.1","-54.1","36.9","-1.09","22.3","-8.15","5.08","-6","10.8","-14.4","4.28","-6.45","51"
"64",="1558","伸興","130.5","2014","62.5","+12.4","15.1","+9.1","8.29","+17.1","24.2","-0.74","13.4","+0.46","13.7","+0.65","21.4","-1.36","15.4","-0.3","68"
"65",="3131","弘塑","227","2014","16.1","-29.4","7.33","-27.1","2.94","-41.2","45.5","+1.43","18.2","-3.67","11.9","-8.4","20.2","-26.3","11.4","-10.7","70"
"66",="5534","長虹","82.3","2014","52.1","-36.7","25.9","-53.4","18.9","-62.8","49.8","-17.8","36.2","-25.3","7.22","-13.1","18.8","-40.2","7.34","-16.8","60"
"67",="6569","醫揚","168","2014","7.81","","2.48","","0.84","","31.8","","10.8","","5.88","","35.7","","22.2","","61"
"68",="8422","可寧衛","155","2014","21.3","-9.16","14.7","-11.6","10.3","-17.8","68.9","-1.93","48.2","-5.07","9.43","-2.03","22.7","-5.22","20","-5.14","89"
"69",="5283","禾聯碩","98.9","2014","41.8","+8.94","15.1","+32.6","2.93","+397","36.2","+6.44","7.02","+5.48","5.07","+4.05","24.9","+19.4","13.7","+10.8","53"
"70",="3105","穩懋","239.5","2014","99.1","-5.45","35.1","+8.58","19.6","+8.39","35.4","+4.58","19.8","+2.53","2.65","+0.25","12.7","+0.35","9.15","+1.04","68"
"71",="2707","晶華","138.5","2014","63.3","+10.4","23.9","+7.17","11.2","-0.92","37.7","-1.14","18","-1.58","9.6","-1.06","31.9","-2.8","15.8","-1.43","72"
"72",="2395","研華","277","2014","357","+16.5","144","+14.4","49.1","+19.5","40.3","-0.77","13.8","+0.34","7.8","+0.54","23.5","+1.29","16.7","+0.71","68"
"73",="6666","羅麗芬-KY","120.5","-","","","","","","","","","","","","","","","","",""
"74",="1439","中和","35.1","2014","4.24","-5.75","0.16","+45.2","0.01","-53","3.72","+1.3","0.18","-0.18","0.01","-0.01","0.04","-0.04","0.03","-0.04","49"
"75",="8016","矽創","143","2014","76","+19.8","20.7","+36.1","7.12","+66","27.2","+3.25","9.46","+3.25","6.02","+2.39","18.5","+7.57","12.8","+4.63","55"
"76",="8446","華研","112","2014","9.6","+2.31","3.87","+13.7","1.92","+67","40.3","+4.05","20","+7.77","5.43","+1.18","24.3","+1.93","13.3","+1.22","66"
"77",="4766","南寶","137","-","","","","","","","","","","","","","","","","",""
"78",="2383","台光電","143","2014","189","+11.9","34.3","+34.8","15.4","+84.1","18.2","+3.08","8.16","+3.2","4.91","+2.22","20.4","+7.74","9.86","+3.91","45"
"79",="2912","統一超","299.5","2014","2,004","-0.09","627","-1.2","90.9","+13.1","31.3","-0.35","5.11","+0.51","8.74","+1.01","35.5","-0.32","12.1","+0.95","60"
"80",="1580","新麥","89.8","2014","43.1","+8.98","17.2","+11.5","5.3","+6.83","39.8","+0.89","12.7","-0.29","11.13","+0.08","32.3","-3.37","17.5","-1.48","64"
"81",="6269","台郡","103.5","2014","131","-3.92","28.9","-10.4","14.9","-22.9","22.1","-1.59","11.4","-2.79","6.71","-2.93","17.4","-9.3","7.58","-4.29","52"
"82",="6456","GIS-KY","107.5","2014","760","-5.43","56.9","-13.3","13.4","-43.1","7.49","-0.68","1.76","-1.11","4.81","-35.9","20.6","-34.7","3.26","-3.08","43"
"83",="8454","富邦媒","549","2014","239","+16.3","33","+29.3","11.7","+108","13.8","+1.39","4.74","+2.22","9.11","+4.72","26.4","+2.44","14.3","+4.93","62"
"84",="4958","臻鼎-KY","112","2014","760","+17.8","143","+20.4","67.3","+23.1","18.9","+0.41","8.87","+0.38","9.12","+1.71","23.3","-0.44","8.58","+0.29","53"
"85",="6643","M31","286","-","","","","","","","","","","","","","","","","",""
"86",="4438","廣越","123.5","2014","84.9","","17.5","","9.03","","20.6","","10.6","","10.47","","21.6","","14.1","","66"
"87",="2732","六角","142.5","2014","14.1","+22.4","8.11","+11.7","1.34","-0.37","57.4","-5.47","9.45","-2.77","5.71","-1.46","25.2","-7.7","15.5","-5.28","68"
"88",="1707","葡萄王","191","2014","62.8","+11.4","55.6","+11.6","9.42","+12.8","88.5","+0.15","22.1","+1.12","7.24","+0.82","40","+0.2","27.7","-0.05","79"
"89",="4536","拓凱","121","2014","65.6","+8.42","17.3","+5.34","5.51","+4.09","26.4","-0.77","9.23","-0.47","6.07","-0.24","12.6","-2.96","8.14","-0.87","55"
"90",="5288","豐祥-KY","95","2014","38","+9.36","6.13","+12.8","3.44","+7.98","16.1","+0.49","9.06","-0.12","5.77","+0.17","18.8","-3.97","13.6","-1.56","55"
"91",="5434","崇越","104.5","2014","181","+16.3","21.7","+10.4","8.6","+7.79","12","-0.64","4.76","-0.37","5.44","+0.22","15.8","+0.08","8.83","-0.07","45"
"92",="6452","康友-KY","151.5","2014","39.4","+17.4","16.1","+25.9","4.24","-30.2","40.8","+2.75","19.4","+1.31","7.71","-3.35","28.3","+1.51","23","+2.19","77"
"93",="8416","實威","115.5","2014","7.89","+14.3","4.66","+14.7","1.86","+17","59.1","+0.19","23.5","+0.55","7.24","+1.06","26.8","+1.79","21.1","+1.16","79"
"94",="6538","倉和","266.5","2014","13.8","","6.4","","2.14","","46.3","","15.5","","7.98","","19.6","","12.8","","66"
"95",="3152","璟德","303.5","2014","12.9","-0.23","6.91","+5.31","4.73","-0.56","53.7","+2.82","36.7","-0.12","6.85","-0.04","17.1","-0.83","15.6","-1.1","95"
"96",="9945","潤泰新","45","2014","123","-18.6","26.7","-9.8","65.7","-78.5","21.7","+2.12","59.3","-148","5.69","-23.3","18.6","-64.9","9.16","-34.7","47"
"97",="9941","裕融","99.5","2014","156","+11.6","61.3","+23.3","15.1","+11","39.2","+3.7","10.5","-0.07","5.9","+0.22","18.1","-1.31","2.14","-0.16","45"
"98",="4163","鐿鈦","130.5","2014","18","+19.2","7.02","+22.9","3.16","+30","38.9","+1.18","17.5","+1.46","7.87","+1.82","26","+3.53","16","+2.12","66"
"99",="8083","瑞穎","160","2014","12.7","+26.3","4.78","+34","3.08","+50.8","37.8","+2.16","24.3","+3.95","8.75","+2.63","32.4","+4.03","24.9","+6.6","72"
"100",="9921","巨大","236","2014","600","+10.4","135","+15.5","41.1","+17.3","22.5","+1","6.84","+0.51","10.96","+1.62","22.1","+1.31","9.59","+0.92","47"
"101",="3708","上緯投控","80.3","-","","","","","","","","","","","","","","","","",""
"102",="2345","智邦","217.5","2014","228","+0.93","34.9","-3.75","6.44","+15.2","15.3","-0.74","2.82","+0.36","1.21","+0.15","8.78","+0.95","4.65","+0.56","43"
"103",="6294","智基","108.5","2014","4.25","+53.2","0.88","+45.4","0.05","-38.1","20.7","-1.12","1.24","-1.83","0.34","-0.21","3.11","-2.13","1.11","-1.34","45"
"104",="8341","日友","267.5","2014","12.5","+13.7","6.25","+32.4","3.04","+14.2","50.2","+7.08","24.4","+0.07","3.04","+0.38","21.6","+1.91","10.9","+0.87","68"
"105",="2308","台達電","138","2014","1,906","+7.67","515","+14.4","207","+16.5","27","+1.58","11.7","+0.96","8.49","+1.17","20","+1.51","10.7","+0.67","60"
"106",="6568","宏觀","123.5","2014","6.5","","3.17","","1.48","","48.8","","22.7","","7.31","","34.6","","24.9","","77"
"107",="8480","泰昇-KY","136","2014","3.7","","1.07","","0.57","","28.9","","15.3","","1.89","","8.59","","6.02","","48"
"108",="8081","致新","141","2014","39.4","+1.16","14.1","+2.53","6.08","+12","35.8","+0.48","15.1","+1.49","7.09","+0.76","14.7","+1.53","11.1","+1.33","66"
"109",="2428","興勤","85.6","2014","45.6","+6.69","12.3","+13.2","6.19","+21.5","27.1","+1.56","14","+2.62","4.87","+0.86","15.5","+2.3","11.4","+2.15","62"
"110",="1477","聚陽","135","2014","209","+16.6","45.3","+26.9","17.1","+27.2","21.7","+1.76","8.17","+0.67","9.62","+1.6","25.3","-1.55","15.4","+0.75","57"
"111",="2228","劍麟","85.6","2014","35.1","+16.1","10.8","+29.9","4.87","+46.1","30.9","+3.29","13.9","+2.84","6.79","+1.7","19.9","+2.51","15.8","+3.27","64"
"112",="3558","神準","107","2014","61.8","+24.1","17.9","+22.6","6.12","+45","29","-0.37","9.89","+1.42","12.63","+2.6","30.1","+0.84","15","+1.38","57"
"113",="3130","一零四","158","2014","12.9","-41.2","11.5","+7.44","3.11","+28.6","89.3","+40.4","24.2","+13.1","9.41","+1.95","24.5","+3.35","15.4","+1.88","73"
"114",="2458","義隆","91","2014","76.9","-1.39","35.2","-1.41","14.9","-3.48","45.8","-0.01","18.3","-0.54","3.61","-0.19","18.4","-2.53","14.3","-1.86","64"
"115",="9910","豐泰","185","2014","477","+24.9","97.7","+31.3","30.9","+34.6","20.5","+0.99","7.22","+0.35","5.33","+1.21","29.1","+5.28","14.7","+2.37","49"
"116",="2385","群光","79.5","2014","801","+7.47","125","+9.68","40.8","+7.9","15.7","+0.31","5.81","+0.27","6.22","+0.39","18.6","-0.62","8.63","+0.11","38"
"117",="3570","大塚","94.8","2014","8.83","+16.2","3.76","+12.9","0.94","+18.8","42.5","-1.21","10.6","+0.23","5.49","+0.87","18.4","+1.33","14.2","+0.92","66"
"118",="9914","美利達","166","2014","272","+7.54","47.9","+6.59","33.5","+15.2","17.6","-0.16","12.4","+0.92","11.2","+0.99","29.3","-1.07","16.7","+0.17","57"
"119",="2317","鴻海","73.6","2014","42,132","+6.6","2,919","+14.6","1,305","+22.3","6.93","+0.49","3.14","+0.43","8.85","+0.69","14.8","+0.36","5.55","+0.63","43"
"120",="5903","全家","235.5","2014","561","+4.3","200","+5.35","12.9","+18.2","35.6","+0.35","2.42","+0.27","5.8","+0.89","28.5","+2.32","6.22","+0.27","55"
"121",="8499","鼎炫-KY","104","2014","14.5","","6.03","","3.14","","41.7","","23.3","","12.57","","25.4","","18.9","","75"
"122",="6213","聯茂","131","2014","201","+2.08","21.9","-15.7","5.3","-35.2","10.8","-2.29","2.63","-1.51","1.62","-0.9","7.47","-4.4","3.16","-2.09","40"
"123",="6230","超眾","232","2014","59.4","-1.35","14.3","+12.6","5.7","+6.45","24","+2.99","9.6","+0.7","6.6","+0.4","18.9","-1.25","10.3","-0.18","53"
"124",="4190","佐登-KY","82.6","2014","15.6","+1.37","11","+0.43","2.6","+270","70.4","-0.66","17.4","+0.09","5.18","-0.25","40.3","-14.1","10.4","-1.01","68"
"125",="4736","泰博","280","2014","25.2","+9.41","11.2","+9.42","4.28","+24.8","44.3","0","16.4","+2.42","6.61","+1.19","17.9","+2.15","11.5","+1.28","66"
"126",="6596","寬宏藝術","49.9","2014","0.96","","0.3","","0.02","","31.1","","2.6","","1.89","","2.43","","1.1","","43"
"127",="2231","為升","152","2014","21.6","+43.8","10.9","+68","7.45","+105","50.4","+7.28","34.6","+10.2","10.43","+4.43","43.7","+16.1","33.5","+12.7","89"
"128",="4580","捷流閥業","97","-","","","","","","","","","","","","","","","","",""
"129",="5306","桂盟","116","2014","27.8","+32.9","9.48","+47","4.62","+16.2","34.1","+3.28","16.6","-1.43","4.31","+0.54","24.6","-3.79","15.2","-1.12","68"
"130",="5299","杰力","111","2014","6.1","-6.75","1.39","-2.99","0.27","+8.2","22.8","+0.89","4.44","+0.61","0.87","+0.06","5.97","+0.36","4.33","+0.24","48"
"131",="6472","保瑞","149","2014","2.18","+135","0.97","+127","0.17","+328","44.3","-1.5","7.62","+3.43","0.77","+0.53","4.35","+3.13","2.06","+1.38","50"
"132",="8279","生展","110","2014","5.56","+102","1.86","+65.8","0.35","+137","33.4","-7.24","6.26","+0.93","2.04","+1.18","12.9","+7.08","7.03","+3.56","49"
"133",="3413","京鼎","165.5","2014","46","+86.4","5.55","+71.5","3.23","+654","12","-1.05","7.02","+5.28","5.38","+3.74","26","+18.9","9.59","+8.2","45"
"134",="6683","雍智科技","247","-","","","","","","","","","","","","","","","","",""
"135",="6561","是方","323","2014","15.9","","4.42","","2.22","","27.9","","14","","3.71","","25.4","","18.7","","72"
"136",="9802","鈺齊-KY","90","2014","85.2","+22.9","13.6","+29.9","3.87","+45.5","16","+0.86","4.56","+0.71","3.19","+0.95","7.35","+1.76","4.79","+1.04","43"
"137",="3548","兆利","62.6","2014","37.3","+19.2","7.4","+6.32","1.71","+16.7","19.8","-2.41","4.5","-0.12","3.38","+0.49","6.85","+0.54","4.06","+0.09","45"
"138",="5474","聰泰","88","2014","8.03","+20.6","2.93","+31.1","1.4","+55.3","36.4","+2.91","17.4","+3.9","4.16","+1.48","25.8","+7.16","18","+4.46","70"
"139",="8482","商億-KY","108","-","","","","","","","","","","","","","","","","",""
"140",="6491","晶碩","123.5","2014","9.21","+56.3","4.42","+41.4","0.69","+54.5","48","-5.05","7.49","-0.09","1.29","+0.23","9.44","+1.26","5.3","+0.97","50"
"141",="8210","勤誠","92","2014","44.7","+20.1","13.6","+30","5.41","+58.3","30.5","+2.32","12.1","+2.92","4.52","+1.67","22.1","+6.9","12.8","+3.85","61"
"142",="1582","信錦","81.1","2014","101","+10.9","23","+14.9","8.56","+30.7","22.8","+0.8","8.51","+1.29","5.71","+1.28","16.3","+2.11","9.46","+1.01","53"
"143",="4551","智伸科","143","2014","27.9","+17.3","7.16","+20.2","3.2","+67.5","25.6","+0.61","11.4","+3.43","4.27","+1.47","15.6","+3.69","8.47","+2.27","50"
"144",="9951","皇田","71.1","2014","31.1","+15.6","12.7","+12.4","5.85","+11","40.8","-1.18","18.8","-0.79","7.81","+0.77","34.4","-3.78","17.5","-2.89","70"
"145",="6239","力成","97","2014","400","+6.47","66.6","+26.6","32.4","+181","16.6","+2.64","11.1","+19.6","4.24","+9.48","11.6","+19.6","6.26","+10.7","57"
"146",="3023","信邦","146.5","2014","116","+10.3","25.3","+11.6","7.94","+19.7","21.7","+0.25","6.66","+0.89","3.82","+0.62","15.9","+2.03","7.8","+1.14","47"
"147",="4938","和碩","60.7","2014","10,197","+7.37","595","+30.6","147","+53.4","5.83","+1.04","1.86","+0.36","6.24","+2.08","11.9","+1.38","4.34","+0.82","36"
"148",="6214","精誠","78.6","2014","158","+0.97","42.2","-1.29","7.46","-10.2","26.7","-0.61","4.73","-0.53","3.07","-0.44","5.62","-0.81","4.05","-0.56","51"
"149",="3529","力旺","329","2014","10","+24.2","10","+24.2","4.19","+44","100","0","41.7","+5.74","5.52","+1.65","24.3","+6.06","22","+5.17","98"
"150",="6146","耕興","193.5","2014","29.2","+26.8","13.7","+38.6","6.33","+46.4","47","+4","22.8","+3.28","7.53","+2.28","29.7","+7.07","20.1","+3.9","77"
"151",="3376","新日興","128","2014","79.1","+1.78","21.5","+7.73","11.4","+29.9","27.2","+1.5","14.3","+3.16","6.36","+1.36","10.9","+1.95","8.2","+1.86","62"
"152",="6504","南六","241.5","2014","53.4","+17","10.4","+15.1","4.2","+11.5","19.4","-0.32","7.86","-0.39","5.79","+0.4","19.4","-4.09","9","-0.57","36"
"153",="1268","漢來美食","129.5","2014","21.8","","9.86","","1.37","","45.2","","6.28","","5.16","","23.2","","6.88","","57"
"154",="3661","世芯-KY","293","2014","46.9","+81.6","9.53","+25.8","2.11","+86.7","20.3","-9.02","4.5","+0.12","3.77","+1.67","9.52","+2.37","8.08","+1.88","60"
"155",="4119","旭富","144.5","2014","14.9","+15.4","4.79","+20.7","2.65","+65.6","32.1","+1.42","17.8","+5.38","3.83","+1.05","12.3","+2.69","8.44","+1.55","62"
"156",="8462","柏文","196.5","2014","8.23","+57.4","2.49","+49.8","0.88","+79.6","30.3","-1.55","10.7","+1.64","3.86","+0.94","23.8","+4.74","12.6","+3.68","61"
"157",="5546","永固-KY","65.3","-","","","","","","","","","","","","","","","","",""
"158",="1515","力山","74.2","2014","36.1","+9.71","7.14","+11.5","1.48","-28.5","19.8","+0.31","4.05","-2.21","0.81","-0.33","6.13","-3.28","2.65","-1.35","40"
"159",="4430","耀億","24","2014","21.5","+1.52","5.48","+10.1","1.3","+2.81","25.5","+1.98","6.05","+0.08","2.32","-0.06","7.01","-0.63","4.44","-0.08","41"
"160",="6278","台表科","116.5","2014","340","-17.7","32.6","-9.24","10.6","-12","9.61","+0.89","3.6","-0.37","3.78","-0.69","9.77","-2.76","4.09","-1.21","40"
"161",="4126","太醫","78.1","2014","15.1","+4.35","5.43","+0.45","3.27","+1.58","36.1","-1.4","21.7","-0.59","4.95","+0.07","18.6","-0.94","15.3","-0.73","81"
"162",="6274","台燿","134","2014","134","+12.3","24.2","+24.1","7.49","+22.1","18","+1.71","5.58","+0.45","3.11","+0.55","13.2","+1.08","6.9","+0.92","47"
