"排名","代號","名稱","成交","財報年度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"378",="3702","大聯大","38.6","2012","3,606","+8.51","181","+0.36","45.6","-10.3","5.02","-0.41","1.26","-0.27","2.78","-0.43","12","-2.19","3.97","-1.05","32"
"379",="4506","崇友","57.5","2012","36.7","+15.9","7.38","-5.65","3.08","+28.4","20.1","-4.59","8.39","+0.79","1.57","+0.35","9.48","+2.09","5.69","+1.12","43"
"380",="1560","中砂","60.4","2012","38.6","","10.9","","4.56","+4.12","28.3","","11.8","","3.24","+0.13","12.9","","9.88","","57"
"381",="2726","雅茗-KY","61.9","2012","12.8","+592","6.29","+574","0.55","+822","49.2","-1.31","4.21","+1.23","2.45","+2.17","23.3","+20.8","8.26","+7.35","57"
"382",="2546","根基","38.1","2012","65.3","+0.4","1.91","-33","0.98","-16.9","2.93","-1.46","1.51","-0.32","0.93","-0.21","5.11","-1.02","2.19","-0.53","36"
"383",="2928","紅馬-KY","41.35","-","","","","","","","","","","","","","","","","",""
"384",="4745","合富-KY","34.35","2012","22.4","+34.6","7.87","+33.3","1.85","+227","35.1","-0.33","8.27","+4.87","3.81","+2.64","26.1","+16.5","9.3","+6.12","47"
"385",="6196","帆宣","75.3","2012","105","-25.4","12.9","-5.05","1.26","-67.3","12.3","+2.64","1.09","-1.55","0.77","-1.58","2.8","-6.23","1.21","-2.54","38"
"386",="1227","佳格","65","2012","179","-9.95","54.4","-27.6","22.4","-8.84","30.5","-7.43","12.6","+0.06","3.93","-1.41","23.6","-6.71","17.1","-4.49","64"
"387",="6285","啟碁","62.5","2012","344","+1.33","46.6","-11.9","11.1","-35.1","13.5","-2.04","3.22","-1.81","3.66","-2.32","11.8","-7.76","5.18","-3.32","45"
"388",="4138","曜亞","49.2","2012","10.8","-8.81","4.45","-10.3","1.14","-26.6","41.3","-0.71","10.2","-3.07","4.29","-1.55","10.8","-5.65","6.69","-4.35","60"
"389",="1593","祺驊","47.15","2012","8.58","+7.75","1.84","+15.1","0.43","+2.03","21.4","+1.37","4.27","-0.51","1.83","-0.06","5.9","-0.43","4.04","-0.35","49"
"390",="3551","世禾","42.7","2012","12.4","+5.92","4.28","+1.42","2.11","-18.4","34.4","-1.52","17.4","-4.89","3.8","-1.56","9.87","-3.89","7.87","-2.87","66"
"391",="8271","宇瞻","47.55","2012","77","-18","11.9","+21.7","3.98","+50.2","15.5","+5.05","5.16","+2.34","3.04","+1.02","19.7","+5.63","12.4","+3.65","51"
"392",="6123","上奇","41.8","2012","36.9","+6.81","7.13","-1.13","1.12","-15.1","19.4","-1.56","3.06","-0.88","2.51","-0.28","15","-2.28","5.56","-1.89","40"
"393",="6203","海韻電","55.1","2012","24.9","-17.1","5.93","-9.49","2.56","-21.1","23.8","+2.02","10.3","-0.52","3.36","-0.9","19.6","-6.31","11.8","-4.75","55"
"394",="3005","神基","44.45","2012","165","+4.55","28.7","+8.54","3.56","-22.9","17.4","+0.64","2.76","-0.44","0.62","-0.19","3.6","-0.56","2.06","-0.31","43"
"395",="1315","達新","55.6","2012","35.1","-2.92","6.53","-1.02","1.76","-71.8","18.6","+0.36","4.8","-12.4","0.83","-2.12","2.52","-7.55","1.92","-5.51","47"
"396",="4105","東洋","74.4","2012","40.2","+3.75","25.2","+4.68","5.37","+2.8","62.7","+0.56","16.8","-0.12","2.5","-0.53","17.3","-4.38","10.4","-2.08","62"
"397",="4417","金洲","30.45","2012","24.5","+9.63","3.93","+17.7","3.52","+216","16.1","+1.1","15","+9.78","4.94","+3.31","25","+15.8","12.1","+7.73","47"
"398",="6177","達麗","28.55","2012","14.4","-0.54","4.13","+8.27","2.05","-21.1","28.6","+2.33","14.2","-3.69","1.62","-0.6","11.2","-5.4","3.77","-1.52","40"
"399",="4755","三福化","47.4","2012","37.1","-4.91","5.29","+18.4","3.04","+72.7","14.3","+2.81","8.18","+3.67","3.79","+1.59","17","+5.63","9.63","+4.02","43"
"400",="5347","世界","69.5","2012","172","+13.2","39.8","+76.9","23.3","+164","23.1","+8.34","13.6","+7.75","1.5","+0.96","11.3","+7","9.79","+6.03","68"
"401",="6581","鋼聯","60.9","-","","","","","","","","","","","","","","","","",""
"402",="5223","安力-KY","34.3","-","","","","","","","","","","","","","","","","",""
"403",="6716","應廣","70.5","-","","","","","","","","","","","","","","","","",""
"404",="8150","南茂","31.4","2012","192","+5.54","25.2","+60.7","11.6","+222","13.1","+4.5","6.52","+5.54","1.38","+0.95","8.33","+6.93","4.38","+3.78","47"
"405",="4205","中華食","89.9","2012","12.1","","4.12","","1.62","+33.8","34","","13.4","","2.46","+0.63","14.8","","12.2","","72"
"406",="9958","世紀鋼","84.3","2012","32.9","+91.8","4.06","+1320","2.48","+375","12.4","+10.7","7.54","+12.8","1.8","+2.45","15.3","+21.1","4.9","+6.96","34"
"407",="2488","漢平","28.25","2012","15.5","-13.3","3.18","+4.42","0.66","+1396","20.5","+3.48","4.3","+4.01","0.83","+0.77","4.77","+4.41","3.06","+2.83","51"
"408",="5876","上海商銀","42.55","2012","246","","","","95.1","","","","49.5","","2.57","","9.84","","0.91","","50"
"409",="8435","鉅邁","50.4","2012","6.3","+9.47","3.22","+13.7","0.96","+14.7","51.1","+1.9","15.3","+0.7","3.68","+0.24","15.7","-1.1","12.9","-0.68","73"
"410",="2464","盟立","36.9","2012","49.4","-26","8.16","-25.7","1.5","-58.4","16.5","+0.05","3.04","-2.41","0.83","-1.22","4.93","-6.74","2.45","-3.65","32"
"411",="6591","動力-KY","45.15","-","","","","","","","","","","","","","","","","",""
"412",="4754","國碳科","55.2","2012","2.31","","0.72","","0.08","","31.3","","3.37","","0.58","","5.78","","3.61","","41"
"413",="8481","政伸","58.4","-","","","","","","","","","","","","","","","","",""
"414",="3019","亞光","68.1","2012","207","-14.9","22.7","+13.6","-2.2","+89.3","11","+2.76","-1.41","+6.53","-0.78","+6.61","-2.21","+11.6","-1.26","+7.04","34"
"415",="8112","至上","29.65","2012","268","-39.8","7.51","-29","1.18","-53.3","2.81","+0.43","0.41","-0.14","0.66","-0.71","3.47","-3.86","1.33","-1.38","28"
"416",="6024","群益期","38.5","2012","9.73","","5.59","","2.32","+5.07","57.5","","23.9","","2.52","+0.12","12.4","","2.01","","52"
"417",="6698","旭暉應材","51","-","","","","","","","","","","","","","","","","",""
"418",="6184","大豐電","42.1","2012","7.3","","4.17","","3.25","+13.7","57.2","","45.4","","4.22","+0.14","14.3","","12.7","","87"
"419",="2637","慧洋-KY","23.6","2012","84","+11.2","25.4","-10.1","21","+4.6","30.3","-7.16","25.6","-1.17","5.08","-0.84","20.8","-7.27","4.17","-0.79","60"
"420",="3014","聯陽","57","2012","36.6","-6.72","14.7","+8.38","2.19","+110","40.2","+5.61","5.99","+64","1.08","+12.3","5.72","+51.4","4.73","+44.6","62"
"421",="3338","泰碩","90.8","2012","28.9","+5.36","5.47","+27.5","1.31","+101","18.9","+3.28","4.54","+2.17","2.21","+1.11","18.7","+8.41","7.15","+3.39","36"
"422",="6470","宇智","41.2","-","","","","","","","","","","","","","","","","",""
"423",="2015","豐興","52.1","2012","334","-13.4","21.6","-52.1","16.3","-39.1","6.46","-5.22","4.86","-2.05","2.79","-1.8","10.1","-6.5","7.26","-4.06","55"
"424",="1319","東陽","37.65","2012","170","-6.97","37.3","-9.5","7.33","-38","22","-0.61","4.56","-2.91","1.27","-0.87","4.7","-3.9","2.62","-2.06","40"
"425",="2063","世鎧","32.55","2012","6.92","-14.3","1.5","-33.9","0.5","-60.1","21.7","-6.42","7.26","-8.34","1.22","-2.45","8.77","-13.4","5.5","-8.23","48"
"426",="3147","大綜","32.6","2012","16","","2.08","","0.31","","13","","1.95","","1.15","","10.3","","3.54","","32"
"427",="5432","達威","15.9","2012","1.65","","0.55","","0.3","+35","33.2","","18.4","","1.46","+0.38","14.1","","11","","68"
"428",="1216","統一","71.9","2012","4,060","+4.64","1,257","+14","98.8","+4.52","31","+2.54","3.83","+0.04","2.03","-0.05","12.8","+0.03","4.71","-0.16","47"
"429",="2472","立隆電","41.85","2012","57.4","-5.55","9.28","-7.12","1.31","-49.4","16.2","-0.27","3.28","-4.14","0.86","-0.91","5.01","-8.03","2.81","-4.53","36"
"430",="3416","融程電","55.8","2012","12.6","+6.1","4.46","+5.95","1.51","-10.7","35.3","-0.05","12","-2.27","3.34","-0.42","13.7","-1.74","10.2","-0.64","55"
"431",="2441","超豐","44.8","2012","90.7","","17.1","","12.5","+38.1","18.8","","13.7","","2.25","+0.62","11.1","","9.72","","68"
"432",="3090","日電貿","52","2012","23.1","-18.6","4.11","-24.4","1.84","-31.6","17.8","-1.36","8.02","-1.51","1.64","-0.95","10","-5.31","7.64","-3.08","51"
"433",="2816","旺旺保","19.25","2012","46.3","","14.1","","2.22","+111","30.4","","4.8","","1.11","+0.71","9.96","","1.66","","43"
"434",="3511","矽瑪","26.4","2012","12.3","+5.61","2.96","+1.73","0.27","+16.9","24","-0.92","1.04","-0.95","0.7","+0.1","1.48","-1.07","1.01","-0.75","47"
"435",="8091","翔名","55.9","2012","13.3","-0.47","5.13","+5.26","2.7","-2.65","38.5","+2.09","20.4","-0.42","6.09","-0.64","23.6","-6.4","15.8","-2.39","72"
"436",="8928","鉅明","27.6","2012","24.2","+15.8","2.27","-13.7","-1.16","-1191","9.41","-3.22","-4.78","-5.28","-1.81","-1.98","-22.2","-24.1","-7.37","-8.07","26"
"437",="3556","禾瑞亞","68.5","2012","7.08","-39.4","3.51","-29.7","1.13","-52.2","49.6","+6.84","15.9","-4.25","2.34","-2.64","11.4","-12.8","8.95","-11.2","70"
"438",="4566","時碩工業","40.2","-","","","","","","","","","","","","","","","","",""
"439",="4943","康控-KY","117.5","2012","15.5","+3.97","2.3","-31.4","0.16","-78.5","14.9","-7.67","1.03","-3.95","0.32","-1.38","1.87","-6.87","0.83","-3.82","30"
"440",="9930","中聯資源","43.5","2012","54.7","-0.77","11.5","-0.55","6.72","+0.79","21","+0.05","12.5","-0.22","2.97","+0.02","16.7","-0.48","12.9","-0.81","60"
"441",="6257","矽格","37.9","2012","48.9","+8.11","14.6","+12.8","9.87","+26.2","29.9","+1.23","19.4","+2.69","2.76","+0.55","13","+2.28","9.41","+1.62","64"
"442",="3557","嘉威","71.5","2012","13","-4.39","0.87","+188","-0.8","+85.2","6.68","+14","-6.51","+33.2","-0.73","+4.2","-5.57","+24.2","-3.63","+15.1","34"
"443",="3680","家登","229","2012","13.6","+82.3","4.5","+30.5","1.21","+23.2","33","-13.1","8.85","-4.25","2.43","-0.09","13.4","-3.51","8.7","-2.35","53"
"444",="6469","大樹","82","-","","","","","","","","","","","","","","","","",""
"445",="5706","鳳凰","31.3","2012","30","+5.12","4.58","+14.1","2.3","+29.1","15.3","+1.2","7.8","+1.41","3.76","+0.84","18.7","+2.88","13.1","+2.42","55"
"446",="6242","立康","34","2012","2.47","+46.9","0.68","+50.6","-0.36","+25","27.6","+0.68","-14.4","+13.8","-1.9","+1.4","-34.1","+7.48","-21.5","+6.6","32"
"447",="2408","南亞科","59.4","2012","339","-8.73","-223","+1","-360","+9.66","-65.8","-5.14","-106","+1.11","-2.24","+5.82","-293","-149","-32.8","-0.98","26"
"448",="2539","櫻花建","34.5","2012","16.4","","4.97","","3.8","+64.7","30.2","","23.1","","2.29","+0.72","19.2","","8.75","","53"
"449",="4552","力達-KY","30.75","-","","","","","","","","","","","","","","","","",""
"450",="1503","士電","44.15","2012","199","-2.68","36.8","+1.67","10.1","-8.36","18.5","+0.79","5.28","-0.29","1.93","-0.18","5.37","-0.92","3.46","-0.53","38"
"451",="2313","華通","39.6","2012","268","+12.3","34.6","+16.4","8.85","-8.9","12.9","+0.46","3.3","-0.77","0.74","-0.08","5.75","-0.77","2.51","-0.4","38"
"452",="8163","達方","36.15","2012","263","-3.91","29.1","+1.46","2.2","+36.8","11","+0.58","0.83","+0.25","0.69","+0.18","2.51","+0.72","1.08","+0.3","36"
"453",="1465","偉全","15.2","2012","26.4","-13.8","2.69","-27.4","0.85","-21.2","10.2","-1.91","4.05","-0.51","0.99","-0.26","4.87","-1.44","3.51","-0.95","40"
"454",="2823","中壽","19.8","2012","1,523","","80.8","","45.8","+8.86","5.31","","3.01","","1.94","-0.07","7.23","","0.54","","41"
"455",="5609","中菲行","29.2","2012","151","+0.11","21.5","-3.76","1.44","-25.2","14.3","-0.57","1.08","-0.34","1.11","-0.36","8.65","-2.59","4.56","-1.45","41"
"456",="1541","錩泰","39.65","2012","15.9","+7.17","2.41","-9.47","-0.81","-1936","15.1","-2.78","-5.07","-4.8","-1.03","-0.98","-8.6","-8.19","-5.12","-4.89","20"
"457",="2420","新巨","33.45","2012","34.8","-0.79","11","+2.18","3.36","-7.46","31.6","+0.92","9.79","-0.65","2.2","-0.18","14.5","-1.47","9.7","-0.89","55"
"458",="3454","晶睿","70.5","2012","34.7","+20.7","16.1","+28.6","5.75","+26.4","46.3","+2.83","16.2","+1.91","8.48","+1.5","31.8","+3.22","22.7","+1.55","70"
"459",="5209","新鼎","62.7","2012","13.8","-18.4","2.5","-0.62","1.19","-8.95","18","+3.23","8.62","+0.89","5.38","-0.64","23.8","-4.55","9.15","-0.15","48"
"460",="1323","永裕","33.2","2012","30.6","+5.72","7.3","+8.74","1.94","+17.5","23.9","+0.66","7.75","+0.75","2.35","+0.35","16.4","+1.67","7.17","+0.69","45"
"461",="3317","尼克森","38.2","2012","28.4","-15.4","4.16","+14.6","-0.33","+70.1","14.6","+3.83","-1.17","+2.15","-0.53","+1.26","-2.26","+4.89","-1.3","+2.83","26"
"462",="8048","德勝","31.55","2012","4.89","+15.7","1.6","+18.1","0.34","+67.8","32.8","+0.65","7.04","+2.19","0.72","+0.31","5.82","+2.42","4.84","+1.95","55"
"463",="6624","萬年清","38.7","-","","","","","","","","","","","","","","","","",""
"464",="6680","鑫創電子","63","-","","","","","","","","","","","","","","","","",""
"465",="3206","志豐","27.75","2012","11.9","-13.8","2.78","-13.2","0.49","-39.4","23.4","+0.16","4.13","-1.74","1.22","-0.87","7.76","-5.29","5.29","-3.47","51"
"466",="2731","雄獅","69.7","2012","133","+18.1","18.7","+14.3","1.38","+55","14","-0.46","1.04","+0.25","2.38","+0.05","16.8","+0.98","5.1","+0.92","45"
"467",="3218","大學光","141","2012","7.67","-7.73","3.38","-23.2","-0.91","-425","44","-8.84","-11.8","-15.2","-1.37","-1.97","-8.45","-11.6","-6.86","-9.2","43"
"468",="4968","立積","144","2012","8.6","","2.64","","-0.64","+45.8","30.8","","-7.39","","-1.57","+1.36","-25.3","","-9.61","","18"
"469",="6261","久元","62.4","2012","37.1","+21.4","10.8","-8.92","6.18","-10.7","29.1","-9.67","15.4","-8.3","5.52","-1.16","11.4","-4.23","8.44","-2.44","64"
"470",="3483","力致","61.7","2012","36.5","+8.05","6.76","+39.6","1.39","+528","18.5","+4.19","3.53","+4","2.83","+2.38","6.41","+7.25","3.47","+3.91","39"
"471",="6671","三能-KY","37.8","-","","","","","","","","","","","","","","","","",""
"472",="5455","昇益","17.7","2012","1.4","-22.3","-0.12","-247","-0.67","-17.4","-8.51","-13","-47.6","-16.1","-1.82","-0.27","-45.4","-18.3","-20.3","-6.41","23"
"473",="5907","大洋-KY","23.75","2012","71.8","-72.2","61.3","+12.4","7.18","-14.6","85.4","+64.3","10.1","+6.82","3.71","-1.43","8.3","-4.54","3.55","-1.39","53"
"474",="2235","謚源","47.25","2012","6.56","","1.36","","0.62","+27.5","20.8","","9.39","","2.21","+0.48","11.5","","4.71","","43"
"475",="4581","光隆精密-KY","47.6","-","","","","","","","","","","","","","","","","",""
"476",="1434","福懋","33.8","2012","503","-5.48","47.2","-29.4","24.6","+18.6","9.39","-3.18","5.12","+0.42","1.46","+0.22","4.58","+0.37","3.21","+0.28","43"
"477",="3537","堡達","39.1","2012","32.1","+15.9","3.22","+25.6","1.05","+3.36","10","+0.78","3.26","-0.39","2.26","+0.07","13.5","-0.25","8.17","-0.56","32"
"478",="3691","碩禾","87.5","2012","34.8","+14.1","10.1","-26.6","6","-41.8","29.1","-16.2","16.8","-16.7","13.76","-9.64","18.8","-13.2","16.8","-12.5","70"
"479",="4528","江興鍛","39.55","2012","13","-1.38","3.19","-2.49","1.38","-8.81","24.6","-0.28","10.6","-0.87","1.96","-0.3","11.8","-2.19","8.03","-1.02","59"
"480",="6115","鎰勝","43.35","2012","86.9","-12.4","12.9","+10.8","6.42","-10.8","14.9","+3.12","7.39","+0.14","3.91","-0.59","14.4","-2.87","8.35","-1.28","51"
"481",="2376","技嘉","61.4","2012","458","+0.77","78.8","-0.53","15.5","-1.31","17.2","-0.22","3.39","-0.03","2.47","+0.01","7.56","+0.01","5.16","0","49"
"482",="8342","益張","54.3","2012","13.4","+2.84","2.12","+22.1","0.59","+105","15.9","+2.51","4.45","+2.3","2.21","+1.13","12.6","+6.51","5.63","+2.67","49"
"483",="4991","環宇-KY","51.3","2012","8.15","-11.1","2.34","-29.9","0.07","-89.6","28.7","-7.67","0.86","-6.52","0.19","-1.86","1.1","-12.5","0.95","-10.8","50"
"484",="5607","遠雄港","21.8","2012","12.1","+7.11","5.35","+12.9","0.91","+834","44.1","+2.26","9.93","+8.58","0.54","+0.48","3.84","+3.36","1.89","+1.66","41"
"485",="5878","台名","46.7","2012","5.18","+27.6","1.22","+25.2","0.54","+61.9","23.6","-0.46","10.4","+2.2","3.77","+1.31","22.5","+7.84","16","+5.62","59"
"486",="6715","嘉基","117","-","","","","","","","","","","","","","","","","",""
"487",="6143","振曜","36.9","2012","58.8","+45.4","10.3","+40.1","4.13","+123","17.6","-0.67","7.01","+2.5","5.09","+2.77","21.6","+10.7","10","+4","49"
"488",="3630","新鉅科","49.5","2012","11.5","-33.4","1.2","-73.5","-1.75","-232","10.4","-15.8","-15.2","-22.8","-2.03","-3.59","-8.49","-14.4","-5.65","-9.42","43"
"489",="6640","均華","46","-","","","","","","","","","","","","","","","","",""
"490",="8039","台虹","46.1","2012","78.5","+21.1","15.6","+12.2","6.23","+10.7","19.9","-1.57","7.73","-0.81","3.07","+0.27","11.2","+0.01","6.6","+0.11","45"
"491",="6570","維田","37","-","","","","","","","","","","","","","","","","",""
"492",="1231","聯華食","41.5","2012","51.2","-3.92","13.5","-15.4","3.7","+3.3","26.4","-3.59","7.22","+0.51","3.03","+0.01","16.3","-0.82","7.71","-1.09","45"
"493",="2809","京城銀","32.55","2012","55.3","+25.8","","","34.4","+33.1","","","62.3","+3.42","3.28","+0.81","19.4","+1.28","1.86","+0.36","50"
"494",="8917","欣泰","59.8","2012","19.9","+12.3","3.2","-5.14","2.13","-6.34","16.1","-2.95","10.7","-2.13","1.8","-0.22","12","-1.2","8.21","-0.74","60"
"495",="5243","乙盛-KY","30.55","2012","65.7","","10.2","","2.38","","15.5","","3.51","","1.6","","4.66","","2.88","","43"
"496",="6615","慧智","66.5","-","","","","","","","","","","","","","","","","",""
"497",="8489","三貝德","63.1","-","","","","","","","","","","","","","","","","",""
"498",="1210","大成","43.2","2012","865","+2.94","69.7","-7.02","7.56","-29.4","8.05","-0.86","1.31","-0.81","1.47","-0.75","6.74","-4.57","3.33","-2.48","38"
"499",="4721","美琪瑪","51.1","2012","21.4","+4.27","1.88","-24.1","0.62","-53.1","8.8","-3.28","2.92","-3.56","0.84","-0.93","5.94","-6.39","3.49","-4.41","45"
"500",="1303","南亞","62.3","2012","3,007","-9.15","291","-43.3","42.7","-81.6","9.69","-5.84","1.21","-6.1","0.55","-2.4","1.37","-7.09","0.78","-4.42","38"
"501",="2108","南帝","35","2012","101","-11.1","13","-28.7","3.65","-61.1","12.9","-3.18","3.83","-4.44","0.96","-1.63","6.79","-10.6","5.44","-9.01","45"
"502",="2608","嘉里大榮","40.65","2012","74.5","+6.59","12.7","-74.6","8.2","+18.2","17","-54.4","11.1","+0.98","1.69","+0.26","11.6","+1.34","7.39","+0.7","55"
"503",="6248","沛波","27.1","2012","3.86","-43.6","-0.47","-229","-2.25","-20.8","-12.2","-17.5","-58.3","-31.1","-7.52","-3.6","-112","-64.4","-44.9","-20.5","26"
"504",="6282","康舒","20.25","2012","244","+8.7","35.1","+20.7","10.5","+72.2","14.4","+1.44","4.36","+1.67","2.05","+0.85","13.2","+5.33","6.66","+2.6","43"
"505",="4120","友華","51.1","2012","45.1","+10.1","18.6","+10.1","2.32","+28.4","41.1","-0.01","3.56","+0.94","2.67","+0.58","5.52","+1.49","3.64","+0.98","53"
"506",="3029","零壹","32.6","2012","39.6","+2.08","3.47","+14.8","0.78","+53.3","8.77","+0.97","1.98","+0.66","0.82","+0.28","5.89","+2.04","3.29","+1.1","34"
"507",="8131","福懋科","37.1","2012","107","","5.66","","2.92","-75.4","5.31","","2.74","","0.66","-2.03","3.27","","2.35","","47"
"508",="2527","宏璟","19.4","2012","16.4","+464","4.68","+609","2.44","-48.5","28.6","+5.86","18.9","-143","0.93","-0.88","5.38","-3.01","2.6","-1.95","38"
"509",="2375","凱美","36.25","2012","16.8","-20.6","1.3","-5.63","-1.42","+62.6","7.75","+1.23","-8.48","+9.55","-0.74","+1.24","-8.51","+11.4","-5.31","+8.1","30"
"510",="4164","承業醫","38.95","2012","19.9","-0.29","8.25","-10.7","4.32","-26","41.4","-4.83","21.7","-7.67","3.91","-1.53","12.8","-10.6","7.12","-5.44","64"
"511",="1109","信大","17.3","2012","36.6","+39.3","4","+17.6","0.85","+16.1","10.9","-2.02","1.52","-1.74","0.2","+0.03","0.81","-0.46","0.58","-0.38","49"
"512",="3022","威強電","40.85","2012","55.1","-23.5","18.5","-11.8","10.1","-26.7","33.6","+4.48","18.3","-0.78","3.42","-2.65","16.6","-8.33","9.94","-5.12","64"
"513",="2115","六暉-KY","39.85","2012","21.6","+10.1","3.85","+5.55","0.91","-12.3","17.8","-0.78","4.2","-1.07","1.51","-0.21","6.91","-1.29","4.51","-0.88","45"
"514",="3705","永信","47.8","2012","47","+4.47","21","-2.78","4.59","-17.2","44.7","-3.33","9.63","-2.98","1.81","-0.37","8.04","-11.8","6.14","-9.39","55"
"515",="2367","燿華","22.2","2012","119","-19.4","9.05","-47.2","-4.75","-201","7.6","-4","-4.53","-7.62","-0.83","-1.74","-5.46","-10.4","-2.81","-5.29","32"
"516",="2748","雲品","43.1","-","","","","","","","","","","","","","","","","",""
"517",="4550","長佳","25.25","2012","8.55","","1.54","","0.98","","18","","11.4","","3.67","","18.9","","10.4","","52"
"518",="4564","元翎","31.95","-","","","","","","","","","","","","","","","","",""
"519",="2455","全新","83","2012","22.5","","7.58","","4.62","-10","33.7","","20.5","","1.88","-0.45","12.5","","11.4","","81"
"520",="5490","同亨","24.95","2012","17.5","-10.9","5.67","-15.9","1.72","-33.3","32.3","-1.91","9.8","-3.29","1.82","-0.91","11","-4.93","8.76","-3.77","61"
"521",="4999","鑫禾","40.1","2012","19.9","+31.7","7.45","+67.7","3.94","+102","37.4","+8.03","19.8","+6.87","6.45","+1.16","26.8","+11.1","19.7","+8.4","64"
"522",="6426","統新","140","2012","5.06","","2.53","","1.35","","50","","26.7","","4.99","","39.3","","23","","79"
"523",="6590","普鴻","43.45","-","","","","","","","","","","","","","","","","",""
"524",="3528","安馳","38.5","2012","26.2","","3.6","","1.42","+4.98","13.7","","5.43","","2.84","-0.19","14.5","","9.84","","47"
"525",="5007","三星","44.7","2012","52.2","-18.2","8.92","-30.7","5.08","-38","17.1","-3.08","9.79","-3.09","2.44","-1.55","13.8","-9.52","8.62","-5.8","51"
"526",="5538","東明-KY","28.8","2012","56.9","","5.88","","1.62","","10.3","","2.87","","1.08","","5.53","","3.64","","38"
"527",="6128","上福","28.8","2012","14.2","-0.96","5.9","+6.85","1.96","-20.5","41.6","+3.04","13.8","-3.39","2.16","-0.55","12.2","-2.98","8.81","-3.14","55"
"528",="1795","美時","77.8","2012","5.03","-5.46","2.75","-16","-1.93","-402","54.7","-6.85","-38.3","-31.1","-4.21","-3.35","-31.4","-25.3","-17.5","-14.1","40"
"529",="8069","元太","39.8","2012","267","-30.5","28.2","-76.6","-7.48","-111","10.6","-20.7","-4.05","-20.5","-0.69","-6.74","-4.17","-28.2","-2.35","-16.9","38"
"530",="2206","三陽工業","20","2012","344","-6.59","52.9","-37.8","4.64","-62.6","15.4","-7.71","1.57","-2.35","0.53","-0.89","3.25","-5.56","1.4","-2.39","40"
"531",="2421","建準","51.4","2012","77.1","+0.15","17.1","-12.4","2.11","-51.1","22.2","-3.17","2.82","-2.9","0.83","-0.84","5.78","-5.36","3.3","-3.35","47"
"532",="3003","健和興","39.5","2012","27.5","+1.56","6.46","+5.22","3.22","+43.9","23.5","+0.82","11.4","+3.42","2.32","+0.72","11","+2.83","7.09","+2.02","60"
"533",="3017","奇鋐","37.35","2012","179","-7.24","21.6","-16.4","0.32","-95.2","12.1","-1.33","-0.32","-3.55","0.09","-1.91","-0.8","-10.4","-0.35","-4.38","32"
"534",="2351","順德","43.65","2012","87.6","-13.9","11.4","+30.8","2.87","+93.9","13.1","+4.47","3.92","+1.97","1.6","+0.77","8.8","+3.67","3.6","+1.55","36"
"535",="4972","湯石照明","30.2","2012","11.9","+7.25","3.52","+17.9","0.68","+9.76","29.6","+2.68","5.73","+0.13","2.33","+0.05","8.56","+0.17","6.19","+0.74","55"
"536",="5487","通泰","30.05","2012","4.09","-10.2","1.48","-2.69","0.37","-10.6","36.1","+2.78","8.94","-0.04","0.97","+0.06","5.95","+0.38","5.02","+0.26","70"
"537",="6201","亞弘電","33.25","2012","42","+2.52","6.98","-3.94","1.77","-17","16.6","-1.12","4.2","-0.99","1.98","-0.4","7.23","-1.53","5.18","-0.98","50"
"538",="3444","利機","36.5","2012","11","-37.6","1.44","-46.2","0.19","-80.5","13.1","-2.09","1.76","-3.88","0.49","-2.18","3.44","-14.6","2.31","-8.62","49"
"539",="4904","遠傳","65.2","2012","867","+14.4","352","+15.8","106","+19.3","40.6","+0.49","12.3","+0.49","3.25","+0.52","14.6","+2.35","11","+1.72","70"
"540",="1201","味全","21.95","2012","266","+3.87","84.7","-5.53","8.09","+18.1","31.8","-3.17","2.38","+0.22","1.6","+0.25","6.16","+0.3","1.91","-0.01","38"
"541",="6508","惠光","33.15","2012","22.3","+1.33","4.65","+0.17","1.51","-0.31","20.9","-0.24","6.8","-0.11","2.04","-0.05","9.02","-0.7","6.24","-0.27","45"
"542",="8467","波力-KY","53.8","2012","18","","4.66","","1.2","","25.9","","6.87","","5.14","","18.6","","8.27","","47"
"543",="2542","興富發","44.1","2012","187","-23.2","72","-29.1","33.1","-48.3","38.4","-3.2","23.9","-5.14","4.89","-4.3","21.4","-12.9","5.53","-4.69","53"
"544",="3706","神達","32.4","-","","","","","","","","","","","","","","","","",""
"545",="5371","中光電","31.05","2012","676","-12.2","90.7","-12.3","8.84","-41.6","13.4","-0.01","1.55","-0.94","1.22","-0.87","4.53","-3.63","2.15","-1.46","40"
"546",="6494","九齊","34.05","-","","","","","","","","","","","","","","","","",""
"547",="4935","茂林-KY","135.5","2012","51","+28.4","10.7","+7.97","3.1","-40.1","21","-3.96","6.07","-6.95","2.23","-1.78","6.1","-5.79","4.52","-4.21","49"
"548",="6532","瑞耘","72.3","-","","","","","","","","","","","","","","","","",""
"549",="3169","亞信","35.2","2012","5.89","","2.74","","1.14","+9.15","46.5","","19.3","","2.22","+0.22","14.6","","13.4","","79"
"550",="6189","豐藝","34.5","2012","198","+3.25","14.4","+1.58","4.61","+1.55","7.29","-0.12","2.37","-0.05","2.58","+0.04","14.7","-0.14","6.88","+0.16","32"
