"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"82",="8916","光隆","05/22","40.8","-0.3","-0.73","2010","26.55","1.49","0.64","0","0.64","2.41","0","2.41","43","0","43",""
"83",="2433","互盛電","05/22","52","-0.5","-0.95","2010","31.6","1.6","1.44","0","1.44","4.56","0","4.56","90","0","90",""
"84",="5410","國眾","05/22","20.7","-0.1","-0.48","2010","21.3","0.49","0","0.3","0.3","0","1.41","1.41","0","61.2","61.2",""
"85",="8928","鉅明","05/22","27.6","+0.1","+0.36","2010","10.15","0.01","0.5","0","0.5","4.93","0","4.93","5000","0","5000",""
"86",="2493","揚博","05/22","34.6","+0.1","+0.29","2010","17.75","-0.36","0","0","0","0","0","0","0","0","0",""
"87",="1608","華榮","05/22","9.15","-0.03","-0.33","2010","12.2","1.79","0.5","0","0.5","4.1","0","4.1","27.9","0","27.9",""
"88",="3206","志豐","05/22","27.75","-0.4","-1.42","2010","32.6","0.6","0.4","0.1","0.5","1.23","0.31","1.53","66.7","16.7","83.3",""
"89",="1464","得力","05/22","20.85","-0.1","-0.48","2010","13.3","0.24","0.2","0","0.2","1.5","0","1.5","83.3","0","83.3",""
"90",="3036","文曄","05/22","38.65","-0.35","-0.9","2010","46.9","2.41","1.96","0","1.96","4.19","0","4.19","81.5","0","81.5",""
"91",="1452","宏益","05/22","16.75","-0.15","-0.89","2010","17.7","0.73","0.5","0","0.5","2.82","0","2.82","68.5","0","68.5",""
"92",="1712","興農","05/22","18.15","-0.05","-0.27","2010","14.45","1.07","0.8","0","0.8","5.54","0","5.54","74.8","0","74.8",""
"93",="2458","義隆","05/22","91","-2.7","-2.88","2010","42.4","1.04","0.9","0","0.9","2.12","0","2.12","86.5","0","86.5",""
"94",="5536","聖暉","05/22","210.5","-0.5","-0.24","2010","118","7.55","4.5","0.5","5","3.81","0.42","4.24","59.6","6.62","66.2",""
"95",="6184","大豐電","05/22","42.1","-0.1","-0.24","2010","57.4","4.23","3.5","0","3.5","6.1","0","6.1","82.7","0","82.7",""
"96",="4972","湯石照明","05/22","30.2","-0.05","-0.17","-","","","","","","","","","","","",""
"97",="8213","志超","05/22","35.2","-0.2","-0.56","2010","43.8","5.92","1.5","1","2.5","3.42","2.28","5.71","25.3","16.9","42.2",""
"98",="8088","品安","05/22","29.4","+0.55","+1.91","2010","15.1","-0.34","0","0","0","0","0","0","0","0","0",""
"99",="1537","廣隆","05/22","141.5","-1.5","-1.05","2010","58.3","5.07","3.47","0","3.47","5.95","0","5.95","68.4","0","68.4",""
"100",="8064","東捷","05/22","14.15","-0.15","-1.05","2010","20","-6.61","0","0","0","0","0","0","0","0","0",""
"101",="6270","倍微","05/22","18.4","-0.4","-2.13","2010","24.3","1.93","1.99","0","1.99","8.18","0","8.18","103","0","103",""
"102",="6263","普萊德","05/22","63.7","+0.1","+0.16","2010","30.15","2.27","1.7","0.3","2","5.64","1","6.63","74.9","13.2","88.1",""
"103",="3231","緯創","05/22","28.4","+0.05","+0.18","2010","59.4","5.23","2.72","0.5","3.22","4.58","0.85","5.42","52","9.63","61.6",""
"104",="5864","致和證","05/22","7.81","-0.18","-2.25","2010","9.58","1.62","0.3","0.5","0.8","3.13","5.22","8.35","18.5","30.9","49.4",""
"105",="6218","豪勉","05/22","19.9","-0.35","-1.73","2010","30.35","1.25","1.5","0","1.5","4.94","0","4.94","120","0","120",""
"106",="8938","明安","05/22","32.8","-0.5","-1.5","2010","60.9","5.26","3.6","0","3.6","5.91","0","5.91","68.4","0","68.4",""
"107",="6177","達麗","05/22","28.55","-0.05","-0.17","2010","34.8","1.16","0","1.46","1.46","0","4.2","4.2","0","126","126",""
"108",="8383","千附","05/22","35.7","-0.4","-1.11","2010","24.05","0.08","0.5","0","0.5","2.08","0","2.08","625","0","625",""
"109",="2852","第一保","05/22","13.75","-0.25","-1.79","2010","20.45","0.62","0.64","0","0.64","3.13","0","3.13","103","0","103",""
"110",="3303","岱稜","05/22","23.65","-0.25","-1.05","2010","22.05","1.01","0.82","0","0.82","3.71","0","3.71","81","0","81",""
"111",="6147","頎邦","05/22","60.2","+0.5","+0.84","2010","50.9","1.13","0","0","0","0","0","0","0","0","0",""
"112",="1521","大億","05/22","57.6","-0.2","-0.35","2010","64","3.36","3","0","3","4.69","0","4.69","89.3","0","89.3",""
"113",="6216","居易","05/22","27.3","-0.2","-0.73","2010","22.25","1.72","1.55","0","1.55","6.96","0","6.96","90","0","90",""
"114",="2392","正崴","05/22","36.05","-0.45","-1.23","2010","66.4","3.08","2.4","0.1","2.5","3.61","0.15","3.77","77.9","3.25","81.2",""
"115",="6664","群翊","05/22","60.6","-0.5","-0.82","-","","","","","","","","","","","",""
"116",="6115","鎰勝","05/22","43.35","-0.1","-0.23","2010","49.3","6.37","4.5","0","4.5","9.13","0","9.13","70.6","0","70.6",""
"117",="2904","匯僑","05/22","23.9","0","0","2010","13.95","1.47","0.87","0","0.87","6.24","0","6.24","59.2","0","59.2",""
"118",="3032","偉訓","05/22","29","0","0","2010","14.45","1.09","1","0.1","1.1","6.92","0.69","7.61","91.7","9.17","101",""
"119",="3310","佳穎","05/22","29","-0.2","-0.68","2010","28.2","-1.24","0","0","0","0","0","0","0","0","0",""
"120",="4564","元翎","05/22","31.95","-0.75","-2.29","-","","","","","","","","","","","",""
"121",="3015","全漢","05/22","21.8","-0.4","-1.8","2010","39.1","3.93","2.59","0.2","2.79","6.64","0.51","7.15","66","5.08","71.1",""
"122",="4137","麗豐-KY","05/22","189","-5","-2.58","-","","","","","","","","","","","",""
"123",="2012","春雨","05/22","17.45","-0.25","-1.41","2010","9.57","-2.83","0","0","0","0","0","0","0","0","0",""
"124",="6488","環球晶","05/22","365","-10","-2.67","-","","","","","","","","","","","",""
"125",="2357","華碩","05/22","204.5","-2","-0.97","2010","277","2.94","2.1","0","2.1","0.76","0","0.76","71.4","0","71.4",""
"126",="2301","光寶科","05/22","46.75","-0.6","-1.27","2010","40.1","3.2","2.25","0.05","2.3","5.61","0.12","5.74","70.3","1.56","71.9",""
"127",="3567","逸昌","05/22","24.85","0","0","2010","18.4","1.15","1","0","1","5.43","0","5.43","87","0","87",""
"128",="1102","亞泥","05/22","43.9","-0.1","-0.23","2010","32.25","2.64","1.8","0.3","2.1","5.58","0.93","6.51","68.2","11.4","79.6",""
"129",="6577","勁豐","05/22","73.2","+0.6","+0.83","-","","","","","","","","","","","",""
"130",="2373","震旦行","05/22","87.9","-0.2","-0.23","2010","55","2.1","2","0","2","3.64","0","3.64","95.2","0","95.2",""
"131",="9943","好樂迪","05/22","64.5","+0.3","+0.47","2010","28.05","2.12","0","0","0","0","0","0","0","0","0",""
"132",="4138","曜亞","05/22","49.2","-0.15","-0.3","2010","130","3.19","2","0","2","1.54","0","1.54","62.7","0","62.7",""
"133",="6641","基士德-KY","05/22","66.1","-0.9","-1.34","-","","","","","","","","","","","",""
"134",="1593","祺驊","05/22","47.15","0","0","-","","","","","","","","","","","",""
"135",="2480","敦陽科","05/22","65.6","+0.2","+0.31","2010","30.7","2.01","1.8","0","1.8","5.86","0","5.86","89.6","0","89.6",""
"136",="1338","廣華-KY","05/22","51.6","-1.2","-2.27","-","","","","","","","","","","","",""
"137",="1436","華友聯","05/22","36.9","-0.1","-0.27","2010","9.3","-0.1","0","0","0","0","0","0","0","0","0",""
"138",="2464","盟立","05/22","36.9","-0.25","-0.67","2010","33.9","2.06","1.6","0","1.6","4.72","0","4.72","77.7","0","77.7",""
"139",="1558","伸興","05/22","130.5","-2.5","-1.88","2010","117","11.28","7","0","7","5.98","0","5.98","62.1","0","62.1",""
"140",="3090","日電貿","05/22","52","-0.7","-1.33","2010","31.5","3.07","1.75","1.65","3.41","5.56","5.25","10.8","57","53.9","111",""
"141",="2883","開發金","05/22","8.93","-0.08","-0.89","2010","12.85","0.69","0.5","0.1","0.6","3.89","0.78","4.67","72.5","14.5","87",""
"142",="2916","滿心","05/22","16.4","-0.1","-0.61","2010","22.2","0.95","0.8","1","1.8","3.6","4.5","8.11","84.2","105","189",""
"143",="5015","華祺","05/22","35.8","0","0","2010","14.75","0.49","1","0","1","6.78","0","6.78","204","0","204",""
"144",="9927","泰銘","05/22","29.85","-0.05","-0.17","2010","36.95","5.17","3.5","0.5","4","9.47","1.35","10.8","67.7","9.67","77.3",""
"145",="3501","維熹","05/22","44.8","-0.55","-1.21","2010","52.6","5.08","3.5","0.2","3.7","6.65","0.38","7.03","68.9","3.94","72.8",""
"146",="2606","裕民","05/22","28.4","-0.25","-0.87","2010","63.5","6.6","5","0","5","7.87","0","7.87","75.8","0","75.8",""
"147",="2471","資通","05/22","21.3","-0.15","-0.7","2010","29.3","-0.52","0","0","0","0","0","0","0","0","0",""
"148",="3617","碩天","05/22","80","-1.5","-1.84","2010","66.8","5.22","3.2","0","3.2","4.79","0","4.79","61.3","0","61.3",""
"149",="3044","健鼎","05/22","108.5","-1.5","-1.36","2010","119","6.76","2.7","0","2.7","2.27","0","2.27","39.9","0","39.9",""
"150",="2397","友通","05/22","75","-0.7","-0.92","2010","28.1","2.66","2.58","0","2.58","9.18","0","9.18","97","0","97",""
"151",="4987","科誠","05/22","48","+0.35","+0.73","-","","","","","","","","","","","",""
"152",="6210","慶生","05/22","45.05","-0.4","-0.88","2010","45.1","1.43","1","0","1","2.22","0","2.22","69.9","0","69.9",""
"153",="8435","鉅邁","05/22","50.4","0","0","2010","","","3","3.81","6.81","","","","","","",""
"154",="6208","日揚","05/22","25.6","-0.3","-1.16","2010","15.1","-0.51","0","0","0","0","0","0","0","0","0",""
"155",="2727","王品","05/22","68","-0.3","-0.44","-","","","","","","","","","","","",""
"156",="6206","飛捷","05/22","68","-0.8","-1.16","2010","79.2","6.93","4","0.5","4.5","5.05","0.63","5.68","57.7","7.22","64.9",""
"157",="8390","金益鼎","05/22","18.15","-0.25","-1.36","2010","40.45","1.87","1.2","0.3","1.5","2.97","0.74","3.71","64.2","16","80.2",""
"158",="6189","豐藝","05/22","34.5","-0.1","-0.29","2010","23.7","2.25","2","0","2","8.44","0","8.44","88.9","0","88.9",""
"159",="3455","由田","05/22","45.4","-0.55","-1.2","2010","69.3","-0.69","0.99","0","0.99","1.42","0","1.42","-143","0","-143",""
"160",="9942","茂順","05/22","63.6","-0.6","-0.93","2010","47.7","2.59","2.8","0","2.8","5.87","0","5.87","108","0","108",""
"161",="2404","漢唐","05/22","197","+1.5","+0.77","2010","41.75","1.33","1.51","0","1.51","3.63","0","3.63","114","0","114",""
"162",="3541","西柏","05/22","75.8","-0.6","-0.79","2010","39.5","2.2","1.75","0","1.75","4.43","0","4.43","79.6","0","79.6",""
"163",="2476","鉅祥","05/22","19.75","-0.4","-1.99","2010","24.5","1.49","1","0","1","4.08","0","4.08","67.1","0","67.1",""
"164",="5403","中菲","05/22","47.1","-0.4","-0.84","2010","24.2","2.01","1.77","0","1.77","7.3","0","7.3","87.9","0","87.9",""
"165",="6613","朋億","05/22","152","+1.5","+1","-","","","","","","","","","","","",""
"166",="4417","金洲","05/22","30.45","-0.1","-0.33","2010","25.5","1.08","0.3","0.3","0.6","1.18","1.18","2.35","27.8","27.8","55.6",""
"167",="6560","欣普羅","05/22","30.45","-0.55","-1.77","-","","","","","","","","","","","",""
"168",="1315","達新","05/22","55.6","+0.1","+0.18","2010","27.4","0.53","1","0","1","3.65","0","3.65","189","0","189",""
"169",="5278","尚凡","05/22","129.5","-0.5","-0.38","-","","","","","","","","","","","",""
"170",="0056","元大高股息","05/22","27.45","-0.18","-0.65","-","","","","","","","","","","","",""
"171",="2535","達欣工","05/22","21.6","-0.05","-0.23","2010","19.4","1.54","1.2","0","1.2","6.19","0","6.19","77.9","0","77.9",""
"172",="3679","新至陞","05/22","61.1","-0.7","-1.13","2010","101","10.02","3.5","0","3.5","3.47","0","3.47","34.9","0","34.9",""
"173",="8249","菱光","05/22","18.35","-0.15","-0.81","2010","29.05","1.09","1","0","1","3.44","0","3.44","91.7","0","91.7",""
"174",="2324","仁寶","05/22","18.4","-0.2","-1.08","2010","38.65","4.91","2.37","0.2","2.56","6.13","0.51","6.64","48.2","4.02","52.2",""
"175",="6640","均華","05/22","46","-0.25","-0.54","-","","","","","","","","","","","",""
"176",="5512","力麒","05/22","9.23","-0.08","-0.86","2010","19.15","1.91","0.3","1","1.3","1.57","5.22","6.79","15.7","52.3","68",""
"177",="3528","安馳","05/22","38.5","0","0","2010","50.54","3.03","2","1","3","3.96","1.98","5.94","66","33","99",""
"178",="3209","全科","05/22","20.05","-0.3","-1.47","2010","40.2","2.13","1.4","0.5","1.9","3.48","1.24","4.73","65.7","23.5","89.2",""
"179",="5493","三聯","05/22","38.7","+0.25","+0.65","2010","32.7","1.45","1.2","0","1.2","3.67","0","3.67","82.8","0","82.8",""
"180",="9924","福興","05/22","40.3","-0.4","-0.98","2010","24","1.89","1.5","0","1.5","6.25","0","6.25","79.4","0","79.4",""
"181",="4722","國精化","05/22","27.9","+0.05","+0.18","2010","22.8","0.74","0.2","0.4","0.6","0.88","1.75","2.63","27","54","81.1",""
"182",="8422","可寧衛","05/22","155","-0.5","-0.32","-","","","","","","","","","","","",""
"183",="8342","益張","05/22","54.3","+1.6","+3.04","2010","","1.33","1.5","0","1.5","","","","113","0","113",""
"184",="3147","大綜","05/22","32.6","0","0","2010","","1.45","0.2","1.1","1.3","","","","13.8","75.9","89.7",""
"185",="5371","中光電","05/22","31.05","-0.2","-0.64","2010","47.7","3.72","2.8","0","2.8","5.87","0","5.87","75.3","0","75.3",""
"186",="2614","東森","05/22","15.55","-0.05","-0.32","2010","7.35","0.09","0","0","0","0","0","0","0","0","0",""
"187",="5878","台名","05/22","46.7","+0.2","+0.43","-","","","","","","","","","","","",""
"188",="2451","創見","05/22","70.1","+0.2","+0.29","2010","79","10.42","5.99","0","5.99","7.59","0","7.59","57.5","0","57.5",""
"189",="4303","信立","05/22","18.7","0","0","2010","5.41","0.18","0","0","0","0","0","0","0","0","0",""
"190",="3265","台星科","05/22","23.4","-0.4","-1.68","2010","21.2","0.42","0.42","0","0.42","1.96","0","1.96","99","0","99",""
"191",="6224","聚鼎","05/22","62.7","-1.3","-2.03","2010","59.5","2.81","2.49","0","2.49","4.18","0","4.18","88.5","0","88.5",""
"192",="8163","達方","05/22","36.15","-0.55","-1.5","2010","36.8","2.74","1.2","0.5","1.7","3.26","1.36","4.62","43.8","18.2","62",""
"193",="6214","精誠","05/22","78.6","-0.4","-0.51","2010","46.9","5.83","2","0","2","4.26","0","4.26","34.3","0","34.3",""
"194",="1109","信大","05/22","17.3","-0.2","-1.14","2010","10.25","0.26","0.35","0","0.35","3.41","0","3.41","135","0","135",""
"195",="2423","固緯","05/22","23.6","-0.3","-1.26","2010","23.3","1.18","0.5","0.5","1","2.15","2.15","4.29","42.4","42.4","84.8",""
"196",="2637","慧洋-KY","05/22","23.6","-0.6","-2.48","2010","43.5","","1.5","1","2.5","3.45","2.3","5.75","","","",""
"197",="1417","嘉裕","05/22","7.87","-0.14","-1.75","2010","11.65","0.26","0","0","0","0","0","0","0","0","0",""
"198",="2235","謚源","05/22","47.25","+0.1","+0.21","-","","","","","","","","","","","",""
"199",="2034","允強","05/22","23.7","-0.05","-0.21","2010","23.85","0.62","0.5","0","0.5","2.11","0","2.11","81.1","0","81.1",""
"200",="4581","光隆精密-KY","05/22","47.6","+4.3","+9.93","-","","","","","","","","","","","",""
"201",="5312","寶島科","05/22","63.5","0","0","2010","80","2.64","2","0","2","2.5","0","2.5","75.8","0","75.8",""
"202",="3005","神基","05/22","44.45","0","0","2010","18.15","2.52","1.18","0","1.18","6.52","0","6.52","47","0","47",""
"203",="2414","精技","05/22","23.85","0","0","2010","16.05","1.3","1.32","0","1.32","8.22","0","8.22","102","0","102",""
"204",="5465","富驊","05/22","15.9","-0.15","-0.93","2010","6.02","-0.42","0","0","0","0","0","0","0","0","0",""
"205",="4527","方土霖","05/22","25.45","+0.1","+0.39","2010","14.95","0.18","0.2","0","0.2","1.34","0","1.34","111","0","111",""
"206",="1540","喬福","05/22","15.95","-0.15","-0.93","2010","23.2","3.19","2.5","0","2.5","10.8","0","10.8","78.4","0","78.4",""
"207",="2114","鑫永銓","05/22","80","-0.9","-1.11","2010","33.3","3.01","1.5","1","2.5","4.5","3","7.51","49.8","33.2","83.1",""
"208",="4430","耀億","05/22","24","-0.2","-0.83","2010","62","4.79","2","1.5","3.5","3.23","2.42","5.65","41.8","31.3","73.1",""
"209",="8107","大億金茂","05/22","16","-0.3","-1.84","2010","17.95","-1.9","0","0","0","0","0","0","0","0","0",""
"210",="4999","鑫禾","05/22","40.1","-0.85","-2.08","-","","","","","","","","","","","",""
"211",="1103","嘉泥","05/22","16.05","-0.05","-0.31","2010","17.2","0.72","0.2","0.2","0.4","1.16","1.16","2.33","27.8","27.8","55.6",""
"212",="6202","盛群","05/22","65.1","-0.9","-1.36","2010","45.2","2.78","2.5","0","2.5","5.52","0","5.52","89.8","0","89.8",""
