"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"39",="5283","禾聯碩","05/22","98.9","-0.6","-0.6","2016","76.5","6.71","1","0.5","1.5","1.31","0.65","1.96","14.9","7.45","22.4","16'11/07"
"40",="3071","協禧","05/22","19.1","+0.05","+0.26","2016","10.1","0.05","0","0","0","0","0","0","0","0","0",""
"41",="6026","福邦證","05/22","8.75","+0.03","+0.34","2016","9.55","0.58","0.3","0","0.3","3.14","0","3.14","51.7","0","51.7","16'08/22"
"42",="6204","艾華","05/22","25","+0.2","+0.81","2016","20.2","1.1","0.7","0","0.7","3.47","0","3.47","63.6","0","63.6","16'10/05"
"43",="5522","遠雄","05/22","43.95","-0.1","-0.23","2016","36.95","7.74","3.5","0","3.5","9.47","0","9.47","45.2","0","45.2","16'08/19"
"44",="6176","瑞儀","05/22","100.5","-3.5","-3.37","2016","56.2","6.61","4.5","0","4.5","8.01","0","8.01","68.1","0","68.1","16'08/17"
"45",="5353","台林","05/22","17","-0.35","-2.02","2016","10.3","0.32","0.28","0","0.28","2.69","0","2.69","86.6","0","86.6","16'07/27"
"46",="6671","三能-KY","05/22","37.8","+0.1","+0.27","-","","","","","","","","","","","",""
"47",="8924","大田","05/22","47.9","0","0","2016","12.85","-0.56","0","0","0","0","0","0","0","0","0",""
"48",="8048","德勝","05/22","31.55","-0.15","-0.47","2016","24.75","3.51","2.5","0.3","2.8","10.1","1.21","11.3","71.2","8.55","79.8","16'08/11"
"49",="2546","根基","05/22","38.1","-0.3","-0.78","2016","17.1","1.27","1","0","1","5.85","0","5.85","78.7","0","78.7","16'08/26"
"50",="1336","台翰","05/22","15.25","+0.05","+0.33","2016","8.7","-2.38","0","0","0","0","0","0","0","0","0",""
"51",="5443","均豪","05/22","19.15","-0.4","-2.05","2016","21","1.2","1","0","1","4.76","0","4.76","83.3","0","83.3","16'08/05"
"52",="6108","競國","05/22","20.7","-0.25","-1.19","2016","27.35","0.12","0","0","0","0","0","0","0","0","0",""
"53",="2063","世鎧","05/22","32.55","-0.15","-0.46","2016","27","1.5","1","0.4","1.4","3.7","1.48","5.19","66.7","26.7","93.3","16'09/02"
"54",="1604","聲寶","05/22","19.55","+0.05","+0.26","2016","18.3","1","1.04","0","1.04","5.69","0","5.69","104","0","104","16'09/08"
"55",="5356","協益","05/22","28.7","-0.1","-0.35","2016","43.65","4.36","4","0","4","9.16","0","9.16","91.7","0","91.7","16'08/01"
"56",="8424","惠普","05/22","52.2","0","0","2016","32.55","3.76","2.5","0","2.5","7.68","0","7.68","66.5","0","66.5","16'07/19"
"57",="3531","先益","05/22","23.5","0","0","2016","17.3","0.3","0.25","0","0.25","1.45","0","1.45","83.3","0","83.3","16'08/26"
"58",="5534","長虹","05/22","82.3","0","0","2016","63.6","2.44","2.83","0","2.83","4.46","0","4.46","116","0","116","16'09/30"
"59",="2855","統一證","05/22","13.1","-0.1","-0.76","2016","11.8","0.72","0.2","0.31","0.51","1.71","2.64","4.35","28","43.3","71.3","16'08/30"
"60",="3171","新洲","05/22","19.7","-0.05","-0.25","2016","19.2","1.41","0","0","0","0","0","0","0","0","0",""
"61",="6143","振曜","05/22","36.9","+0.4","+1.1","2016","69.3","6.04","2","0","2","2.89","0","2.89","33.1","0","33.1","16'08/31"
"62",="2477","美隆電","05/22","21.1","-0.5","-2.31","2016","17","1.22","1.1","0","1.1","6.47","0","6.47","90.2","0","90.2","16'09/10"
"63",="8942","森鉅","05/22","52.9","-0.1","-0.19","2016","79","7.79","5.99","0","5.99","7.59","0","7.59","77","0","77","16'08/01"
"64",="6266","泰詠","05/22","20.9","-0.4","-1.88","2016","11.7","1.89","0.8","0.8","1.6","6.84","6.84","13.7","42.3","42.3","84.7","16'08/12"
"65",="5511","德昌","05/22","29.2","-0.1","-0.34","2016","23.6","1.85","0.6","0","0.6","2.54","0","2.54","32.4","0","32.4","16'07/29"
"66",="6112","聚碩","05/22","39.9","-0.4","-0.99","2016","26.75","2.45","1.5","0.5","2","5.61","1.87","7.48","61.2","20.4","81.6","16'08/18"
"67",="6201","亞弘電","05/22","33.25","-0.05","-0.15","2016","30.9","2.24","2","0","2","6.47","0","6.47","89.3","0","89.3","16'08/31"
"68",="4916","事欣科","05/22","26.7","-0.35","-1.29","2016","33.05","-0.39","0.5","0","0.5","1.51","0","1.51","-128","0","-128","16'07/21"
"69",="3580","友威科","05/22","22.7","-0.3","-1.3","2016","34.95","-1.7","0","0","0","0","0","0","0","0","0",""
"70",="6136","富爾特","05/22","18.7","-0.1","-0.53","2016","23.85","1.98","2.1","0","2.1","8.81","0","8.81","106","0","106","16'07/26"
"71",="4942","嘉彰","05/22","33.5","-0.45","-1.33","2016","26.55","-3.49","1.26","0","1.26","4.74","0","4.74","-36","0","-36","16'09/30"
"72",="2459","敦吉","05/22","40.25","-0.35","-0.86","2016","35.6","3.52","2.5","0","2.5","7.02","0","7.02","71","0","71","16'08/26"
"73",="2915","潤泰全","05/22","67.1","-1.1","-1.61","2016","53.7","8.57","1.6","0","1.6","2.98","0","2.98","18.7","0","18.7","16'09/08"
"74",="3088","艾訊","05/22","53.7","-0.3","-0.56","2016","58.3","5.38","4.3","0","4.3","7.38","0","7.38","79.9","0","79.9","16'09/02"
"75",="2348","海悅","05/22","60.5","-0.3","-0.49","2016","18.5","1.06","0","0","0","0","0","0","0","0","0",""
"76",="2385","群光","05/22","79.5","-2","-2.45","2016","75","5.79","4.3","0.05","4.35","5.73","0.07","5.8","74.3","0.86","75.1","16'07/20"
"77",="4938","和碩","05/22","60.7","+0.1","+0.17","2016","77","9.23","5.03","0","5.03","6.53","0","6.53","54.5","0","54.5","16'08/26"
"78",="1434","福懋","05/22","33.8","-0.25","-0.73","2016","29.5","1.68","1.2","0","1.2","4.07","0","4.07","71.4","0","71.4","16'08/19"
"79",="6294","智基","05/22","108.5","-1.5","-1.36","2016","119","7.37","3.8","2","5.8","3.19","1.68","4.87","51.6","27.1","78.7","16'09/14"
"80",="2597","潤弘","05/22","61.1","-0.5","-0.81","2016","37.3","5.14","4.6","0","4.6","12.3","0","12.3","89.5","0","89.5","16'07/25"
"81",="4557","永新-KY","05/22","68","-0.3","-0.44","2016","72.8","5.86","5.58","0","5.58","7.67","0","7.67","95.3","0","95.3","16'07/06"
"82",="8916","光隆","05/22","40.8","-0.3","-0.73","2016","45.55","4.09","2.99","0","2.99","6.57","0","6.57","73.2","0","73.2","16'08/12"
"83",="2433","互盛電","05/22","52","-0.5","-0.95","2016","39.65","3.67","3.3","0","3.3","8.32","0","8.32","89.9","0","89.9","16'07/13"
"84",="5410","國眾","05/22","20.7","-0.1","-0.48","2016","13.2","1.39","1.22","0","1.22","9.24","0","9.24","87.8","0","87.8","16'09/13"
"85",="8928","鉅明","05/22","27.6","+0.1","+0.36","2016","25.4","4.01","2.5","0","2.5","9.84","0","9.84","62.3","0","62.3","16'09/08"
"86",="2493","揚博","05/22","34.6","+0.1","+0.29","2016","27.15","2.51","2.3","0","2.3","8.47","0","8.47","91.6","0","91.6","16'08/10"
"87",="1608","華榮","05/22","9.15","-0.03","-0.33","2016","8.31","-0.33","0","0","0","0","0","0","0","0","0",""
"88",="3206","志豐","05/22","27.75","-0.4","-1.42","2016","23.05","2.03","1.2","0.3","1.5","5.21","1.3","6.51","59.1","14.8","73.9","16'08/29"
"89",="1464","得力","05/22","20.85","-0.1","-0.48","2016","25.85","1.4","2.18","0","2.18","8.44","0","8.44","156","0","156","16'08/17"
"90",="3036","文曄","05/22","38.65","-0.35","-0.9","2016","43","4.49","2.9","0.5","3.4","6.74","1.16","7.91","64.6","11.1","75.7","16'09/05"
"91",="1452","宏益","05/22","16.75","-0.15","-0.89","2016","20.5","2.8","1.8","0","1.8","8.78","0","8.78","64.3","0","64.3","16'08/10"
"92",="1712","興農","05/22","18.15","-0.05","-0.27","2016","15.3","1.03","0.6","0","0.6","3.92","0","3.92","58.2","0","58.2","16'08/22"
"93",="2458","義隆","05/22","91","-2.7","-2.88","2016","34.65","1.98","2.03","0","2.03","5.87","0","5.87","103","0","103","16'10/07"
"94",="5536","聖暉","05/22","210.5","-0.5","-0.24","2016","93","9.02","6","0","6","6.46","0","6.46","66.6","0","66.6","16'09/14"
"95",="6184","大豐電","05/22","42.1","-0.1","-0.24","2016","32.65","2.33","0.5","1.3","1.8","1.53","3.98","5.51","21.5","55.8","77.2","16'10/03"
"96",="4972","湯石照明","05/22","30.2","-0.05","-0.17","2016","34.5","3.8","2.8","0.2","3","8.12","0.58","8.7","73.7","5.26","79","16'08/29"
"97",="8213","志超","05/22","35.2","-0.2","-0.56","2016","30.05","4.02","2","0","2","6.66","0","6.66","49.8","0","49.8","16'07/29"
"98",="8088","品安","05/22","29.4","+0.55","+1.91","2016","20.3","1.67","1.48","0","1.48","7.29","0","7.29","88.6","0","88.6","16'07/29"
"99",="1537","廣隆","05/22","141.5","-1.5","-1.05","2016","157.5","9.42","7.5","0","7.5","4.76","0","4.76","79.6","0","79.6","16'09/08"
"100",="8064","東捷","05/22","14.15","-0.15","-1.05","2016","16.4","0.47","0.5","0","0.5","3.05","0","3.05","106","0","106","16'07/29"
"101",="6270","倍微","05/22","18.4","-0.4","-2.13","2016","10.25","0.33","0.5","0","0.5","4.88","0","4.88","152","0","152","16'08/10"
"102",="6263","普萊德","05/22","63.7","+0.1","+0.16","2016","47.85","4.26","3.8","0","3.8","7.94","0","7.94","89.2","0","89.2","16'09/06"
"103",="3231","緯創","05/22","28.4","+0.05","+0.18","2016","24.95","0.55","1.2","0.3","1.5","4.8","1.2","5.99","218","54.4","272","16'08/31"
"104",="5864","致和證","05/22","7.81","-0.18","-2.25","2016","7.15","0.13","0","0","0","0","0","0","0","0","0",""
"105",="6218","豪勉","05/22","19.9","-0.35","-1.73","2016","19.25","1.09","1","0","1","5.19","0","5.19","91.7","0","91.7","16'08/12"
"106",="8938","明安","05/22","32.8","-0.5","-1.5","2016","25.05","0.05","0.7","0","0.7","2.79","0","2.79","1400","0","1400","16'07/29"
"107",="6177","達麗","05/22","28.55","-0.05","-0.17","2016","19.5","3.66","2.98","0.1","3.08","15.3","0.51","15.8","81.4","2.71","84.1","16'09/20"
"108",="8383","千附","05/22","35.7","-0.4","-1.11","2016","48.05","3.53","2.2","0","2.2","4.58","0","4.58","62.3","0","62.3","16'08/31"
"109",="2852","第一保","05/22","13.75","-0.25","-1.79","2016","13.2","0.65","0","0","0","0","0","0","0","0","0",""
"110",="3303","岱稜","05/22","23.65","-0.25","-1.05","2016","19.5","1.53","1.2","0","1.2","6.15","0","6.15","78.4","0","78.4","16'08/12"
"111",="6147","頎邦","05/22","60.2","+0.5","+0.84","2016","45.95","3.19","2.1","0","2.1","4.57","0","4.57","65.8","0","65.8","16'08/19"
"112",="1521","大億","05/22","57.6","-0.2","-0.35","2016","82.6","5.9","5","0","5","6.05","0","6.05","84.8","0","84.8","16'07/29"
"113",="6216","居易","05/22","27.3","-0.2","-0.73","2016","29.8","2.99","2.58","0","2.58","8.64","0","8.64","86.2","0","86.2","16'09/01"
"114",="2392","正崴","05/22","36.05","-0.45","-1.23","2016","36.6","3.22","2","0","2","5.46","0","5.46","62.1","0","62.1","16'08/31"
"115",="6664","群翊","05/22","60.6","-0.5","-0.82","-","","","","","","","","","","","",""
"116",="6115","鎰勝","05/22","43.35","-0.1","-0.23","2016","44.5","3.39","3.49","0","3.49","7.84","0","7.84","103","0","103","16'08/12"
"117",="2904","匯僑","05/22","23.9","0","0","2016","24.35","2.24","2","0","2","8.21","0","8.21","89.3","0","89.3","16'08/18"
"118",="3032","偉訓","05/22","29","0","0","2016","38.65","2.62","2","0","2","5.17","0","5.17","76.3","0","76.3","16'08/16"
"119",="3310","佳穎","05/22","29","-0.2","-0.68","2016","19.05","1","0.5","0","0.5","2.62","0","2.62","50","0","50","16'07/15"
"120",="4564","元翎","05/22","31.95","-0.75","-2.29","-","","","","","","","","","","","",""
"121",="3015","全漢","05/22","21.8","-0.4","-1.8","2016","23.75","1.73","1.5","0","1.5","6.32","0","6.32","86.7","0","86.7","16'09/09"
"122",="4137","麗豐-KY","05/22","189","-5","-2.58","2016","150.5","14.68","10","0","10","6.64","0","6.64","68.1","0","68.1","16'09/08"
"123",="2012","春雨","05/22","17.45","-0.25","-1.41","2016","13.35","0.56","0.5","0","0.5","3.75","0","3.75","89.3","0","89.3","16'09/23"
"124",="6488","環球晶","05/22","365","-10","-2.67","2016","115","5.8","5","0","5","4.35","0","4.35","86.2","0","86.2","16'08/05"
"125",="2357","華碩","05/22","204.5","-2","-0.97","2016","265","23.02","15","0","15","5.66","0","5.66","65.2","0","65.2","16'08/31"
"126",="2301","光寶科","05/22","46.75","-0.6","-1.27","2016","48.6","3.11","2.19","0.05","2.24","4.5","0.1","4.6","70.3","1.6","71.9","16'09/27"
"127",="3567","逸昌","05/22","24.85","0","0","2016","23.85","1.23","1.1","0","1.1","4.61","0","4.61","89.4","0","89.4","16'08/26"
"128",="1102","亞泥","05/22","43.9","-0.1","-0.23","2016","26.35","1.55","1.1","0","1.1","4.17","0","4.17","71","0","71","16'09/30"
"129",="6577","勁豐","05/22","73.2","+0.6","+0.83","2016","","5.13","5","0","5","","","","97.5","0","97.5","16'06/13"
"130",="2373","震旦行","05/22","87.9","-0.2","-0.23","2016","53.5","3.8","3.2","0","3.2","5.98","0","5.98","84.2","0","84.2","16'07/15"
"131",="9943","好樂迪","05/22","64.5","+0.3","+0.47","2016","51.2","6.79","4","0","4","7.81","0","7.81","58.9","0","58.9","16'07/20"
"132",="4138","曜亞","05/22","49.2","-0.15","-0.3","2016","53.5","4.05","3.63","0","3.63","6.79","0","6.79","89.6","0","89.6","16'08/23"
"133",="6641","基士德-KY","05/22","66.1","-0.9","-1.34","-","","","","","","","","","","","",""
"134",="1593","祺驊","05/22","47.15","0","0","2016","39.7","3.21","3","0","3","7.56","0","7.56","93.5","0","93.5","16'08/10"
"135",="2480","敦陽科","05/22","65.6","+0.2","+0.31","2016","27.5","2.02","2","0","2","7.27","0","7.27","99","0","99","16'07/29"
"136",="1338","廣華-KY","05/22","51.6","-1.2","-2.27","2016","93.8","9.04","4.5","0","4.5","4.8","0","4.8","49.8","0","49.8","16'07/29"
"137",="1436","華友聯","05/22","36.9","-0.1","-0.27","2016","39.4","-0.55","0","1","1","0","2.54","2.54","0","-182","-182",""
"138",="2464","盟立","05/22","36.9","-0.25","-0.67","2016","37.35","2.98","2.3","0","2.3","6.16","0","6.16","77.2","0","77.2","16'08/10"
"139",="1558","伸興","05/22","130.5","-2.5","-1.88","2016","160.5","14.19","9.5","0","9.5","5.92","0","5.92","67","0","67","16'08/09"
"140",="3090","日電貿","05/22","52","-0.7","-1.33","2016","24.4","2.23","2","0","2","8.2","0","8.2","89.7","0","89.7","16'07/29"
"141",="2883","開發金","05/22","8.93","-0.08","-0.89","2016","8.06","0.58","0.5","0","0.5","6.2","0","6.2","86.2","0","86.2","16'06/24"
"142",="2916","滿心","05/22","16.4","-0.1","-0.61","2016","15.95","1.47","1.3","0","1.3","8.15","0","8.15","88.4","0","88.4","16'07/20"
"143",="5015","華祺","05/22","35.8","0","0","2016","23.2","2.43","2","0","2","8.62","0","8.62","82.3","0","82.3","16'07/22"
"144",="9927","泰銘","05/22","29.85","-0.05","-0.17","2016","34.05","2.4","2","0","2","5.87","0","5.87","83.3","0","83.3","16'10/05"
"145",="3501","維熹","05/22","44.8","-0.55","-1.21","2016","50.9","6.32","4","0","4","7.86","0","7.86","63.3","0","63.3","16'08/30"
"146",="2606","裕民","05/22","28.4","-0.25","-0.87","2016","25.1","0.96","1","0","1","3.98","0","3.98","104","0","104","16'07/29"
"147",="2471","資通","05/22","21.3","-0.15","-0.7","2016","14.5","0.78","1.04","0","1.04","7.17","0","7.17","133","0","133","16'08/15"
"148",="3617","碩天","05/22","80","-1.5","-1.84","2016","99.5","7.45","4.5","0","4.5","4.52","0","4.52","60.4","0","60.4","16'08/02"
"149",="3044","健鼎","05/22","108.5","-1.5","-1.36","2016","72.8","5.39","3.25","0","3.25","4.46","0","4.46","60.3","0","60.3","16'08/18"
"150",="2397","友通","05/22","75","-0.7","-0.92","2016","51.7","3.13","2.85","0","2.85","5.51","0","5.51","91","0","91","16'07/22"
"151",="4987","科誠","05/22","48","+0.35","+0.73","2016","46.7","6.81","5","0","5","10.7","0","10.7","73.4","0","73.4","16'09/14"
"152",="6210","慶生","05/22","45.05","-0.4","-0.88","2016","34.5","5.4","4","0","4","11.6","0","11.6","74.1","0","74.1","16'08/30"
"153",="8435","鉅邁","05/22","50.4","0","0","2016","40.7","3.09","3.15","0","3.15","7.74","0","7.74","102","0","102","16'07/22"
"154",="6208","日揚","05/22","25.6","-0.3","-1.16","2016","13.9","0.7","0.2","0","0.2","1.44","0","1.44","28.6","0","28.6","16'07/15"
"155",="2727","王品","05/22","68","-0.3","-0.44","2016","131.5","0.45","1","0","1","0.76","0","0.76","222","0","222","16'07/22"
"156",="6206","飛捷","05/22","68","-0.8","-1.16","2016","94.1","7.02","6","0","6","6.38","0","6.38","85.5","0","85.5","16'09/21"
"157",="8390","金益鼎","05/22","18.15","-0.25","-1.36","2016","13.6","-1.12","0.2","0","0.2","1.47","0","1.47","-17.9","0","-17.9","16'08/22"
"158",="6189","豐藝","05/22","34.5","-0.1","-0.29","2016","30.5","3.22","3","0","3","9.84","0","9.84","93.2","0","93.2","16'08/25"
"159",="3455","由田","05/22","45.4","-0.55","-1.2","2016","46.6","3.06","2.5","0","2.5","5.36","0","5.36","81.7","0","81.7","16'09/23"
"160",="9942","茂順","05/22","63.6","-0.6","-0.93","2016","84.3","5.09","4","0","4","4.74","0","4.74","78.6","0","78.6","16'08/23"
"161",="2404","漢唐","05/22","197","+1.5","+0.77","2016","49.3","5.24","4.5","0","4.5","9.13","0","9.13","85.9","0","85.9","16'07/27"
"162",="3541","西柏","05/22","75.8","-0.6","-0.79","2016","130","4.27","4","0","4","3.08","0","3.08","93.7","0","93.7","16'07/29"
"163",="2476","鉅祥","05/22","19.75","-0.4","-1.99","2016","25.8","2.19","1.53","0","1.53","5.93","0","5.93","69.9","0","69.9","16'09/09"
"164",="5403","中菲","05/22","47.1","-0.4","-0.84","2016","30.45","2.32","2.6","0","2.6","8.54","0","8.54","112","0","112","16'09/02"
"165",="6613","朋億","05/22","152","+1.5","+1","2016","","","3.5","0.5","4","","","","","","",""
"166",="4417","金洲","05/22","30.45","-0.1","-0.33","2016","42.4","3.44","1.8","0","1.8","4.25","0","4.25","52.3","0","52.3","16'08/09"
"167",="6560","欣普羅","05/22","30.45","-0.55","-1.77","2016","","3.07","2.46","0","2.46","","","","80.1","0","80.1","16'09/05"
"168",="1315","達新","05/22","55.6","+0.1","+0.18","2016","25.45","1.34","1.1","0","1.1","4.32","0","4.32","82.1","0","82.1","16'08/10"
"169",="5278","尚凡","05/22","129.5","-0.5","-0.38","2016","28.4","-5.68","0","0","0","0","0","0","0","0","0",""
"170",="0056","元大高股息","05/22","27.45","-0.18","-0.65","2016","23.07","","1.3","0","1.3","5.64","0","5.64","","","",""
"171",="2535","達欣工","05/22","21.6","-0.05","-0.23","2016","19.45","1.58","1","0","1","5.14","0","5.14","63.3","0","63.3",""
"172",="3679","新至陞","05/22","61.1","-0.7","-1.13","2016","70.8","4.28","4","0","4","5.65","0","5.65","93.5","0","93.5","16'08/15"
"173",="8249","菱光","05/22","18.35","-0.15","-0.81","2016","21","2.31","1.8","0","1.8","8.57","0","8.57","77.9","0","77.9","16'07/27"
"174",="2324","仁寶","05/22","18.4","-0.2","-1.08","2016","18.45","2.01","1.2","0","1.2","6.51","0","6.51","59.7","0","59.7","16'08/23"
"175",="6640","均華","05/22","46","-0.25","-0.54","-","","","","","","","","","","","",""
"176",="5512","力麒","05/22","9.23","-0.08","-0.86","2016","7.99","0.19","0.51","0","0.51","6.34","0","6.34","267","0","267","16'08/05"
"177",="3528","安馳","05/22","38.5","0","0","2016","28.85","3.41","2.3","0.2","2.5","7.97","0.69","8.67","67.4","5.87","73.3","16'08/24"
"178",="3209","全科","05/22","20.05","-0.3","-1.47","2016","24.3","3.34","1.2","1.6","2.8","4.94","6.58","11.5","35.9","47.9","83.8","16'07/28"
"179",="5493","三聯","05/22","38.7","+0.25","+0.65","2016","31.45","3.11","2.2","0","2.2","7","0","7","70.7","0","70.7","16'08/12"
"180",="9924","福興","05/22","40.3","-0.4","-0.98","2016","41.8","4.22","2.8","0","2.8","6.7","0","6.7","66.4","0","66.4","16'08/12"
"181",="4722","國精化","05/22","27.9","+0.05","+0.18","2016","33.8","3.94","2.8","0","2.8","8.28","0","8.28","71.1","0","71.1","16'07/22"
"182",="8422","可寧衛","05/22","155","-0.5","-0.32","2016","164.5","11.32","10","0","10","6.08","0","6.08","88.3","0","88.3","16'07/28"
"183",="8342","益張","05/22","54.3","+1.6","+3.04","2016","","4.13","3.2","0","3.2","","","","77.5","0","77.5",""
"184",="3147","大綜","05/22","32.6","0","0","2016","17","3.03","1.5","0","1.5","8.82","0","8.82","49.5","0","49.5","16'09/23"
"185",="5371","中光電","05/22","31.05","-0.2","-0.64","2016","33.9","3.51","1.5","0","1.5","4.42","0","4.42","42.7","0","42.7","16'08/09"
"186",="2614","東森","05/22","15.55","-0.05","-0.32","2016","7.15","-3.1","0","0","0","0","0","0","0","0","0",""
"187",="5878","台名","05/22","46.7","+0.2","+0.43","2016","42.6","3.12","3","0","3","7.04","0","7.04","96.2","0","96.2","16'07/18"
"188",="2451","創見","05/22","70.1","+0.2","+0.29","2016","85.2","7.48","6.8","0","6.8","7.98","0","7.98","90.9","0","90.9","16'08/05"
"189",="4303","信立","05/22","18.7","0","0","2016","19.65","0.78","0.3","0.3","0.6","1.53","1.53","3.05","38.5","38.5","76.9","16'09/29"
"190",="3265","台星科","05/22","23.4","-0.4","-1.68","2016","22.95","-1.2","0.25","0","0.25","1.09","0","1.09","-20.8","0","-20.8","16'07/28"
"191",="6224","聚鼎","05/22","62.7","-1.3","-2.03","2016","58.4","5.83","4.3","0","4.3","7.36","0","7.36","73.8","0","73.8","16'07/29"
"192",="8163","達方","05/22","36.15","-0.55","-1.5","2016","21.35","2","2","0","2","9.37","0","9.37","100","0","100","16'08/12"
