"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"59",="2855","統一證","05/22","13.1","-0.1","-0.76","2013","17.7","0.84","0.52","0","0.52","2.94","0","2.94","61.9","0","61.9",""
"60",="3171","新洲","05/22","19.7","-0.05","-0.25","2013","17.9","0.04","0","0","0","0","0","0","0","0","0",""
"61",="6143","振曜","05/22","36.9","+0.4","+1.1","2013","68.3","5.12","4.99","0","4.99","7.3","0","7.3","97.4","0","97.4",""
"62",="2477","美隆電","05/22","21.1","-0.5","-2.31","2013","18.75","0.67","0.6","0","0.6","3.2","0","3.2","89.6","0","89.6",""
"63",="8942","森鉅","05/22","52.9","-0.1","-0.19","2013","62.5","4.17","2.25","0","2.25","3.6","0","3.6","54","0","54",""
"64",="6266","泰詠","05/22","20.9","-0.4","-1.88","2013","9.37","0.31","0.14","0.14","0.28","1.49","1.49","2.99","45.2","45.2","90.3",""
"65",="5511","德昌","05/22","29.2","-0.1","-0.34","2013","26.9","5.93","1.3","2.2","3.5","4.83","8.18","13","21.9","37.1","59",""
"66",="6112","聚碩","05/22","39.9","-0.4","-0.99","2013","31","2.58","2.5","0.5","3","8.06","1.61","9.68","96.9","19.4","116",""
"67",="6201","亞弘電","05/22","33.25","-0.05","-0.15","2013","24","1.91","1.8","0","1.8","7.5","0","7.5","94.2","0","94.2",""
"68",="4916","事欣科","05/22","26.7","-0.35","-1.29","2013","48","7.54","3","14","17","6.25","29.2","35.4","39.8","186","225",""
"69",="3580","友威科","05/22","22.7","-0.3","-1.3","2013","6.45","-5.49","0","0","0","0","0","0","0","0","0",""
"70",="6136","富爾特","05/22","18.7","-0.1","-0.53","2013","24.9","2.22","2.5","0","2.5","10","0","10","113","0","113",""
"71",="4942","嘉彰","05/22","33.5","-0.45","-1.33","2013","39.15","4.02","2","0","2","5.12","0","5.12","49.8","0","49.8",""
"72",="2459","敦吉","05/22","40.25","-0.35","-0.86","2013","31.2","2.86","2","0","2","6.41","0","6.41","69.9","0","69.9",""
"73",="2915","潤泰全","05/22","67.1","-1.1","-1.61","2013","76.5","4.2","3","0","3","3.92","0","3.92","71.4","0","71.4",""
"74",="3088","艾訊","05/22","53.7","-0.3","-0.56","2013","56.1","2.31","1.96","0","1.96","3.49","0","3.49","84.8","0","84.8",""
"75",="2348","海悅","05/22","60.5","-0.3","-0.49","2013","45","-52.32","0","0","0","0","0","0","0","0","0",""
"76",="2385","群光","05/22","79.5","-2","-2.45","2013","74.9","6.05","4.1","0.1","4.2","5.47","0.13","5.61","67.8","1.65","69.4",""
"77",="4938","和碩","05/22","60.7","+0.1","+0.17","2013","38.4","2.71","1.48","0","1.48","3.86","0","3.86","54.7","0","54.7",""
"78",="1434","福懋","05/22","33.8","-0.25","-0.73","2013","36.05","1.43","1","0","1","2.77","0","2.77","69.9","0","69.9",""
"79",="6294","智基","05/22","108.5","-1.5","-1.36","2013","32.3","4.37","0","0","0","0","0","0","0","0","0",""
"80",="2597","潤弘","05/22","61.1","-0.5","-0.81","2013","61.4","2.14","1.9","0","1.9","3.09","0","3.09","88.8","0","88.8",""
"81",="4557","永新-KY","05/22","68","-0.3","-0.44","-","","","","","","","","","","","",""
"82",="8916","光隆","05/22","40.8","-0.3","-0.73","2013","45.3","2.3","1.3","0","1.3","2.87","0","2.87","56.5","0","56.5",""
"83",="2433","互盛電","05/22","52","-0.5","-0.95","2013","51.5","3.12","2.5","0","2.5","4.85","0","4.85","80.1","0","80.1",""
"84",="5410","國眾","05/22","20.7","-0.1","-0.48","2013","12.65","1.1","0.65","0.35","1","5.14","2.77","7.91","59.1","31.8","90.9",""
"85",="8928","鉅明","05/22","27.6","+0.1","+0.36","2013","11.6","-1.92","0","0","0","0","0","0","0","0","0",""
"86",="2493","揚博","05/22","34.6","+0.1","+0.29","2013","23.6","3.03","2.3","0","2.3","9.75","0","9.75","75.9","0","75.9",""
"87",="1608","華榮","05/22","9.15","-0.03","-0.33","2013","11.6","1.11","0.7","0","0.7","6.03","0","6.03","63.1","0","63.1",""
"88",="3206","志豐","05/22","27.75","-0.4","-1.42","2013","14.25","1.22","0.8","0.2","1","5.61","1.4","7.02","65.6","16.4","82",""
"89",="1464","得力","05/22","20.85","-0.1","-0.48","2013","13.65","0.29","0.2","0","0.2","1.47","0","1.47","69","0","69",""
"90",="3036","文曄","05/22","38.65","-0.35","-0.9","2013","35.25","3.23","2.1","0","2.1","5.96","0","5.96","65","0","65",""
"91",="1452","宏益","05/22","16.75","-0.15","-0.89","2013","10.85","0.66","0.5","0","0.5","4.61","0","4.61","75.8","0","75.8",""
"92",="1712","興農","05/22","18.15","-0.05","-0.27","2013","16.7","1.21","0.8","0","0.8","4.79","0","4.79","66.1","0","66.1",""
"93",="2458","義隆","05/22","91","-2.7","-2.88","2013","46.85","3.02","3","0","3","6.41","0","6.41","99.5","0","99.5",""
"94",="5536","聖暉","05/22","210.5","-0.5","-0.24","2013","120.5","15.38","10","0","10","8.3","0","8.3","65","0","65",""
"95",="6184","大豐電","05/22","42.1","-0.1","-0.24","2013","54.1","4.07","2","1","3","3.7","1.85","5.55","49.1","24.6","73.7",""
"96",="4972","湯石照明","05/22","30.2","-0.05","-0.17","2013","38.2","2.32","1.06","0.53","1.59","2.77","1.39","4.16","45.6","22.8","68.5",""
"97",="8213","志超","05/22","35.2","-0.2","-0.56","2013","35.6","6.26","3","0","3","8.43","0","8.43","47.9","0","47.9",""
"98",="8088","品安","05/22","29.4","+0.55","+1.91","2013","34.85","0.79","0.6","0","0.6","1.72","0","1.72","75.7","0","75.7",""
"99",="1537","廣隆","05/22","141.5","-1.5","-1.05","2013","78.8","7.58","4.5","0","4.5","5.71","0","5.71","59.4","0","59.4",""
"100",="8064","東捷","05/22","14.15","-0.15","-1.05","2013","16.95","-2.95","0","0","0","0","0","0","0","0","0",""
"101",="6270","倍微","05/22","18.4","-0.4","-2.13","2013","14.35","-4.85","0.5","0","0.5","3.48","0","3.48","-10.3","0","-10.3",""
"102",="6263","普萊德","05/22","63.7","+0.1","+0.16","2013","38.1","2.62","2.1","0.2","2.3","5.51","0.52","6.04","80.2","7.63","87.8",""
"103",="3231","緯創","05/22","28.4","+0.05","+0.18","2013","25.05","3.06","1.5","0.5","2","5.99","2","7.98","49","16.3","65.4",""
"104",="5864","致和證","05/22","7.81","-0.18","-2.25","2013","7.31","1.43","0.23","0.1","0.33","3.15","1.37","4.51","16.1","6.99","23.1",""
"105",="6218","豪勉","05/22","19.9","-0.35","-1.73","2013","23","1.06","1.5","0","1.5","6.52","0","6.52","142","0","142",""
"106",="8938","明安","05/22","32.8","-0.5","-1.5","2013","31.7","3.21","2.2","0","2.2","6.94","0","6.94","68.5","0","68.5",""
"107",="6177","達麗","05/22","28.55","-0.05","-0.17","2013","35.6","6.04","0","2.08","2.08","0","5.86","5.86","0","34.5","34.5",""
"108",="8383","千附","05/22","35.7","-0.4","-1.11","2013","24.15","1.3","1","0","1","4.14","0","4.14","76.9","0","76.9",""
"109",="2852","第一保","05/22","13.75","-0.25","-1.79","2013","19.65","2.1","1.5","0","1.5","7.63","0","7.63","71.4","0","71.4",""
"110",="3303","岱稜","05/22","23.65","-0.25","-1.05","2013","19.9","1.58","0.79","0","0.79","3.99","0","3.99","50.3","0","50.3",""
"111",="6147","頎邦","05/22","60.2","+0.5","+0.84","2013","46.85","4.33","2.6","0","2.6","5.55","0","5.55","60","0","60",""
"112",="1521","大億","05/22","57.6","-0.2","-0.35","2013","60.1","3.66","3.5","0","3.5","5.82","0","5.82","95.6","0","95.6",""
"113",="6216","居易","05/22","27.3","-0.2","-0.73","2013","24.15","1.51","1.35","0","1.35","5.61","0","5.61","89.7","0","89.7",""
"114",="2392","正崴","05/22","36.05","-0.45","-1.23","2013","59.8","3.96","2.5","0","2.5","4.18","0","4.18","63.1","0","63.1",""
"115",="6664","群翊","05/22","60.6","-0.5","-0.82","-","","","","","","","","","","","",""
"116",="6115","鎰勝","05/22","43.35","-0.1","-0.23","2013","42.35","4.12","3.14","0","3.14","7.41","0","7.41","76.1","0","76.1",""
"117",="2904","匯僑","05/22","23.9","0","0","2013","26.2","2.9","2.6","0","2.6","9.92","0","9.92","89.7","0","89.7",""
"118",="3032","偉訓","05/22","29","0","0","2013","13","0.06","0.3","0","0.3","2.31","0","2.31","500","0","500",""
"119",="3310","佳穎","05/22","29","-0.2","-0.68","2013","17.7","0.51","0.19","0","0.19","1.07","0","1.07","37.2","0","37.2",""
"120",="4564","元翎","05/22","31.95","-0.75","-2.29","-","","","","","","","","","","","",""
"121",="3015","全漢","05/22","21.8","-0.4","-1.8","2013","27.2","2.53","1.99","0","1.99","7.32","0","7.32","78.7","0","78.7",""
"122",="4137","麗豐-KY","05/22","189","-5","-2.58","2013","304","","4.2","0","4.2","1.38","0","1.38","","","",""
"123",="2012","春雨","05/22","17.45","-0.25","-1.41","2013","11.4","-0.68","0","0","0","0","0","0","0","0","0",""
"124",="6488","環球晶","05/22","365","-10","-2.67","-","","","","","","","","","","","",""
"125",="2357","華碩","05/22","204.5","-2","-0.97","2013","268","29.79","19.17","0","19.17","7.15","0","7.15","64.4","0","64.4",""
"126",="2301","光寶科","05/22","46.75","-0.6","-1.27","2013","47.8","3.33","2.34","0.05","2.39","4.9","0.1","5","70.3","1.5","71.8",""
"127",="3567","逸昌","05/22","24.85","0","0","2013","12.55","-0.45","0.14","0","0.14","1.15","0","1.15","-32.1","0","-32.1",""
"128",="1102","亞泥","05/22","43.9","-0.1","-0.23","2013","38.6","1.93","1.7","0.2","1.9","4.4","0.52","4.92","88.1","10.4","98.4",""
"129",="6577","勁豐","05/22","73.2","+0.6","+0.83","-","","","","","","","","","","","",""
"130",="2373","震旦行","05/22","87.9","-0.2","-0.23","2013","64","3.51","3","0","3","4.69","0","4.69","85.5","0","85.5",""
"131",="9943","好樂迪","05/22","64.5","+0.3","+0.47","2013","38.15","4","3","0","3","7.86","0","7.86","75","0","75",""
"132",="4138","曜亞","05/22","49.2","-0.15","-0.3","2013","76.3","4.26","4.25","0","4.25","5.57","0","5.57","99.8","0","99.8",""
"133",="6641","基士德-KY","05/22","66.1","-0.9","-1.34","-","","","","","","","","","","","",""
"134",="1593","祺驊","05/22","47.15","0","0","2013","31.3","1.77","1","0.6","1.6","3.19","1.92","5.11","56.5","33.9","90.4",""
"135",="2480","敦陽科","05/22","65.6","+0.2","+0.31","2013","30.6","1.95","2","0","2","6.54","0","6.54","103","0","103",""
"136",="1338","廣華-KY","05/22","51.6","-1.2","-2.27","2013","103","","1.5","1","2.5","1.46","0.97","2.43","","","",""
"137",="1436","華友聯","05/22","36.9","-0.1","-0.27","2013","53","-0.55","0","0","0","0","0","0","0","0","0",""
"138",="2464","盟立","05/22","36.9","-0.25","-0.67","2013","25.4","1.11","1","0","1","3.94","0","3.94","90.1","0","90.1",""
"139",="1558","伸興","05/22","130.5","-2.5","-1.88","2013","165","11.63","7.5","0.5","8","4.55","0.3","4.85","64.5","4.3","68.8",""
"140",="3090","日電貿","05/22","52","-0.7","-1.33","2013","26.9","1.62","0.3","1.2","1.5","1.12","4.46","5.58","18.5","74.1","92.6",""
"141",="2883","開發金","05/22","8.93","-0.08","-0.89","2013","9","0.39","0.18","0","0.18","2","0","2","46.2","0","46.2",""
"142",="2916","滿心","05/22","16.4","-0.1","-0.61","2013","17.25","0.52","0.4","0","0.4","2.32","0","2.32","76.9","0","76.9",""
"143",="5015","華祺","05/22","35.8","0","0","2013","15.65","-0.18","0.2","0","0.2","1.28","0","1.28","-111","0","-111",""
"144",="9927","泰銘","05/22","29.85","-0.05","-0.17","2013","35.6","2.74","2.2","0.25","2.45","6.18","0.7","6.88","80.3","9.12","89.4",""
"145",="3501","維熹","05/22","44.8","-0.55","-1.21","2013","49","4.45","3.2","0","3.2","6.53","0","6.53","71.9","0","71.9",""
"146",="2606","裕民","05/22","28.4","-0.25","-0.87","2013","53.5","2.1","2.5","0","2.5","4.67","0","4.67","119","0","119",""
"147",="2471","資通","05/22","21.3","-0.15","-0.7","2013","18.25","1.87","1.5","0","1.5","8.22","0","8.22","80.2","0","80.2",""
"148",="3617","碩天","05/22","80","-1.5","-1.84","2013","78","5","3.8","0","3.8","4.87","0","4.87","76","0","76",""
"149",="3044","健鼎","05/22","108.5","-1.5","-1.36","2013","53.4","5.58","2.5","0","2.5","4.68","0","4.68","44.8","0","44.8",""
"150",="2397","友通","05/22","75","-0.7","-0.92","2013","37.6","1.88","1.5","0","1.5","3.99","0","3.99","79.8","0","79.8",""
"151",="4987","科誠","05/22","48","+0.35","+0.73","2013","84","4.69","2.5","0","2.5","2.98","0","2.98","53.3","0","53.3",""
"152",="6210","慶生","05/22","45.05","-0.4","-0.88","2013","46.05","4.47","3","0","3","6.51","0","6.51","67.1","0","67.1",""
"153",="8435","鉅邁","05/22","50.4","0","0","2013","57.3","3.68","3","0","3","5.24","0","5.24","81.5","0","81.5",""
"154",="6208","日揚","05/22","25.6","-0.3","-1.16","2013","12.3","0.51","0.3","0","0.3","2.44","0","2.44","58.8","0","58.8",""
"155",="2727","王品","05/22","68","-0.3","-0.44","2013","495","15.69","13.67","1","14.67","2.76","0.2","2.96","87.1","6.37","93.5",""
"156",="6206","飛捷","05/22","68","-0.8","-1.16","2013","117","6.07","3.35","0.96","4.31","2.87","0.82","3.69","55.3","15.8","71",""
"157",="8390","金益鼎","05/22","18.15","-0.25","-1.36","2013","21.1","1.5","0.85","0.15","1","4.03","0.71","4.74","56.7","10","66.7",""
"158",="6189","豐藝","05/22","34.5","-0.1","-0.29","2013","32.9","2.57","2.2","0","2.2","6.69","0","6.69","85.6","0","85.6",""
"159",="3455","由田","05/22","45.4","-0.55","-1.2","2013","26","-3.49","0","0","0","0","0","0","0","0","0",""
"160",="9942","茂順","05/22","63.6","-0.6","-0.93","2013","94.1","4.32","3.2","0","3.2","3.4","0","3.4","74.1","0","74.1",""
"161",="2404","漢唐","05/22","197","+1.5","+0.77","2013","36.9","2.26","1.8","0","1.8","4.88","0","4.88","79.6","0","79.6",""
"162",="3541","西柏","05/22","75.8","-0.6","-0.79","2013","49.35","2.68","2.5","0","2.5","5.07","0","5.07","93.3","0","93.3",""
"163",="2476","鉅祥","05/22","19.75","-0.4","-1.99","2013","20.4","1.67","1","0","1","4.9","0","4.9","59.9","0","59.9",""
"164",="5403","中菲","05/22","47.1","-0.4","-0.84","2013","25.1","2.04","1.6","0","1.6","6.37","0","6.37","78.4","0","78.4",""
"165",="6613","朋億","05/22","152","+1.5","+1","-","","","","","","","","","","","",""
"166",="4417","金洲","05/22","30.45","-0.1","-0.33","2013","19.5","4.71","0.9","0.8","1.7","4.62","4.1","8.72","19.1","17","36.1",""
"167",="6560","欣普羅","05/22","30.45","-0.55","-1.77","-","","","","","","","","","","","",""
"168",="1315","達新","05/22","55.6","+0.1","+0.18","2013","30","0.76","1","0","1","3.33","0","3.33","132","0","132",""
"169",="5278","尚凡","05/22","129.5","-0.5","-0.38","2013","199","7.94","6.58","0","6.58","3.31","0","3.31","82.8","0","82.8",""
"170",="0056","元大高股息","05/22","27.45","-0.18","-0.65","2013","23.06","","0.85","0","0.85","3.69","0","3.69","","","",""
"171",="2535","達欣工","05/22","21.6","-0.05","-0.23","2013","28.1","2.55","2.1","0","2.1","7.47","0","7.47","82.4","0","82.4",""
"172",="3679","新至陞","05/22","61.1","-0.7","-1.13","2013","53.6","5.1","3.04","0","3.04","5.66","0","5.66","59.5","0","59.5",""
"173",="8249","菱光","05/22","18.35","-0.15","-0.81","2013","21.5","1.17","0.9","0","0.9","4.19","0","4.19","76.9","0","76.9",""
"174",="2324","仁寶","05/22","18.4","-0.2","-1.08","2013","22.85","1.47","1.01","0","1.01","4.41","0","4.41","68.5","0","68.5",""
"175",="6640","均華","05/22","46","-0.25","-0.54","-","","","","","","","","","","","",""
"176",="5512","力麒","05/22","9.23","-0.08","-0.86","2013","13.35","3.02","0.5","0.99","1.49","3.72","7.44","11.2","16.4","32.9","49.3",""
"177",="3528","安馳","05/22","38.5","0","0","2013","31.2","2.85","1.8","0.5","2.3","5.77","1.6","7.37","63.2","17.5","80.7",""
"178",="3209","全科","05/22","20.05","-0.3","-1.47","2013","22.2","1.05","0.6","0.3","0.9","2.7","1.35","4.05","57.1","28.6","85.7",""
"179",="5493","三聯","05/22","38.7","+0.25","+0.65","2013","28.3","2.05","1","0.8","1.8","3.53","2.83","6.36","48.8","39","87.8",""
"180",="9924","福興","05/22","40.3","-0.4","-0.98","2013","32.35","2.05","1.5","0","1.5","4.64","0","4.64","73.2","0","73.2",""
"181",="4722","國精化","05/22","27.9","+0.05","+0.18","2013","26.8","2.5","1.5","0","1.5","5.6","0","5.6","60","0","60",""
"182",="8422","可寧衛","05/22","155","-0.5","-0.32","2013","194.5","13.37","12.03","0","12.03","6.19","0","6.19","90","0","90",""
"183",="8342","益張","05/22","54.3","+1.6","+3.04","2013","","2.21","2","0","2","","","","90.5","0","90.5",""
"184",="3147","大綜","05/22","32.6","0","0","2013","","","0.12","1","1.12","","","","","","",""
"185",="5371","中光電","05/22","31.05","-0.2","-0.64","2013","29.45","1.23","1","0","1","3.4","0","3.4","81.3","0","81.3",""
"186",="2614","東森","05/22","15.55","-0.05","-0.32","2013","15.15","-2.74","0","0","0","0","0","0","0","0","0",""
"187",="5878","台名","05/22","46.7","+0.2","+0.43","2013","","3.76","2.5","0.8","3.3","","","","66.5","21.3","87.8",""
"188",="2451","創見","05/22","70.1","+0.2","+0.29","2013","85.7","6.61","6.5","0","6.5","7.58","0","7.58","98.3","0","98.3",""
"189",="4303","信立","05/22","18.7","0","0","2013","9.14","-0.11","0","0","0","0","0","0","0","0","0",""
"190",="3265","台星科","05/22","23.4","-0.4","-1.68","2013","44.95","3.61","2.35","0","2.35","5.24","0","5.24","65.2","0","65.2",""
"191",="6224","聚鼎","05/22","62.7","-1.3","-2.03","2013","63.7","4.94","4.1","0","4.1","6.43","0","6.43","83","0","83",""
"192",="8163","達方","05/22","36.15","-0.55","-1.5","2013","22.4","0.7","0.6","0","0.6","2.68","0","2.68","85.7","0","85.7",""
"193",="6214","精誠","05/22","78.6","-0.4","-0.51","2013","67.1","1.27","2","0","2","2.98","0","2.98","157","0","157",""
"194",="1109","信大","05/22","17.3","-0.2","-1.14","2013","11.95","0.21","0.38","0","0.38","3.18","0","3.18","181","0","181",""
"195",="2423","固緯","05/22","23.6","-0.3","-1.26","2013","17.9","0.98","0.5","0.5","1","2.79","2.79","5.59","51","51","102",""
"196",="2637","慧洋-KY","05/22","23.6","-0.6","-2.48","2013","34.95","","1.75","0.5","2.25","5.01","1.43","6.44","","","",""
"197",="1417","嘉裕","05/22","7.87","-0.14","-1.75","2013","8.67","0.45","0.5","0","0.5","5.77","0","5.77","111","0","111",""
"198",="2235","謚源","05/22","47.25","+0.1","+0.21","2013","60.6","2.2","1.5","0","1.5","2.48","0","2.48","68.2","0","68.2",""
"199",="2034","允強","05/22","23.7","-0.05","-0.21","2013","22.85","0.87","0.7","0","0.7","3.06","0","3.06","80.5","0","80.5",""
"200",="4581","光隆精密-KY","05/22","47.6","+4.3","+9.93","-","","","","","","","","","","","",""
"201",="5312","寶島科","05/22","63.5","0","0","2013","108","5.13","3.6","0","3.6","3.33","0","3.33","70.2","0","70.2",""
"202",="3005","神基","05/22","44.45","0","0","2013","15.45","0.63","0.5","0","0.5","3.24","0","3.24","79.4","0","79.4",""
"203",="2414","精技","05/22","23.85","0","0","2013","14.7","1.28","1.15","0","1.15","7.82","0","7.82","89.8","0","89.8",""
"204",="5465","富驊","05/22","15.9","-0.15","-0.93","2013","7.26","-0.07","0","0","0","0","0","0","0","0","0",""
"205",="4527","方土霖","05/22","25.45","+0.1","+0.39","2013","28.65","2.11","1.34","0","1.34","4.69","0","4.69","63.7","0","63.7",""
"206",="1540","喬福","05/22","15.95","-0.15","-0.93","2013","19.35","1.19","1","0","1","5.17","0","5.17","84","0","84",""
