"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"37",="3441","聯一光","05/22","25.8","+0.15","+0.58","2017","40.4","-0.7","1.2","0","1.2","2.97","0","2.97","-171","0","-171","17'08/16"
"38",="6248","沛波","05/22","27.1","-0.15","-0.55","2017","26.5","0.92","0.8","0","0.8","3.02","0","3.02","87","0","87","17'10/05"
"39",="5283","禾聯碩","05/22","98.9","-0.6","-0.6","2017","91","9.27","3","1","4","3.3","1.1","4.4","32.4","10.8","43.2","17'10/16"
"40",="3071","協禧","05/22","19.1","+0.05","+0.26","2017","21.55","0.59","0","0","0","0","0","0","0","0","0",""
"41",="6026","福邦證","05/22","8.75","+0.03","+0.34","2017","13.1","0.5","0.35","0","0.35","2.67","0","2.67","70","0","70","17'07/14"
"42",="6204","艾華","05/22","25","+0.2","+0.81","2017","23.15","1.44","1","0","1","4.32","0","4.32","69.4","0","69.4","17'09/15"
"43",="5522","遠雄","05/22","43.95","-0.1","-0.23","2017","32.1","4.19","3.8","0","3.8","11.8","0","11.8","90.7","0","90.7","17'08/25"
"44",="6176","瑞儀","05/22","100.5","-3.5","-3.37","2017","70.7","6.81","4.5","0","4.5","6.36","0","6.36","66.1","0","66.1","17'08/17"
"45",="5353","台林","05/22","17","-0.35","-2.02","2017","12.55","0.47","0.4","0","0.4","3.21","0","3.21","85.8","0","85.8","17'07/27"
"46",="6671","三能-KY","05/22","37.8","+0.1","+0.27","-","","","","","","","","","","","",""
"47",="8924","大田","05/22","47.9","0","0","2017","35.2","-1.83","0","0","0","0","0","0","0","0","0",""
"48",="8048","德勝","05/22","31.55","-0.15","-0.47","2017","32.25","2.59","2.02","0","2.02","6.26","0","6.26","78","0","78","17'09/07"
"49",="2546","根基","05/22","38.1","-0.3","-0.78","2017","20.9","1.93","1.5","0","1.5","7.18","0","7.18","77.7","0","77.7","17'08/16"
"50",="1336","台翰","05/22","15.25","+0.05","+0.33","2017","19","-2.16","0","0","0","0","0","0","0","0","0",""
"51",="5443","均豪","05/22","19.15","-0.4","-2.05","2017","21.25","1.58","1.8","0","1.8","8.47","0","8.47","114","0","114","17'08/22"
"52",="6108","競國","05/22","20.7","-0.25","-1.19","2017","28.2","3.16","2","0","2","7.09","0","7.09","63.3","0","63.3","17'07/28"
"53",="2063","世鎧","05/22","32.55","-0.15","-0.46","2017","35.05","1.38","1.2","0","1.2","3.42","0","3.42","87","0","87","17'07/10"
"54",="1604","聲寶","05/22","19.55","+0.05","+0.26","2017","13.2","1.65","1.4","0","1.4","10.6","0","10.6","84.8","0","84.8","17'08/25"
"55",="5356","協益","05/22","28.7","-0.1","-0.35","2017","40.45","4.38","4","0","4","9.89","0","9.89","91.3","0","91.3","17'08/01"
"56",="8424","惠普","05/22","52.2","0","0","2017","45","3.4","3","0","3","6.67","0","6.67","88.2","0","88.2","17'09/06"
"57",="3531","先益","05/22","23.5","0","0","2017","28.4","1.55","1.1","0","1.1","3.87","0","3.87","71","0","71","17'08/28"
"58",="5534","長虹","05/22","82.3","0","0","2017","76.6","9.69","6","0","6","7.83","0","7.83","61.9","0","61.9","17'09/27"
"59",="2855","統一證","05/22","13.1","-0.1","-0.76","2017","14.35","0.59","0","0.41","0.41","0","2.86","2.86","0","69.5","69.5",""
"60",="3171","新洲","05/22","19.7","-0.05","-0.25","2017","13.8","1.39","0.25","0","0.25","1.81","0","1.81","18","0","18","17'08/25"
"61",="6143","振曜","05/22","36.9","+0.4","+1.1","2017","53.3","4.04","3","0","3","5.63","0","5.63","74.3","0","74.3","17'08/31"
"62",="2477","美隆電","05/22","21.1","-0.5","-2.31","2017","26.4","1.49","0","0","0","0","0","0","0","0","0",""
"63",="8942","森鉅","05/22","52.9","-0.1","-0.19","2017","65","6.58","5.25","0","5.25","8.07","0","8.07","79.7","0","79.7","17'08/31"
"64",="6266","泰詠","05/22","20.9","-0.4","-1.88","2017","13.5","0.81","0.68","0","0.68","5.04","0","5.04","84","0","84","17'08/17"
"65",="5511","德昌","05/22","29.2","-0.1","-0.34","2017","19.85","2.65","0.5","0","0.5","2.52","0","2.52","18.9","0","18.9","17'07/21"
"66",="6112","聚碩","05/22","39.9","-0.4","-0.99","2017","29.4","2.36","1.5","0.5","2","5.1","1.7","6.8","63.6","21.2","84.8","17'09/18"
"67",="6201","亞弘電","05/22","33.25","-0.05","-0.15","2017","29.1","3.39","3","0","3","10.3","0","10.3","88.5","0","88.5","17'08/31"
"68",="4916","事欣科","05/22","26.7","-0.35","-1.29","2017","35.45","1.83","1","1","2","2.82","2.82","5.64","54.6","54.6","109","17'08/04"
"69",="3580","友威科","05/22","22.7","-0.3","-1.3","2017","62.9","-1.22","0","0","0","0","0","0","0","0","0",""
"70",="6136","富爾特","05/22","18.7","-0.1","-0.53","2017","23.9","2.02","2","0","2","8.37","0","8.37","99","0","99","17'07/28"
"71",="4942","嘉彰","05/22","33.5","-0.45","-1.33","2017","23.05","2.26","1.5","0","1.5","6.51","0","6.51","66.4","0","66.4","17'09/22"
"72",="2459","敦吉","05/22","40.25","-0.35","-0.86","2017","42.95","3.72","2.6","0","2.6","6.05","0","6.05","69.9","0","69.9","17'08/04"
"73",="2915","潤泰全","05/22","67.1","-1.1","-1.61","2017","50.6","8.4","0.79","0","0.79","1.56","0","1.56","9.4","0","9.4","17'08/30"
"74",="3088","艾訊","05/22","53.7","-0.3","-0.56","2017","53.5","4.56","3.65","0","3.65","6.82","0","6.82","80","0","80","17'08/25"
"75",="2348","海悅","05/22","60.5","-0.3","-0.49","2017","26.7","0.12","0","0","0","0","0","0","0","0","0",""
"76",="2385","群光","05/22","79.5","-2","-2.45","2017","75","5.21","4.25","0.05","4.3","5.67","0.07","5.73","81.6","0.96","82.5","17'07/19"
"77",="4938","和碩","05/22","60.7","+0.1","+0.17","2017","72","7.5","4.93","0","4.93","6.85","0","6.85","65.7","0","65.7","17'08/30"
"78",="1434","福懋","05/22","33.8","-0.25","-0.73","2017","31.3","2.07","1.5","0","1.5","4.79","0","4.79","72.5","0","72.5","17'08/23"
"79",="6294","智基","05/22","108.5","-1.5","-1.36","2017","107","10.18","8","0.5","8.5","7.48","0.47","7.94","78.6","4.91","83.5","17'09/11"
"80",="2597","潤弘","05/22","61.1","-0.5","-0.81","2017","38","4.5","4","0","4","10.5","0","10.5","88.9","0","88.9","17'07/20"
"81",="4557","永新-KY","05/22","68","-0.3","-0.44","2017","72.1","7.14","5","0","5","6.93","0","6.93","70","0","70","17'07/18"
"82",="8916","光隆","05/22","40.8","-0.3","-0.73","2017","43.95","4.19","3.58","0","3.58","8.15","0","8.15","85.5","0","85.5","17'09/15"
"83",="2433","互盛電","05/22","52","-0.5","-0.95","2017","43.4","2.98","2.7","0","2.7","6.22","0","6.22","90.6","0","90.6","17'07/18"
"84",="5410","國眾","05/22","20.7","-0.1","-0.48","2017","13.4","1.32","1","0","1","7.46","0","7.46","75.8","0","75.8","17'09/01"
"85",="8928","鉅明","05/22","27.6","+0.1","+0.36","2017","23.8","1.68","1.5","0","1.5","6.3","0","6.3","89.3","0","89.3","17'08/09"
"86",="2493","揚博","05/22","34.6","+0.1","+0.29","2017","26.45","2.85","2.3","0","2.3","8.7","0","8.7","80.7","0","80.7","17'08/04"
"87",="1608","華榮","05/22","9.15","-0.03","-0.33","2017","11.75","0.23","0","0","0","0","0","0","0","0","0",""
"88",="3206","志豐","05/22","27.75","-0.4","-1.42","2017","25.35","1.28","0.8","0.2","1","3.16","0.79","3.94","62.5","15.6","78.1","17'08/29"
"89",="1464","得力","05/22","20.85","-0.1","-0.48","2017","25.2","1.39","1.93","0.43","2.37","7.67","1.72","9.39","139","31.2","170","17'10/03"
"90",="3036","文曄","05/22","38.65","-0.35","-0.9","2017","45.2","3.61","2.4","0","2.4","5.31","0","5.31","66.5","0","66.5","17'08/31"
"91",="1452","宏益","05/22","16.75","-0.15","-0.89","2017","22.2","1.5","1.2","0","1.2","5.41","0","5.41","80","0","80","17'08/10"
"92",="1712","興農","05/22","18.15","-0.05","-0.27","2017","16.9","1.6","0.94","0","0.94","5.56","0","5.56","58.7","0","58.7","17'08/24"
"93",="2458","義隆","05/22","91","-2.7","-2.88","2017","46.1","1.57","1.57","0","1.57","3.41","0","3.41","100","0","100","17'08/31"
"94",="5536","聖暉","05/22","210.5","-0.5","-0.24","2017","207","9.45","8.01","0","8.01","3.87","0","3.87","84.8","0","84.8","17'07/07"
"95",="6184","大豐電","05/22","42.1","-0.1","-0.24","2017","34.25","-1.25","0.5","0","0.5","1.46","0","1.46","-40","0","-40","17'09/29"
"96",="4972","湯石照明","05/22","30.2","-0.05","-0.17","2017","30.4","3.17","2.6","0.1","2.7","8.55","0.33","8.88","82","3.15","85.2","17'08/23"
"97",="8213","志超","05/22","35.2","-0.2","-0.56","2017","31.85","3.08","1.5","0","1.5","4.71","0","4.71","48.7","0","48.7","17'07/28"
"98",="8088","品安","05/22","29.4","+0.55","+1.91","2017","17.8","1.14","0.53","0.53","1.06","2.97","2.97","5.95","46.4","46.4","92.8","17'08/24"
"99",="1537","廣隆","05/22","141.5","-1.5","-1.05","2017","143.5","11.31","9","0","9","6.27","0","6.27","79.6","0","79.6","17'08/17"
"100",="8064","東捷","05/22","14.15","-0.15","-1.05","2017","16.05","1.02","0.85","0","0.85","5.3","0","5.3","83.4","0","83.4","17'08/14"
"101",="6270","倍微","05/22","18.4","-0.4","-2.13","2017","12.5","0.36","0.5","0","0.5","4","0","4","139","0","139","17'08/10"
"102",="6263","普萊德","05/22","63.7","+0.1","+0.16","2017","61.6","4.38","3.9","0","3.9","6.33","0","6.33","89","0","89","17'09/05"
"103",="3231","緯創","05/22","28.4","+0.05","+0.18","2017","23.95","1.16","1.18","0.3","1.48","4.95","1.24","6.18","102","25.5","128","17'08/25"
"104",="5864","致和證","05/22","7.81","-0.18","-2.25","2017","9.5","0.91","0.62","0","0.62","6.53","0","6.53","68.1","0","68.1","17'06/09"
"105",="6218","豪勉","05/22","19.9","-0.35","-1.73","2017","19.45","1.28","1.2","0","1.2","6.17","0","6.17","93.8","0","93.8","17'08/11"
"106",="8938","明安","05/22","32.8","-0.5","-1.5","2017","35.5","2.59","1.3","0","1.3","3.66","0","3.66","50.2","0","50.2","17'07/31"
"107",="6177","達麗","05/22","28.55","-0.05","-0.17","2017","34.95","1.79","1.99","0.2","2.19","5.69","0.57","6.26","111","11.1","122","17'08/24"
"108",="8383","千附","05/22","35.7","-0.4","-1.11","2017","49.35","4.51","2.7","0","2.7","5.47","0","5.47","59.9","0","59.9","17'08/31"
"109",="2852","第一保","05/22","13.75","-0.25","-1.79","2017","14.5","1.59","0.65","0","0.65","4.48","0","4.48","40.9","0","40.9","17'08/18"
"110",="3303","岱稜","05/22","23.65","-0.25","-1.05","2017","18.5","1.85","1.5","0","1.5","8.11","0","8.11","81.1","0","81.1","17'08/15"
"111",="6147","頎邦","05/22","60.2","+0.5","+0.84","2017","56.4","3.07","2.1","0","2.1","3.72","0","3.72","68.4","0","68.4","17'08/18"
"112",="1521","大億","05/22","57.6","-0.2","-0.35","2017","79","6.52","5.2","0","5.2","6.58","0","6.58","79.8","0","79.8","17'07/31"
"113",="6216","居易","05/22","27.3","-0.2","-0.73","2017","28.55","3.07","2.64","0","2.64","9.24","0","9.24","85.9","0","85.9","17'09/22"
"114",="2392","正崴","05/22","36.05","-0.45","-1.23","2017","50","1.55","1.5","0","1.5","3","0","3","96.8","0","96.8","17'08/29"
"115",="6664","群翊","05/22","60.6","-0.5","-0.82","-","","","","","","","","","","","",""
"116",="6115","鎰勝","05/22","43.35","-0.1","-0.23","2017","43.8","4.08","4","0","4","9.13","0","9.13","98","0","98","17'08/02"
"117",="2904","匯僑","05/22","23.9","0","0","2017","19.55","1.52","1.35","0","1.35","6.91","0","6.91","88.8","0","88.8","17'08/04"
"118",="3032","偉訓","05/22","29","0","0","2017","38.8","3.81","2.2","0","2.2","5.67","0","5.67","57.7","0","57.7","17'08/15"
"119",="3310","佳穎","05/22","29","-0.2","-0.68","2017","33.55","2.95","0.5","0","0.5","1.49","0","1.49","17","0","17","17'08/09"
"120",="4564","元翎","05/22","31.95","-0.75","-2.29","2017","","2.11","1.2","0","1.2","","","","56.9","0","56.9","17'09/15"
"121",="3015","全漢","05/22","21.8","-0.4","-1.8","2017","24.1","1.61","1.5","0","1.5","6.22","0","6.22","93.2","0","93.2","17'09/08"
"122",="4137","麗豐-KY","05/22","189","-5","-2.58","2017","150.5","9.19","6.5","0","6.5","4.32","0","4.32","70.7","0","70.7","17'09/08"
"123",="2012","春雨","05/22","17.45","-0.25","-1.41","2017","14.35","0.95","0.75","0","0.75","5.23","0","5.23","79","0","79","17'09/27"
"124",="6488","環球晶","05/22","365","-10","-2.67","2017","397.5","2.54","2.5","0","2.5","0.63","0","0.63","98.4","0","98.4","17'08/09"
"125",="2357","華碩","05/22","204.5","-2","-0.97","2017","279.5","25.85","17","0","17","6.08","0","6.08","65.8","0","65.8","17'09/05"
"126",="2301","光寶科","05/22","46.75","-0.6","-1.27","2017","40.6","4.05","2.92","0","2.92","7.19","0","7.19","72.1","0","72.1","17'09/12"
"127",="3567","逸昌","05/22","24.85","0","0","2017","32.65","2.45","2","0","2","6.13","0","6.13","81.6","0","81.6","17'08/28"
"128",="1102","亞泥","05/22","43.9","-0.1","-0.23","2017","28.2","1.26","0.9","0","0.9","3.19","0","3.19","71.4","0","71.4","17'09/27"
"129",="6577","勁豐","05/22","73.2","+0.6","+0.83","2017","125","4.35","4.06","0","4.06","3.25","0","3.25","93.4","0","93.4","17'07/27"
"130",="2373","震旦行","05/22","87.9","-0.2","-0.23","2017","86.3","4.02","3.25","0","3.25","3.77","0","3.77","80.8","0","80.8","17'07/20"
"131",="9943","好樂迪","05/22","64.5","+0.3","+0.47","2017","52.5","4.72","4","0","4","7.62","0","7.62","84.8","0","84.8","17'07/18"
"132",="4138","曜亞","05/22","49.2","-0.15","-0.3","2017","50.7","3.95","3.56","0","3.56","7.02","0","7.02","90.1","0","90.1","17'08/25"
"133",="6641","基士德-KY","05/22","66.1","-0.9","-1.34","2017","","2.52","1.06","0","1.06","","","","42.2","0","42.2",""
"134",="1593","祺驊","05/22","47.15","0","0","2017","50.8","3.3","3","0","3","5.9","0","5.9","90.9","0","90.9","17'08/18"
"135",="2480","敦陽科","05/22","65.6","+0.2","+0.31","2017","35.7","2.25","2.1","0","2.1","5.88","0","5.88","93.3","0","93.3","17'07/28"
"136",="1338","廣華-KY","05/22","51.6","-1.2","-2.27","2017","114.5","8.17","4","0","4","3.49","0","3.49","49","0","49","17'07/31"
"137",="1436","華友聯","05/22","36.9","-0.1","-0.27","2017","40.2","0.57","1","0","1","2.49","0","2.49","175","0","175","17'09/21"
"138",="2464","盟立","05/22","36.9","-0.25","-0.67","2017","48.1","2.5","1.8","0.2","2","3.74","0.42","4.16","72","8","80","17'08/30"
"139",="1558","伸興","05/22","130.5","-2.5","-1.88","2017","129.5","14.06","9.5","0","9.5","7.34","0","7.34","67.6","0","67.6","17'08/07"
"140",="3090","日電貿","05/22","52","-0.7","-1.33","2017","35.5","2.35","2","0","2","5.63","0","5.63","85.1","0","85.1","17'07/28"
"141",="2883","開發金","05/22","8.93","-0.08","-0.89","2017","10.15","0.4","0.5","0","0.5","4.93","0","4.93","125","0","125","17'08/04"
"142",="2916","滿心","05/22","16.4","-0.1","-0.61","2017","16.15","1.07","0.7","0","0.7","4.33","0","4.33","65.4","0","65.4","17'07/17"
"143",="5015","華祺","05/22","35.8","0","0","2017","31.5","2.96","2.5","0","2.5","7.94","0","7.94","84.5","0","84.5","17'08/11"
"144",="9927","泰銘","05/22","29.85","-0.05","-0.17","2017","39.2","3.8","2.5","0","2.5","6.38","0","6.38","65.8","0","65.8","17'09/11"
"145",="3501","維熹","05/22","44.8","-0.55","-1.21","2017","57.8","5.94","4","0","4","6.92","0","6.92","67.3","0","67.3","17'08/30"
"146",="2606","裕民","05/22","28.4","-0.25","-0.87","2017","36.5","-1.04","0.75","0","0.75","2.05","0","2.05","-72.1","0","-72.1","17'07/28"
"147",="2471","資通","05/22","21.3","-0.15","-0.7","2017","14.65","1.79","1.34","0","1.34","9.15","0","9.15","74.9","0","74.9","17'10/13"
"148",="3617","碩天","05/22","80","-1.5","-1.84","2017","99.5","9.02","4.75","0","4.75","4.77","0","4.77","52.7","0","52.7","17'08/18"
"149",="3044","健鼎","05/22","108.5","-1.5","-1.36","2017","93","6.8","4.25","0","4.25","4.57","0","4.57","62.5","0","62.5","17'08/18"
"150",="2397","友通","05/22","75","-0.7","-0.92","2017","60.5","4.59","4.5","0","4.5","7.44","0","7.44","98","0","98","17'08/11"
"151",="4987","科誠","05/22","48","+0.35","+0.73","2017","61.4","4.25","3.5","0","3.5","5.7","0","5.7","82.4","0","82.4","17'08/30"
"152",="6210","慶生","05/22","45.05","-0.4","-0.88","2017","41.2","3.27","2","0","2","4.85","0","4.85","61.2","0","61.2","17'08/31"
"153",="8435","鉅邁","05/22","50.4","0","0","2017","51.2","2.98","3","0","3","5.86","0","5.86","101","0","101","17'08/03"
"154",="6208","日揚","05/22","25.6","-0.3","-1.16","2017","29.6","1.18","0.8","0","0.8","2.7","0","2.7","67.8","0","67.8","17'07/17"
"155",="2727","王品","05/22","68","-0.3","-0.44","2017","134","4.2","3.5","0","3.5","2.61","0","2.61","83.3","0","83.3","17'07/21"
"156",="6206","飛捷","05/22","68","-0.8","-1.16","2017","81.9","6.02","5","0","5","6.11","0","6.11","83.1","0","83.1","17'09/22"
"157",="8390","金益鼎","05/22","18.15","-0.25","-1.36","2017","20.4","0.12","0.2","0","0.2","0.98","0","0.98","167","0","167","17'09/15"
"158",="6189","豐藝","05/22","34.5","-0.1","-0.29","2017","28.05","2.5","2.3","0","2.3","8.2","0","8.2","92","0","92","17'08/24"
"159",="3455","由田","05/22","45.4","-0.55","-1.2","2017","50.5","4.06","3.5","0","3.5","6.93","0","6.93","86.2","0","86.2","17'12/06"
"160",="9942","茂順","05/22","63.6","-0.6","-0.93","2017","90","5.86","4","0","4","4.44","0","4.44","68.3","0","68.3","17'08/10"
"161",="2404","漢唐","05/22","197","+1.5","+0.77","2017","58.7","6.52","6","0","6","10.2","0","10.2","92","0","92","17'08/07"
"162",="3541","西柏","05/22","75.8","-0.6","-0.79","2017","103","5.24","4","1","5","3.88","0.97","4.85","76.3","19.1","95.4","17'08/29"
"163",="2476","鉅祥","05/22","19.75","-0.4","-1.99","2017","27","2.61","1.7","0","1.7","6.3","0","6.3","65.1","0","65.1","17'09/08"
"164",="5403","中菲","05/22","47.1","-0.4","-0.84","2017","37.35","3.25","3","0","3","8.03","0","8.03","92.3","0","92.3","17'09/14"
"165",="6613","朋億","05/22","152","+1.5","+1","2017","189","9.83","6","0","6","3.17","0","3.17","61","0","61","17'07/20"
"166",="4417","金洲","05/22","30.45","-0.1","-0.33","2017","31.7","4.65","2.2","0.2","2.4","6.94","0.63","7.57","47.3","4.3","51.6","17'09/13"
"167",="6560","欣普羅","05/22","30.45","-0.55","-1.77","2017","52.25","2.53","2","0","2","3.83","0","3.83","79","0","79","17'09/05"
"168",="1315","達新","05/22","55.6","+0.1","+0.18","2017","25.6","1.59","1.1","0","1.1","4.3","0","4.3","69.2","0","69.2","17'08/23"
"169",="5278","尚凡","05/22","129.5","-0.5","-0.38","2017","43.25","-6.31","0","0","0","0","0","0","0","0","0",""
"170",="0056","元大高股息","05/22","27.45","-0.18","-0.65","2017","25","","0.95","0","0.95","3.8","0","3.8","","","",""
"171",="2535","達欣工","05/22","21.6","-0.05","-0.23","2017","18","3.12","1.58","0","1.58","8.8","0","8.8","50.8","0","50.8","17'08/15"
"172",="3679","新至陞","05/22","61.1","-0.7","-1.13","2017","74.4","7.59","8","0","8","10.8","0","10.8","105","0","105","17'08/16"
"173",="8249","菱光","05/22","18.35","-0.15","-0.81","2017","25.9","2.03","1.6","0","1.6","6.18","0","6.18","78.8","0","78.8","17'07/31"
"174",="2324","仁寶","05/22","18.4","-0.2","-1.08","2017","21.3","1.88","1.2","0","1.2","5.63","0","5.63","63.8","0","63.8","17'08/23"
"175",="6640","均華","05/22","46","-0.25","-0.54","2017","","4.67","3.5","0","3.5","","","","75","0","75",""
"176",="5512","力麒","05/22","9.23","-0.08","-0.86","2017","9.95","0.18","0.5","0","0.5","5.03","0","5.03","278","0","278","17'07/26"
"177",="3528","安馳","05/22","38.5","0","0","2017","34.65","2.62","2.4","0.1","2.5","6.93","0.29","7.22","91.6","3.82","95.4","17'08/09"
"178",="3209","全科","05/22","20.05","-0.3","-1.47","2017","20.1","1.72","1.1","0.5","1.6","5.47","2.49","7.96","64","29.1","93","17'08/25"
"179",="5493","三聯","05/22","38.7","+0.25","+0.65","2017","26.8","2.94","2","0","2","7.46","0","7.46","68","0","68","17'08/16"
"180",="9924","福興","05/22","40.3","-0.4","-0.98","2017","37.6","4.35","2.8","0","2.8","7.45","0","7.45","64.4","0","64.4","17'08/11"
"181",="4722","國精化","05/22","27.9","+0.05","+0.18","2017","34.6","3.68","2.5","0","2.5","7.23","0","7.23","67.9","0","67.9","17'08/04"
"182",="8422","可寧衛","05/22","155","-0.5","-0.32","2017","175","13.23","11.5","0","11.5","6.57","0","6.57","86.9","0","86.9","17'08/08"
"183",="8342","益張","05/22","54.3","+1.6","+3.04","2017","57.5","6.54","5.8","0","5.8","10.1","0","10.1","88.7","0","88.7","17'07/17"
"184",="3147","大綜","05/22","32.6","0","0","2017","21.4","1.33","1","0","1","4.67","0","4.67","75.2","0","75.2","17'09/22"
"185",="5371","中光電","05/22","31.05","-0.2","-0.64","2017","34.1","4.01","3.5","0","3.5","10.3","0","10.3","87.3","0","87.3","17'08/09"
"186",="2614","東森","05/22","15.55","-0.05","-0.32","2017","10.85","0.35","0","0","0","0","0","0","0","0","0",""
"187",="5878","台名","05/22","46.7","+0.2","+0.43","2017","44.7","3.62","3.2","0","3.2","7.16","0","7.16","88.4","0","88.4","17'07/19"
"188",="2451","創見","05/22","70.1","+0.2","+0.29","2017","82.7","6.69","6","0","6","7.26","0","7.26","89.7","0","89.7","17'07/28"
"189",="4303","信立","05/22","18.7","0","0","2017","130.5","0.19","0","0","0","0","0","0","0","0","0",""
