代號,名稱,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
1580,新麥,5.58,7.17,5,4.95,8.17,3.93,4.44,5.6,8.01,4.4
3031,佰鴻,3.11,8.06,4.6,0.56,5.14,2.41,0,6.99,4.32,2.37
8482,商億-KY,5.76,5.76,,,,,,,,
1582,信錦,7.14,7.8,8.58,7.14,9.36,5.56,7.91,5.94,10.8,9.16
4571,鈞興-KY,1.56,,,,,,,,,
3388,崇越電,7.31,6.9,5.49,6.53,8.13,7.33,7.02,9.76,9.97,5.83
9939,宏全,3.71,5.26,4.35,3.8,4.66,4.48,4.78,4.72,5.38,3.76
1788,杏昌,5.71,6.12,5.24,5.43,4.74,5.22,4.34,4.42,5.49,2.66
4552,力達-KY,5.41,9.09,8.02,1.8,,,,,,
4568,科際精密,6.94,4.43,,,,,,,,
6182,合晶,6.88,1.12,0,0,0,0,0,0.14,5.39,0
2115,六暉-KY,2.43,4.46,2.21,3.97,5.06,0.8,2.31,,,
5291,邑昇,2.5,0,0,2.18,10.4,4.3,,,,
3491,昇達科,3.62,5.01,5.3,6.64,6.18,3.96,4.18,2.24,8.23,4.58
2233,宇隆,5.49,5.38,4.81,3.07,6.52,5.84,2.01,6.13,2.68,
2356,英業達,6.56,7.48,6.11,6.33,8.12,7.49,3.04,2.69,9.02,6.06
3646,艾恩特,5.85,5.8,5.7,4.02,7.87,9.04,3.42,5.67,4.22,
3130,一零四,5.3,6.32,6.63,5.71,5.02,3.58,4.26,7.55,7.11,3.92
3093,港建,4.83,2.06,6.36,7.63,6.06,6.38,4.95,5.94,14.5,4.24
3663,鑫科,1.8,2.82,3.7,0,3.03,0,3.08,4,,
6282,康舒,4.14,4.76,6.29,6.22,6.8,5.09,4.89,3.4,7.9,6.5
6508,惠光,5.01,5.15,4.89,5.07,6.81,4.13,4.3,4.66,5.2,2.57
2636,台驊投控,9.11,5.33,3.49,8.2,4.64,2.09,1.35,3.14,10.1,1.58
8039,台虹,5.21,7.35,3.34,5.89,7.89,5.52,2.5,4.93,7.04,1.84
8240,華宏,3,0,0,2.84,6.05,3.05,4.94,6.26,8.42,2.52
8070,長華,9.02,8.12,6.94,5.22,4.08,4.43,3.49,0.65,16.6,3.57
1268,漢來美食,4.96,5.32,3.02,2.81,,,,,,
8415,大國鋼,8.57,2.98,4.31,3.31,2.45,2.48,0,4.62,0,
6170,統振,0,,0.96,4.69,2.81,0,0,4.36,0.67,0
8255,朋程,5.14,6.03,5.63,6.4,5.29,4.89,3.17,6.01,4.38,2.58
2382,廣達,5.52,6.45,5.65,6.3,7.55,4.8,5.76,5.85,5.65,6.02
1437,勤益控,1.98,2.78,2.85,0,0,0,0,0,1.09,0
3416,融程電,4.73,4.89,5.91,6.68,7.14,4.86,3.91,7.33,9.25,4.38
4105,東洋,5.46,5.88,3.71,3.41,2.13,2.86,1.54,0.27,0.3,1.54
6195,詩肯,7.92,9.08,5.05,7.35,10.7,6.21,3.9,9.74,4.39,0
8271,宇瞻,5.97,9.12,6.22,6.11,12.5,6.19,5.74,5.56,8.42,2.11
2064,晉椿,7.27,6.43,8.82,7.21,11.9,6,0.49,7.46,,
1234,黑松,4.92,5.01,6.36,4.64,3.83,5.29,7.14,1.56,1.98,1.6
2501,國建,10,6.02,9.12,0,7.46,5.9,5.32,7.12,4.83,2.72
1907,永豐餘,4.46,5.33,0,3.1,3.76,2.93,2.68,5.69,4.55,4.01
3050,鈺德,2.58,6.17,2.63,7.31,0,0,0,0,4.11,0
8081,致新,3.95,6.97,7.42,7.18,9.87,6.49,8.5,6.28,12.8,5.23
2743,山富,3.51,8.24,0,12.3,0.34,,,,,
3597,映興,7.83,1.35,3.94,5.37,4.72,4.89,0,4.35,0.88,0
1730,花仙子,4.78,3.53,5.33,5.25,4.76,9.34,4.1,5.63,6.06,5.13
3034,聯詠,4.02,5,6.17,8.45,7.75,3.37,4.58,3.91,7.64,5.32
1463,強盛,10.8,23.8,13.5,3.3,3.16,1.83,0,0,0,0
8114,振樺電,5.88,6.17,5.82,4.38,4.87,4.93,3.97,7.3,9.38,3.14
4755,三福化,5.41,6.67,2.71,3.28,3.11,2.58,1.66,,,
9925,新保,5.36,5.21,5.17,5.01,4.78,4.56,4.71,4.86,6.3,6.5
1326,台化,7.09,6.67,5.44,3.63,1.62,3.74,0.77,5.33,9.39,4.58
6207,雷科,9.78,6.21,4.84,11.9,7.1,2.66,2.04,3.48,7.44,2.17
4933,友輝,6.14,3.79,6.28,5.66,8.42,5.22,2.77,1.16,4.18,
00713,元大台灣高息低波,4.96,5.61,,,,,,,,
5530,龍巖,4.71,4.45,1.75,0.88,6.68,4.29,3.93,3.21,1.69,0
2495,普安,2.89,3.39,6.25,5.57,3.24,0.84,1.6,6.41,9.28,6.35
2596,綠意,9.03,9.35,12.9,5.18,12,8.99,8.22,2.79,9.2,7.35
5538,東明-KY,6.32,7.04,5.6,3.42,8.87,3.96,11.2,,,
4930,燦星網,0,0,2.32,0,26.5,0,0,1.71,6.37,0
2450,神腦,4.52,9.05,7.92,5.74,4.08,7.78,4.29,4.72,4.28,5.87
2849,安泰銀,6.29,4.63,4.51,4.12,3.19,3.75,4.03,3.73,4.01,0
3611,鼎翰,4.1,5.08,4.37,4.11,2.81,3.88,3.16,8.46,5.96,6.02
8050,廣積,4.55,6.44,8.14,5.58,6.6,8.47,6.7,8.32,8.68,4.83
2536,宏普,4.1,7.65,9.79,10.1,9.35,3.78,5.65,5.02,5,7.59
8497,格威傳媒,6.7,5,3.98,,,,,,,
00690,兆豐藍籌30,4.62,3.4,3.82,,,,,,,
4915,致伸,3.79,7.37,3.16,4.76,4.3,2.06,5.52,1.85,6.25,0
1776,展宇,5,9.74,7.62,5.29,3.4,3.6,4.66,3.33,5.37,9.3
1301,台塑,5.81,5.64,4.66,4.04,2.21,2.63,1.49,5.09,8.42,4.1
6624,萬年清,4.97,3.52,1.04,,,,,,,
2511,太子,5.78,6.37,8.3,10.5,8.51,2.36,2.85,2.42,5.56,0.82
2065,世豐,6.53,5.48,7.69,,,6.23,4,,,
00731,FH富時高息低波,4.66,5.39,,,,,,,,
4173,久裕,5.18,1.94,2.65,1.58,2.97,3.49,1.75,,,
4580,捷流閥業,2.76,,,,,,,,,
4542,科嶠,4.39,7.35,0,3.33,15.5,4.1,5.22,,,
8481,政伸,5.08,6.09,3.76,,,,,,,
4164,承業醫,4.46,3.57,2.83,4.57,3.36,3.01,3.93,3.12,,
2441,超豐,5.64,6.98,5.28,6.15,7.81,5.2,5.82,4.94,8.33,5.92
2926,誠品生活,5.91,5.91,5.59,4.8,3.2,3.57,2.69,,,
4126,太醫,4.31,3.62,3.02,2.97,3.3,3.57,4.03,3.62,3.91,0
2891,中信金,4.46,5.35,4.88,4.59,4.79,1.85,3.49,2.33,3.86,2.99
5474,聰泰,4.86,4.63,6.2,5.92,5.49,5.36,1.6,0,0,6.6
6412,群電,3.18,6.89,4.44,4.7,5.55,4.33,4.25,,,
3167,大量,8.22,6.26,2.89,5.84,5.68,5.3,6.58,10.1,11.8,3.7
2850,新產,6.87,5.21,5.26,5.97,4.64,4.02,4.99,7.39,10,10
2882,國泰金,3.53,5.32,3.74,4.15,4.32,3.19,1.45,1.59,1.83,0.97
3492,長盛,5.48,6.9,5.76,4.19,4.29,3.35,0,0,0,1.47
1210,大成,3.44,5.97,4.47,2.41,4.83,3.63,4.55,4.47,4.26,3.8
1409,新纖,7.05,4.33,2.49,2.76,4.47,3.28,3.06,3.27,4.39,1.32
5460,同協,2.48,4.9,5.31,6.96,7.96,4.07,7.02,5.83,6.39,3.84
2538,基泰,4.65,6.48,9.71,13.4,7.88,8.72,7.37,6.47,8,2.45
2832,台產,4.31,5.63,4.4,6.22,4.21,4.93,4.45,5.43,9.52,3.41
3305,昇貿,4.13,5.44,8.97,3.27,8.66,5.99,5.38,8.81,5.62,3.98
6180,橘子,10.3,0.66,0,4.08,1.66,1.32,0,2.82,4.36,2.77
2617,台航,7.32,3.68,0,1.79,4.71,3.68,2.83,6,7,5.91
2483,百容,6.27,6.99,5.31,7.58,7.03,6.24,1.44,2.84,7.28,2.88
5520,力泰,3.72,4.26,6.39,5.55,5.2,11,6.12,4.8,6.72,6.02
8032,光菱,7.86,6.91,7.55,5.24,8.21,6.79,3.36,5.7,4.39,3.03
1785,光洋科,1.78,0,0,0,4.22,3.86,5.91,2.82,6.43,3.1
6803,崑鼎,5.18,5.59,6.89,5.54,5.77,5.53,4.55,5.8,4.42,4.36
1583,程泰,5.09,4.92,1.59,0.91,5.31,3.38,4.39,5.98,2.56,1.3
3527,聚積,4.41,2.5,5.39,4.91,10.3,6.13,9.81,7.65,8.82,4.34
1264,德麥,4.95,5.41,4.26,5.46,4.37,,,,,
6190,萬泰科,5.88,3.2,3.55,0,0,0,0,3.5,3.77,2
1565,精華,5.83,4.65,2.77,3.82,3.61,4.31,2.06,3.51,4.53,2.71
6151,晉倫,6.45,9.66,9.17,8.64,5.27,3.93,4.31,4.92,9.13,2.34
8069,元太,6.7,5.44,3.12,2.08,0,0,0,13.5,6.73,0
6192,巨路,4.11,5.28,3.58,5.69,6.9,4.62,4.88,4.89,4.94,5.02
2615,萬海,3.27,3.13,2.08,7.36,11,2.88,5.16,0,7.25,0
6579,研揚,5.69,6.54,3.31,,,,,,,
6161,捷波,7.79,7.24,6.43,1.69,5.63,2.27,0,2.82,2.48,2.05
1612,宏泰,2.94,5.25,2.55,2.94,7.05,7.28,2.22,2.93,6.69,3.34
2206,三陽工業,4.69,5.09,4.83,4.83,0,0,0.92,2.54,0.61,0
8210,勤誠,4.75,6.95,6.99,5.02,6.94,4.7,7.27,7.25,7.76,5.08
1904,正隆,5.7,3.75,3.07,4.63,3.08,4.63,4.18,2.44,5.61,5.07
4904,遠傳,5.2,4.91,5.1,5.17,5.55,5.14,5.34,4.05,4.39,6.62
3708,上緯投控,5.96,2.86,1.21,,,,,,,
6219,富旺,7.45,5.8,0.86,1.07,6.09,7.61,0,0,0,0
2303,聯電,3.59,6.33,3.52,4.96,4.54,3.39,3.29,4.27,8.75,3.07
4536,拓凱,3.94,2.83,6.68,4.98,3.9,4.22,1.78,2.96,,
8930,青鋼,4.58,5.49,4.86,0,5.59,10.3,0.74,7.7,6.45,4.22
5299,杰力,4.27,3.71,0.98,1.61,7.23,3.22,6.15,,,
5469,瀚宇博,2.27,3.5,2.77,1.14,5.77,0,3.6,3.66,0,5.69
2030,彰源,8.03,7.91,1.9,0,5.45,0,0,0,0,0
6590,普鴻,4.84,3.46,7.27,,,,,,,
3581,博磊,4,6.67,4.21,6.21,3.96,3.51,0,0,0,0
6245,立端,2.92,4.53,6.38,4.69,3.75,3.33,1.8,1.67,0.5,0.56
2888,新光金,1.93,3.75,1.94,0,1.43,0.67,0.28,0,0,0
6226,光鼎,1.45,1.36,0.99,0,1.74,1.01,0,0,0,0
6024,群益期,7.87,6.36,4.88,6.81,5,6.16,3.22,8.8,0.47,1.65
3444,利機,3.23,5.01,3.3,5.18,6.27,2.99,4.52,10.2,4.78,3.44
1723,中碳,4.33,3.36,3.53,3.78,7.79,5.35,4.51,6.15,6.23,4.67
9951,皇田,4.62,6.69,3.3,2.86,3.23,4.41,1.65,6.13,7.66,1.04
00742,新光內需收益,4.76,5.12,,,,,,,,
6114,久威,4.51,3.16,5.92,4.38,0,0,0,0,0,0
6154,順發,7.22,6.69,6.06,6.06,8.08,7.09,5.63,8.83,8.4,6.07
2820,華票,5.27,5.18,5.45,6.38,6.29,6.22,6.84,13.4,7.79,8.19
2365,昆盈,2.34,3.4,0,1.88,4.26,1.69,1.63,0,2.18,10.9
2428,興勤,3.91,5.29,3.92,3.96,3.91,4.37,4.79,5.6,9.13,4.28
5515,建國,4.65,5.13,4.35,5.82,5.89,8.7,7.19,3.55,5.7,1.8
6514,芮特-KY,0.38,3.68,0.92,5.11,0,,,,,
5263,智崴,2.29,2.14,0.95,1.19,0.57,0,0.56,0,,
2474,可成,5.29,5.33,3.05,4.46,2.17,1.99,3.1,3.47,2.62,1.85
3665,貿聯-KY,3.33,3.05,2.27,3.25,3.4,4.62,2.75,5.97,14.8,
9934,成霖,7.44,9.14,4.43,7.38,3.41,1.56,0,7.36,3.63,3.12
1737,臺鹽,5.54,5.03,5.38,3.82,3.33,2.02,0.85,3.21,2.93,2.51
8358,金居,5.17,10.7,0,0,0,0,0,0,15.3,1.63
3078,僑威,5.44,7.53,6.7,6.4,7.02,3.93,1.97,3.84,3.83,0.65
3558,神準,5.35,6.87,6.23,8.5,4.43,3.51,2.28,6.02,6.67,5.71
6568,宏觀,3.33,3.55,2.87,2.01,,,,,,
5439,高技,6.85,5.23,5.93,5.38,8.38,6.62,8.47,12.2,14.2,3.72
6477,安集,3.35,2.09,0.86,1.48,2.27,,,,,
6655,科定,4.85,2.21,,,,,,,,
4190,佐登-KY,3.66,2.26,6.25,5.94,2.18,,,,,
8433,弘帆,5.15,9.14,8.45,3.59,2.7,6.52,3.95,5.14,,
4175,杏一,3.18,4.77,5.21,5.12,4.29,3.12,0.93,,,
4907,富宇,5.4,6.62,0,0,0,0,0,0,0,0
6269,台郡,4.36,6.73,4.18,5.3,2.64,3.52,2.07,1.92,2.17,2.81
4973,廣穎,4.66,6.67,9.4,5.92,8.94,11.2,9.11,4.93,,
8349,恒耀,7.17,6.86,4.41,5.13,4.76,2.48,1.18,4.36,4.84,0
1323,永裕,5.29,3.69,4.66,4.59,7.36,2.98,1.77,5.59,8.65,3.38
5876,上海商銀,3.85,5.01,4.46,5.56,4.84,,,,,
3556,禾瑞亞,6.7,10.3,6.99,7.47,8.25,10.6,2.34,7.07,3.89,2.21
2752,豆府,4.41,,,,,,,,,
8111,立碁,4.74,0,0,0,0,0,0,0,2.01,0
6261,久元,5.7,10.2,5.39,7.08,9.6,5.99,7.7,8.01,8.37,3.55
8499,鼎炫-KY,4.63,5.63,3.37,,,,,,,
3293,鈊象,2.82,7.59,6.39,2.26,2.18,1.32,9.48,9.78,4.68,6.91
2881,富邦金,4.31,4.89,3.94,3.92,6.67,2.96,2.29,2.85,3.12,4.99
3004,豐達科,2.84,3.34,2.96,3.65,0,1.94,2.63,0.47,0,0
6527,明達醫,2.2,2.12,3.77,2.76,0.71,,,,,
2851,中再保,4.53,5.87,2.86,4.71,8.08,7.45,3.47,0,8,7.81
6462,神盾,3.42,2.13,0,0,0,,,,,
2892,第一金,4.22,4.5,6.14,5.52,4.58,2.68,2.43,2.26,1.69,1.86
2353,宏碁,4.31,3.6,2.07,3.82,0,0,0,0,10.4,3.44
1319,東陽,3.64,5.56,3.68,2.2,1.83,3,0.78,1.15,1.23,3.37
6435,大中,5.61,3.04,2.82,8.29,7.22,5.99,,,,
4721,美琪瑪,4.02,3.11,1.42,4.55,5.34,3.93,3.6,7.17,9.59,1.94
1339,昭輝,3.7,5.81,4.73,5.36,3.27,1.46,3,4.75,,
2340,光磊,1.94,7.44,5.56,7.17,7.46,4.48,3.54,4.99,8.85,1.2
6227,茂綸,6.52,4.98,4.96,4.68,5.34,2.56,3.89,4.42,8,5.35
1530,亞崴,6.62,4.24,2.19,1.77,6.94,4.83,4.36,4.9,3.76,1.43
5209,新鼎,5.81,6.93,5.39,6.09,6.16,7.75,8.1,8.77,7.68,3.95
3114,好德,4.97,2.18,3.05,7.73,6.32,3.46,4.18,3.24,1.64,1.53
3709,鑫聯大投控,3.1,4.43,,,,,,,,
4155,訊映,6.73,6.12,4.1,5.26,0.57,1.12,0.61,3.69,1.64,
8916A,光隆甲特,0.15,,,,,,,,,
9940,信義,4.15,8.5,2.57,2.18,3.65,7.1,2.8,4.71,8.04,4.03
9905,大華,4.08,7.01,5.96,6.28,7.07,6.54,5.46,5.37,4.97,3.64
6016,康和證,0,3.26,0,3.13,0,0,0,0,0,0
8299,群聯,3.82,7.46,4.79,4.7,4.82,4.67,4.2,3.63,2.38,3.07
00733,富邦臺灣中小,4.58,,,,,,,,,
1726,永記,4.98,4.96,4.94,4.75,5.39,5.15,4.47,4.3,5.83,5.66
4506,崇友,4.23,5.46,3.96,4.86,6.13,5.03,4.12,5.88,7.17,3.31
1813,寶利徠,7.38,5.24,4.82,8.53,3.65,5.97,5.61,2.72,5.66,2.45
6121,新普,3.8,4.81,3.6,7.53,6.67,4.32,4.92,4.11,3.11,2.36
5284,jpp-KY,5.37,5.98,3.99,5.45,3.41,3.37,,,,
6104,創惟,6.51,4.11,8.24,7.52,8.35,0,0,0,0,0
5212,凌網,4.38,3.16,2.78,4.39,1.3,0,3.04,2.68,1.69,0
2640,大車隊,4.32,5.98,3.37,6.83,7.59,3.63,1.94,1.67,,
1539,巨庭,9.02,4.58,5.99,4.21,3.02,0,0,0,0,0
2354,鴻準,4.83,5.95,4.46,3.52,3.59,1.17,1.44,1.1,1.04,0.68
2643,捷迅,4.96,6.69,7.19,5.41,3.57,,,,,
1259,安心,3.9,5.4,3.36,3.66,3.16,2.71,3.42,2.42,1.27,
5609,中菲行,5.34,6.04,9.52,4.96,6.32,2.98,3.35,5.54,7.23,1.96
6670,復盛應用,6.13,5.33,,,,,,,,
9917,中保科,4.5,4.52,3.82,4.51,4.1,4.22,4.55,5.09,5.7,5.42
5016,松和,8.68,8.43,7.18,3.58,8.15,5.37,4.13,10.6,5,0.71
8473,山林水,5.17,5.34,5.18,4.6,,,,,,
6239,力成,4.81,6.81,4.55,4.02,4.6,3.69,6.59,4.37,6.24,3.61
1560,中砂,5.08,6.03,3.45,5.75,8.02,5.04,3.67,6.58,4.55,0.84
1717,長興,3.38,2.13,4.87,4.55,5.69,4.35,3.79,3.98,6.37,6.47
3264,欣銓,5.19,6.34,3.33,5.44,6.71,4.19,5.02,6.24,10.6,3.97
2905,三商,2.31,4.48,2.77,2.63,2.85,3.47,4.74,1.5,2.06,2.03
3094,聯傑,4.29,4.89,4.24,5.48,4.24,3.08,4.71,3.6,6.29,2.73
6205,詮欣,5.81,5.47,6.43,6.83,8.37,4.44,4.86,2.45,3.81,6.11
4543,萬在,5.44,1.63,2.1,3.95,2.5,,,,,
2809,京城銀,4.48,5.2,4.03,1.77,6.41,4.57,5.28,0,0,0
5464,霖宏,6.67,0,3.15,9.9,12.8,8.48,2.51,11.1,5,6.92
8284,三竹,4.12,3.79,0,0.79,2.79,2.95,2.3,2.02,,
9902,台火,2.86,0,0,2.08,0,0,0,0,0,0
9937,全國,4.44,4.96,5.08,3.52,3.34,3.34,4.45,10.1,12.9,4.25
5347,世界,4.04,5.04,4.55,4.63,6.07,3.36,2.75,3.11,5.68,2.71
3217,優群,4.44,8.51,6.26,4.69,9.81,6.58,5.73,4.57,14.7,6.63
3705,永信,5.13,5.08,3.76,5.48,4.15,3.65,3.29,4.91,4.42,
9930,中聯資源,3.98,2,4.75,6.62,7.02,4.68,4.59,6.17,6.35,7.87
5489,彩富,6.07,3.97,4.85,7.79,7.77,5.71,3.78,3.02,8.73,4.48
8926,台汽電,5.02,5.19,4.49,5.83,6.91,4.9,6.9,7.94,3.68,5.46
5607,遠雄港,1.54,1.1,0,0,0,0,0,0,0,0
4401,東隆興,4.91,7.81,5.01,4.31,3.7,4.61,2.03,8.13,9.3,4.02
1524,耿鼎,5.03,4.48,4.22,0,0,0,0,0,0,0
2816,旺旺保,3.97,3.7,0,0.66,7.72,0,0,0,0,0
1615,大山,7.56,5.7,4.73,2.94,3.06,2.59,3.94,4.65,11.1,6.71
3052,夆典,0,8.16,3.45,6.13,3.96,8.2,2.15,8.38,7.42,5.84
3002,歐格,0,2.59,3.85,3.3,7.62,7.07,3.46,2.83,6.39,10.4
3325,旭品,0,0,3.7,0.55,0,0,0,0,3.21,2.08
8480,泰昇-KY,3.87,3.16,4.76,,,,,,,
6220,岳豐,7.86,9,4.38,2.08,3.82,0,0,2.48,2.25,7.04
4528,江興鍛,4.29,4.51,2.11,4.43,2.71,1.89,1.55,5.48,4.36,1.4
1702,南僑,5.3,5.76,4.41,4.26,3.09,3.62,2.2,1.9,6.09,0
2352,佳世達,3.99,6.85,6.24,3.65,5.48,0,0,0,8.01,0
3042,晶技,4.23,7.72,7.04,6.13,6.97,5.74,6.09,4.6,7.2,3.58
8016,矽創,2.99,5.47,7.18,4.88,4.82,3.69,5.43,5.16,7.01,3.11
9904,寶成,3.83,6.13,3.89,3.73,3.48,2.6,3.37,4.26,4.83,5.57
9938,百和,3.08,6.09,2.48,2.1,2.75,3.5,2.78,1.71,12.8,1.51
6203,海韻電,6.49,3.95,6.86,6.43,11.3,6.11,6.25,8.19,11.4,5.75
2542,興富發,9.72,7.78,11.8,13.2,10.6,3.13,4.76,5.49,14,7.7
2887,台新金,3.51,4.15,3.79,4.09,0.88,3.26,1.52,1.94,2.19,0
00730,富邦臺灣優質高息,4.05,5.64,,,,,,,,
2484,希華,6.84,5.52,5.67,6.54,5.35,2.75,0,0,2.5,0
9941,裕融,4.8,6.51,4.37,6.12,6.92,6.22,3.79,3.04,5.47,4.51
8921,沈氏,2.58,2.02,6.12,5.05,6.64,5.81,4.71,4.23,6.43,4.32
00855B,富邦全球能源債,,,,,,,,,,
6179,亞通,4.76,5.76,6.41,5.21,0.56,0,0,0,0,0
1722,台肥,4.44,4.86,5.48,5.23,5.11,3.58,4,3.03,3.12,1.28
6432,今展科,4.61,0.86,5.05,10.1,3.83,,,,,
6642,富致,7.29,5.23,,,,,,,,
1733,五鼎,2.99,5.05,4.7,5.43,5.32,5.65,6.62,6.65,6.95,4.52
1233,天仁,4.74,5.91,4.44,5.44,5.83,4.88,4.9,5.02,4.45,3.78
2393,億光,4.32,10.1,6.67,6.5,8.35,4.15,1.75,6.56,6.83,4.73
6194,育富,2.88,4.69,3.94,4.82,3.84,6.23,5.97,10,9.69,11.2
5007,三星,5.26,5.56,4.24,3.64,3.88,2.66,2.86,7.56,4.62,2.95
2231,為升,3.08,3.1,3.1,3.57,2.04,2,3.05,2.86,11,1.09
4116,明基醫,3.63,3.59,1.91,3.95,0.8,1.58,2.56,2.38,6.06,1.6
2379,瑞昱,2.98,3.85,4.59,3.92,7.62,4.72,4.25,3.75,5.64,5.53
3045,台灣大,4.95,5.26,5.21,5.38,5.6,5.36,5.71,4.82,4.41,7.21
2107,厚生,3.61,4.17,3.41,5.41,16.9,6.06,6.42,7.68,14.4,3.64
2729,瓦城,4.97,5.5,5.04,4.82,4.29,3.2,2.8,2.67,,
3543,州巧,2.56,3.57,3.43,3.55,1.99,1.99,5.84,4.41,12.8,12.1
2838A,聯邦銀甲特,4.38,0.85,,,,,,,,
8367,建新國際,3.51,4.15,,,,,,,,
2359,所羅門,4.98,5.51,4.32,6.67,6.58,0,0,0,3.02,0
2845,遠東銀,3.77,4.39,4.4,4.4,4.09,2.38,1.85,2.15,2.22,0.68
6155,鈞寶,3.4,2.24,4.3,6.29,6.82,6.71,5.67,5.67,6.58,7.33
2481,強茂,1.81,0,3.33,5.43,1.34,0,0,0,8.24,0
1513,中興電,4.12,5.18,4.49,5.17,7.1,3.94,4.42,6.43,6.51,5.59
4766,南寶,3.32,5.43,,,,,,,,
4767,誠泰科技,4.98,6.82,,,,,,,,
1731,美吾華,3.76,4.86,3.96,3.65,4.38,2.69,2.33,2.16,4.07,1.49
4711,永純,3.51,7.64,8.26,3.25,4.98,7.25,4.31,6.51,9.03,7.8
2887E,台新戊特,4.29,4.46,0.05,,,,,,,
3583,辛耘,3.83,3.97,2.39,1.67,2.05,4.84,2.67,,,
2739,寒舍,3.97,3.35,5.49,3.7,3.61,,,,,
6126,信音,2.1,3.24,0,0,0,3.92,10.6,6.85,7.09,3.92
4927,泰鼎-KY,5.35,0,3.88,8.26,6.77,4.18,7.61,6.26,3.97,
4953,緯軟,1.61,0.75,4.06,4.64,7.13,1.17,0,0,0,
2239,英利-KY,4.69,3.47,3.11,2.15,,,,,,
1525,江申,3.2,4.3,2.49,1.25,1.81,2.58,1.72,3.7,3.85,2.73
4744,皇將,4.43,2.38,6.06,0.54,0,0,0,0,0,5.48
6581,鋼聯,5.99,4.42,2.31,,,,,,,
2066,世德,4.27,3.77,5.18,5.41,5.39,4.37,1.43,2.34,,
3622,洋華,2.25,1.94,0,0,0,0,1.57,0.84,8.82,3.59
1232,大統益,4.13,5.1,5.54,5.95,6.67,5.42,4.54,5.81,7.4,5.92
1906,寶隆,3.53,6.8,5.13,0.87,0,0,0,0,0,0
6716,應廣,5.5,,,,,,,,,
5880,合庫金,3.61,4.25,4.52,2.14,3.64,3.07,2.45,3.06,,
3297,杭特,0,3.65,2.06,4.7,10.4,11.6,3.14,3,4.85,4.43
3703,欣陸,6.77,4.26,3.08,4.78,0,4.18,4.65,4.37,5.48,
2032,新鋼,1.41,1.1,4,1.93,2.96,6.7,0,0.84,4.07,1.09
3550,聯穎,6.87,9.32,6.49,6.73,8.44,5.97,2.86,4.13,22.2,6.02
5220,萬達光電,10.3,8.18,7.58,4.39,8.71,,,,,
8401,白紗科,7.38,10.6,2.47,5.99,9.53,0,1.91,1.92,9.63,3.17
4747,強生,4.23,4.63,4.9,4.83,5.06,1.55,1.27,1.92,2.64,
1304,台聚,2.17,2.52,3.05,3.15,3.08,3.43,4.83,4.3,4.11,2.74
6183,關貿,4.5,4.59,3.91,4.68,4.21,3.82,3.2,4.24,5.89,3.65
2383,台光電,2.77,7.31,4.63,4.77,4.34,4.4,7.18,6.25,9.24,2.26
1457,宜進,8.36,5.45,3.55,5.97,2.5,1.2,0,0,2.45,0
6229,研通,5.96,3.71,3.9,0.3,7.09,5.88,0.79,4.39,11,2.19
2634,漢翔,3.73,3.68,2.7,3.56,2.29,0,,,,
8028,昇陽半導體,2.16,4.11,4.48,7.5,4.31,,,,,
8410,森田,6.41,6.43,3.84,1.21,11.2,4.42,4.59,5.33,2.8,2.81
5388,中磊,3.21,5.84,4.96,5,3.45,3.8,5.34,5.67,4.72,3.52
0055,元大MSCI金融,3.68,3.93,3.08,3.11,3.46,2.74,2.47,2.19,2.84,2.79
2355,敬鵬,1.56,6.24,5.51,4.28,4.16,5.14,4.42,5.11,6.39,5.98
912000,晨訊科-DR,3.81,18.2,2.57,0,,,,3.52,3.9,
1724,台硝,3.86,4.63,7.04,5.99,1.32,1.17,6.64,9.22,1.05,1.4
2897A,王道銀甲特,0.36,,,,,,,,,
5871,中租-KY,3.04,3.92,3.93,5.63,4.92,2.54,2.55,3.45,4.32,
2351,順德,4.31,3.63,2.91,4.83,7.96,4.08,2.45,1.52,9.92,2.93
4535,至興,4.14,6.9,5.37,5.15,5.71,4.54,4.59,6.46,6.47,4.55
5820,日盛金,6.18,5.97,0.95,1.56,1.98,1.12,1.51,0.89,1.11,0
4566,時碩工業,3.91,2.99,,,,,,,,
2377,微星,5.77,5.89,5.87,4.76,6.39,5.87,4.55,7.51,4.08,2.92
5289,宜鼎,3.47,5.55,3.17,5.19,4.88,3.42,4.46,,,
6662,樂斯科,4.85,,,,,,,,,
8054,安國,7.09,5.75,3.94,5.38,7.03,6.88,5.28,9.73,6.36,3.39
1227,佳格,3.59,4.02,2.16,2.09,1.95,2.29,2.15,3.02,2.72,2.64
8103,瀚荃,3.7,4.14,5.73,1.09,11.8,3.21,7.69,7.87,10.4,4.55
3306,鼎天,2.41,2.98,2.34,3.83,6.06,4.96,3.4,8.17,7.17,3.36
9926,新海,3.6,4,3.94,3.13,2.86,2.86,3.01,2.93,3.42,3.87
3354,律勝,3.06,2.22,0.31,2.5,7.86,2.52,2.09,6.73,5.38,0
8071,能率網通,2.97,1.32,1.1,1.9,0.82,5.91,3.23,8.57,2.34,0
1470,大統新創,1.92,2.86,3.1,3.16,3.23,1.62,0,1.6,1.47,0
6697,東捷資訊,3.71,,,,,,,,,
3128,昇銳,3.79,2.86,2.73,0,0,0,0,11.7,0,7.26
1515,力山,2.8,1.68,0.97,3.32,0,4.67,0,0,0,0
