"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"34",="8049","晶采","05/22","22.05","+0.1","+0.46","2011","5.6","0.22","0","0","0","0","0","0","0","0","0",""
"35",="6005","群益證","05/22","9.82","-0.15","-1.5","2011","10.45","0.8","0.3","0.15","0.45","2.87","1.44","4.31","37.5","18.8","56.2",""
"36",="2488","漢平","05/22","28.25","-0.25","-0.88","2011","9.53","1.03","1.2","0","1.2","12.6","0","12.6","116","0","116",""
"37",="3441","聯一光","05/22","25.8","+0.15","+0.58","2011","36.8","1.81","0.8","0","0.8","2.17","0","2.17","44.2","0","44.2",""
"38",="6248","沛波","05/22","27.1","-0.15","-0.55","2011","6.69","0.09","0","0","0","0","0","0","0","0","0",""
"39",="5283","禾聯碩","05/22","98.9","-0.6","-0.6","-","","","","","","","","","","","",""
"40",="3071","協禧","05/22","19.1","+0.05","+0.26","2011","6.9","1.42","0","0","0","0","0","0","0","0","0",""
"41",="6026","福邦證","05/22","8.75","+0.03","+0.34","2011","","0.26","0","0","0","","","","0","0","0",""
"42",="6204","艾華","05/22","25","+0.2","+0.81","2011","22.7","3.52","2.2","0","2.2","9.69","0","9.69","62.5","0","62.5",""
"43",="5522","遠雄","05/22","43.95","-0.1","-0.23","2011","47.5","9.48","6","0","6","12.6","0","12.6","63.3","0","63.3",""
"44",="6176","瑞儀","05/22","100.5","-3.5","-3.37","2011","86.5","6.11","3.8","0.3","4.1","4.39","0.35","4.74","62.2","4.91","67.1",""
"45",="5353","台林","05/22","17","-0.35","-2.02","2011","9.5","0.38","0.36","0","0.36","3.75","0","3.75","93.8","0","93.8",""
"46",="6671","三能-KY","05/22","37.8","+0.1","+0.27","-","","","","","","","","","","","",""
"47",="8924","大田","05/22","47.9","0","0","2011","18","1.52","0","0","0","0","0","0","0","0","0",""
"48",="8048","德勝","05/22","31.55","-0.15","-0.47","2011","11.2","0.59","0.2","0.2","0.4","1.79","1.79","3.57","33.9","33.9","67.8",""
"49",="2546","根基","05/22","38.1","-0.3","-0.78","2011","14.05","3.7","2.86","0","2.86","20.4","0","20.4","77.4","0","77.4",""
"50",="1336","台翰","05/22","15.25","+0.05","+0.33","2011","11","0.16","0.6","0","0.6","5.45","0","5.45","375","0","375",""
"51",="5443","均豪","05/22","19.15","-0.4","-2.05","2011","8.14","1.51","0.71","0","0.71","8.66","0","8.66","46.7","0","46.7",""
"52",="6108","競國","05/22","20.7","-0.25","-1.19","2011","18.3","3.05","2","0","2","10.9","0","10.9","65.6","0","65.6",""
"53",="2063","世鎧","05/22","32.55","-0.15","-0.46","2011","33.25","4.11","2","2","4","6.02","6.02","12","48.7","48.7","97.3",""
"54",="1604","聲寶","05/22","19.55","+0.05","+0.26","2011","8.38","0.25","0.08","0","0.08","0.95","0","0.95","32","0","32",""
"55",="5356","協益","05/22","28.7","-0.1","-0.35","2011","33.25","8.7","5","0","5","15","0","15","57.5","0","57.5",""
"56",="8424","惠普","05/22","52.2","0","0","2011","20.4","4.88","1","0","1","4.9","0","4.9","20.5","0","20.5",""
"57",="3531","先益","05/22","23.5","0","0","2011","18.9","1.87","1.2","0","1.2","6.35","0","6.35","64.2","0","64.2",""
"58",="5534","長虹","05/22","82.3","0","0","2011","50.2","11.18","6.2","0.1","6.3","12.4","0.2","12.6","55.5","0.89","56.4",""
"59",="2855","統一證","05/22","13.1","-0.1","-0.76","2011","14.3","1.5","0.47","0.6","1.07","3.29","4.2","7.48","31.3","40","71.3",""
"60",="3171","新洲","05/22","19.7","-0.05","-0.25","2011","11.9","-0.86","0","0","0","0","0","0","0","0","0",""
"61",="6143","振曜","05/22","36.9","+0.4","+1.1","2011","27.2","5.03","0.5","1.5","2","1.84","5.51","7.35","9.94","29.8","39.8",""
"62",="2477","美隆電","05/22","21.1","-0.5","-2.31","2011","10.6","1.01","0.8","0","0.8","7.55","0","7.55","79.2","0","79.2",""
"63",="8942","森鉅","05/22","52.9","-0.1","-0.19","2011","38.85","1.6","0.96","0","0.96","2.46","0","2.46","59.7","0","59.7",""
"64",="6266","泰詠","05/22","20.9","-0.4","-1.88","2011","7.93","1.46","0.63","0.63","1.26","7.94","7.94","15.9","43.1","43.1","86.3",""
"65",="5511","德昌","05/22","29.2","-0.1","-0.34","2011","23.15","3.33","0.4","1.6","2","1.73","6.91","8.64","12","48","60.1",""
"66",="6112","聚碩","05/22","39.9","-0.4","-0.99","2011","21.7","1.81","1.5","1","2.5","6.91","4.61","11.5","82.9","55.2","138",""
"67",="6201","亞弘電","05/22","33.25","-0.05","-0.15","2011","25.4","2.27","2","0","2","7.87","0","7.87","88.1","0","88.1",""
"68",="4916","事欣科","05/22","26.7","-0.35","-1.29","2011","77","10.52","4","1","5","5.19","1.3","6.49","38","9.51","47.5",""
"69",="3580","友威科","05/22","22.7","-0.3","-1.3","2011","10.05","0.39","0.3","0","0.3","2.99","0","2.99","76.9","0","76.9",""
"70",="6136","富爾特","05/22","18.7","-0.1","-0.53","2011","26.6","3.79","3.4","1","4.4","12.8","3.76","16.5","89.7","26.4","116",""
"71",="4942","嘉彰","05/22","33.5","-0.45","-1.33","2011","56.8","6.08","2.26","0.45","2.71","3.98","0.8","4.77","37.1","7.43","44.6",""
"72",="2459","敦吉","05/22","40.25","-0.35","-0.86","2011","25.4","3.84","2.5","0","2.5","9.84","0","9.84","65.1","0","65.1",""
"73",="2915","潤泰全","05/22","67.1","-1.1","-1.61","2011","49.5","1.58","1.3","0","1.3","2.63","0","2.63","82.3","0","82.3",""
"74",="3088","艾訊","05/22","53.7","-0.3","-0.56","2011","19.45","2.56","2.2","0","2.2","11.3","0","11.3","85.9","0","85.9",""
"75",="2348","海悅","05/22","60.5","-0.3","-0.49","2011","2.05","-4.11","0","0","0","0","0","0","0","0","0",""
"76",="2385","群光","05/22","79.5","-2","-2.45","2011","49.65","6.27","4","0.35","4.35","8.06","0.7","8.76","63.8","5.58","69.4",""
"77",="4938","和碩","05/22","60.7","+0.1","+0.17","2011","32.95","2.73","1.45","0","1.45","4.4","0","4.4","53.1","0","53.1",""
"78",="1434","福懋","05/22","33.8","-0.25","-0.73","2011","28.05","2.43","2","0","2","7.13","0","7.13","82.3","0","82.3",""
"79",="6294","智基","05/22","108.5","-1.5","-1.36","2011","35","-2.86","0","0","0","0","0","0","0","0","0",""
"80",="2597","潤弘","05/22","61.1","-0.5","-0.81","2011","24.8","2.16","1.9","0","1.9","7.66","0","7.66","88","0","88",""
"81",="4557","永新-KY","05/22","68","-0.3","-0.44","-","","","","","","","","","","","",""
"82",="8916","光隆","05/22","40.8","-0.3","-0.73","2011","18.7","2.12","1.1","0","1.1","5.87","0","5.87","51.8","0","51.8",""
"83",="2433","互盛電","05/22","52","-0.5","-0.95","2011","34.3","2.42","2.18","0","2.18","6.36","0","6.36","90.1","0","90.1",""
"84",="5410","國眾","05/22","20.7","-0.1","-0.48","2011","10.2","1.75","0.58","0.59","1.17","5.69","5.78","11.5","33.1","33.7","66.9",""
"85",="8928","鉅明","05/22","27.6","+0.1","+0.36","2011","7.3","-2.54","0","0","0","0","0","0","0","0","0",""
"86",="2493","揚博","05/22","34.6","+0.1","+0.29","2011","20.15","1.8","1.5","0","1.5","7.44","0","7.44","83.3","0","83.3",""
"87",="1608","華榮","05/22","9.15","-0.03","-0.33","2011","7.27","0.49","0.35","0","0.35","4.81","0","4.81","71.4","0","71.4",""
"88",="3206","志豐","05/22","27.75","-0.4","-1.42","2011","16.3","1.98","1.3","0.2","1.5","7.98","1.23","9.2","65.7","10.1","75.8",""
"89",="1464","得力","05/22","20.85","-0.1","-0.48","2011","9.3","0.17","0.15","0","0.15","1.61","0","1.61","88.2","0","88.2",""
"90",="3036","文曄","05/22","38.65","-0.35","-0.9","2011","39.1","5.61","3.79","0.2","3.99","9.7","0.51","10.2","67.6","3.56","71.2",""
"91",="1452","宏益","05/22","16.75","-0.15","-0.89","2011","8.79","1.83","0.8","0.4","1.2","9.1","4.55","13.6","43.7","21.9","65.6",""
"92",="1712","興農","05/22","18.15","-0.05","-0.27","2011","12.05","1.01","0.8","0","0.8","6.64","0","6.64","79.2","0","79.2",""
"93",="2458","義隆","05/22","91","-2.7","-2.88","2011","24.55","1.76","1.55","0","1.55","6.31","0","6.31","88","0","88",""
"94",="5536","聖暉","05/22","210.5","-0.5","-0.24","2011","95.5","19.32","10","0","10","10.5","0","10.5","51.8","0","51.8",""
"95",="6184","大豐電","05/22","42.1","-0.1","-0.24","2011","50.9","4.81","2.5","1.3","3.8","4.91","2.55","7.47","52","27","79",""
"96",="4972","湯石照明","05/22","30.2","-0.05","-0.17","2011","","2.28","0.7","0.6","1.3","","","","30.7","26.3","57",""
"97",="8213","志超","05/22","35.2","-0.2","-0.56","2011","23.25","3.71","1.8","0.2","2","7.74","0.86","8.6","48.5","5.39","53.9",""
"98",="8088","品安","05/22","29.4","+0.55","+1.91","2011","9.8","-0.88","0","0","0","0","0","0","0","0","0",""
"99",="1537","廣隆","05/22","141.5","-1.5","-1.05","2011","41","6.82","4.14","0","4.14","10.1","0","10.1","60.7","0","60.7",""
"100",="8064","東捷","05/22","14.15","-0.15","-1.05","2011","8.87","0.81","0.4","0","0.4","4.52","0","4.52","49.5","0","49.5",""
"101",="6270","倍微","05/22","18.4","-0.4","-2.13","2011","13.3","2.46","2","0","2","15","0","15","81.3","0","81.3",""
"102",="6263","普萊德","05/22","63.7","+0.1","+0.16","2011","17.65","1.72","1.5","0","1.5","8.5","0","8.5","87.2","0","87.2",""
"103",="3231","緯創","05/22","28.4","+0.05","+0.18","2011","38.35","6.15","3.2","0.5","3.7","8.33","1.3","9.64","52","8.12","60.1",""
"104",="5864","致和證","05/22","7.81","-0.18","-2.25","2011","5.8","1.31","0.3","0.3","0.6","5.17","5.17","10.3","22.9","22.9","45.8",""
"105",="6218","豪勉","05/22","19.9","-0.35","-1.73","2011","26.15","4.13","2.5","1.5","4","9.56","5.74","15.3","60.5","36.3","96.8",""
"106",="8938","明安","05/22","32.8","-0.5","-1.5","2011","29","3.6","2.6","0","2.6","8.97","0","8.97","72.2","0","72.2",""
"107",="6177","達麗","05/22","28.55","-0.05","-0.17","2011","18.8","4.57","0.51","2.58","3.09","2.71","13.7","16.4","11.2","56.4","67.5",""
"108",="8383","千附","05/22","35.7","-0.4","-1.11","2011","18.85","1.71","0.8","0.4","1.2","4.24","2.12","6.37","46.8","23.4","70.2",""
"109",="2852","第一保","05/22","13.75","-0.25","-1.79","2011","12.7","2.56","2","0","2","15.8","0","15.8","78.1","0","78.1",""
"110",="3303","岱稜","05/22","23.65","-0.25","-1.05","2011","9.9","-3.08","0","0","0","0","0","0","0","0","0",""
"111",="6147","頎邦","05/22","60.2","+0.5","+0.84","2011","29.5","4.56","2","0","2","6.78","0","6.78","43.8","0","43.8",""
"112",="1521","大億","05/22","57.6","-0.2","-0.35","2011","56.5","5","4","0","4","7.08","0","7.08","80","0","80",""
"113",="6216","居易","05/22","27.3","-0.2","-0.73","2011","15.7","1.32","1.18","0","1.18","7.53","0","7.53","89.6","0","89.6",""
"114",="2392","正崴","05/22","36.05","-0.45","-1.23","2011","59.2","3.75","2.49","0.1","2.59","4.2","0.17","4.37","66.4","2.65","69",""
"115",="6664","群翊","05/22","60.6","-0.5","-0.82","-","","","","","","","","","","","",""
"116",="6115","鎰勝","05/22","43.35","-0.1","-0.23","2011","35.9","4.14","3.5","0","3.5","9.75","0","9.75","84.5","0","84.5",""
"117",="2904","匯僑","05/22","23.9","0","0","2011","18.35","1.31","1.15","0","1.15","6.27","0","6.27","87.8","0","87.8",""
"118",="3032","偉訓","05/22","29","0","0","2011","7.6","1.16","1","0.1","1.1","13.2","1.32","14.5","86.2","8.62","94.8",""
"119",="3310","佳穎","05/22","29","-0.2","-0.68","2011","7.37","-3.29","0","0","0","0","0","0","0","0","0",""
"120",="4564","元翎","05/22","31.95","-0.75","-2.29","-","","","","","","","","","","","",""
"121",="3015","全漢","05/22","21.8","-0.4","-1.8","2011","24.55","3.83","2.59","0.1","2.69","10.6","0.41","11","67.7","2.6","70.3",""
"122",="4137","麗豐-KY","05/22","189","-5","-2.58","-","","","","","","","","","","","",""
"123",="2012","春雨","05/22","17.45","-0.25","-1.41","2011","9.21","0.04","0","0","0","0","0","0","0","0","0",""
"124",="6488","環球晶","05/22","365","-10","-2.67","-","","","","","","","","","","","",""
"125",="2357","華碩","05/22","204.5","-2","-0.97","2011","215.5","7.72","14","2.2","16.2","6.5","1.02","7.52","181","28.5","210",""
"126",="2301","光寶科","05/22","46.75","-0.6","-1.27","2011","34.1","4.05","2.87","0.05","2.92","8.42","0.15","8.56","70.9","1.23","72.1",""
"127",="3567","逸昌","05/22","24.85","0","0","2011","7.86","2.32","1.53","0","1.53","19.5","0","19.5","66","0","66",""
"128",="1102","亞泥","05/22","43.9","-0.1","-0.23","2011","34","2.5","1.9","0.2","2.1","5.59","0.59","6.18","76","8","84",""
"129",="6577","勁豐","05/22","73.2","+0.6","+0.83","-","","","","","","","","","","","",""
"130",="2373","震旦行","05/22","87.9","-0.2","-0.23","2011","46.65","2.41","2","0","2","4.29","0","4.29","83","0","83",""
"131",="9943","好樂迪","05/22","64.5","+0.3","+0.47","2011","40.85","2.08","1.5","0","1.5","3.67","0","3.67","72.1","0","72.1",""
"132",="4138","曜亞","05/22","49.2","-0.15","-0.3","2011","86.6","5.72","5","0","5","5.77","0","5.77","87.4","0","87.4",""
"133",="6641","基士德-KY","05/22","66.1","-0.9","-1.34","-","","","","","","","","","","","",""
"134",="1593","祺驊","05/22","47.15","0","0","2011","30","2.1","2","0","2","6.67","0","6.67","95.2","0","95.2",""
"135",="2480","敦陽科","05/22","65.6","+0.2","+0.31","2011","23.6","2.08","1.87","0","1.87","7.92","0","7.92","89.9","0","89.9",""
"136",="1338","廣華-KY","05/22","51.6","-1.2","-2.27","2011","103.4","","0","0","0","0","0","0","","","",""
"137",="1436","華友聯","05/22","36.9","-0.1","-0.27","2011","12.75","0.82","0.17","0.02","0.19","1.32","0.15","1.47","20.6","2.29","22.9",""
"138",="2464","盟立","05/22","36.9","-0.25","-0.67","2011","23.3","3.29","2.2","0.5","2.7","9.44","2.15","11.6","66.9","15.2","82.1",""
"139",="1558","伸興","05/22","130.5","-2.5","-1.88","2011","93.1","12.47","7.7","0.3","8","8.27","0.32","8.59","61.8","2.41","64.2",""
"140",="3090","日電貿","05/22","52","-0.7","-1.33","2011","26.1","3.02","1.85","1.75","3.6","7.09","6.7","13.8","61.3","58","119",""
"141",="2883","開發金","05/22","8.93","-0.08","-0.89","2011","8.57","0.8","0.59","0.1","0.69","6.91","1.15","8.06","74","12.3","86.3",""
"142",="2916","滿心","05/22","16.4","-0.1","-0.61","2011","18.5","2.32","2","0","2","10.8","0","10.8","86.2","0","86.2",""
"143",="5015","華祺","05/22","35.8","0","0","2011","15.3","0.15","0.4","0","0.4","2.61","0","2.61","267","0","267",""
"144",="9927","泰銘","05/22","29.85","-0.05","-0.17","2011","27.25","3.38","2.29","0","2.29","8.42","0","8.42","67.9","0","67.9",""
"145",="3501","維熹","05/22","44.8","-0.55","-1.21","2011","33.3","5.6","3.8","0.2","4","11.4","0.6","12","67.9","3.57","71.4",""
"146",="2606","裕民","05/22","28.4","-0.25","-0.87","2011","44.85","7.78","5","0","5","11.2","0","11.2","64.3","0","64.3",""
"147",="2471","資通","05/22","21.3","-0.15","-0.7","2011","14.6","1.34","1.2","0","1.2","8.22","0","8.22","89.6","0","89.6",""
"148",="3617","碩天","05/22","80","-1.5","-1.84","2011","51.5","5.02","3.47","0","3.47","6.73","0","6.73","69","0","69",""
"149",="3044","健鼎","05/22","108.5","-1.5","-1.36","2011","73","10.73","4.3","1.1","5.4","5.89","1.51","7.4","40.1","10.2","50.3",""
"150",="2397","友通","05/22","75","-0.7","-0.92","2011","21.15","1.24","1.03","0","1.03","4.86","0","4.86","82.8","0","82.8",""
"151",="4987","科誠","05/22","48","+0.35","+0.73","2011","30.9","3.15","2","0","2","6.47","0","6.47","63.5","0","63.5",""
"152",="6210","慶生","05/22","45.05","-0.4","-0.88","2011","32.7","4.87","4","0","4","12.2","0","12.2","82.1","0","82.1",""
"153",="8435","鉅邁","05/22","50.4","0","0","2011","","4.95","2.5","0.8","3.3","","","","50.5","16.2","66.7",""
"154",="6208","日揚","05/22","25.6","-0.3","-1.16","2011","13.2","1.37","0.25","0.25","0.5","1.89","1.89","3.79","18.2","18.2","36.5",""
"155",="2727","王品","05/22","68","-0.3","-0.44","2011","","13.35","10","2.05","12.05","","","","74.9","15.4","90.3",""
"156",="6206","飛捷","05/22","68","-0.8","-1.16","2011","57.2","7.04","4.5","1","5.5","7.86","1.75","9.61","63.9","14.2","78.1",""
"157",="8390","金益鼎","05/22","18.15","-0.25","-1.36","2011","31.8","2.5","1.32","0.26","1.59","4.16","0.83","4.99","52.9","10.6","63.5",""
"158",="6189","豐藝","05/22","34.5","-0.1","-0.29","2011","18.1","2.22","2","0","2","11","0","11","90.1","0","90.1",""
"159",="3455","由田","05/22","45.4","-0.55","-1.2","2011","26.4","5.41","2.98","0","2.98","11.3","0","11.3","55.2","0","55.2",""
"160",="9942","茂順","05/22","63.6","-0.6","-0.93","2011","48.5","5.52","3.2","0","3.2","6.6","0","6.6","58","0","58",""
"161",="2404","漢唐","05/22","197","+1.5","+0.77","2011","25.55","4.92","3.97","0","3.97","15.6","0","15.6","80.7","0","80.7",""
"162",="3541","西柏","05/22","75.8","-0.6","-0.79","2011","27.75","3.53","2.15","1","3.15","7.75","3.6","11.4","60.9","28.3","89.2",""
"163",="2476","鉅祥","05/22","19.75","-0.4","-1.99","2011","14.95","2","1.2","0","1.2","8.03","0","8.03","60","0","60",""
"164",="5403","中菲","05/22","47.1","-0.4","-0.84","2011","18.9","1.86","1.79","0.21","2","9.47","1.11","10.6","96.2","11.3","108",""
"165",="6613","朋億","05/22","152","+1.5","+1","-","","","","","","","","","","","",""
"166",="4417","金洲","05/22","30.45","-0.1","-0.33","2011","16.3","2.35","0.6","0.5","1.1","3.68","3.07","6.75","25.5","21.3","46.8",""
"167",="6560","欣普羅","05/22","30.45","-0.55","-1.77","-","","","","","","","","","","","",""
"168",="1315","達新","05/22","55.6","+0.1","+0.18","2011","27.6","0.99","1","0","1","3.62","0","3.62","101","0","101",""
"169",="5278","尚凡","05/22","129.5","-0.5","-0.38","-","","","","","","","","","","","",""
"170",="0056","元大高股息","05/22","27.45","-0.18","-0.65","2011","22.14","","2.2","0","2.2","9.94","0","9.94","","","",""
"171",="2535","達欣工","05/22","21.6","-0.05","-0.23","2011","17","2.21","1.6","0","1.6","9.41","0","9.41","72.4","0","72.4",""
"172",="3679","新至陞","05/22","61.1","-0.7","-1.13","2011","64","8.16","2.5","0","2.5","3.91","0","3.91","30.6","0","30.6",""
"173",="8249","菱光","05/22","18.35","-0.15","-0.81","2011","14.1","2.03","1.7","0","1.7","12.1","0","12.1","83.7","0","83.7",""
"174",="2324","仁寶","05/22","18.4","-0.2","-1.08","2011","30.2","5.38","2.71","0","2.71","8.97","0","8.97","50.4","0","50.4",""
"175",="6640","均華","05/22","46","-0.25","-0.54","-","","","","","","","","","","","",""
"176",="5512","力麒","05/22","9.23","-0.08","-0.86","2011","10.35","2.31","0.51","0.91","1.42","4.9","8.81","13.7","21.9","39.5","61.4",""
"177",="3528","安馳","05/22","38.5","0","0","2011","46.5","5.43","1.78","0.89","2.66","3.82","1.91","5.73","32.7","16.4","49.1",""
"178",="3209","全科","05/22","20.05","-0.3","-1.47","2011","20.45","3.45","1.5","1.5","3","7.33","7.33","14.7","43.5","43.5","87",""
"179",="5493","三聯","05/22","38.7","+0.25","+0.65","2011","24.7","4.52","3","0","3","12.2","0","12.2","66.4","0","66.4",""
"180",="9924","福興","05/22","40.3","-0.4","-0.98","2011","16.8","1.84","1.2","0","1.2","7.14","0","7.14","65.2","0","65.2",""
"181",="4722","國精化","05/22","27.9","+0.05","+0.18","2011","21.4","1.25","0.79","0","0.79","3.69","0","3.69","63.2","0","63.2",""
"182",="8422","可寧衛","05/22","155","-0.5","-0.32","2011","209.5","6.48","4.66","0","4.66","2.22","0","2.22","71.8","0","71.8",""
"183",="8342","益張","05/22","54.3","+1.6","+3.04","2011","","0.73","1","0","1","","","","137","0","137",""
"184",="3147","大綜","05/22","32.6","0","0","2011","","2.16","0.2","1.5","1.7","","","","9.26","69.4","78.7",""
"185",="5371","中光電","05/22","31.05","-0.2","-0.64","2011","20.5","4.88","3.5","0","3.5","17.1","0","17.1","71.7","0","71.7",""
"186",="2614","東森","05/22","15.55","-0.05","-0.32","2011","3.98","-0.63","0","0","0","0","0","0","0","0","0",""
"187",="5878","台名","05/22","46.7","+0.2","+0.43","-","","","","","","","","","","","",""
"188",="2451","創見","05/22","70.1","+0.2","+0.29","2011","79.2","3.48","3","0","3","3.79","0","3.79","86.2","0","86.2",""
"189",="4303","信立","05/22","18.7","0","0","2011","4.65","-0.33","0","0","0","0","0","0","0","0","0",""
"190",="3265","台星科","05/22","23.4","-0.4","-1.68","2011","19.65","2.22","1.66","0","1.66","8.47","0","8.47","75","0","75",""
"191",="6224","聚鼎","05/22","62.7","-1.3","-2.03","2011","46.5","4.68","3.48","0","3.48","7.48","0","7.48","74.4","0","74.4",""
"192",="8163","達方","05/22","36.15","-0.55","-1.5","2011","15.8","1.81","1.5","0","1.5","9.49","0","9.49","82.9","0","82.9",""
"193",="6214","精誠","05/22","78.6","-0.4","-0.51","2011","31.8","4.31","2.06","0","2.06","6.47","0","6.47","47.8","0","47.8",""
"194",="1109","信大","05/22","17.3","-0.2","-1.14","2011","10.55","-0.04","0.28","0","0.28","2.65","0","2.65","-700","0","-700",""
"195",="2423","固緯","05/22","23.6","-0.3","-1.26","2011","19.15","1.89","0.75","0.5","1.25","3.92","2.61","6.54","39.7","26.5","66.2",""
"196",="2637","慧洋-KY","05/22","23.6","-0.6","-2.48","2011","38.45","","1.5","1","2.5","3.9","2.6","6.5","","","",""
"197",="1417","嘉裕","05/22","7.87","-0.14","-1.75","2011","8.3","0.4","0","0","0","0","0","0","0","0","0",""
"198",="2235","謚源","05/22","47.25","+0.1","+0.21","2011","","1.58","0","0.6","0.6","","","","0","38","38",""
"199",="2034","允強","05/22","23.7","-0.05","-0.21","2011","16.2","1.54","1.21","0","1.21","7.48","0","7.48","78.6","0","78.6",""
"200",="4581","光隆精密-KY","05/22","47.6","+4.3","+9.93","-","","","","","","","","","","","",""
"201",="5312","寶島科","05/22","63.5","0","0","2011","71.5","3.84","2.2","0","2.2","3.08","0","3.08","57.3","0","57.3",""
"202",="3005","神基","05/22","44.45","0","0","2011","14.15","1.31","0.4","0","0.4","2.82","0","2.82","30.5","0","30.5",""
"203",="2414","精技","05/22","23.85","0","0","2011","13.35","1.47","1.32","0","1.32","9.89","0","9.89","89.8","0","89.8",""
"204",="5465","富驊","05/22","15.9","-0.15","-0.93","2011","7.1","0.05","0","0","0","0","0","0","0","0","0",""
"205",="4527","方土霖","05/22","25.45","+0.1","+0.39","2011","13.7","0.51","0.2","0.2","0.4","1.46","1.46","2.92","39.2","39.2","78.4",""
"206",="1540","喬福","05/22","15.95","-0.15","-0.93","2011","17.3","1.26","1.3","0","1.3","7.51","0","7.51","103","0","103",""
