"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"14",="6197","佳必琪","05/22","32.15","-0.4","-1.23","2015","28.4","1.82","2.23","0","2.23","7.84","0","7.84","122","0","122","15'09/18"
"15",="2527","宏璟","05/22","19.4","-0.1","-0.51","2015","16.75","3.38","1.5","0","1.5","8.96","0","8.96","44.4","0","44.4","15'08/17"
"16",="5907","大洋-KY","05/22","23.75","-0.2","-0.84","2015","27.85","5.38","3","0","3","10.8","0","10.8","55.8","0","55.8","15'09/21"
"17",="1611","中電","05/22","13.1","-0.2","-1.5","2015","7.92","-0.69","0","0","0","0","0","0","0","0","0",""
"18",="8112","至上","05/22","29.65","-0.7","-2.31","2015","12.95","1.29","1.1","0","1.1","8.49","0","8.49","85.2","0","85.2","15'08/21"
"19",="5519","隆大","05/22","14.85","-0.2","-1.33","2015","13.75","3.15","0.6","0.61","1.21","4.36","4.43","8.79","19","19.3","38.4","15'10/30"
"20",="6596","寬宏藝術","05/22","49.9","-0.5","-0.99","-","","","","","","","","","","","",""
"21",="3028","增你強","05/22","18.9","-0.1","-0.53","2015","15.8","1.71","1.7","0","1.7","10.8","0","10.8","99.4","0","99.4","15'07/30"
"22",="3213","茂訊","05/22","49.2","-0.1","-0.2","2015","43","3.88","3.1","0","3.1","7.21","0","7.21","79.9","0","79.9","15'08/04"
"23",="6616","特昇-KY","05/22","25.8","+0.1","+0.39","-","","","","","","","","","","","",""
"24",="4560","強信-KY","05/22","48","-0.3","-0.62","-","","","","","","","","","","","",""
"25",="6128","上福","05/22","28.8","-0.15","-0.52","2015","34","3.08","2.8","0","2.8","8.24","0","8.24","90.9","0","90.9","15'07/24"
"26",="4995","晶達","05/22","44.5","+0.1","+0.23","2015","39.5","3.33","3","0","3","7.59","0","7.59","90.1","0","90.1","15'08/14"
"27",="00701","國泰股利精選30","05/22","20","-0.21","-1.04","-","","","","","","","","","","","",""
"28",="2227","裕日車","05/22","258.5","-3.5","-1.34","2015","281","21.75","30","0","30","10.7","0","10.7","138","0","138","15'09/29"
"29",="1341","富林-KY","05/22","60.9","-0.8","-1.3","-","","","","","","","","","","","",""
"30",="2467","志聖","05/22","30.45","+1.2","+4.1","2015","12.5","1.53","1.3","0","1.3","10.4","0","10.4","85","0","85","15'07/31"
"31",="6486","互動","05/22","73.3","-0.4","-0.54","2015","39.99","4.82","4","0","4","10","0","10","83","0","83","15'08/14"
"32",="2548","華固","05/22","91.8","+0.7","+0.77","2015","58.9","5.08","5","0","5","8.49","0","8.49","98.4","0","98.4","15'08/14"
"33",="9136","巨騰-DR","05/22","9.39","-0.11","-1.16","2015","15.6","","0.59","0","0.59","3.76","0","3.76","","","",""
"34",="8049","晶采","05/22","22.05","+0.1","+0.46","2015","10.55","0.66","0.31","0","0.31","2.96","0","2.96","47.4","0","47.4","15'10/16"
"35",="6005","群益證","05/22","9.82","-0.15","-1.5","2015","9.91","0.85","0.6","0","0.6","6.05","0","6.05","70.6","0","70.6","15'09/11"
"36",="2488","漢平","05/22","28.25","-0.25","-0.88","2015","24.4","2.26","1.6","0","1.6","6.56","0","6.56","70.8","0","70.8","15'09/09"
"37",="3441","聯一光","05/22","25.8","+0.15","+0.58","2015","11.35","0.25","0.6","0","0.6","5.29","0","5.29","240","0","240","15'07/31"
"38",="6248","沛波","05/22","27.1","-0.15","-0.55","2015","25.55","1.5","0","0","0","0","0","0","0","0","0",""
"39",="5283","禾聯碩","05/22","98.9","-0.6","-0.6","2015","35.2","5.07","1.5","0","1.5","4.26","0","4.26","29.6","0","29.6","15'10/05"
"40",="3071","協禧","05/22","19.1","+0.05","+0.26","2015","6.58","0","0","0","0","0","0","0","0","0","0",""
"41",="6026","福邦證","05/22","8.75","+0.03","+0.34","2015","10.75","1.87","0.5","0","0.5","4.65","0","4.65","26.7","0","26.7","15'07/03"
"42",="6204","艾華","05/22","25","+0.2","+0.81","2015","22.7","1.82","1","0","1","4.41","0","4.41","55","0","55","15'09/10"
"43",="5522","遠雄","05/22","43.95","-0.1","-0.23","2015","34.25","5.99","3.8","0","3.8","11.1","0","11.1","63.4","0","63.4","15'08/14"
"44",="6176","瑞儀","05/22","100.5","-3.5","-3.37","2015","75.4","8.01","5.5","0","5.5","7.29","0","7.29","68.7","0","68.7","15'08/19"
"45",="5353","台林","05/22","17","-0.35","-2.02","2015","9.88","0.47","0.42","0","0.42","4.25","0","4.25","89.4","0","89.4","15'07/31"
"46",="6671","三能-KY","05/22","37.8","+0.1","+0.27","-","","","","","","","","","","","",""
"47",="8924","大田","05/22","47.9","0","0","2015","18.05","-0.5","0","0","0","0","0","0","0","0","0",""
"48",="8048","德勝","05/22","31.55","-0.15","-0.47","2015","43.3","2.01","1.5","0","1.5","3.46","0","3.46","74.6","0","74.6","15'07/30"
"49",="2546","根基","05/22","38.1","-0.3","-0.78","2015","14.9","1.68","1.5","0","1.5","10.1","0","10.1","89.3","0","89.3","15'09/09"
"50",="1336","台翰","05/22","15.25","+0.05","+0.33","2015","8.22","-0.64","0","0","0","0","0","0","0","0","0",""
"51",="5443","均豪","05/22","19.15","-0.4","-2.05","2015","17.25","0.42","0.8","0","0.8","4.64","0","4.64","190","0","190","15'08/14"
"52",="6108","競國","05/22","20.7","-0.25","-1.19","2015","12","2.07","1.1","0","1.1","9.17","0","9.17","53.1","0","53.1","15'07/24"
"53",="2063","世鎧","05/22","32.55","-0.15","-0.46","2015","23.7","1.74","1.5","0","1.5","6.33","0","6.33","86.2","0","86.2","15'07/17"
"54",="1604","聲寶","05/22","19.55","+0.05","+0.26","2015","11.9","1.25","1","0","1","8.4","0","8.4","80","0","80","15'08/13"
"55",="5356","協益","05/22","28.7","-0.1","-0.35","2015","40","11.45","5.5","0","5.5","13.8","0","13.8","48","0","48","15'09/14"
"56",="8424","惠普","05/22","52.2","0","0","2015","39.2","4.02","2.5","0","2.5","6.38","0","6.38","62.2","0","62.2","15'08/19"
"57",="3531","先益","05/22","23.5","0","0","2015","13.55","0.37","1.5","0","1.5","11.1","0","11.1","405","0","405","15'08/28"
"58",="5534","長虹","05/22","82.3","0","0","2015","47.9","7.22","4","0.5","4.5","8.35","1.04","9.39","55.4","6.93","62.3","15'10/15"
"59",="2855","統一證","05/22","13.1","-0.1","-0.76","2015","13.35","1.2","0.81","0","0.81","6.07","0","6.07","67.5","0","67.5","15'08/14"
"60",="3171","新洲","05/22","19.7","-0.05","-0.25","2015","20.1","1.15","0","0","0","0","0","0","0","0","0",""
"61",="6143","振曜","05/22","36.9","+0.4","+1.1","2015","58.2","5.25","5","0","5","8.59","0","8.59","95.2","0","95.2","15'08/31"
"62",="2477","美隆電","05/22","21.1","-0.5","-2.31","2015","11.95","-0.76","1","0","1","8.37","0","8.37","-132","0","-132","15'09/15"
"63",="8942","森鉅","05/22","52.9","-0.1","-0.19","2015","90","4.52","4","0","4","4.44","0","4.44","88.4","0","88.4","15'08/20"
"64",="6266","泰詠","05/22","20.9","-0.4","-1.88","2015","13.2","1.06","0.48","0.48","0.96","3.64","3.64","7.27","45.3","45.3","90.6","15'09/11"
"65",="5511","德昌","05/22","29.2","-0.1","-0.34","2015","24.35","3.88","2.65","0","2.65","10.9","0","10.9","68.3","0","68.3","15'07/29"
"66",="6112","聚碩","05/22","39.9","-0.4","-0.99","2015","26.5","2.5","2","0","2","7.55","0","7.55","80","0","80","15'08/10"
"67",="6201","亞弘電","05/22","33.25","-0.05","-0.15","2015","25.3","1.74","1.8","0","1.8","7.11","0","7.11","103","0","103","15'08/31"
"68",="4916","事欣科","05/22","26.7","-0.35","-1.29","2015","20.9","0.16","1.5","0","1.5","7.18","0","7.18","938","0","938","15'07/29"
"69",="3580","友威科","05/22","22.7","-0.3","-1.3","2015","9.2","-2.29","0","0","0","0","0","0","0","0","0",""
"70",="6136","富爾特","05/22","18.7","-0.1","-0.53","2015","23.3","2.01","2.31","0","2.31","9.91","0","9.91","115","0","115","15'07/30"
"71",="4942","嘉彰","05/22","33.5","-0.45","-1.33","2015","24.85","2.59","1.5","0","1.5","6.04","0","6.04","57.9","0","57.9","15'09/25"
"72",="2459","敦吉","05/22","40.25","-0.35","-0.86","2015","32","3.48","2.53","0","2.53","7.9","0","7.9","72.6","0","72.6","15'08/27"
"73",="2915","潤泰全","05/22","67.1","-1.1","-1.61","2015","61.4","8","6","0","6","9.77","0","9.77","75","0","75","15'09/10"
"74",="3088","艾訊","05/22","53.7","-0.3","-0.56","2015","62.7","4.75","3.99","0","3.99","6.36","0","6.36","84","0","84","15'08/28"
"75",="2348","海悅","05/22","60.5","-0.3","-0.49","2015","26.75","4.13","0.5","0","0.5","1.87","0","1.87","12.1","0","12.1","15'09/23"
"76",="2385","群光","05/22","79.5","-2","-2.45","2015","72.2","6.22","4.65","0.05","4.7","6.44","0.07","6.51","74.8","0.8","75.6","15'07/29"
"77",="4938","和碩","05/22","60.7","+0.1","+0.17","2015","72","6.24","4.04","0","4.04","5.61","0","5.61","64.7","0","64.7","15'08/28"
"78",="1434","福懋","05/22","33.8","-0.25","-0.73","2015","30","2.09","1.4","0","1.4","4.67","0","4.67","67","0","67","15'08/21"
"79",="6294","智基","05/22","108.5","-1.5","-1.36","2015","82.5","0.34","0","1","1","0","1.21","1.21","0","294","294",""
"80",="2597","潤弘","05/22","61.1","-0.5","-0.81","2015","40.3","8.38","7.5","0","7.5","18.6","0","18.6","89.5","0","89.5","15'07/06"
"81",="4557","永新-KY","05/22","68","-0.3","-0.44","2015","75","5.68","1","0","1","1.33","0","1.33","17.6","0","17.6",""
"82",="8916","光隆","05/22","40.8","-0.3","-0.73","2015","60","4","2.97","0","2.97","4.95","0","4.95","74.2","0","74.2","15'09/15"
"83",="2433","互盛電","05/22","52","-0.5","-0.95","2015","42.7","3.4","3.2","0","3.2","7.49","0","7.49","94.1","0","94.1","15'07/10"
"84",="5410","國眾","05/22","20.7","-0.1","-0.48","2015","11.3","1.18","1.08","0","1.08","9.56","0","9.56","91.5","0","91.5","15'08/28"
"85",="8928","鉅明","05/22","27.6","+0.1","+0.36","2015","39.9","4.25","2","0","2","5.01","0","5.01","47.1","0","47.1","15'08/07"
"86",="2493","揚博","05/22","34.6","+0.1","+0.29","2015","21","3.28","2.8","0","2.8","13.3","0","13.3","85.4","0","85.4","15'08/07"
"87",="1608","華榮","05/22","9.15","-0.03","-0.33","2015","6.95","-0.02","0","0","0","0","0","0","0","0","0",""
"88",="3206","志豐","05/22","27.75","-0.4","-1.42","2015","21","1.56","0.5","0.5","1","2.38","2.38","4.76","32","32","64.1","15'08/24"
"89",="1464","得力","05/22","20.85","-0.1","-0.48","2015","32.55","4.14","0.97","0.49","1.46","2.99","1.5","4.49","23.5","11.8","35.3","15'08/28"
"90",="3036","文曄","05/22","38.65","-0.35","-0.9","2015","35.5","5.18","3","1","4","8.45","2.82","11.3","57.9","19.3","77.2","15'09/04"
"91",="1452","宏益","05/22","16.75","-0.15","-0.89","2015","23.45","1.31","1","0","1","4.26","0","4.26","76.3","0","76.3","15'08/06"
"92",="1712","興農","05/22","18.15","-0.05","-0.27","2015","13","1.51","0.9","0","0.9","6.89","0","6.89","59.3","0","59.3","15'08/24"
"93",="2458","義隆","05/22","91","-2.7","-2.88","2015","45.8","3.61","3.66","0","3.66","7.99","0","7.99","101","0","101","15'08/28"
"94",="5536","聖暉","05/22","210.5","-0.5","-0.24","2015","86.7","2.06","2","0","2","2.31","0","2.31","97.1","0","97.1","15'07/17"
"95",="6184","大豐電","05/22","42.1","-0.1","-0.24","2015","51.5","3.7","1.99","0","1.99","3.87","0","3.87","53.9","0","53.9","15'10/01"
"96",="4972","湯石照明","05/22","30.2","-0.05","-0.17","2015","35.75","2.76","1.8","0.3","2.1","5.03","0.84","5.87","65.2","10.9","76.1","15'08/19"
"97",="8213","志超","05/22","35.2","-0.2","-0.56","2015","32.7","5.82","3.5","0","3.5","10.7","0","10.7","60.1","0","60.1","15'07/31"
"98",="8088","品安","05/22","29.4","+0.55","+1.91","2015","16.8","1.77","1.6","0","1.6","9.52","0","9.52","90.4","0","90.4","15'09/17"
"99",="1537","廣隆","05/22","141.5","-1.5","-1.05","2015","132","8.09","6.5","0","6.5","4.92","0","4.92","80.4","0","80.4","15'09/11"
"100",="8064","東捷","05/22","14.15","-0.15","-1.05","2015","13","2.32","1","0","1","7.72","0","7.72","43.3","0","43.3","15'07/31"
"101",="6270","倍微","05/22","18.4","-0.4","-2.13","2015","10.35","0.62","0.55","0","0.55","5.31","0","5.31","88.7","0","88.7","15'08/14"
"102",="6263","普萊德","05/22","63.7","+0.1","+0.16","2015","44.25","4","3.3","0.2","3.5","7.46","0.45","7.91","82.5","5","87.5","15'09/16"
"103",="3231","緯創","05/22","28.4","+0.05","+0.18","2015","18.6","1.5","1.23","0.31","1.54","6.61","1.65","8.27","82","20.5","102","15'08/28"
"104",="5864","致和證","05/22","7.81","-0.18","-2.25","2015","5.8","-0.15","0","0","0","0","0","0","0","0","0",""
"105",="6218","豪勉","05/22","19.9","-0.35","-1.73","2015","16.4","1.26","1","0","1","6.1","0","6.1","79.4","0","79.4","15'08/14"
"106",="8938","明安","05/22","32.8","-0.5","-1.5","2015","19.9","-0.58","0.5","0","0.5","2.51","0","2.51","-86.2","0","-86.2","15'07/31"
"107",="6177","達麗","05/22","28.55","-0.05","-0.17","2015","20.35","9.02","4","1.2","5.19","19.6","5.89","25.5","44.3","13.3","57.6","15'10/20"
"108",="8383","千附","05/22","35.7","-0.4","-1.11","2015","50.4","3.04","1.97","0","1.97","3.9","0","3.9","64.7","0","64.7","15'08/28"
"109",="2852","第一保","05/22","13.75","-0.25","-1.79","2015","11.6","1.38","0.38","0","0.38","3.28","0","3.28","27.5","0","27.5","15'08/07"
"110",="3303","岱稜","05/22","23.65","-0.25","-1.05","2015","17.35","0.6","0.6","0","0.6","3.46","0","3.46","100","0","100","15'08/14"
"111",="6147","頎邦","05/22","60.2","+0.5","+0.84","2015","47.55","3.95","2.6","0","2.6","5.47","0","5.47","65.8","0","65.8","15'08/20"
"112",="1521","大億","05/22","57.6","-0.2","-0.35","2015","89.9","4.9","4.3","0","4.3","4.78","0","4.78","87.8","0","87.8","15'07/30"
"113",="6216","居易","05/22","27.3","-0.2","-0.73","2015","26.9","2.43","2.12","0","2.12","7.89","0","7.89","87.3","0","87.3","15'10/01"
"114",="2392","正崴","05/22","36.05","-0.45","-1.23","2015","45.5","3.5","2","0","2","4.4","0","4.4","57.1","0","57.1","15'08/28"
"115",="6664","群翊","05/22","60.6","-0.5","-0.82","-","","","","","","","","","","","",""
"116",="6115","鎰勝","05/22","43.35","-0.1","-0.23","2015","33.7","3.5","3.49","0","3.49","10.4","0","10.4","99.7","0","99.7","15'08/05"
"117",="2904","匯僑","05/22","23.9","0","0","2015","25.75","2.22","2","0","2","7.77","0","7.77","90.1","0","90.1","15'07/31"
"118",="3032","偉訓","05/22","29","0","0","2015","21.6","2.06","2","0","2","9.26","0","9.26","97.1","0","97.1","15'07/10"
"119",="3310","佳穎","05/22","29","-0.2","-0.68","2015","12.9","0.17","0.3","0","0.3","2.33","0","2.33","176","0","176","15'08/13"
"120",="4564","元翎","05/22","31.95","-0.75","-2.29","-","","","","","","","","","","","",""
"121",="3015","全漢","05/22","21.8","-0.4","-1.8","2015","22.7","1.71","0.1","0","0.1","0.44","0","0.44","5.85","0","5.85","15'07/17"
"122",="4137","麗豐-KY","05/22","189","-5","-2.58","2015","343.5","9.51","7","0","7","2.04","0","2.04","73.6","0","73.6","15'08/27"
"123",="2012","春雨","05/22","17.45","-0.25","-1.41","2015","14.2","0.53","0.5","0","0.5","3.52","0","3.52","94.3","0","94.3","15'09/23"
"124",="6488","環球晶","05/22","365","-10","-2.67","2015","74.05","6.6","5.7","0","5.7","7.7","0","7.7","86.4","0","86.4","15'08/07"
"125",="2357","華碩","05/22","204.5","-2","-0.97","2015","272","26.21","17","0","17","6.25","0","6.25","64.9","0","64.9","15'09/02"
"126",="2301","光寶科","05/22","46.75","-0.6","-1.27","2015","31.85","2.8","1.97","0.05","2.02","6.19","0.16","6.34","70.4","1.79","72.1","15'09/14"
"127",="3567","逸昌","05/22","24.85","0","0","2015","13.95","1.02","0.7","0","0.7","5.02","0","5.02","68.6","0","68.6","15'09/11"
"128",="1102","亞泥","05/22","43.9","-0.1","-0.23","2015","27.4","2.98","2.2","0","2.2","8.03","0","8.03","73.8","0","73.8","15'09/25"
"129",="6577","勁豐","05/22","73.2","+0.6","+0.83","2015","","6.69","2.85","2.85","5.7","","","","42.6","42.6","85.2",""
"130",="2373","震旦行","05/22","87.9","-0.2","-0.23","2015","51.1","3.46","3","0","3","5.87","0","5.87","86.7","0","86.7","15'07/15"
"131",="9943","好樂迪","05/22","64.5","+0.3","+0.47","2015","53.5","4.4","4","0","4","7.48","0","7.48","90.9","0","90.9","15'07/22"
"132",="4138","曜亞","05/22","49.2","-0.15","-0.3","2015","63.8","4.02","3.5","0","3.5","5.49","0","5.49","87.1","0","87.1","15'08/25"
"133",="6641","基士德-KY","05/22","66.1","-0.9","-1.34","-","","","","","","","","","","","",""
"134",="1593","祺驊","05/22","47.15","0","0","2015","38.3","2.3","2.1","0","2.1","5.48","0","5.48","91.3","0","91.3","15'08/19"
"135",="2480","敦陽科","05/22","65.6","+0.2","+0.31","2015","24.35","2.01","2","0","2","8.21","0","8.21","99.5","0","99.5","15'08/28"
"136",="1338","廣華-KY","05/22","51.6","-1.2","-2.27","2015","119","7.78","3.7","0","3.7","3.11","0","3.11","47.6","0","47.6","15'07/27"
"137",="1436","華友聯","05/22","36.9","-0.1","-0.27","2015","40.35","5.35","1.5","1.5","3","3.72","3.72","7.43","28","28","56.1","15'10/16"
"138",="2464","盟立","05/22","36.9","-0.25","-0.67","2015","35.1","2.09","1.1","0.5","1.6","3.13","1.42","4.56","52.6","23.9","76.6","15'09/02"
"139",="1558","伸興","05/22","130.5","-2.5","-1.88","2015","138","13.7","9","0","9","6.52","0","6.52","65.7","0","65.7","15'08/14"
"140",="3090","日電貿","05/22","52","-0.7","-1.33","2015","22.25","2.44","1.5","0.5","2","6.74","2.25","8.99","61.5","20.5","82","15'09/09"
"141",="2883","開發金","05/22","8.93","-0.08","-0.89","2015","8.23","0.73","0.6","0","0.6","7.29","0","7.29","82.2","0","82.2","15'07/24"
"142",="2916","滿心","05/22","16.4","-0.1","-0.61","2015","18","1.24","1.1","0","1.1","6.11","0","6.11","88.7","0","88.7","15'07/15"
"143",="5015","華祺","05/22","35.8","0","0","2015","16.85","3.72","3","0","3","17.8","0","17.8","80.6","0","80.6","15'08/14"
"144",="9927","泰銘","05/22","29.85","-0.05","-0.17","2015","27.95","3.56","2.5","0","2.5","8.94","0","8.94","70.2","0","70.2","15'10/02"
"145",="3501","維熹","05/22","44.8","-0.55","-1.21","2015","53.8","4.03","2.6","0","2.6","4.83","0","4.83","64.5","0","64.5","15'08/20"
"146",="2606","裕民","05/22","28.4","-0.25","-0.87","2015","26.65","2.43","2.2","0","2.2","8.26","0","8.26","90.5","0","90.5","15'08/14"
"147",="2471","資通","05/22","21.3","-0.15","-0.7","2015","12.95","1.3","1.2","0","1.2","9.27","0","9.27","92.3","0","92.3","15'09/01"
"148",="3617","碩天","05/22","80","-1.5","-1.84","2015","101.5","5.64","4.23","0","4.23","4.17","0","4.17","75.1","0","75.1","15'08/17"
"149",="3044","健鼎","05/22","108.5","-1.5","-1.36","2015","56","5.02","2.75","0","2.75","4.91","0","4.91","54.8","0","54.8","15'08/21"
"150",="2397","友通","05/22","75","-0.7","-0.92","2015","46.55","2.95","2.58","0","2.58","5.54","0","5.54","87.5","0","87.5","15'09/04"
"151",="4987","科誠","05/22","48","+0.35","+0.73","2015","68.6","7.52","5","0.5","5.5","7.29","0.73","8.02","66.5","6.65","73.1","15'08/26"
"152",="6210","慶生","05/22","45.05","-0.4","-0.88","2015","44.95","5.77","4","0","4","8.9","0","8.9","69.3","0","69.3","15'08/28"
"153",="8435","鉅邁","05/22","50.4","0","0","2015","46.95","3.27","3","0.3","3.3","6.39","0.64","7.03","91.7","9.17","101","15'07/28"
"154",="6208","日揚","05/22","25.6","-0.3","-1.16","2015","10.95","1.02","0.8","0","0.8","7.31","0","7.31","78.4","0","78.4","15'07/31"
"155",="2727","王品","05/22","68","-0.3","-0.44","2015","161.5","9.14","8.09","0","8.09","5.01","0","5.01","88.6","0","88.6","15'05/27"
"156",="6206","飛捷","05/22","68","-0.8","-1.16","2015","95","7.25","5.95","0.5","6.45","6.26","0.52","6.79","82.1","6.84","88.9","15'09/30"
"157",="8390","金益鼎","05/22","18.15","-0.25","-1.36","2015","14.1","0.5","0.2","0.1","0.3","1.42","0.71","2.13","40","20","60","15'09/29"
"158",="6189","豐藝","05/22","34.5","-0.1","-0.29","2015","29.65","3.48","3.2","0","3.2","10.8","0","10.8","92","0","92","15'09/10"
"159",="3455","由田","05/22","45.4","-0.55","-1.2","2015","29.1","2.01","0.5","0","0.5","1.72","0","1.72","24.8","0","24.8","15'08/07"
"160",="9942","茂順","05/22","63.6","-0.6","-0.93","2015","70.7","6.32","4","0","4","5.66","0","5.66","63.3","0","63.3","15'08/13"
"161",="2404","漢唐","05/22","197","+1.5","+0.77","2015","42.5","3.14","2.5","0","2.5","5.88","0","5.88","79.6","0","79.6","15'07/31"
"162",="3541","西柏","05/22","75.8","-0.6","-0.79","2015","65","7.6","4.5","1.5","6","6.92","2.31","9.23","59.2","19.7","79","15'08/03"
"163",="2476","鉅祥","05/22","19.75","-0.4","-1.99","2015","21.9","1.74","1.5","0","1.5","6.85","0","6.85","86.2","0","86.2","15'09/04"
"164",="5403","中菲","05/22","47.1","-0.4","-0.84","2015","21.7","2.04","1","0","1","4.61","0","4.61","49","0","49","15'08/14"
"165",="6613","朋億","05/22","152","+1.5","+1","-","","","","","","","","","","","",""
"166",="4417","金洲","05/22","30.45","-0.1","-0.33","2015","34.55","2.43","1","0.3","1.3","2.89","0.87","3.76","41.2","12.4","53.5","15'09/23"
"167",="6560","欣普羅","05/22","30.45","-0.55","-1.77","-","","","","","","","","","","","",""
"168",="1315","達新","05/22","55.6","+0.1","+0.18","2015","22.85","1.16","1.1","0","1.1","4.81","0","4.81","94.8","0","94.8","15'08/07"
"169",="5278","尚凡","05/22","129.5","-0.5","-0.38","2015","25.1","1.09","0.96","0","0.96","3.84","0","3.84","88.4","0","88.4",""
"170",="0056","元大高股息","05/22","27.45","-0.18","-0.65","2015","21.85","","1","0","1","4.58","0","4.58","","","",""
"171",="2535","達欣工","05/22","21.6","-0.05","-0.23","2015","14.4","2.54","1.5","0","1.5","10.4","0","10.4","59.1","0","59.1","15'08/05"
"172",="3679","新至陞","05/22","61.1","-0.7","-1.13","2015","41.95","3.67","3.5","0","3.5","8.34","0","8.34","95.4","0","95.4","15'08/28"
"173",="8249","菱光","05/22","18.35","-0.15","-0.81","2015","21.95","2.43","1.9","0","1.9","8.66","0","8.66","78.2","0","78.2","15'08/14"
"174",="2324","仁寶","05/22","18.4","-0.2","-1.08","2015","18.5","1.63","1.5","0","1.5","8.11","0","8.11","92","0","92","15'09/03"
"175",="6640","均華","05/22","46","-0.25","-0.54","-","","","","","","","","","","","",""
"176",="5512","力麒","05/22","9.23","-0.08","-0.86","2015","9.3","1.63","0.8","0","0.8","8.6","0","8.6","49.1","0","49.1","15'09/04"
"177",="3528","安馳","05/22","38.5","0","0","2015","29","3.19","2.2","0.3","2.5","7.59","1.03","8.62","69","9.4","78.4","15'07/31"
"178",="3209","全科","05/22","20.05","-0.3","-1.47","2015","25.35","3.11","1.3","1.5","2.8","5.13","5.92","11","41.8","48.2","90","15'08/28"
"179",="5493","三聯","05/22","38.7","+0.25","+0.65","2015","31.6","2.44","1.5","0.7","2.2","4.75","2.22","6.96","61.5","28.7","90.2","15'08/26"
"180",="9924","福興","05/22","40.3","-0.4","-0.98","2015","43.6","2.7","2","0","2","4.59","0","4.59","74.1","0","74.1","15'08/14"
"181",="4722","國精化","05/22","27.9","+0.05","+0.18","2015","31.9","2.03","1.5","0","1.5","4.7","0","4.7","73.9","0","73.9","15'08/05"
"182",="8422","可寧衛","05/22","155","-0.5","-0.32","2015","174.5","9.43","8","0","8","4.58","0","4.58","84.8","0","84.8","15'07/28"
"183",="8342","益張","05/22","54.3","+1.6","+3.04","2015","","2.65","2.5","0","2.5","","","","94.3","0","94.3",""
"184",="3147","大綜","05/22","32.6","0","0","2015","16.11","1.56","0.5","0","0.5","3.1","0","3.1","32","0","32","15'09/25"
"185",="5371","中光電","05/22","31.05","-0.2","-0.64","2015","27.3","4.46","3.5","0","3.5","12.8","0","12.8","78.5","0","78.5","15'08/05"
"186",="2614","東森","05/22","15.55","-0.05","-0.32","2015","6.81","-5.16","0","0","0","0","0","0","0","0","0",""
"187",="5878","台名","05/22","46.7","+0.2","+0.43","2015","42","3.86","1","2.6","3.6","2.38","6.19","8.57","25.9","67.4","93.3","15'07/14"
"188",="2451","創見","05/22","70.1","+0.2","+0.29","2015","85.7","8.67","7.8","0","7.8","9.1","0","9.1","90","0","90","15'07/29"
"189",="4303","信立","05/22","18.7","0","0","2015","12.85","0.99","0.1","0.1","0.2","0.78","0.78","1.56","10.1","10.1","20.2","15'10/02"
"190",="3265","台星科","05/22","23.4","-0.4","-1.68","2015","22.55","3.71","2.26","0","2.26","10","0","10","61","0","61","15'05/22"
"191",="6224","聚鼎","05/22","62.7","-1.3","-2.03","2015","66.7","5.01","4.2","0","4.2","6.3","0","6.3","83.8","0","83.8","15'08/05"
