代號,名稱,EPS,DividendYield,CashDividend,StockDividend,beta值,三大法人買賣超,十年填權息平均天數,十年填權息成功率
4803,VHQ-KY,8.031666667,,,,1.4259999999999995,-66.0,1.0,0.3333333333333333
3044,健鼎,7.73,4.746,3.675,,1.2228571428571429,-18008.0,54.0,1.0
2548,華固,9.631,7.903,5.455,,0.5771428571428572,-5039.0,218.8,1.0
1558,伸興,12.280999999999999,6.684,8.67,,0.5514285714285714,-219.0,88.8888888888889,1.0
3131,弘塑,13.389000000000001,5.7170000000000005,8.75,,1.425,-1080.0,108.6,1.0
5534,長虹,10.079,8.156,5.82,,0.6842857142857143,-1431.0,190.0,1.0
6569,醫揚,8.683333333,,5.8,,0.49200000000000005,-20.0,104.33333333333331,0.3333333333333333
8422,可寧衛,11.251,5.533333333,9.563333333,,0.43333333333333335,-220.0,93.85714285714286,0.875
5283,禾聯碩,6.459,4.45875,3.1875,,0.82,227.0,38.857142857142854,0.7
3105,穩懋,5.277,2.923333333,2.425555556,,1.515,11543.0,42.555555555555564,0.9
2707,晶華,9.974,4.198,9.665,0.973333333,0.9228571428571428,141.0,174.0,1.0
2395,研華,8.07,3.1260000000000003,5.433,,0.9342857142857144,1966.0,70.0,1.0
6666,羅麗芬-KY,6.086,,,,1.0566666666666666,-8.0,,0.0
1439,中和,4.189,9.737142857,1.857142857,,,1382.0,242.85714285714286,0.7
8016,矽創,6.2989999999999995,4.974,3.78,,1.4671428571428573,-2274.0,81.1,1.0
8446,華研,5.518,3.89,4.228571429,,0.7999999999999999,-376.0,100.8,0.625
4766,南寶,10.556,,,,0.8533333333333334,439.0,82.0,0.2
2383,台光電,6.377999999999999,5.315,2.7910000000000004,,1.4628571428571429,4067.0,39.6,1.0
2912,統一超,10.127,3.3819999999999997,8.015,,0.4514285714285714,-9496.0,25.9,1.0
1580,新麥,10.305,5.725,7.25,0.46666666700000003,0.7985714285714286,-1416.0,157.25,1.0
6269,台郡,8.623,3.57,3.0780000000000003,0.54375,1.414285714285714,5479.0,118.44444444444444,1.0
6456,GIS-KY,18.16125,4.128,4.4,,1.374,14111.0,6.5,0.4
8454,富邦媒,7.642222222000001,3.2766666669999998,6.5489999999999995,,0.32,695.0,44.16666666666666,0.6
4958,臻鼎-KY,6.7139999999999995,3.775,3.01625,,1.55,4361.0,24.625,0.8
6643,M31,8.165,,,,1.45,39.0,11.0,0.2
4438,廣越,8.77,,5.492000000000001,,0.85,160.0,8.666666666666666,0.3333333333333333
2732,六角,7.964444444,3.5414285710000004,3.601428571,,1.1983333333333337,-629.0,102.83333333333331,0.6666666666666666
1707,葡萄王,7.242000000000001,3.7119999999999997,4.668,,0.5828571428571429,-1329.0,46.6,1.0
4536,拓凱,6.937,3.91125,4.375,,1.0783333333333334,-1360.0,77.57142857142857,0.7777777777777778
5288,豐祥-KY,7.3625,4.488333333,4.085,,0.8766666666666666,514.0,23.0,0.4444444444444444
5434,崇越,6.506,6.037000000000001,3.7880000000000003,,0.9871428571428572,892.0,83.1,1.0
6452,康友-KY,11.54857143,2.596,7.24,,1.1816666666666666,-64.0,62.75,0.4444444444444444
8416,實威,7.669,5.41125,5.24,,0.785,31.0,106.625,0.8888888888888888
6538,倉和,6.4683333329999995,,2.933333333,,1.266,-472.0,98.5,0.4
3152,璟德,8.544,4.198,7.227,,1.18,599.0,164.9,1.0
9945,潤泰新,8.058,5.175,2.51,,,8268.0,28.625,0.8
9941,裕融,6.369,5.175,4.132,,1.0342857142857145,312.0,122.11111111111113,1.0
4163,鐿鈦,6.263,3.1475,3.58,,0.8483333333333333,59.0,109.71428571428572,0.7777777777777778
8083,瑞穎,7.265,5.36,5.7,,0.3871428571428571,49.0,77.33333333333333,1.0
9921,巨大,8.541,3.0210000000000004,5.24,,1.1385714285714286,10913.0,5.0,1.0
3708,上緯投控,5.2425,,,,1.228,2028.0,12.0,0.3
2345,智邦,3.58,5.67,2.065,,1.0385714285714287,2521.0,88.3,1.0
6294,智基,4.755,,,,0.47,180.0,104.0,0.14285714285714285
8341,日友,5.822857142999999,2.912,2.735,,0.61,256.0,14.0,0.6
2308,台達電,7.3,3.772,5.0680000000000005,,1.0042857142857142,32549.0,87.0,1.0
6568,宏觀,8.745,,4.38,,1.23,-185.0,1.75,0.4
8480,泰昇-KY,7.353333332999999,,,,0.6759999999999999,-82.0,150.0,0.3
8081,致新,7.02,7.468999999999999,6.157,,1.1171428571428572,3074.0,69.4,1.0
2428,興勤,5.849,4.916,2.56,,1.1828571428571428,286.0,39.77777777777778,1.0
1477,聚陽,7.943,5.352,6.664,,0.8271428571428572,15593.0,137.66666666666666,1.0
2228,劍麟,6.782,3.615714286,3.8569999999999998,,1.265,837.0,87.14285714285714,0.7
3558,神準,9.218,5.557,6.005,,1.2183333333333333,155.0,44.88888888888889,1.0
3130,一零四,8.584,5.54,7.103,,0.4714285714285715,0.0,157.75,1.0
2458,義隆,3.66,5.06,2.4859999999999998,,1.0385714285714285,3993.0,46.0,1.0
9910,豐泰,5.565,4.052,3.65,0.52,1.1228571428571428,2335.0,86.66666666666669,1.0
2385,群光,6.492000000000001,5.928999999999999,4.165,0.17222222199999998,0.6114285714285714,5733.0,279.2,1.0
3570,大塚,4.821000000000001,4.621,2.5860000000000003,,0.8657142857142858,9.0,56.3,1.0
9914,美利達,7.797999999999999,3.286,4.26,,1.0342857142857145,8210.0,48.8,1.0
2317,鴻海,8.336,2.9930000000000003,2.61,0.985714286,1.077142857142857,-14382.0,161.44444444444446,1.0
5903,全家,5.794,2.497,4.33,,0.22285714285714286,55.0,83.1,1.0
8499,鼎炫-KY,9.48,,,,1.165,333.0,64.0,0.1111111111111111
6213,聯茂,4.2010000000000005,5.648,2.1959999999999997,,1.1771428571428573,4477.0,229.9,1.0
6230,超眾,6.527,4.551,3.835,,0.64,944.0,129.6,1.0
4190,佐登-KY,-13.3825,4.058,3.7,,1.368,-163.0,72.0,0.4
4736,泰博,5.611000000000001,5.619,4.91,,0.7250000000000001,-1574.0,235.1,1.0
6596,寬宏藝術,4.4966666669999995,,,,,-82.0,96.33333333333331,0.3
2231,為升,7.934,3.489,5.757999999999999,1.126666667,1.4685714285714284,-288.0,186.22222222222226,1.0
4580,捷流閥業,6.2725,,,,0.94,283.0,1.0,0.1
5306,桂盟,4.815,2.265714286,2.528571429,,0.7714285714285715,2902.0,23.16666666666667,0.6666666666666666
5299,杰力,3.06375,3.8814285710000003,1.605714286,,1.645,-1620.0,3.8571428571428568,0.7
6472,保瑞,2.845714286,1.028,1.08,,1.1220000000000003,-377.0,10.6,0.5
8279,生展,4.878571429,,,,1.016,-3.0,2.0,0.4
3413,京鼎,4.914,3.31,4.4,,1.926,1854.0,86.0,0.5
6683,雍智科技,6.8575,,,,1.7033333333333331,436.0,1.0,0.2
6561,是方,5.895,,,,0.4066666666666667,1258.0,79.66666666666667,0.3
9802,鈺齊-KY,4.632,4.48625,2.49875,,1.1866666666666668,2482.0,48.85714285714285,0.7
3548,兆利,4.331,3.9410000000000003,1.815,,,-824.0,22.0,1.0
5474,聰泰,4.131,4.865714286,3.057142857,,1.0414285714285714,109.0,123.125,0.8
8482,商億-KY,9.464,,,,0.6066666666666667,-108.0,7.0,0.1
6491,晶碩,3.9814285710000004,,,,1.2,1765.0,1.0,0.2
8210,勤誠,4.732,6.271,2.81,,1.1514285714285717,-878.0,136.5,1.0
1582,信錦,5.497000000000001,7.939,4.437,,0.8114285714285714,-1028.0,60.3,1.0
4551,智伸科,4.831111111,3.6,4.23,,1.2120000000000002,3249.0,57.0,0.5
9951,皇田,6.837999999999999,4.159,3.8,,1.15,643.0,44.8,1.0
6239,力成,5.435,4.928999999999999,3.435,,1.0314285714285716,-15716.0,278.2,1.0
3023,信邦,4.475,5.187,2.6919999999999997,,1.0242857142857142,-650.0,45.3,1.0
4938,和碩,5.32,5.65,3.678571429,,,-21655.0,62.42857142857143,0.7777777777777778
6214,精誠,3.8989999999999996,6.587000000000001,3.6039999999999996,,0.6357142857142858,-612.0,120.5,1.0
3529,力旺,5.292999999999999,2.306,4.82,,1.4,3998.0,23.5,1.0
6146,耕興,6.757999999999999,4.416,5.205,0.13777777800000002,0.6857142857142858,180.0,49.8,1.0
3376,新日興,5.812,4.208,3.4960000000000004,,1.202857142857143,-228.0,65.5,1.0
6504,南六,5.479,1.93,2.548,,0.19166666666666668,-281.0,35.25,0.8
1268,漢來美食,6.743333333,,,,0.5475,5.0,63.66666666666666,0.3333333333333333
3661,世芯-KY,3.3560000000000003,,,,1.5499999999999998,2021.0,1.7142857142857142,0.7
4119,旭富,4.353,4.121,2.875,,0.6900000000000001,131.0,114.4,1.0
8462,柏文,5.055714286000001,1.892,2.72,1.71,1.166,1201.0,38.25,0.4444444444444444
5546,永固-KY,7.14,,,,,0.0,,0.0
1515,力山,1.893,,,,1.1457142857142857,8814.0,15.2,0.5
4430,耀億,2.937,3.938,1.413,,,-14.0,59.6,1.0
6278,台表科,4.683,3.866,1.72,0.683333333,1.455714285714286,-4899.0,229.7,1.0
4126,太醫,5.334,3.5944444439999996,2.855555556,,0.5042857142857142,-328.0,38.125,0.8888888888888888
6274,台燿,3.488,4.155,1.65,,1.3085714285714285,4322.0,22.6,1.0
1788,杏昌,6.0489999999999995,4.937,4.62,,0.3285714285714286,-35.0,184.7,1.0
8066,來思達,5.247000000000001,7.352,7.2,,,139.0,42.5,0.4444444444444444
3596,智易,4.731,4.147,2.12,,1.2228571428571426,-1440.0,26.3,1.0
6672,騰輝電子-KY,4.958333333,,,,1.106666666666667,-1098.0,2.0,0.2
4402,福大,0.122,,,,,10.0,,0.0
6641,基士德-KY,4.354,,,,,27.0,35.0,0.1
6111,大宇資,0.649,,,,1.2742857142857142,72.0,,0.0
4572,駐龍,5.745,,,,1.0750000000000002,137.0,16.0,0.1
6192,巨路,5.477,4.9910000000000005,3.01,,,123.0,261.3,1.0
4107,邦特,3.9130000000000003,3.65,2.438,,1.0585714285714285,1158.0,44.4,1.0
2752,豆府,13.538,,,,0.695,10.0,,0.0
3004,豐達科,3.7260000000000004,,,,,-300.0,6.571428571428571,0.7
3479,安勤,4.394,6.374,2.866,,,-291.0,134.8,1.0
2377,微星,3.695,5.361000000000001,2.568,,0.9871428571428572,15530.0,22.2,1.0
2348,海悅,-3.1460000000000004,,,,,1750.0,92.33333333333331,0.3
5263,智崴,3.848888889,1.4280000000000002,2.99,,0.9766666666666668,-20.0,27.5,0.6
3653,健策,4.023,3.92,2.844,,1.5842857142857143,151.0,43.33333333333334,1.0
4763,材料-KY,4.15875,,,,0.8719999999999999,171.0,19.0,0.3333333333333333
6486,互動,4.69,7.72,3.7,,0.6579999999999999,-58.0,70.4,0.5
6411,晶焱,4.272222222,3.502857143,2.18375,,1.2700000000000002,-1428.0,55.42857142857143,0.7
6290,良維,3.2689999999999997,5.497999999999999,1.9409999999999998,,,-1608.0,30.6,1.0
5234,達興材料,4.343,5.3475,2.8,,1.0166666666666668,216.0,196.42857142857144,0.7
5312,寶島科,5.47,4.395,3.3,,,7.0,82.75,1.0
6147,頎邦,4.228,4.785555556,2.4277777780000003,,,-11016.0,27.11111111111111,0.9
3617,碩天,6.104,5.432,4.185,,1.042857142857143,274.0,50.9,1.0
3227,原相,3.892,3.89,3.38,,1.4642857142857142,-3417.0,14.4,1.0
4953,緯軟,2.53,3.226666667,1.07,0.34,1.4383333333333337,1630.0,10.333333333333334,0.6
6435,大中,4.18375,5.495,3.613333333,,1.614,33.0,25.5,0.6
6451,訊芯-KY,9.724444444,3.694,4.245,,1.8416666666666668,369.0,69.4,0.5
3526,凡甲,3.448,6.646,3.1430000000000002,,0.9128571428571428,-4143.0,173.66666666666663,1.0
8114,振樺電,7.206,5.584,5.782,0.35,0.9442857142857144,-13.0,99.75,1.0
