代號,名稱,EPS,DividendYield,CashDividend,StockDividend
2231,為升,7.934,3.489,5.758000000000001,1.1266666666666667
4580,捷流閥業,6.2725,,,
5306,桂盟,4.815,2.265714285714286,2.5285714285714285,
5299,杰力,3.0637499999999998,3.881428571428571,1.6057142857142856,
6472,保瑞,2.8457142857142856,1.028,1.0799999999999998,
8279,生展,4.878571428571428,,,
3413,京鼎,4.914,3.31,4.4,
6683,雍智科技,6.8575,,,
6561,是方,5.895,,,
9802,鈺齊-KY,4.632,4.486249999999999,2.4987500000000002,
3548,兆利,4.331,3.9410000000000003,1.815,
5474,聰泰,4.131,4.865714285714286,3.057142857142857,
8482,商億-KY,9.464,,,
6491,晶碩,3.981428571428571,,,
8210,勤誠,4.731999999999999,6.271,2.81,
1582,信錦,5.497,7.938999999999998,4.436999999999999,
4551,智伸科,4.83111111111111,3.6,4.2299999999999995,
9951,皇田,6.838000000000001,4.159,3.8,
6239,力成,5.435,4.929,3.435,
3023,信邦,4.4750000000000005,5.186999999999999,2.692,
4938,和碩,5.319999999999999,5.6499999999999995,3.6785714285714284,
6214,精誠,3.899,6.586999999999999,3.604,
3529,力旺,5.292999999999998,2.3059999999999996,4.82,
6146,耕興,6.758,4.416,5.204999999999999,0.13777777777777778
3376,新日興,5.811999999999999,4.208,3.496,
6504,南六,5.479000000000001,1.9300000000000002,2.548,
1268,漢來美食,6.743333333333335,,,
3661,世芯-KY,3.3560000000000003,,,
4119,旭富,4.353,4.121,2.8750000000000004,
8462,柏文,5.055714285714287,1.8920000000000001,2.7199999999999998,1.7099999999999997
5546,永固-KY,7.14,,,
1515,力山,1.893,,,
4430,耀億,2.9370000000000003,3.9379999999999997,1.413,
6278,台表科,4.683000000000001,3.8659999999999997,1.72,0.6833333333333332
4126,太醫,5.334000000000001,3.5944444444444446,2.8555555555555556,
6274,台燿,3.4880000000000004,4.154999999999999,1.6499999999999997,
1788,杏昌,6.0489999999999995,4.937,4.62,
8066,來思達,5.247000000000002,7.351999999999999,7.2,
3596,智易,4.731,4.147,2.12,
6672,騰輝電子-KY,4.958333333333333,,,
4402,福大,0.12200000000000015,,,
6641,基士德-KY,4.354,,,
6111,大宇資,0.649,,,
4572,駐龍,5.745,,,
6192,巨路,5.476999999999999,4.991,3.0100000000000002,
4107,邦特,3.9130000000000003,3.65,2.438,
2752,豆府,13.538,,,
3004,豐達科,3.726,,,
3479,安勤,4.394,6.374,2.8660000000000005,
2377,微星,3.695000000000001,5.360999999999999,2.5680000000000005,
2348,海悅,-3.146,,,
5263,智崴,3.8488888888888897,1.4280000000000002,2.9899999999999998,
3653,健策,4.023000000000001,3.9200000000000004,2.844,
4763,材料-KY,4.1587499999999995,,,
6486,互動,4.6899999999999995,7.720000000000001,3.7,
6411,晶焱,4.272222222222222,3.502857142857143,2.18375,
6290,良維,3.2689999999999997,5.498,1.941,
5234,達興材料,4.343000000000001,5.3475,2.8,
5312,寶島科,5.470000000000001,4.3950000000000005,3.3,
6147,頎邦,4.228,4.785555555555556,2.4277777777777776,
3617,碩天,6.103999999999999,5.432,4.1850000000000005,
3227,原相,3.8919999999999995,3.8899999999999997,3.38,
4953,緯軟,2.5300000000000002,3.2266666666666666,1.07,0.34
6435,大中,4.18375,5.495,3.6133333333333333,
6451,訊芯-KY,9.724444444444444,3.694,4.245,
3526,凡甲,3.4479999999999995,6.646000000000001,3.143,
8114,振樺電,7.206,5.584,5.782,0.35000000000000003
2373,震旦行,4.346000000000001,5.368,3.4549999999999996,
3010,華立,5.273999999999999,6.047000000000001,2.87,
1232,大統益,4.981999999999999,5.648000000000001,4.11,
3455,由田,2.6729999999999996,4.358,2.31,
8466,美吉吉-KY,7.158571428571428,,,
5469,瀚宇博,2.147,3.09,0.64,
6277,宏正,5.637,6.814,4.91,
5604,中連貨,2.4960000000000004,6.368999999999999,1.989,
2049,上銀,8.171,1.455,3.1599999999999997,0.29000000000000004
8942,森鉅,4.463000000000001,4.595000000000001,3.105,
3541,西柏,4.737,5.234,3.2399999999999998,
1773,勝一,4.712,6.195,3.3300000000000005,
1301,台塑,5.229000000000001,4.409,3.9299999999999997,
6592,和潤企業,4.739999999999999,,,
8924,大田,1.8820000000000001,,,
3088,艾訊,4.813000000000001,6.518000000000001,3.085,
1341,富林-KY,8.748000000000001,,,
6464,台數科,6.741428571428571,4.162,5.388333333333333,
2114,鑫永銓,6.030000000000001,5.684,4.349,
3527,聚積,6.2700000000000005,6.426,5.284000000000001,
3211,順達,6.435,6.95,4.748,
1723,中碳,7.169,4.970000000000001,6.37,
1102,亞泥,2.9330000000000003,5.111,1.77,0.24
2397,友通,3.2399999999999998,6.048,2.782000000000001,
2491,吉祥全,0.36300000000000016,,,
3532,台勝科,1.904,2.2257142857142855,2.0357142857142856,
5530,龍巖,4.336,3.51,2.511111111111111,
9943,好樂迪,4.5059999999999985,7.394444444444444,3.6555555555555554,
4912,聯德控股-KY,5.069000000000001,4.362222222222223,3.388888888888889,
6125,廣運,0.374,3.7916666666666665,0.4683333333333333,
1215,卜蜂,3.218,4.5920000000000005,1.5900000000000003,
2239,英利-KY,9.19,,,
2881,富邦金,4.563,3.9939999999999998,1.78,
8497,格威傳媒,5.928333333333334,,,
3679,新至陞,5.6659999999999995,6.764999999999999,4.0649999999999995,
4557,永新-KY,5.43875,6.234,4.316,
6577,勁豐,5.74,,4.082,
6664,群翊,4.885000000000001,,,
1730,花仙子,3.068,5.391,1.8449999999999995,
6223,旺矽,5.472000000000001,4.751111111111111,3.1755555555555555,
3217,優群,2.3880000000000003,7.191999999999998,1.5290000000000001,
1777,生泰,3.868,3.399,2.335,
9946,三發地產,2.939,,,
6552,易華電,2.7600000000000002,,,
6706,惠特,7.8375,,,
2723,美食-KY,7.358000000000001,1.7429999999999999,3.55,
6579,研揚,4.788333333333333,,,
6206,飛捷,6.199999999999999,5.87,4.78,0.8266666666666667
6525,捷敏-KY,5.446666666666666,,,
4549,桓達,4.804444444444444,3.955,3.442857142857143,0.38
6238,勝麗,4.3309999999999995,,,
6690,安碁資訊,2.665,,,
9938,百和,3.7689999999999997,3.8800000000000003,1.89,
3388,崇越電,5.574,7.427000000000001,4.890000000000001,
6180,橘子,1.209,,,
1339,昭輝,3.7620000000000005,4.01,1.7166666666666666,
2233,宇隆,5.998,4.658888888888889,3.7788888888888885,
2640,大車隊,4.641,4.41625,2.997777777777778,0.7777777777777778
4571,鈞興-KY,5.05,,,
2354,鴻準,6.618999999999998,2.7780000000000005,2.0900000000000003,0.5142857142857143
5225,東科-KY,3.8799999999999994,5.68125,2.73,
2597,潤弘,4.478,8.657,3.9849999999999994,
1259,安心,4.802,3.2555555555555555,2.566666666666667,
3026,禾伸堂,3.3009999999999997,6.9590000000000005,3.47,
6263,普萊德,3.661,6.699,2.89,
6582,申豐,5.318333333333334,,,
8109,博大,4.548,5.859,3.4,
8424,惠普,4.188000000000001,5.433333333333334,2.13,
2939,凱羿-KY,10.4625,,,
5478,智冠,4.099,3.9299999999999997,2.844,
3081,聯亞,8.278571428571428,2.26,6.166666666666667,
3515,華擎,6.117,8.132,6.358,
2850,新產,3.692,6.435,1.677,
4974,亞泰,4.090999999999999,7.025555555555555,2.6477777777777782,
2926,誠品生活,6.783333333333333,4.524285714285715,6.61875,
9942,茂順,5.431,5.447000000000001,3.78,
6138,茂達,2.197,5.3629999999999995,1.78,
1326,台化,5.281,4.826,4.264999999999999,
6023,元大期,3.585,6.939,2.6159999999999997,
6514,芮特-KY,2.8762499999999998,,,
9917,中保科,4.234999999999999,4.643000000000001,3.5799999999999996,
3546,宇峻,3.434,4.2716666666666665,3.3816666666666664,
8171,天宇,0.6060000000000001,,,
4915,致伸,3.7310000000000003,4.34,1.7555555555555555,
4987,科誠,5.109999999999999,6.628888888888888,3.7777777777777777,
1338,廣華-KY,7.2,3.6475,3.275,
6279,胡連,6.6800000000000015,5.361,4.839,
2727,王品,8.434999999999999,3.73,7.628888888888889,
2882,國泰金,3.261,3.0090000000000003,1.38,0.476
3213,茂訊,4.534000000000001,7.778999999999999,3.5,
5511,德昌,3.9159999999999995,5.036,1.305,
1521,大億,5.034999999999999,6.476999999999999,4.17,
3443,創意,4.215,2.9169999999999994,3.349,
2923,鼎固-KY,2.0879999999999996,1.4828571428571427,0.33428571428571435,
9939,宏全,4.353,4.49,2.55,
2456,奇力新,3.647,3.5949999999999998,2.2139999999999995,
4175,杏一,3.6089999999999995,3.802857142857143,2.5375,
3684,榮昌,3.2119999999999997,5.553,1.9090000000000003,
2643,捷迅,3.4328571428571424,5.564,1.7149999999999999,
6224,聚鼎,4.83,6.453,3.7880000000000003,
4568,科際精密,5.7124999999999995,,,
4942,嘉彰,3.0130000000000003,5.198888888888888,1.8359999999999999,
5215,科嘉-KY,3.745,6.678888888888888,2.3333333333333335,
8938,明安,2.153,4.861,1.7400000000000002,
5203,訊連,5.478,6.3180000000000005,5.175,
2066,世德,5.16,4.02,3.69,
3045,台灣大,5.236,5.391,5.340000000000001,
6412,群電,3.3649999999999998,4.762857142857143,2.347142857142857,0.049999999999999996
6173,信昌電,1.5539999999999998,3.104,1.3699999999999999,
6271,同欣電,6.695,4.877999999999999,5.284999999999999,
2360,致茂,4.147,3.4699999999999998,2.966,
2905,三商,2.569,2.884,0.639,
4994,傳奇,4.147,0.6749999999999999,0.8583333333333334,4.7
8284,三竹,2.4490000000000003,2.17,1.032,
4927,泰鼎-KY,3.8810000000000002,5.847142857142857,2.0542857142857143,
8155,博智,3.3919999999999995,5.93375,2.6662500000000002,
6281,全國電,4.573,6.501,3.9339999999999997,
1101,台泥,2.668,5.414,1.9980000000000004,
2496,卓越,1.4629999999999996,,,
3501,維熹,4.772,7.0840000000000005,3.38,
4560,強信-KY,3.3300000000000005,,,
6629,泰金-KY,39.989999999999995,,,
9924,福興,3.1670000000000003,5.943,1.94,
6210,慶生,4.479,7.934,3.06,
1437,勤益控,1.1179999999999999,,,
3036,文曄,4.535,6.522,2.62,
5493,三聯,3.1770000000000005,6.666000000000001,1.8650000000000002,
2524,京城,2.8339999999999996,,,
6292,迅德,3.1729999999999996,8.419,2.45,
6416,瑞祺電通,4.6275,3.061666666666666,3.3757142857142854,
1736,喬山,3.5589999999999997,1.8780000000000001,1.085,1.0799999999999998
2065,世豐,4.865,,2.1050000000000004,
6523,達爾膚,6.234285714285714,,3.71,
6527,明達醫,2.6342857142857143,2.312,1.058,
2433,互盛電,3.8270000000000004,7.667,3.0669999999999997,
2412,中華電,5.045,5.061,4.949000000000001,
4977,眾達-KY,4.347,4.71,3.857142857142857,0.4
1726,永記,5.154,5.042999999999999,3.38,
5388,中磊,4.286,4.551,2.7609999999999997,
6186,新潤,2.6019999999999994,9.048571428571426,2.0,
2459,敦吉,3.5780000000000003,6.825,2.303,
2480,敦陽科,2.535,6.947,2.1710000000000003,
4735,豪展,1.4660000000000002,3.8480000000000003,1.6380000000000003,
6141,柏承,0.8270000000000002,3.9419999999999993,0.5399999999999999,
8442,威宏-KY,3.0271428571428567,,,
3226,至寶電,1.4650000000000003,,,
6245,立端,3.1779999999999995,3.013,1.3690000000000002,0.5266666666666667
3265,台星科,3.2940000000000005,5.2700000000000005,1.517,
1527,鑽全,3.595,5.94125,2.8287500000000003,
3491,昇達科,3.4339999999999997,4.994,3.0470000000000006,
6114,久威,2.4370000000000003,,,
2382,廣達,4.7219999999999995,5.955,3.7329999999999997,
4995,晶達,2.509,5.848888888888889,1.8888888888888888,
8433,弘帆,4.737,5.58,3.478888888888889,
8255,朋程,6.281000000000001,4.952,5.0,
2392,正崴,3.55,4.662000000000001,2.189,
8916,光隆,2.9430000000000005,5.596000000000001,2.2510000000000003,
2347,聯強,3.527,5.267,2.3449999999999998,
8213,志超,4.116,6.051,2.069,
3310,佳穎,0.643,3.7057142857142855,1.17,
6679,鈺太,2.3874999999999997,,,
9911,櫻花,2.347,4.962,1.4049999999999998,
6202,盛群,3.446,6.9449999999999985,3.313,
6574,霈方,6.035,,,
2301,光寶科,3.3520000000000003,6.3260000000000005,2.536,0.049999999999999996
3092,鴻碩,2.137,6.0,2.32,
3583,辛耘,2.662,3.06,1.755,
4104,佳醫,3.2079999999999997,4.276999999999999,2.266,
4916,事欣科,4.391,5.232222222222222,2.2733333333333334,
1240,茂生農經,4.156,,,
2451,創見,6.151,7.230000000000001,5.929,
9904,寶成,3.489,4.1690000000000005,1.45,
3030,德律,4.058,6.906999999999999,3.05,
3711,日月光投控,4.516666666666667,,,
5403,中菲,2.774,7.528999999999999,2.117,
1525,江申,5.129999999999999,2.7630000000000003,1.725,
3587,閎康,4.013,4.852222222222221,3.035555555555556,
6221,晉泰,2.1729999999999996,4.845555555555556,1.1133333333333335,
1702,南僑,3.3669999999999995,4.069999999999999,1.9844444444444445,
6616,特昇-KY,2.3325,,,
5522,遠雄,5.877000000000001,8.741,3.8400000000000007,
6605,帝寶,5.955,3.7090000000000005,3.06,
5483,中美晶,1.65,3.34,1.9666666666666668,
6505,台塑化,3.9779999999999993,3.4829999999999997,3.4410000000000003,
3702,大聯大,3.5090000000000003,6.314,2.369,
4506,崇友,2.4959999999999996,5.015000000000001,1.56,
1560,中砂,3.721,4.901,2.8499999999999996,
2726,雅茗-KY,3.0688888888888886,4.173333333333334,2.4171428571428573,
2546,根基,2.27,8.565,1.7419999999999998,
2928,紅馬-KY,2.7283333333333335,,,
4745,合富-KY,3.5700000000000003,2.8069999999999995,1.659,
6196,帆宣,2.4910000000000005,5.202,1.594,
1227,佳格,3.715,2.6629999999999994,1.9799999999999998,1.4125
6285,啟碁,4.988000000000001,4.504,3.126,0.3333333333333333
4138,曜亞,4.069999999999999,5.356,3.4989999999999997,
1593,祺驊,2.771,6.134444444444444,2.482222222222222,
3551,世禾,3.6580000000000004,4.634,1.8829999999999998,
8271,宇瞻,3.069,6.794,1.8650000000000007,
6123,上奇,2.7700000000000005,6.595000000000001,2.319,
6203,海韻電,3.306,7.273000000000001,2.591,
3005,神基,2.153,5.417999999999999,1.558,
1315,達新,1.7879999999999998,4.003,1.13,
4105,東洋,3.6119999999999997,2.71,2.486,1.44
4417,金洲,3.133,3.971,1.2100000000000002,0.44999999999999996
6177,達麗,3.55,11.606,2.778,1.0474999999999999
4755,三福化,2.748,3.6314285714285712,1.4185714285714286,
5347,世界,2.5149999999999997,4.194,1.876,
6581,鋼聯,4.238333333333334,,,
5223,安力-KY,2.676,,,
6716,應廣,3.9175,,,
8150,南茂,2.6279999999999997,4.596666666666667,1.2157142857142857,
4205,中華食,2.636,4.142,1.8800000000000001,
9958,世紀鋼,1.1549999999999998,2.3514285714285714,0.35000000000000003,
2488,漢平,2.5599999999999996,7.1450000000000005,1.6800000000000002,
5876,上海商銀,3.0112500000000004,4.744,1.6142857142857143,
8435,鉅邁,3.56,6.23,2.955,
2464,盟立,2.4819999999999998,5.302999999999999,1.73,
6591,動力-KY,5.716666666666666,,,
4754,國碳科,2.3862499999999995,3.6557142857142857,1.5042857142857142,
8481,政伸,3.5566666666666666,,,
3019,亞光,-0.5569999999999999,,,
8112,至上,2.168,7.238999999999999,1.511,
6024,群益期,3.145,5.121999999999999,1.7730000000000004,
6698,旭暉應材,1.95,,,
6184,大豐電,3.0069999999999997,4.4750000000000005,2.129,
2637,慧洋-KY,3.7119999999999997,4.961,1.716,0.75
3014,聯陽,0.8799999999999997,6.288571428571428,2.0742857142857143,
3338,泰碩,2.0250000000000004,5.005,1.40125,
6470,宇智,3.7899999999999996,6.81,3.0,
2015,豐興,3.4799999999999995,5.822999999999999,2.875,
1319,東陽,2.7369999999999997,2.6439999999999997,1.161,
2063,世鎧,2.405,4.666000000000001,1.4999999999999998,
3147,大綜,2.1562499999999996,4.585000000000001,0.682,1.1800000000000002
5432,達威,1.242,,,
1216,統一,2.9930000000000003,3.322,1.9599999999999997,0.65
2472,立隆電,2.596,5.017777777777777,1.6933333333333334,
3416,融程電,3.6390000000000002,5.908,3.16,0.4800000000000001
2441,超豐,3.207,6.207,2.225,
3090,日電貿,2.693,6.305,2.1000000000000005,1.2166666666666668
2816,旺旺保,1.652,,,
3511,矽瑪,0.47300000000000003,8.482000000000001,2.0100000000000002,
8091,翔名,5.179,6.939,4.339,
8928,鉅明,1.4350000000000005,6.3260000000000005,1.8,
3556,禾瑞亞,4.066,6.582000000000001,3.6999999999999993,0.3875
4566,時碩工業,2.561666666666667,,,
4943,康控-KY,2.9339999999999997,2.3874999999999997,1.9055555555555554,1.1
9930,中聯資源,3.3620000000000005,5.4030000000000005,2.79,
6257,矽格,2.7239999999999998,6.897000000000001,1.818,
3557,嘉威,-1.108,,,
3680,家登,1.5799999999999998,0.9129999999999999,0.39799999999999996,
6469,大樹,3.7057142857142855,1.8359999999999999,1.54,1.04
5706,鳳凰,3.2430000000000008,5.116,2.271,
6242,立康,0.5219999999999999,,,
2408,南亞科,3.403,5.41,3.3840000000000003,
2539,櫻花建,3.0789999999999997,2.3190000000000004,0.616,1.385
4552,力達-KY,7.668571428571428,,,
1503,士電,2.4099999999999997,3.2949999999999995,1.2999999999999998,
2313,華通,1.783,3.52625,0.7125,
8163,達方,1.533,4.988,1.38,
1465,偉全,1.5390000000000001,5.997000000000002,0.85,
2823,中壽,2.4560000000000004,1.8616666666666666,0.5333333333333333,0.8811111111111111
5609,中菲行,1.8939999999999997,5.324,1.0929999999999997,
1541,錩泰,1.7239999999999998,4.851999999999999,2.1439999999999997,
2420,新巨,3.1159999999999997,7.411,2.41,
3454,晶睿,5.8469999999999995,4.273,4.0969999999999995,0.32800000000000007
5209,新鼎,4.002,6.662999999999999,3.429,
1323,永裕,2.7310000000000003,4.796,1.355,
3317,尼克森,0.764,,,
8048,德勝,1.9819999999999998,4.429,1.2229999999999999,
6624,萬年清,1.918,,,
6680,鑫創電子,3.6149999999999998,,,
3206,志豐,1.8489999999999998,4.543999999999999,0.9500000000000002,0.25000000000000006
2731,雄獅,4.225,4.195714285714286,3.377777777777778,
3218,大學光,1.1640000000000001,3.856666666666667,1.125,
4968,立積,1.075,,,
6261,久元,4.845,7.159000000000001,3.974,0.09833333333333333
3483,力致,1.044,2.5970000000000004,0.741,
6671,三能-KY,4.75,,,
5455,昇益,-1.1760000000000002,,,
5907,大洋-KY,3.375,4.742500000000001,1.73,
2235,謚源,3.632,3.965,3.0,
4581,光隆精密-KY,3.315,,,
1434,福懋,2.094,4.5360000000000005,1.41,
3537,堡達,2.054,5.789,1.48,
3691,碩禾,17.720999999999997,4.392222222222221,12.965555555555556,
4528,江興鍛,2.871,3.2730000000000006,1.2799999999999998,0.38
6115,鎰勝,3.592,8.462,3.5060000000000002,
2376,技嘉,3.3,7.532000000000001,2.68,
8342,益張,2.894,,2.6689999999999996,
4991,環宇-KY,2.95,0.9283333333333333,0.6150000000000001,
5607,遠雄港,1.2650000000000001,,,
5878,台名,3.4000000000000004,5.908333333333332,2.664285714285714,
6715,嘉基,0.5860000000000001,,,
6143,振曜,4.079,6.534000000000001,3.2990000000000004,
3630,新鉅科,-0.8259999999999998,,,
6640,均華,3.6,,,
8039,台虹,3.5470000000000006,5.151000000000001,2.136,
6570,維田,2.2083333333333335,,,
1231,聯華食,2.681,3.588,1.2369999999999999,
2809,京城銀,3.35,4.534285714285715,1.3571428571428572,
8917,欣泰,1.9040000000000004,2.9,1.373,
5243,乙盛-KY,2.4362500000000002,4.916666666666667,1.7116666666666667,
6615,慧智,2.6,,,
8489,三貝德,2.66,,,
1210,大成,2.4189999999999996,4.182999999999999,1.2479999999999998,
4721,美琪瑪,2.002,4.4670000000000005,1.551,
1303,南亞,3.9260000000000006,4.532,3.11,
2108,南帝,1.847,4.465000000000002,1.0150000000000001,0.5055555555555555
2608,嘉里大榮,2.2,3.2019999999999995,1.251,
6248,沛波,-0.2089999999999998,,,
6282,康舒,1.8359999999999999,5.598999999999999,1.333,
4120,友華,3.5269999999999997,2.586,1.542,
3029,零壹,1.502,4.647,0.8959999999999999,
8131,福懋科,2.269,6.6370000000000005,1.6800000000000002,
2527,宏璟,1.686,4.5520000000000005,0.8350000000000002,
2375,凱美,1.047,,,
4164,承業醫,2.6710000000000003,3.6062499999999997,2.11125,
1109,信大,0.907,3.0969999999999995,0.39599999999999996,
3022,威強電,3.7689999999999997,5.593999999999999,2.3760000000000003,
2115,六暉-KY,2.811,3.0342857142857147,1.3357142857142859,
3705,永信,2.2640000000000002,4.430000000000001,1.9300000000000002,
2367,燿華,0.8270000000000002,,,
2748,雲品,2.938333333333333,,,
4550,長佳,2.4887500000000005,6.103333333333333,1.3571428571428572,
4564,元翎,1.8566666666666665,,,
2455,全新,2.2600000000000007,4.024,1.921,
5490,同亨,3.0309999999999997,5.960000000000001,2.4530000000000003,
4999,鑫禾,5.56,5.78875,2.8444444444444446,
6426,統新,2.83,2.275,1.2842857142857143,
6590,普鴻,2.063333333333333,,,
3528,安馳,3.144,6.2059999999999995,2.108,0.4766666666666668
